decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
38,345.644444444431,1,121,2,98,0,6,10,24,0.5,0.01,76,21,50,12,6,29,-1111.29,8.490662
39,351.911111111095,1,121,2,98,0,6,10,24,0.5,0.01,76,21,50,12,6,29,-1111.29,8.4074324
40,357.155555555536,1,122,2,98,0,6,10,24,0.5,0.01,76,21,50,12,6,29,-1111.29,7.9278827
41,368.666666666642,1,123,2,98,0,6,10,24,0.5,0.01,76,21,50,12,6,29,-1111.29,12.7333601
42,380.177777777748,1,123,2,99,0,6,10,24,0.5,0.01,83,21,55,12,6,29,-1200.29,8.1002808
43,391.688888888853,1,124,2,99,0,6,10,24,0.5,0.01,83,21,55,12,6,29,-1200.29,6.5673727
44,403.244444444403,1,125,2,99,0,6,10,24,0.5,0.01,83,23,55,12,6,32,-1218.32,5.8464411
45,414.755555555509,1,126,2,99,0,6,10,24,0.5,0.01,83,23,55,12,6,32,-1218.32000153223,7.3223208
46,426.266666666614,1,127,2,99,0,6,10,24,0.5,0.01,84,23,56,12,6,32,-1235.32004716968,7.4323635
47,437.77777777772,1,128,2,99,0,6,10,24,0.5,0.01,85,23,56,12,6,32,-1240.32,5.9587848
48,449.288888888825,1,129,2,99,0,6,10,24,0.5,0.01,85,23,57,12,6,32,-1252.32,6.2845916
49,460.844444444375,1,130,2,99,0,6,10,24,0.5,0.01,85,23,58,12,6,32,-1264.32,7.1259965
50,472.355555555481,1,131,2,99,0,6,10,24,0.5,0.01,85,23,58,12,6,32,-1264.32,7.1125876
51,483.866666666586,1,132,2,99,0,6,10,24,0.5,0.01,85,23,59,12,6,32,-1276.32,6.3028554
52,495.377777777692,1,133,2,99,0,6,10,24,0.5,0.01,87,24,59,12,6,34,-1291.34,6.1466533
53,506.888888888797,1,134,2,99,0,6,10,24,0.5,0.01,87,24,59,12,6,34,-1291.34,7.7342271
54,518.444444444356,1,135,2,98,0,6,10,24,0.5,0.01,88,24,59,12,6,34,-1296.34,11.3934963
55,529.955555555476,1,136,2,98,0,6,10,24,0.5,0.01,88,24,59,12,6,34,-1296.34,10.7211748
56,541.466666666596,1,137,2,97,0,6,10,24,0.5,0.01,88,24,59,12,6,34,-1296.34,10.7279599
57,552.977777777716,1,138,2,97,0,6,10,24,0.5,0.01,88,24,59,12,6,34,-1296.34,11.2201795
58,556.888888888831,1,138,2,97,0,6,10,24,0.5,0.01,88,24,59,12,6,34,-1296.34,11.2259954
59,564.488888888837,1,139,2,97,0,6,10,24,0.5,0.01,88,22,61,12,6,31,-1302.31,11.6120009
60,571.06666666662,1,139,2,97,0,6,10,24,0.5,0.01,88,22,61,12,6,31,-1302.31,11.4269747
61,576.044444444402,1,140,2,97,0,6,10,24,0.5,0.01,89,22,61,12,6,31,-1307.31,13.4555853
62,587.555555555522,1,141,2,98,0,6,10,24,0.5,0.01,89,22,62,12,6,31,-1319.31,8.0186138
63,599.066666666642,1,142,2,99,0,6,10,24,0.5,0.01,90,22,63,12,6,31,-1336.31,11.5165591
64,610.577777777762,1,143,2,99,0,6,10,24,0.5,0.01,90,23,62,12,6,31,-1345.31,10.3185947
65,622.088888888883,1,144,2,99,0,6,10,24,0.5,0.01,90,23,62,12,6,31,-1345.31,6.7815051
66,633.600000000003,1,145,2,99,0,6,10,24,0.5,0.01,93,24,61,12,6,34,-1345.34,8.57314
67,645.155555555568,1,146,2,99,0,6,10,24,0.5,0.01,93,24,61,12,6,34,-1345.34,7.6755497
68,656.666666666688,1,147,2,99,0,6,10,24,0.5,0.01,93,24,61,12,6,34,-1345.34,9.4236307
69,668.177777777808,1,148,2,99,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,5.7112011
70,679.688888888928,1,149,2,98,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,4.7341924
71,691.200000000049,1,150,2,98,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,5.7770714
72,702.755555555613,1,151,2,98,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,5.9920413
73,710.400000000064,1,151,2,98,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,6.0378722
74,714.266666666734,1,152,2,98,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,6.7259071
75,725.777777777854,1,153,2,98,0,6,10,24,0.5,0.01,94,25,62,12,6,35,-1367.35,5.8866826
76,737.288888888974,1,154,2,98,0,6,10,24,0.5,0.01,94,25,63,12,6,35,-1379.35,5.199262
77,748.800000000095,1,155,2,99,0,6,10,24,0.5,0.01,95,25,63,12,6,35,-1384.35,6.5694055
78,760.355555555659,1,156,2,99,0,6,10,24,0.5,0.01,95,25,63,12,6,35,-1384.35,6.1256129
79,771.86666666678,1,157,2,99,0,6,10,24,0.5,0.01,95,25,63,12,6,35,-1384.35,5.708055
80,783.3777777779,1,158,2,99,0,6,10,24,0.5,0.01,95,25,64,12,6,35,-1396.35,6.1416793
81,794.88888888902,1,159,2,99,0,6,10,24,0.5,0.01,95,25,64,12,6,35,-1396.35,9.5132782
82,806.40000000014,1,160,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,5.6918262
83,817.955555555705,1,161,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,5.1224661
84,829.466666666825,1,162,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,6.2255848
85,840.977777777946,1,163,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,6.2212652
86,852.488888889066,1,164,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,8.5901513
87,864.000000000186,1,165,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,7.3656778
88,875.555555555751,1,166,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,8.5983389
89,887.066666666871,1,166,2,99,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,8.6451029
90,898.577777777992,1,167,2,98,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,8.7543523
91,910.088888889112,1,168,2,98,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,9.4139547
92,921.600000000232,1,169,2,98,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,9.1265531
93,925.777777778013,1,169,2,98,0,6,10,24,0.5,0.01,96,25,65,12,6,35,-1413.35,9.1617401
94,933.155555555797,1,170,2,98,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,10.8412289
95,935.777777778021,1,170,2,98,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,10.8772862
96,944.666666666917,1,171,2,98,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,13.1601333
97,956.177777778037,1,172,2,98,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,13.8367281
98,967.688888889158,1,173,2,99,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,10.8867246
99,979.200000000278,1,174,2,99,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35000675896,14.4233833
100,990.755555555843,1,175,2,99,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,16.8556334
101,1002.26666666696,1,176,2,99,0,6,10,24,0.5,0.01,98,25,65,12,6,35,-1423.35,14.6883586
102,1013.77777777808,1,177,2,99,0,6,10,24,0.5,0.01,98,25,66,12,6,35,-1435.35,11.0442127
