decision,time,solved,pendingOrders,stationsWithCap,podsInModel,Ra,R,Pb,Pa,xps,yos,yaos,yrp,sumUs,dops,objective,solveSec
589,6138.8444444488,1,100,1,92,1,4,3,89,4,8,2,1,0,1,-297,0.0460359
590,6153.42222222667,1,99,1,93,1,5,4,89,5,10,1,1,0,1,-365,0.0584384
591,6158.88888889336,1,2,1,92,0,4,4,20,4,0,0,0,1,0,1000,0.0019728
592,6178.93333333793,1,100,1,93,1,5,4,89,5,9,2,1,0,1,-333,0.0489827
593,6183.46666667129,1,99,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.004974
594,6193.51111111579,1,99,1,93,1,5,4,89,5,10,1,1,0,1,-379,0.0715025
595,6223.55555556041,1,2,1,92,1,5,4,20,4,0,0,0,1,0,1000,0.0039696
596,6228.97777778267,1,100,2,96,1,9,8,88,9,13,2,1,0,1,-499,0.1245167
597,6233.60000000492,1,2,1,91,0,4,4,19,4,0,0,0,1,0,1000,0.0029673
598,6239.02222222717,1,100,2,95,0,8,8,87,8,10,2,0,0,0,-400,0.0068665
599,6249.06666667168,1,100,1,91,1,4,3,88,4,6,1,1,0,1,-199,0.0540921
600,6253.64444444948,1,2,1,90,0,3,3,19,3,0,0,0,1,0,1000,0.0029983
601,6259.11111111618,1,100,2,93,0,6,6,87,6,5,1,0,1,0,800,0.0070013
602,6259.15555556062,1,2,1,89,0,2,2,19,2,0,0,0,1,0,1000,0.0030028
603,6263.68888889398,1,94,1,90,1,3,2,88,3,4,2,1,0,1,-139,0.0410024
604,6283.73333333855,1,94,1,93,3,6,3,90,6,10,1,3,0,3,-329,1.094457
605,6293.77777778305,1,94,1,94,0,6,6,88,6,9,1,0,0,0,-360,0.0050755
606,6323.82222222767,1,95,1,94,1,6,5,89,6,10,1,1,0,1,-377,0.0655228
607,6329.15555556104,1,2,1,92,1,4,3,18,3,0,0,0,1,0,1000,0.0032415
608,6339.20000000554,1,98,1,92,1,4,3,89,4,7,2,1,0,1,-264,0.0482315
609,6343.86666667224,1,95,1,93,0,5,5,88,5,8,1,0,0,0,-320,0.0041405
610,6349.24444445005,1,2,1,92,0,4,4,18,4,0,0,0,1,0,1000,0.0030043
611,6353.91111111674,1,100,2,92,0,9,9,83,9,13,2,0,0,0,-520,0.0059681
612,6363.95555556124,1,95,1,89,1,6,5,84,6,8,1,1,0,1,-305,0.0529901
613,6394.00000000587,1,3,1,89,1,5,4,26,4,0,0,0,1,0,1000,0.0029965
614,6400.17777778368,1,3,1,89,2,6,4,26,6,1,1,2,0,2,12,0.0059702
615,6409.28888889484,1,93,1,86,0,3,3,83,3,5,1,0,0,0,-200,0.0037838
616,6419.33333333935,1,93,1,87,1,4,3,84,4,8,1,1,0,1,-289,0.0615581
617,6429.37777778385,1,91,1,87,0,3,3,84,3,6,1,0,0,0,-240,0.0029998
618,6439.42222222836,1,93,1,90,2,5,3,87,5,12,1,2,0,2,-435,0.1620382
619,6444.04444445061,1,3,1,89,0,5,5,26,5,0,0,0,1,0,1000,0.0020027
620,6446.57777778395,1,3,1,89,0,5,5,26,5,0,0,0,1,0,1000,0.0020074
621,6454.08888889511,1,3,1,90,0,5,5,26,5,0,0,0,2,0,2000,0.0032645
622,6454.577777784,1,3,1,90,0,5,5,26,5,0,0,0,2,0,2000,0.0018749
623,6456.57777778401,1,3,1,90,0,5,5,26,5,0,0,0,2,0,2000,0.0029884
624,6464.13333333961,1,97,1,89,0,4,4,85,4,4,3,0,0,0,-160,0.0040317
625,6469.46666667298,1,95,1,90,0,5,5,85,5,11,1,0,0,0,-440,0.0049675
626,6474.17777778412,1,3,1,90,1,5,4,26,4,0,0,0,1,0,1000,0.0029759
627,6480.44444445082,1,3,1,90,1,4,3,27,3,0,0,0,1,0,1000,0.0045945
628,6484.22222222862,1,3,1,90,1,4,3,27,3,0,0,0,2,0,2000,0.0029687
629,6490.44444445088,1,3,1,91,2,5,3,27,3,0,0,0,2,0,2000,0.0099709
630,6494.26666667312,1,99,1,91,2,5,3,88,5,10,3,2,0,3,-364,0.0699709
631,6499.5111111176,1,97,1,91,0,5,5,86,5,11,1,0,0,0,-440,0.0049684
632,6514.31111111769,1,2,1,91,0,5,5,19,5,0,0,0,1,0,1000,0.0039978
633,6530.97777778445,1,2,1,92,1,6,5,19,5,0,0,0,1,0,1000,0.0035138
634,6539.55555556228,1,99,2,94,1,8,7,87,8,15,2,1,0,1,-575,0.1776885
635,6544.35555556231,1,2,1,92,1,6,5,19,5,0,0,0,1,0,1000,0.0030053
636,6551.02222222902,1,2,1,93,2,7,5,19,5,0,0,0,1,0,1000,0.0060764
637,6555.15555556237,1,2,1,93,2,7,5,19,5,0,0,0,1,0,1000,0.0069703
638,6559.60000000684,1,99,2,96,2,10,8,88,10,20,2,2,0,2,-730,0.5585164
639,6569.64444445135,1,2,1,88,0,2,2,19,2,0,0,0,1,0,1000,0.0020005
640,6589.68888889591,1,96,1,89,1,3,2,87,3,5,2,1,0,1,-181,0.0470116
641,6609.73333334047,1,3,1,90,1,4,3,29,3,0,0,0,1,0,1000,0.0031989
642,6614.40000000717,1,100,2,95,1,9,8,87,9,15,2,1,0,1,-581,0.1584292
643,6624.44444445167,1,3,1,92,1,6,5,28,5,0,0,0,1,0,1000,0.0031411
644,6629.77777778504,1,100,2,96,2,10,8,88,10,20,2,2,0,2,-741,0.2716524
645,6634.48888889618,1,3,1,95,0,7,7,30,7,0,0,0,1,0,1000,0.0019978
646,6644.53333334068,1,3,1,93,0,6,6,30,6,0,0,0,2,0,2000,0.0039724
647,6654.57777778518,1,98,1,94,1,6,5,89,6,16,3,1,0,1,-623,0.0767545
648,6669.82222222972,1,4,1,90,1,3,2,38,2,0,0,0,1,0,1000,0.002967
649,6693.8666666743,1,4,1,91,2,4,2,39,2,0,0,0,1,0,1000,0.009977
650,6699.86666667434,1,4,1,91,2,4,2,39,2,0,0,0,2,0,2000,0.0089695
651,6705.86666667438,1,100,2,97,3,10,7,90,10,19,3,3,0,3,-699,1.8071318
652,6709.91111111884,1,3,1,92,0,5,5,30,5,0,0,0,1,0,1000,0.0030987
653,6730.26666667452,1,3,1,91,0,4,4,30,4,0,0,0,1,0,1000,0.0029746
654,6739.95555556347,1,4,1,91,1,5,4,40,4,0,0,0,2,0,2000,0.0039705
655,6755.91111111912,1,100,2,95,1,9,8,87,9,17,3,1,0,1,-651,0.167666
656,6760.00000000803,1,4,1,92,1,6,5,39,5,0,0,0,1,0,1000,0.0040341
657,6764.88888889695,1,4,1,92,1,6,5,39,5,0,0,0,1,0,1000,0.002996
658,6765.95555556362,1,3,2,96,1,10,9,30,9,0,0,0,2,0,2000,0.0039521
659,6770.04444445253,1,100,2,95,1,9,8,87,9,15,3,1,0,1,-583,0.1721403
660,6826.00000000842,1,5,1,93,3,6,3,49,5,1,1,2,0,2,2,0.0110022
661,6840.08888889739,1,3,1,92,2,5,3,34,3,0,0,0,1,0,1000,0.0079673
662,6846.04444445298,1,3,2,97,2,10,8,34,8,0,0,0,2,0,2000,0.0109914
663,6857.91111111972,1,3,2,97,2,10,8,33,8,0,0,0,2,0,2000,0.0108616
664,6860.13333334195,1,99,2,97,2,10,8,89,10,17,3,2,0,2,-649,0.5871918
665,6876.0888888976,1,3,1,93,0,6,6,30,6,0,0,0,1,0,1000,0.0030001
666,6886.13333334211,1,3,1,93,0,5,5,30,5,0,0,0,1,0,1000,0.0020066
667,6896.13333334217,1,3,1,94,2,7,5,30,5,0,0,0,2,0,2000,0.0089699
668,6900.17777778664,1,99,2,97,2,10,8,89,10,19,3,2,0,2,-725,0.4509339
669,6906.17777778667,1,2,1,94,0,7,7,17,7,0,0,0,1,0,1000,0.0029703
670,6910.22222223114,1,99,2,96,0,9,9,87,9,17,2,0,0,0,-680,0.0067362
671,6920.26666667564,1,2,1,91,1,3,2,18,2,0,0,0,1,0,1000,0.0030025
672,6930.2666666757,1,2,1,91,1,3,2,18,2,0,0,0,1,0,1000,0.0029694
673,6940.31111112021,1,95,1,92,2,4,2,90,4,9,2,2,0,2,-321,0.2239855
674,6946.22222223135,1,2,1,94,0,6,6,18,6,0,0,0,1,0,1000,0.0030009
675,6950.35555556471,1,99,2,97,0,9,9,88,9,15,2,0,0,0,-600,0.0080572
676,6960.40000000921,1,2,1,93,1,4,3,18,3,0,0,0,1,0,1000,0.0029655
677,6976.26666667597,1,100,2,99,1,10,9,90,10,17,2,1,0,1,-660,0.1885824
678,6980.44444445378,1,2,1,93,0,4,4,18,4,0,0,0,1,0,1000,0.0030028
679,6990.48888889828,1,97,1,93,0,4,4,89,4,10,2,0,0,0,-400,0.0061503
680,7000.53333334278,1,2,1,94,1,5,4,18,4,0,0,0,1,0,1000,0.0052041
681,7010.57777778729,1,3,1,94,1,5,4,29,4,0,0,0,2,0,2000,0.00297
682,7016.31111112066,1,100,2,97,1,8,7,90,8,16,3,1,0,1,-602,0.1882166
683,7030.62222223185,1,4,1,94,2,5,3,40,3,0,0,0,1,0,1000,0.0089731
684,7036.35555556522,1,100,2,98,3,10,7,91,10,23,2,3,0,3,-845,2.1749489
685,7050.66666667641,1,4,1,92,0,4,4,39,4,0,0,0,1,0,1000,0.0023459
686,7080.71111112104,1,4,1,93,1,5,4,39,4,0,0,0,2,0,2000,0.0035898
687,7086.40000000996,1,98,2,97,1,9,8,89,9,20,3,1,0,1,-783,0.1618372
688,7106.44444445452,1,2,1,94,1,6,5,18,5,0,0,0,1,0,1000,0.0029357
689,7126.48888889908,1,100,1,94,1,6,5,89,6,14,2,1,0,1,-542,0.0648083
690,7150.75555556589,1,4,1,92,0,3,3,40,3,0,0,0,1,0,1000,0.0019725
691,7156.53333334371,1,100,2,97,0,8,8,89,8,14,2,0,0,0,-560,0.0069834
692,7170.80000001046,1,4,1,94,2,5,3,41,3,0,0,0,1,0,1000,0.0110018
693,7180.84444445496,1,4,1,94,2,5,3,41,3,0,0,0,2,0,2000,0.0100452
694,7206.57777778845,1,98,2,97,3,8,5,92,8,16,3,3,0,3,-567,1.6897219
695,7220.88888889964,1,4,1,93,1,4,3,39,3,0,0,0,1,0,1000,0.0030045
696,7256.62222223319,1,100,2,99,2,10,8,91,10,21,2,2,0,2,-801,0.8427575
697,7270.93333334438,1,4,1,92,0,3,3,38,3,0,0,0,1,0,1000,0.0029995
698,7276.66666667775,1,100,2,99,0,10,10,89,10,19,2,0,0,0,-760,0.0059721
699,7290.97777778895,1,4,1,92,1,3,2,39,2,0,0,0,1,0,1000,0.0039987
700,7296.71111112231,1,100,2,98,2,9,7,91,9,19,2,2,0,2,-694,1.7126801
701,7306.75555556682,1,100,1,96,0,7,7,89,7,18,1,0,0,0,-720,0.0039896
702,7311.02222223351,1,4,1,92,1,3,2,39,2,0,0,0,1,0,1000,0.0029772
703,7316.80000001132,1,100,2,99,1,10,9,90,10,20,2,1,0,1,-772,0.1810561
704,7331.06666667807,1,3,1,92,0,3,3,29,3,0,0,0,1,0,1000,0.0030007
705,7346.84444445594,1,100,2,97,1,8,7,90,8,15,2,1,0,1,-566,0.1687755
706,7351.11111112263,1,3,1,91,0,2,2,29,2,0,0,0,1,0,1000,0.002394
707,7371.1555555672,1,3,1,92,2,4,2,30,2,0,0,0,2,0,2000,0.0080012
708,7376.88888890056,1,100,2,98,2,10,8,90,10,19,3,2,0,2,-697,2.0385424
709,7386.93333334507,1,100,1,94,0,6,6,88,6,12,1,0,0,0,-480,0.005976
710,7391.20000001176,1,3,1,91,0,3,3,29,3,0,0,0,1,0,1000,0.001966
711,7401.24444445626,1,3,1,90,0,2,2,29,2,0,0,0,2,0,2000,0.003079
712,7406.71111112296,1,3,1,91,1,3,2,30,2,0,0,0,2,0,2000,0.004022
713,7416.97777778969,1,99,2,97,3,9,6,91,9,20,3,3,0,3,-722,1.9632441
714,7421.28888890083,1,2,1,92,0,4,4,16,4,0,0,0,1,0,1000,0.003001
715,7441.33333334539,1,100,1,94,1,5,4,90,5,10,2,1,0,1,-378,0.0553563
716,7461.37777778995,1,3,1,93,0,4,4,27,4,0,0,0,1,0,1000,0.0029653
717,7467.02222223443,1,100,2,97,0,8,8,89,8,16,2,0,0,0,-640,0.0067832
718,7481.42222223452,1,3,1,95,2,6,4,29,4,0,0,0,1,0,1000,0.0099722
719,7487.06666667899,1,100,2,98,2,9,7,91,9,21,2,2,0,2,-782,0.28109
720,7491.46666667902,1,3,1,92,0,3,3,29,3,0,0,0,1,0,1000,0.0028867
721,7511.51111112358,1,4,1,92,1,3,2,40,2,0,0,0,2,0,2000,0.0039811
722,7531.55555556815,1,4,1,93,3,4,1,41,4,1,1,3,2,3,2023,0.0111366
723,7531.60000001259,1,100,1,93,0,4,4,89,4,2,2,0,0,0,-80,0.0038244
724,7537.11111112373,1,97,1,94,0,5,5,89,5,14,1,0,0,0,-560,0.0039959
725,7567.15555556836,1,97,1,91,1,5,4,87,5,13,1,1,0,1,-490,0.0564974
726,7581.60000001289,1,100,1,91,1,5,4,87,5,7,1,1,0,1,-243,0.0588144
727,7587.20000001292,1,97,1,91,0,5,5,86,5,11,1,0,0,0,-440,0.0039177
728,7601.64444445745,1,100,1,91,0,5,5,86,5,7,1,0,0,0,-280,0.0039319
729,7617.24444445754,1,97,1,91,1,5,4,87,5,12,1,1,0,1,-465,0.0560067
730,7621.68888890201,1,100,1,91,0,5,5,86,5,7,1,0,0,0,-280,0.0050063
731,7637.2888889021,1,97,1,92,0,5,5,87,5,11,1,0,0,0,-440,0.0035156
732,7677.33333334679,1,3,1,91,2,5,3,28,3,0,0,0,1,0,1000,0.0094565
733,7677.51111112456,1,3,1,91,2,5,3,28,3,0,0,0,1,0,1000,0.0099818
734,7683.33333334682,1,3,1,92,3,6,3,28,6,1,1,3,0,3,23,0.0079629
735,7687.37777779129,1,97,1,91,0,6,6,85,6,7,1,0,0,0,-280,0.0034357
736,7707.42222223585,1,95,1,92,1,6,5,87,6,11,1,1,0,1,-404,0.0539593
737,7711.73333334699,1,2,1,88,0,2,2,16,2,0,0,0,1,0,1000,0.0022195
738,7717.46666668036,1,98,2,95,1,9,8,87,9,15,2,1,0,1,-575,0.1810073
739,7731.77777779155,1,2,1,89,1,3,2,17,2,0,0,0,1,0,1000,0.0029729
740,7737.51111112492,1,98,2,95,1,9,8,87,9,17,2,1,0,1,-657,0.1771611
741,7741.82222223606,1,2,1,87,0,1,1,17,1,0,0,0,1,0,1000,0.0039996
742,7746.00000001386,1,2,1,87,0,1,1,17,1,0,0,0,1,0,1000,0.0019994
743,7747.55555556942,1,98,2,96,1,10,9,87,10,20,2,1,0,1,-763,0.1593135
744,7751.86666668056,1,2,1,87,0,1,1,16,1,0,0,0,1,0,1000,0.00297
745,7760.17777779172,1,2,1,87,0,1,1,16,1,0,0,0,1,0,1000,0.0029753
746,7761.91111112506,1,96,1,87,0,1,1,86,1,3,2,0,0,0,-120,0.0050364
747,7781.95555556963,1,2,1,88,0,1,1,17,1,0,0,0,1,0,1000,0.0029711
748,7792.00000001413,1,98,1,89,0,1,1,88,1,1,1,0,1,0,960,0.0029688
749,7792.04444445857,1,2,1,89,0,1,1,17,1,0,0,0,1,0,1000,0.003033
750,7802.04444445863,1,98,1,90,1,2,1,89,2,3,2,1,0,1,-93,0.0364213
751,7807.60000001422,1,100,1,96,0,8,8,88,8,15,1,0,0,0,-600,0.0055696
752,7822.0888889032,1,2,1,90,0,2,2,17,2,0,0,0,1,0,1000,0.002967
753,7832.1333333477,1,98,1,90,0,2,2,88,2,1,1,0,1,0,960,0.0040122
754,7832.17777779215,1,2,1,90,0,2,2,17,2,0,0,0,1,0,1000,0.001983
755,7842.1777777922,1,98,1,91,1,3,2,89,3,3,2,1,0,1,-100,0.0398351
756,7852.22222223671,1,2,1,91,1,3,2,18,2,0,0,0,1,0,1000,0.0040007
757,7862.26666668121,1,98,1,92,2,4,2,90,4,7,2,2,0,2,-229,0.3003646
758,7882.31111112577,1,98,1,91,0,4,4,87,4,6,1,0,0,0,-240,0.0039983
759,7892.35555557028,1,98,1,91,1,4,3,88,4,9,1,1,0,1,-316,0.0629964
760,7897.6444444592,1,96,1,92,1,5,4,88,5,12,1,1,0,1,-447,0.0660707
761,7902.40000001478,1,98,1,91,0,4,4,87,4,8,1,0,0,0,-320,0.0040095
762,7912.44444445929,1,98,1,91,0,3,3,88,3,4,1,0,0,0,-160,0.0037146
763,7927.68888890382,1,97,1,94,2,7,5,89,7,18,1,2,0,2,-663,0.2943623
764,7942.48888890391,1,2,1,90,1,3,2,17,2,0,0,0,1,0,1000,0.0019997
765,7947.73333334838,1,100,2,96,1,9,8,88,9,19,2,1,0,1,-726,0.1953033
766,7952.53333334841,1,2,1,89,0,2,2,17,2,0,0,0,1,0,1000,0.0029591
767,7957.77777779289,1,100,2,96,0,9,9,87,9,18,2,0,0,0,-720,0.0068203
768,7982.57777779303,1,2,1,90,1,3,2,17,2,0,0,0,1,0,1000,0.0025735
769,7997.82222223757,1,100,2,97,2,10,8,89,10,20,2,2,0,2,-734,0.6618639
770,8002.6222222376,1,2,1,90,0,3,3,17,3,0,0,0,1,0,1000,0.0028859
771,8032.66666668222,1,95,1,90,1,3,2,88,3,7,2,1,0,1,-253,0.0510878
772,8037.86666668225,1,97,1,94,1,7,6,88,7,18,1,1,0,1,-704,0.0743419
773,8042.71111112672,1,2,1,90,0,3,3,18,3,0,0,0,1,0,1000,0.0029954
774,8062.75555557129,1,94,1,91,1,4,3,88,4,9,2,1,0,1,-315,0.0562024
775,8077.91111112693,1,96,1,93,0,6,6,87,6,15,1,0,0,0,-600,0.0040001
776,8082.80000001585,1,2,1,90,0,3,3,18,3,0,0,0,1,0,1000,0.0020283
777,8092.84444446035,1,94,1,91,1,4,3,88,4,9,2,1,0,1,-344,0.0496089
778,8097.95555557149,1,99,1,92,0,5,5,87,5,12,1,0,0,0,-480,0.0050241
779,8112.88888890492,1,2,1,91,0,4,4,18,4,0,0,0,1,0,1000,0.0024794
780,8138.00000001618,1,100,2,96,2,9,7,89,9,18,2,2,0,2,-660,0.4879045
781,8148.04444446068,1,2,1,92,1,5,4,18,4,0,0,0,1,0,1000,0.0020007
782,8152.9333333496,1,98,2,96,1,9,8,88,9,16,2,1,0,1,-609,0.1663768
783,8162.9777777941,1,2,1,91,0,4,4,17,4,0,0,0,1,0,1000,0.0020033
784,8168.08888890524,1,99,2,96,1,9,8,88,9,17,2,1,0,1,-647,0.1931655
785,8178.13333334975,1,99,1,93,0,6,6,87,6,12,1,0,0,0,-480,0.0044083
786,8183.02222223866,1,2,1,91,1,4,3,18,3,0,0,0,1,0,1000,0.0027627
787,8193.06666668315,1,97,1,92,2,5,3,89,5,11,2,2,0,2,-397,0.110265
788,8208.26666668292,1,100,1,92,0,5,5,87,5,10,1,0,0,0,-400,0.0039705
789,8238.44444446026,1,100,1,93,1,6,5,88,6,12,1,1,0,1,-469,0.0720029
790,8243.33333334908,1,2,1,91,0,4,4,18,4,0,0,0,1,0,1000,0.0019693
791,8248.53333334901,1,100,2,97,0,10,10,87,10,15,2,0,0,0,-600,0.0067968
792,8263.46666668212,1,3,1,90,0,3,3,23,3,0,0,0,1,0,1000,0.0039998
793,8268.66666668205,1,96,2,94,0,7,7,87,7,7,2,0,0,0,-280,0.0049729
794,8283.60000001516,1,3,1,92,2,5,3,23,5,1,1,2,0,2,5,0.0062233
795,8288.80000001509,1,100,1,92,1,5,4,88,5,9,1,1,0,1,-328,0.0714836
796,8293.6888889039,1,100,1,92,0,5,5,87,5,7,1,0,0,0,-280,0.0029966
797,8333.91111112554,1,100,1,92,1,5,4,88,5,7,1,1,0,1,-265,0.0529686
798,8339.06666668102,1,2,1,89,0,3,3,17,3,0,0,0,1,0,1000,0.0019114
799,8349.15555556976,1,100,1,90,1,4,3,87,4,9,2,1,0,1,-319,0.0619054
800,8359.24444445851,1,100,1,90,1,4,3,87,4,8,1,1,0,1,-297,0.0645798
801,8364.08888890288,1,100,1,92,1,6,5,87,6,9,1,1,0,1,-331,0.0574472
802,8379.37777779155,1,100,1,90,0,4,4,86,4,9,1,0,0,0,-360,0.0040728
803,8389.46666668029,1,100,1,90,0,4,4,86,4,8,1,0,0,0,-320,0.0048697
804,8409.60000001333,1,100,1,90,0,3,3,87,3,7,1,0,0,0,-280,0.0039652
805,8414.35555556881,1,100,1,93,1,6,5,88,6,8,1,1,0,1,-301,0.0586102
806,8429.73333334637,1,98,1,89,1,3,2,87,3,6,1,1,0,1,-202,0.051644
807,8434.48888890185,1,98,1,91,0,5,5,86,5,7,1,0,0,0,-280,0.0059691
808,8449.86666667941,1,95,1,87,2,5,3,84,5,12,1,2,0,2,-438,0.2357327
809,8459.95555556815,1,95,1,86,0,4,4,82,4,9,1,0,0,0,-360,0.003969
810,8470.04444445689,1,95,1,87,1,5,4,83,5,12,1,1,0,1,-451,0.0565999
811,8480.13333334564,1,95,1,87,0,5,5,82,5,11,1,0,0,0,-440,0.0039697
812,8484.75555556779,1,96,1,87,0,5,5,82,5,5,1,0,0,0,-200,0.005
813,8490.22222223438,1,95,1,87,0,5,5,82,5,10,1,0,0,0,-400,0.0053395
814,8494.84444445653,1,96,1,86,0,4,4,82,4,4,1,0,0,0,-160,0.0041896
815,8504.93333334527,1,96,1,87,1,5,4,83,5,7,1,1,0,1,-248,0.0501454
816,8520.40000001172,1,2,1,87,1,5,4,17,4,0,0,0,1,0,1000,0.0029653
817,8528.71111112271,1,2,1,87,1,5,4,17,4,0,0,0,1,0,1000,0.0029461
818,8530.48888890046,1,95,1,87,1,5,4,83,5,10,2,1,0,1,-381,0.0499735
819,8555.20000001121,1,2,1,87,1,5,4,16,4,0,0,0,1,0,1000,0.0019678
820,8557.77777778895,1,2,1,87,1,5,4,16,4,0,0,0,1,0,1000,0.0029944
821,8558.44444445561,1,2,1,88,2,6,4,17,4,0,0,0,1,0,1000,0.006327
822,8568.4888888999,1,2,1,88,2,6,4,17,4,0,0,0,1,0,1000,0.0079832
823,8570.71111112209,1,98,2,91,2,9,7,84,9,14,2,2,0,2,-517,0.6143699
824,8580.80000001084,1,2,1,85,0,3,3,16,3,0,0,0,1,0,1000,0.0019993
825,8584.84444445522,1,2,1,86,1,4,3,16,3,0,0,0,1,0,1000,0.0027046
826,8585.37777778855,1,98,2,91,1,9,8,83,9,15,2,1,0,1,-582,0.1396703
827,8595.46666667729,1,99,1,89,1,7,6,83,7,16,1,1,0,1,-600,0.0604668
828,8625.64444445463,1,99,1,88,0,6,6,82,6,14,1,0,0,0,-560,0.0029931
829,8631.06666667677,1,2,1,85,1,3,2,18,2,0,0,0,1,0,1000,0.0024748
830,8635.73333334337,1,97,2,91,2,9,7,84,9,18,2,2,0,2,-683,1.4162971
831,8651.20000000981,1,2,1,85,1,3,2,16,2,0,0,0,1,0,1000,0.0036848
832,8665.91111112071,1,100,2,92,1,10,9,83,10,19,2,1,0,1,-746,0.1819315
833,8671.33333334285,1,2,1,84,0,2,2,16,2,0,0,0,1,0,1000,0.0019891
834,8678.93333334274,1,2,1,84,0,2,2,16,2,0,0,0,1,0,1000,0.0029751
835,8688.40000000927,1,2,1,84,0,2,2,16,2,0,0,0,1,0,1000,0.0030133
836,8693.82222223141,1,2,1,84,0,2,2,16,2,0,0,0,1,0,1000,0.0020003
837,8696.08888889805,1,100,2,90,0,8,8,82,8,16,1,0,1,0,360,0.0075015
838,8696.13333334249,1,2,1,83,0,1,1,16,1,0,0,0,1,0,1000,0.0030612
839,8701.51111112019,1,98,1,84,1,2,1,83,2,4,2,1,0,1,-134,0.0367614
840,8711.60000000893,1,98,1,88,1,3,2,86,3,6,1,1,0,1,-224,0.0540363
841,8726.26666667539,1,97,1,93,1,7,6,87,7,12,1,1,0,1,-463,0.0662053
842,8731.73333334197,1,97,1,89,0,3,3,86,3,5,1,0,0,0,-200,0.003994
843,8741.82222223072,1,97,1,90,0,3,3,87,3,4,1,0,0,0,-160,0.0038211
844,8761.95555556376,1,97,1,89,0,2,2,87,2,3,1,0,0,0,-120,0.0046796
845,8772.0444444525,1,97,1,91,2,4,2,89,4,11,1,2,0,2,-376,0.8196202
846,8776.53333334132,1,98,1,92,0,5,5,87,5,9,1,0,0,0,-360,0.0029985
847,8782.13333334124,1,97,1,92,1,5,4,88,5,13,1,1,0,1,-493,0.1061411
848,8786.62222223006,1,98,1,93,0,5,5,88,5,8,1,0,0,0,-320,0.0045415
849,8792.22222222998,1,97,1,93,0,5,5,88,5,13,1,0,0,0,-520,0.0051763
850,8796.71111111881,1,98,1,92,0,4,4,88,4,7,1,0,0,0,-280,0.0050475
851,8822.40000000732,1,97,1,94,2,6,4,90,6,17,1,2,0,2,-629,0.2525916
852,8832.48888889606,1,97,1,95,0,6,6,89,6,17,1,0,0,0,-680,0.0039789
853,8842.57777778481,1,97,1,95,0,6,6,89,6,16,1,0,0,0,-640,0.0055713
854,8867.06666667334,1,98,1,94,2,5,3,91,5,11,1,2,0,2,-382,0.1501738
855,8882.80000000644,1,97,1,94,1,5,4,90,5,14,1,1,0,1,-517,0.0783395
856,8892.88888889518,1,99,1,94,1,5,4,90,5,13,1,1,0,1,-483,0.0713496
857,8907.28888889497,1,98,1,94,1,5,4,90,5,11,1,1,0,1,-415,0.0740025
858,8913.02222222822,1,100,1,93,0,4,4,89,4,9,1,0,0,0,-360,0.0048006
859,8917.37777778372,1,98,1,94,0,5,5,89,5,11,1,0,0,0,-440,0.0039679
860,8937.51111111676,1,98,1,94,1,5,4,90,5,12,1,1,0,1,-449,0.0649358
861,8947.6000000055,1,98,1,94,1,6,5,89,6,15,1,1,0,1,-581,0.0786011
862,8953.24444444986,1,100,1,92,1,4,3,89,4,11,1,1,0,1,-415,0.065955
863,8963.3333333386,1,100,1,92,0,4,4,88,4,11,1,0,0,0,-440,0.0038575
864,8967.73333333854,1,98,1,94,0,6,6,88,6,15,1,0,0,0,-600,0.0039956
865,8973.42222222735,1,100,1,92,0,4,4,88,4,10,1,0,0,0,-400,0.006003
866,8993.55555556039,1,100,1,92,0,4,4,88,4,9,1,0,0,0,-360,0.004026
867,9003.64444444913,1,100,1,92,0,4,4,88,4,8,1,0,0,0,-320,0.0040784
868,9018.00000000447,1,99,1,94,1,5,4,90,5,16,1,1,0,1,-607,0.0659144
869,9028.08888889322,1,99,1,95,1,6,5,90,6,17,1,1,0,1,-662,0.1082348
870,9048.22222222626,1,2,1,95,1,6,5,17,5,0,0,0,1,0,1000,0.0029695
871,9053.91111111506,1,100,2,98,1,9,8,90,9,19,2,1,0,1,-733,0.1877088
872,9064.00000000381,1,100,1,92,1,3,2,90,3,6,1,1,0,1,-203,0.0525855
873,9068.3555555593,1,100,1,94,0,5,5,89,5,12,1,0,0,0,-480,0.0045248
874,9088.48888889234,1,100,1,96,2,7,5,91,7,18,1,2,0,2,-670,0.694555
875,9094.17777778114,1,100,1,92,0,3,3,89,3,6,1,0,0,0,-240,0.0038435
876,9124.35555555848,1,100,1,92,0,3,3,89,3,5,1,0,0,0,-200,0.005714
877,9154.53333333582,1,100,1,91,0,2,2,89,2,4,1,0,0,0,-160,0.0049995
878,9158.84444444687,1,100,1,95,0,6,6,89,6,10,1,0,0,0,-400,0.003991
879,9164.62222222456,1,100,1,93,2,4,2,91,4,9,1,2,0,2,-315,0.6439797
880,9184.7555555576,1,100,1,94,1,5,4,90,5,12,1,1,0,1,-438,0.0732088
881,9189.02222222421,1,99,1,94,0,5,5,89,5,7,1,0,0,0,-280,0.0040023
882,9194.84444444635,1,100,1,94,0,5,5,89,5,12,1,0,0,0,-480,0.0051724
883,9225.02222222368,1,100,1,93,0,4,4,89,4,10,1,0,0,0,-400,0.0051789
884,9229.24444444585,1,99,1,94,1,5,4,90,5,9,1,1,0,1,-342,0.0645958
885,9235.11111111243,1,100,1,93,0,4,4,89,4,9,1,0,0,0,-360,0.0051255
