time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
315.5,Bot17,42814651,Pod268,OutputStation5,90,0,50,50,-50,0,315.5,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,90,0,,,,0,0,334.41,315.5,397.34,81.83,-8.17,0,62.92
332.34,Bot13,34082795,Pod917,OutputStation3,16.67,10.55,60,60,33.33,33.33,365.68,QueueBudgetEtaImprovement,10,0,hard_deadline,1,0.55,10,,25.79,,,,0,0,370.98,366.55,410.71,44.16,28.37,0,39.73
380.03,Bot9,53157405,Pod1070,OutputStation0,28.33,10.04,70,70,31.67,31.67,411.69,QueueBudgetEtaImprovement,10,0,hard_deadline,1,0.04,10,,37.75,,,,0,0,430.47,412.27,498.8,86.53,58.77,0,68.33
387.25,Bot11,11432791,Pod181,OutputStation1,25,12.04,60,60,25,25,412.25,QueueBudgetEtaImprovement,10,0,hard_deadline,1,2.04,10,,34.98,,,,0,0,435.95,412.27,448.08,35.8,10.83,0,12.13
414.64,Bot19,62861417,Pod430,OutputStation2,70,8.16,50,50,-30,0,414.64,QueueBudgetEtaImprovement,10,0,immediate_release,0,8.16,0,70,8.16,,,,0,0,457.54,414.64,480.6,65.96,-4.04,0,23.06
425.28,Bot1,20938598,Pod1137,OutputStation0,53.33,15.77,80,80,16.67,16.67,441.95,QueueBudgetEtaImprovement,10,0,hard_deadline,1,5.77,10,,62.33,,,,0,0,473.17,442.96,549.69,106.73,54.41,0,76.52
455.29,Bot16,12811205,Pod451,OutputStation1,65,14.52,60,60,-15,0,455.29,QueueBudgetEtaImprovement,10,0,immediate_release,1,4.52,10,65,14.52,,,,0,0,496.96,455.29,548.63,93.34,28.34,0,51.67
477.63,Bot5,48877226,Pod720,OutputStation3,30,16.05,40,40,0,0,477.63,QueueBudgetEtaImprovement,10,0,immediate_release,1,6.05,10,30,16.05,,,,0,0,502.17,477.63,521.63,44,14,0,19.45
503.54,Bot8,23444395,Pod163,OutputStation3,41.67,10.38,70,70,18.33,18.33,521.87,QueueBudgetEtaImprovement,10,0,hard_deadline,1,0.38,10,,51.24,,,,0,0,543.16,522.29,,,,,
522.76,Bot7,55505425,Pod784,OutputStation1,38.33,77.74,80,80,31.67,31.67,554.43,QueueBudgetEtaImprovement,10,0,hard_deadline,0,7.74,70,,47.82,,,,0,0,577.17,554.95,,,,,
523.06,Bot17,36188810,Pod723,OutputStation4,27.58,0,0,0,-37.58,0,523.06,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,27.58,0,,,,0,0,545.58,523.06,551.05,27.99,0.41,1,5.46
542.2,Bot13,18187378,Pod82,OutputStation0,53.33,59.41,60,60,-3.33,0,542.2,QueueBudgetEtaImprovement,10,0,immediate_release,0,9.41,50,53.33,59.41,,,,0,0,584.11,542.2,,,,,
569.17,Bot11,12433334,Pod450,OutputStation2,26.67,14.91,70,70,33.33,33.33,602.5,QueueBudgetEtaImprovement,10,0,,1,4.91,10,,,,,,0,0,,,,,,,
580.35,Bot9,4984851,Pod1158,OutputStation3,16.67,104.24,80,104.24,77.57,77.57,657.92,QueueBudgetEtaImprovement,10,0,,1,4.24,100,,,,,,0,0,,,,,,,
