#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
659.96;5;24;2;2;0/599.96,1/570.31;0/34.8,1/30.93;0/659.96,1/659.96;0/659.96,1/659.96;0/0,1/0;0/0,1/0;0/0,1/0;0/17,1/10;0/3,1/2;0/5,1/5;0/2,1/3;0/11,1/13;0/6,1/9;0/63,1/63
719.96;5;26;2;2;0/659.96,1/630.31;0/34.8,1/31.07;0/719.96,1/719.96;0/719.96,1/719.96;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/15;0/3,1/2;0/5,1/5;0/2,1/3;0/12,1/14;0/6,1/9;0/69,1/69
779.96;6;28;2;2;0/710,1/690.31;0/34.93,1/31.16;0/779.96,1/779.96;0/779.96,1/779.96;0/0,1/0;0/0,1/2;0/0,1/2;0/13,1/14;0/3,1/2;0/5,1/5;0/3,1/3;0/12,1/16;0/7,1/9;0/75,1/75
839.96;9;30;2;2;0/770,1/719.56;0/35.02,1/31.24;0/839.96,1/839.96;0/839.96,1/839.96;0/0,1/0;0/2,1/0;0/0,1/1;0/12,1/12;0/3,1/2;0/5,1/5;0/3,1/6;0/13,1/17;0/7,1/13;0/81,1/81
899.96;10;32;2;2;0/830,1/748.27;0/35.16,1/31.29;0/899.96,1/899.96;0/899.96,1/899.96;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/8;0/3,1/2;0/5,1/5;0/3,1/7;0/14,1/18;0/7,1/16;0/87,1/87
959.96;11;35;2;2;0/880.04,1/800.62;0/35.24,1/31.47;0/959.96,1/959.96;0/959.96,1/959.96;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/12;0/3,1/2;0/5,1/5;0/4,1/7;0/16,1/19;0/8,1/16;0/93,1/93
1019.96;11;37;2;2;0/940.04,1/860.62;0/35.33,1/31.6;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/1;0/0,1/0;0/0,1/4;0/10,1/13;0/3,1/2;0/5,1/5;0/4,1/7;0/17,1/20;0/8,1/16;0/99,1/99
1079.96;13;40;2;2;0/1000.04,1/880.8;0/35.47,1/31.69;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/3;0/0,1/0;0/9,1/14;0/3,1/2;0/5,1/5;0/4,1/9;0/19,1/21;0/8,1/20;0/105,1/105
1139.96;14;43;2;2;0/1060.04,1/930.84;0/35.64,1/31.78;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/1;0/0,1/0;0/0,1/2;0/9,1/16;0/3,1/2;0/5,1/5;0/4,1/10;0/21,1/22;0/8,1/21;0/111,1/111
1199.96;16;46;2;2;0/1120.04,1/972.22;0/35.82,1/31.87;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/1,1/1;0/0,1/0;0/1,1/1;0/14,1/15;0/3,1/2;0/5,1/5;0/4,1/12;0/21,1/25;0/8,1/23;0/117,1/117
1259.96;18;49;2;2;0/1179.51,1/1023.87;0/35.91,1/32.18;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/16;0/3,1/2;0/5,1/5;0/5,1/13;0/23,1/26;0/9,1/24;0/123,1/123
1319.96;18;50;2;2;0/1230.09,1/1080.98;0/36,1/32.22;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/1,1/0;0/0,1/0;0/2,1/2;0/10,1/13;0/3,1/2;0/5,1/5;0/5,1/13;0/23,1/27;0/9,1/24;0/129,1/129
1379.96;22;53;2;2;0/1270.18,1/1111.73;0/36.13,1/32.36;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/1,1/0;0/0,1/0;0/1,1/2;0/12,1/17;0/3,1/2;0/5,1/5;0/7,1/15;0/24,1/29;0/11,1/27;0/135,1/135
1439.96;24;56;2;2;0/1320.22,1/1151.2;0/36.27,1/32.4;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/0;0/0,1/0;0/1,1/1;0/14,1/14;0/3,1/2;0/5,1/5;0/8,1/16;0/26,1/30;0/12,1/29;0/141,1/141
1499.96;26;58;2;2;0/1370.27,1/1201.24;0/36.36,1/32.44;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/1;0/0,1/0;0/0,1/2;0/15,1/12;0/3,1/2;0/5,1/5;0/9,1/17;0/27,1/31;0/13,1/30;0/147,1/147
1559.96;28;60;2;2;0/1420.31,1/1251.29;0/36.44,1/32.49;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/1;0/0,1/3;0/0,1/3;0/17,1/10;0/3,1/2;0/5,1/5;0/10,1/18;0/27,1/33;0/14,1/31;0/153,1/153
1619.96;30;63;2;2;0/1480.31,1/1291.38;0/36.58,1/32.58;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/2;0/0,1/0;0/2,1/2;0/18,1/8;0/3,1/2;0/5,1/5;0/10,1/20;0/29,1/34;0/14,1/33;0/159,1/159
1679.96;32;64;2;2;0/1520.4,1/1351.38;0/36.67,1/32.8;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/2,1/2;0/0,1/0;0/2,1/2;0/18,1/13;0/3,1/2;0/5,1/5;0/12,1/20;0/29,1/35;0/16,1/33;0/165,1/165
1739.96;34;67;2;2;0/1570.53,1/1393.2;0/36.67,1/32.84;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/3;0/0,1/4;0/1,1/4;0/12,1/13;0/3,1/2;0/5,1/5;0/13,1/21;0/31,1/36;0/17,1/35;0/171,1/171
1799.96;37;70;2;2;0/1620.49,1/1437.64;0/36.8,1/33.02;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/1,1/2;0/0,1/0;0/1,1/3;0/13,1/18;0/3,1/2;0/5,1/5;0/14,1/23;0/32,1/38;0/18,1/37;0/177,1/177
1859.96;39;73;2;2;0/1673.11,1/1471.64;0/36.89,1/33.11;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/1;0/0,1/0;0/0,1/2;0/11,1/17;0/3,1/2;0/5,1/5;0/15,1/24;0/33,1/40;0/19,1/39;0/183,1/183
1919.96;43;76;2;2;0/1719.91,1/1521.47;0/36.93,1/33.16;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/3,1/0;0/0,1/3;0/4,1/0;0/12,1/14;0/3,1/2;0/5,1/5;0/17,1/26;0/34,1/42;0/21,1/41;0/189,1/189
1979.96;45;76;2;2;0/1749.96,1/1571.73;0/37.07,1/33.24;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/1,1/0;0/0,1/0;0/2,1/0;0/18,1/13;0/3,1/2;0/5,1/5;0/19,1/26;0/34,1/42;0/24,1/41;0/195,1/195
2039.96;47;79;2;2;0/1790.8,1/1629.91;0/37.11,1/33.38;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/1,1/0;0/15,1/16;0/3,1/2;0/5,1/5;0/20,1/27;0/35,1/44;0/25,1/42;0/201,1/201
2099.96;48;81;2;2;0/1840.8,1/1681.78;0/37.47,1/33.69;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/0,1/3;0/15,1/15;0/3,1/2;0/5,1/5;0/21,1/27;0/37,1/44;0/26,1/42;0/207,1/207
2159.96;50;84;2;2;0/1900.8,1/1711.78;0/37.82,1/34.04;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/1,1/0;0/0,1/0;0/14,1/12;0/3,1/2;0/5,1/5;0/21,1/29;0/38,1/46;0/26,1/45;0/213,1/213
2219.96;50;85;2;2;0/1960.8,1/1771.78;0/38.13,1/34.36;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/1,1/0;0/0,1/0;0/1,1/2;0/10,1/11;0/3,1/2;0/5,1/5;0/21,1/29;0/38,1/47;0/26,1/45;0/219,1/219
2279.96;53;89;2;2;0/2011.91,1/1811.78;0/38.53,1/34.76;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/0;0/0,1/0;0/1,1/0;0/14,1/11;0/3,1/2;0/5,1/5;0/22,1/31;0/40,1/49;0/27,1/47;0/225,1/225
2340;54;92;2;2;0/2060.84,1/1871.82;0/38.93,1/35.11;0/2340,1/2340;0/2340,1/2340;0/0,1/1;0/2,1/0;0/0,1/1;0/20,1/11;0/3,1/2;0/5,1/5;0/23,1/31;0/42,1/50;0/28,1/47;0/231,1/231
2400;54;94;2;2;0/2120.84,1/1931.82;0/39.2,1/35.51;0/2400,1/2400;0/2400,1/2400;0/0,1/0;0/0,1/0;0/1,1/1;0/14,1/15;0/3,1/2;0/5,1/5;0/23,1/31;0/43,1/51;0/28,1/47;0/237,1/237
2460;56;96;2;2;0/2170.84,1/1981.82;0/39.56,1/35.87;0/2460,1/2460;0/2460,1/2460;0/2,1/0;0/0,1/0;0/2,1/1;0/13,1/16;0/3,1/2;0/5,1/5;0/24,1/32;0/44,1/52;0/29,1/48;0/243,1/243
2520;59;98;2;2;0/2210.84,1/2021.82;0/39.96,1/36.18;0/2520,1/2520;0/2520,1/2520;0/1,1/0;0/0,1/0;0/2,1/0;0/15,1/13;0/3,1/2;0/5,1/5;0/25,1/34;0/45,1/53;0/31,1/50;0/249,1/249
2580;61;100;2;2;0/2250.84,1/2081.82;0/40.22,1/36.53;0/2580,1/2580;0/2580,1/2580;0/0,1/0;0/0,1/0;0/1,1/1;0/12,1/13;0/3,1/2;0/5,1/5;0/27,1/34;0/46,1/54;0/33,1/50;0/254,1/255
2640;65;105;2;2;0/2296.36,1/2126.27;0/40.58,1/36.89;0/2640,1/2640;0/2640,1/2640;0/0,1/0;0/0,1/0;0/2,1/1;0/14,1/12;0/3,1/2;0/5,1/5;0/29,1/36;0/48,1/57;0/35,1/52;0/260,1/261
2700;67;107;2;2;0/2330.84,1/2171.82;0/40.98,1/37.29;0/2700,1/2700;0/2700,1/2700;0/0,1/1;0/0,1/1;0/0,1/2;0/14,1/13;0/3,1/2;0/5,1/5;0/30,1/37;0/49,1/58;0/37,1/53;0/266,1/267
2760;69;109;2;2;0/2390.84,1/2218.8;0/41.38,1/37.64;0/2760,1/2760;0/2760,1/2760;0/0,1/2;0/0,1/0;0/1,1/2;0/16,1/11;0/3,1/2;0/5,1/5;0/30,1/39;0/50,1/59;0/37,1/55;0/272,1/273
2820;71;112;2;2;0/2440.84,1/2251.82;0/41.69,1/38;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/11;0/3,1/2;0/5,1/5;0/31,1/40;0/52,1/60;0/38,1/57;0/278,1/279
2880;72;114;2;2;0/2494.58,1/2311.82;0/42.04,1/38.36;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/1;0/0,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/32,1/40;0/52,1/62;0/39,1/57;0/284,1/285
2940;72;118;2;2;0/2550.84,1/2371.82;0/42.44,1/38.76;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/0,1/0;0/0,1/4;0/7,1/10;0/3,1/2;0/5,1/5;0/32,1/40;0/54,1/64;0/39,1/57;0/290,1/291
3000;74;120;2;2;0/2610.84,1/2406.98;0/42.93,1/39.16;0/3000,1/3000;0/3000,1/3000;0/0,1/1;0/2,1/0;0/0,1/2;0/15,1/9;0/3,1/2;0/5,1/5;0/32,1/42;0/55,1/65;0/39,1/60;0/296,1/297
3060;75;124;2;2;0/2670.84,1/2449.69;0/43.29,1/39.56;0/3060,1/3060;0/3060,1/3060;0/0,1/1;0/0,1/1;0/0,1/3;0/12,1/12;0/3,1/2;0/5,1/5;0/32,1/43;0/57,1/67;0/39,1/62;0/302,1/303
3120;76;127;2;2;0/2730.84,1/2481.82;0/43.6,1/39.96;0/3120,1/3120;0/3120,1/3120;0/1,1/0;0/0,1/0;0/1,1/4;0/9,1/13;0/3,1/2;0/5,1/5;0/32,1/44;0/58,1/69;0/39,1/64;0/308,1/309
3180;79;129;2;2;0/2780.84,1/2501.82;0/44,1/40.18;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/1,1/1;0/10,1/8;0/3,1/2;0/5,1/5;0/33,1/46;0/59,1/70;0/40,1/68;0/314,1/314
3240;81;131;2;2;0/2830.84,1/2551.82;0/44.4,1/40.62;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/1,1/4;0/9,1/14;0/3,1/2;0/5,1/5;0/34,1/47;0/60,1/71;0/41,1/69;0/320,1/320
3300;84;136;2;2;0/2880.84,1/2571.82;0/44.84,1/40.93;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/1,1/0;0/1,1/1;0/9,1/11;0/3,1/2;0/5,1/5;0/35,1/49;0/63,1/73;0/42,1/73;0/326,1/326
3360;86;138;2;2;0/2930.84,1/2621.82;0/45.29,1/41.33;0/3360,1/3360;0/3360,1/3360;0/1,1/0;0/0,1/0;0/3,1/1;0/9,1/14;0/3,1/2;0/5,1/5;0/36,1/50;0/65,1/73;0/43,1/74;0/332,1/332
3420;90;142;2;2;0/2960.84,1/2671.82;0/45.64,1/41.73;0/3420,1/3420;0/3420,1/3420;0/0,1/0;0/0,1/1;0/0,1/1;0/9,1/20;0/3,1/2;0/5,1/5;0/39,1/51;0/67,1/75;0/46,1/75;0/338,1/338
3480;92;144;2;2;0/3020.84,1/2711.82;0/46.13,1/42.04;0/3480,1/3480;0/3480,1/3480;0/0,1/0;0/0,1/0;0/1,1/0;0/9,1/16;0/3,1/2;0/5,1/5;0/39,1/53;0/68,1/76;0/46,1/77;0/344,1/344
3540;93;146;2;2;0/3070.84,1/2771.82;0/46.53,1/42.44;0/3540,1/3540;0/3540,1/3540;0/0,1/0;0/0,1/0;0/1,1/0;0/9,1/20;0/3,1/2;0/5,1/5;0/40,1/53;0/69,1/77;0/47,1/77;0/350,1/350
3600;96;148;2;2;0/3110.84,1/2811.82;0/46.98,1/42.8;0/3600,1/3600;0/3600,1/3600;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/16;0/3,1/2;0/5,1/5;0/42,1/54;0/70,1/78;0/49,1/79;0/356,1/356
3660;96;151;2;2;0/3170.84,1/2871.82;0/47.42,1/43.07;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/42,1/54;0/72,1/79;0/49,1/79;0/362,1/362
3720;97;154;2;2;0/3230.84,1/2921.82;0/47.82,1/43.51;0/3720,1/3720;0/3720,1/3720;0/0,1/2;0/0,1/0;0/0,1/2;0/9,1/12;0/3,1/2;0/5,1/5;0/42,1/55;0/74,1/80;0/49,1/80;0/368,1/368
3780;98;156;2;2;0/3290.84,1/2970.04;0/48.22,1/43.87;0/3780,1/3780;0/3780,1/3780;0/0,1/1;0/0,1/0;0/0,1/1;0/6,1/10;0/3,1/2;0/5,1/5;0/42,1/56;0/75,1/81;0/49,1/82;0/374,1/374
3840;99;160;2;2;0/3350.84,1/3011.82;0/48.71,1/44.27;0/3840,1/3840;0/3840,1/3840;0/0,1/2;0/1,1/0;0/1,1/2;0/7,1/10;0/3,1/2;0/5,1/5;0/42,1/57;0/78,1/82;0/49,1/83;0/380,1/380
3900;100;164;2;2;0/3400.84,1/3071.82;0/49.11,1/44.67;0/3900,1/3900;0/3900,1/3900;0/0,1/2;0/2,1/4;0/0,1/3;0/10,1/12;0/3,1/2;0/5,1/5;0/43,1/57;0/79,1/85;0/50,1/83;0/386,1/386
3960;102;168;2;2;0/3460.84,1/3107.78;0/49.56,1/45.11;0/3960,1/3960;0/3960,1/3960;0/2,1/1;0/0,1/0;0/2,1/1;0/15,1/11;0/3,1/2;0/5,1/5;0/43,1/59;0/81,1/87;0/50,1/86;0/392,1/392
4020;104;170;2;2;0/3511.91,1/3151.82;0/49.91,1/45.51;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/2,1/2;0/12,1/11;0/3,1/2;0/5,1/5;0/44,1/60;0/82,1/88;0/51,1/87;0/398,1/398
4080;106;173;2;2;0/3550.84,1/3191.82;0/50.22,1/45.87;0/4080,1/4080;0/4080,1/4080;0/0,1/1;0/0,1/0;0/1,1/2;0/11,1/9;0/3,1/2;0/5,1/5;0/45,1/61;0/84,1/89;0/53,1/89;0/403,1/404
4140;109;176;2;2;0/3600.89,1/3231.87;0/50.4,1/46.09;0/4140,1/4140;0/4140,1/4140;0/1,1/0;0/0,1/5;0/1,1/0;0/10,1/16;0/3,1/2;0/5,1/5;0/46,1/63;0/85,1/91;0/54,1/91;0/409,1/410
4200;110;178;2;2;0/3650.93,1/3291.87;0/50.53,1/46.22;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/23;0/3,1/2;0/5,1/5;0/47,1/63;0/86,1/92;0/55,1/91;0/415,1/416
4260;110;182;2;2;0/3710.93,1/3351.87;0/50.71,1/46.22;0/4260,1/4260;0/4260,1/4260;0/1,1/0;0/0,1/0;0/2,1/1;0/8,1/17;0/3,1/2;0/5,1/5;0/47,1/63;0/88,1/94;0/55,1/91;0/421,1/422
4320;113;184;2;2;0/3760.98,1/3399.33;0/50.89,1/46.31;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/0;0/1,1/0;0/7,1/17;0/3,1/2;0/5,1/5;0/48,1/65;0/89,1/95;0/56,1/93;0/427,1/428
4380;116;187;2;2;0/3801.07,1/3444.84;0/51.02,1/46.4;0/4380,1/4380;0/4380,1/4380;0/0,1/1;0/2,1/0;0/1,1/2;0/10,1/16;0/3,1/2;0/5,1/5;0/50,1/66;0/90,1/97;0/58,1/94;0/433,1/434
4440;119;189;2;2;0/3851.11,1/3482.09;0/51.24,1/46.44;0/4440,1/4440;0/4440,1/4440;0/0,1/1;0/0,1/0;0/0,1/2;0/14,1/12;0/3,1/2;0/5,1/5;0/51,1/68;0/91,1/98;0/59,1/96;0/439,1/440
4500;120;192;2;2;0/3911.11,1/3532.13;0/51.33,1/46.49;0/4500,1/4500;0/4500,1/4500;0/0,1/1;0/0,1/0;0/1,1/2;0/12,1/8;0/3,1/2;0/5,1/5;0/51,1/69;0/92,1/100;0/59,1/97;0/445,1/446
4560;123;194;2;2;0/3961.16,1/3572.22;0/51.42,1/46.62;0/4560,1/4560;0/4560,1/4560;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/52,1/71;0/93,1/101;0/60,1/99;0/451,1/452
4620;123;197;2;2;0/4021.16,1/3632.22;0/51.51,1/46.76;0/4620,1/4620;0/4620,1/4620;0/0,1/1;0/0,1/0;0/0,1/1;0/12,1/16;0/3,1/2;0/5,1/5;0/52,1/71;0/95,1/102;0/60,1/99;0/457,1/458
4680;123;199;2;2;0/4081.16,1/3692.22;0/51.69,1/46.93;0/4680,1/4680;0/4680,1/4680;0/1,1/1;0/0,1/0;0/1,1/2;0/14,1/18;0/3,1/2;0/5,1/5;0/52,1/71;0/96,1/103;0/60,1/99;0/463,1/464
4740;125;201;2;2;0/4136.22,1/3742.27;0/51.78,1/47.02;0/4740,1/4740;0/4740,1/4740;0/0,1/1;0/0,1/3;0/0,1/2;0/13,1/23;0/3,1/2;0/5,1/5;0/53,1/72;0/97,1/104;0/61,1/100;0/469,1/470
4800;127;203;2;2;0/4191.2,1/3789.69;0/51.87,1/47.07;0/4800,1/4800;0/4800,1/4800;0/0,1/1;0/0,1/0;0/0,1/2;0/9,1/25;0/3,1/2;0/5,1/5;0/53,1/74;0/98,1/105;0/61,1/102;0/475,1/476
4860;128;205;2;2;0/4251.2,1/3832.4;0/52,1/47.11;0/4860,1/4860;0/4860,1/4860;0/0,1/0;0/0,1/0;0/0,1/3;0/9,1/21;0/3,1/2;0/5,1/5;0/53,1/75;0/99,1/106;0/61,1/103;0/481,1/482
4920;130;206;2;2;0/4311.2,1/3862.53;0/52.18,1/47.16;0/4920,1/4920;0/4920,1/4920;0/1,1/1;0/0,1/0;0/1,1/2;0/9,1/18;0/3,1/2;0/5,1/5;0/53,1/77;0/100,1/106;0/61,1/106;0/487,1/488
4980;133;210;2;2;0/4361.24,1/3902.62;0/52.27,1/47.29;0/4980,1/4980;0/4980,1/4980;0/0,1/1;0/0,1/0;0/0,1/2;0/9,1/22;0/3,1/2;0/5,1/5;0/54,1/79;0/101,1/109;0/62,1/108;0/493,1/494
5040;135;211;2;2;0/4421.24,1/3942.71;0/52.36,1/47.33;0/5040,1/5040;0/5040,1/5040;0/0,1/1;0/0,1/0;0/0,1/1;0/9,1/18;0/3,1/2;0/5,1/5;0/54,1/81;0/101,1/110;0/62,1/110;0/499,1/500
5100;136;213;2;2;0/4481.24,1/3992.76;0/52.49,1/47.38;0/5100,1/5100;0/5100,1/5100;0/0,1/1;0/0,1/0;0/1,1/1;0/10,1/14;0/3,1/2;0/5,1/5;0/54,1/82;0/103,1/110;0/62,1/111;0/505,1/506
5160;138;217;2;2;0/4531.29,1/4047.64;0/52.62,1/47.47;0/5160,1/5160;0/5160,1/5160;0/0,1/1;0/0,1/1;0/0,1/1;0/11,1/14;0/3,1/2;0/5,1/5;0/55,1/83;0/105,1/112;0/63,1/112;0/511,1/512
5220;138;219;2;2;0/4591.29,1/4102.8;0/52.8,1/47.56;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/2;0/12,1/11;0/3,1/2;0/5,1/5;0/55,1/83;0/106,1/113;0/63,1/112;0/517,1/518
5280;140;223;2;2;0/4651.29,1/4150.13;0/52.89,1/47.64;0/5280,1/5280;0/5280,1/5280;0/1,1/0;0/0,1/0;0/1,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/55,1/85;0/108,1/115;0/63,1/114;0/523,1/524
5340;141;225;2;2;0/4707.11,1/4202.89;0/53.07,1/47.73;0/5340,1/5340;0/5340,1/5340;0/1,1/0;0/0,1/2;0/1,1/1;0/18,1/11;0/3,1/2;0/5,1/5;0/56,1/85;0/109,1/116;0/64,1/114;0/529,1/530
5400;142;228;2;2;0/4761.33,1/4252.93;0/53.11,1/47.87;0/5400,1/5400;0/5400,1/5400;0/0,1/2;0/0,1/5;0/2,1/3;0/16,1/14;0/3,1/2;0/5,1/5;0/56,1/86;0/111,1/117;0/64,1/115;0/535,1/536
5459.96;146;230;2;2;0/4801.38,1/4283.02;0/53.16,1/48;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/1;0/0,1/0;0/0,1/2;0/11,1/16;0/3,1/2;0/5,1/5;0/58,1/88;0/112,1/118;0/66,1/118;0/541,1/542
5519.96;148;234;2;2;0/4861.38,1/4323.11;0/53.33,1/48.09;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/1,1/0;0/0,1/0;0/1,1/0;0/19,1/13;0/3,1/2;0/5,1/5;0/58,1/90;0/114,1/120;0/66,1/120;0/547,1/548
5579.96;148;236;2;2;0/4921.38,1/4383.11;0/53.38,1/48.18;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/2;0/0,1/0;0/1,1/2;0/15,1/13;0/3,1/2;0/5,1/5;0/58,1/90;0/115,1/121;0/66,1/120;0/553,1/554
5639.96;150;238;2;2;0/4971.42,1/4433.16;0/53.47,1/48.27;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/1;0/0,1/0;0/1,1/3;0/15,1/15;0/3,1/2;0/5,1/5;0/59,1/91;0/116,1/122;0/67,1/121;0/559,1/560
5699.96;152;240;2;2;0/5021.47,1/4473.24;0/53.56,1/48.36;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/2,1/0;0/1,1/1;0/15,1/14;0/3,1/2;0/5,1/5;0/60,1/92;0/117,1/123;0/68,1/123;0/565,1/566
5759.96;155;242;2;2;0/5071.51,1/4518;0/53.64,1/48.49;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/0,1/1;0/0,1/2;0/1,1/2;0/13,1/14;0/3,1/2;0/5,1/5;0/61,1/94;0/119,1/123;0/69,1/125;0/571,1/572
