#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
1019.96;9;39;2;2;0/920.09,1/920.36;0/29.2,1/31.73;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/0;0/3,1/0;0/0,1/0;0/15,1/11;0/3,1/2;0/5,1/5;0/4,1/5;0/18,1/21;0/10,1/10;0/100,1/99
1079.96;9;41;2;2;0/980.09,1/980.36;0/29.29,1/31.87;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/11;0/3,1/2;0/5,1/5;0/4,1/5;0/19,1/22;0/10,1/10;0/106,1/105
1139.96;10;44;2;2;0/1040.09,1/1024.4;0/29.42,1/32;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/1,1/2;0/0,1/0;0/1,1/3;0/13,1/11;0/3,1/2;0/5,1/5;0/4,1/6;0/21,1/23;0/10,1/12;0/112,1/111
1199.96;12;47;2;2;0/1090.13,1/1070.49;0/29.51,1/32.13;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/1,1/0;0/0,1/0;0/1,1/3;0/11,1/12;0/3,1/2;0/5,1/5;0/5,1/7;0/23,1/24;0/11,1/13;0/118,1/117
1259.96;14;49;2;2;0/1150.13,1/1100.62;0/29.64,1/32.22;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/1;0/0,1/0;0/1,1/1;0/14,1/10;0/3,1/2;0/5,1/5;0/5,1/9;0/25,1/24;0/11,1/16;0/124,1/123
1319.96;16;50;2;2;0/1200.18,1/1157.6;0/29.73,1/32.4;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/1,1/1;0/0,1/0;0/1,1/3;0/16,1/8;0/3,1/2;0/5,1/5;0/6,1/10;0/25,1/25;0/12,1/17;0/130,1/129
1379.96;18;53;2;2;0/1257.51,1/1190.76;0/29.78,1/32.58;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/0,1/1;0/0,1/0;0/0,1/5;0/15,1/6;0/3,1/2;0/5,1/5;0/7,1/11;0/27,1/26;0/13,1/19;0/136,1/135
1439.96;20;56;2;2;0/1310.22,1/1210.93;0/29.91,1/32.8;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/1;0/3,1/0;0/0,1/2;0/18,1/10;0/3,1/2;0/5,1/5;0/7,1/13;0/29,1/27;0/13,1/23;0/142,1/141
1499.96;22;59;2;2;0/1370.22,1/1251.02;0/29.96,1/32.98;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/4;0/2,1/0;0/0,1/5;0/19,1/8;0/3,1/2;0/5,1/5;0/7,1/15;0/31,1/28;0/13,1/25;0/147,1/147
1559.96;26;60;2;2;0/1417.69,1/1287.2;0/30.04,1/33.11;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/0;0/0,1/0;0/0,1/2;0/16,1/7;0/3,1/2;0/5,1/5;0/9,1/17;0/32,1/28;0/15,1/28;0/153,1/153
1619.96;27;63;2;2;0/1470.31,1/1311.29;0/30.13,1/33.33;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/0;0/1,1/0;0/0,1/1;0/17,1/7;0/3,1/2;0/5,1/5;0/9,1/18;0/34,1/29;0/15,1/31;0/159,1/159
1679.96;29;65;2;2;0/1530.31,1/1351.38;0/30.22,1/33.56;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/13;0/3,1/2;0/5,1/5;0/9,1/20;0/35,1/30;0/15,1/33;0/165,1/165
1739.96;29;68;2;2;0/1590.31,1/1411.38;0/30.31,1/33.64;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/0,1/0;0/1,1/0;0/14,1/11;0/3,1/2;0/5,1/5;0/9,1/20;0/36,1/32;0/15,1/33;0/171,1/171
1799.96;30;70;2;2;0/1640.36,1/1471.38;0/30.36,1/33.78;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/0,1/0;0/0,1/1;0/2,1/1;0/10,1/12;0/3,1/2;0/5,1/5;0/10,1/20;0/37,1/33;0/16,1/33;0/177,1/177
1859.96;32;73;2;2;0/1680.44,1/1521.42;0/30.49,1/33.91;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/13;0/3,1/2;0/5,1/5;0/11,1/21;0/39,1/34;0/18,1/34;0/183,1/183
1919.96;34;76;2;2;0/1740.44,1/1561.51;0/30.62,1/34;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/2;0/0,1/0;0/1,1/3;0/14,1/11;0/3,1/2;0/5,1/5;0/11,1/23;0/40,1/36;0/18,1/36;0/189,1/189
1979.96;37;78;2;2;0/1790.49,1/1601.6;0/30.71,1/34.18;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/1;0/0,1/0;0/1,1/1;0/12,1/9;0/3,1/2;0/5,1/5;0/12,1/25;0/42,1/36;0/19,1/38;0/195,1/195
2039.96;39;81;2;2;0/1840.53,1/1651.64;0/30.8,1/34.31;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/1,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/13,1/26;0/44,1/37;0/20,1/39;0/201,1/201
2099.96;42;86;2;2;0/1890.53,1/1691.64;0/31.11,1/34.71;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/17;0/3,1/2;0/5,1/5;0/14,1/28;0/46,1/40;0/21,1/41;0/207,1/207
2159.96;43;89;2;2;0/1950.53,1/1741.64;0/31.56,1/35.07;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/0,1/0;0/0,1/2;0/11,1/15;0/3,1/2;0/5,1/5;0/14,1/29;0/47,1/42;0/21,1/42;0/213,1/213
2219.96;45;91;2;2;0/1990.53,1/1781.64;0/31.96,1/35.42;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/1,1/1;0/0,1/0;0/2,1/1;0/13,1/12;0/3,1/2;0/5,1/5;0/15,1/30;0/48,1/43;0/23,1/44;0/219,1/219
2279.96;47;93;2;2;0/2040.53,1/1831.64;0/32.27,1/35.73;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/0;0/0,1/0;0/2,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/16,1/31;0/49,1/44;0/24,1/45;0/225,1/225
2340;49;97;2;2;0/2080.58,1/1891.69;0/32.71,1/36.18;0/2340,1/2340;0/2340,1/2340;0/0,1/0;0/0,1/1;0/0,1/0;0/10,1/10;0/3,1/2;0/5,1/5;0/18,1/31;0/52,1/45;0/26,1/45;0/231,1/231
2400;49;99;2;2;0/2140.58,1/1951.69;0/33.16,1/36.53;0/2400,1/2400;0/2400,1/2400;0/0,1/1;0/0,1/0;0/1,1/1;0/8,1/8;0/3,1/2;0/5,1/5;0/18,1/31;0/53,1/46;0/26,1/45;0/237,1/237
2460;51;104;2;2;0/2190.58,1/2009.73;0/35.11,1/36.98;0/2460,1/2460;0/2460,1/2460;0/0,1/1;0/0,1/0;0/0,1/2;0/8,1/7;0/3,1/2;0/5,1/5;0/19,1/32;0/55,1/49;0/27,1/46;0/243,1/243
2520;52;108;2;2;0/2250.58,1/2051.69;0/35.51,1/37.47;0/2520,1/2520;0/2520,1/2520;0/0,1/1;0/0,1/3;0/1,1/3;0/7,1/18;0/3,1/2;0/5,1/5;0/19,1/33;0/57,1/51;0/27,1/47;0/249,1/249
2580;55;111;2;2;0/2300.58,1/2091.69;0/35.96,1/37.78;0/2580,1/2580;0/2580,1/2580;0/0,1/0;0/0,1/0;0/0,1/2;0/12,1/14;0/3,1/2;0/5,1/5;0/20,1/35;0/59,1/52;0/28,1/49;0/255,1/255
2640;58;113;2;2;0/2350.58,1/2131.69;0/36.4,1/38.13;0/2640,1/2640;0/2640,1/2640;0/1,1/0;0/2,1/0;0/1,1/0;0/13,1/13;0/3,1/2;0/5,1/5;0/21,1/37;0/60,1/53;0/29,1/51;0/261,1/261
2700;59;115;2;2;0/2400.58,1/2191.69;0/36.76,1/38.53;0/2700,1/2700;0/2700,1/2700;0/1,1/0;0/3,1/0;0/2,1/2;0/13,1/12;0/3,1/2;0/5,1/5;0/22,1/37;0/61,1/54;0/30,1/51;0/267,1/267
2760;63;118;2;2;0/2443.91,1/2231.69;0/37.16,1/38.84;0/2760,1/2760;0/2760,1/2760;0/0,1/2;0/0,1/0;0/1,1/2;0/20,1/7;0/3,1/2;0/5,1/5;0/24,1/39;0/63,1/55;0/32,1/53;0/273,1/273
2820;65;120;2;2;0/2490.58,1/2272.53;0/37.51,1/39.29;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/0;0/0,1/1;0/22,1/7;0/3,1/2;0/5,1/5;0/25,1/40;0/63,1/57;0/33,1/55;0/279,1/279
2880;66;122;2;2;0/2550.58,1/2321.69;0/37.87,1/39.78;0/2880,1/2880;0/2880,1/2880;0/1,1/0;0/0,1/0;0/2,1/0;0/20,1/8;0/3,1/2;0/5,1/5;0/25,1/41;0/64,1/58;0/33,1/56;0/285,1/285
2940;68;125;2;2;0/2600,1/2381.69;0/38.13,1/40.13;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/0,1/0;0/0,1/1;0/14,1/9;0/3,1/2;0/5,1/5;0/27,1/41;0/66,1/59;0/35,1/56;0/291,1/290
3000;70;128;2;2;0/2650.58,1/2422.18;0/38.49,1/40.53;0/3000,1/3000;0/3000,1/3000;0/0,1/1;0/0,1/0;0/0,1/1;0/16,1/7;0/3,1/2;0/5,1/5;0/27,1/43;0/67,1/61;0/35,1/58;0/297,1/296
3060;72;131;2;2;0/2700.58,1/2471.69;0/38.8,1/40.98;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/0,1/1;0/14,1/6;0/3,1/2;0/5,1/5;0/28,1/44;0/68,1/63;0/36,1/59;0/303,1/302
3120;73;134;2;2;0/2760.58,1/2521.69;0/39.2,1/44.13;0/3120,1/3120;0/3120,1/3120;0/0,1/1;0/2,1/0;0/1,1/2;0/15,1/8;0/3,1/2;0/5,1/5;0/28,1/45;0/70,1/64;0/36,1/60;0/309,1/308
3180;75;138;2;2;0/2814.84,1/2571.69;0/39.51,1/44.58;0/3180,1/3180;0/3180,1/3180;0/0,1/2;0/0,1/0;0/0,1/3;0/11,1/11;0/3,1/2;0/5,1/5;0/29,1/46;0/72,1/66;0/37,1/61;0/315,1/314
3240;78;140;2;2;0/2860.58,1/2608.67;0/39.91,1/44.98;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/0,1/1;0/13,1/13;0/3,1/2;0/5,1/5;0/30,1/48;0/73,1/67;0/38,1/64;0/321,1/320
3300;79;142;2;2;0/2920.58,1/2651.69;0/40.22,1/45.33;0/3300,1/3300;0/3300,1/3300;0/0,1/1;0/0,1/2;0/1,1/3;0/11,1/12;0/3,1/2;0/5,1/5;0/30,1/49;0/74,1/68;0/38,1/65;0/326,1/326
3360;82;147;2;2;0/2970.58,1/2681.69;0/40.58,1/45.73;0/3360,1/3360;0/3360,1/3360;0/0,1/0;0/0,1/0;0/1,1/3;0/10,1/10;0/3,1/2;0/5,1/5;0/31,1/51;0/77,1/70;0/39,1/68;0/332,1/332
3420;85;150;2;2;0/3020.58,1/2711.69;0/41.02,1/46.13;0/3420,1/3420;0/3420,1/3420;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/32,1/53;0/78,1/72;0/40,1/71;0/338,1/338
3480;88;153;2;2;0/3066.49,1/2761.69;0/41.42,1/46.53;0/3480,1/3480;0/3480,1/3480;0/1,1/0;0/0,1/0;0/1,1/0;0/13,1/8;0/3,1/2;0/5,1/5;0/34,1/54;0/79,1/74;0/42,1/72;0/344,1/344
3540;90;155;2;2;0/3116.09,1/2811.69;0/41.78,1/46.98;0/3540,1/3540;0/3540,1/3540;0/1,1/0;0/0,1/1;0/2,1/0;0/10,1/16;0/3,1/2;0/5,1/5;0/35,1/55;0/80,1/75;0/43,1/73;0/350,1/350
3600;91;158;2;2;0/3160.58,1/2871.69;0/42.18,1/47.33;0/3600,1/3600;0/3600,1/3600;0/0,1/1;0/0,1/0;0/3,1/1;0/8,1/17;0/3,1/2;0/5,1/5;0/36,1/55;0/82,1/76;0/44,1/73;0/356,1/356
3660;94;161;2;2;0/3190.58,1/2928.71;0/42.62,1/47.64;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/1,1/0;0/9,1/13;0/3,1/2;0/5,1/5;0/38,1/56;0/83,1/78;0/47,1/74;0/362,1/362
3720;95;164;2;2;0/3240.58,1/2981.69;0/43.07,1/48.04;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/1;0/0,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/39,1/56;0/84,1/80;0/48,1/74;0/368,1/368
3780;95;167;2;2;0/3300.58,1/3041.69;0/43.51,1/48.4;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/1,1/0;0/2,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/39,1/56;0/86,1/81;0/48,1/74;0/374,1/374
3840;97;169;2;2;0/3340.58,1/3101.69;0/43.91,1/48.8;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/0,1/0;0/1,1/1;0/14,1/8;0/3,1/2;0/5,1/5;0/41,1/56;0/87,1/82;0/50,1/74;0/380,1/380
3900;99;173;2;2;0/3390.58,1/3151.69;0/44.22,1/49.24;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/2;0/1,1/2;0/14,1/11;0/3,1/2;0/5,1/5;0/42,1/57;0/89,1/84;0/51,1/75;0/386,1/386
3960;101;173;2;2;0/3440.58,1/3191.69;0/44.49,1/49.64;0/3960,1/3960;0/3960,1/3960;0/1,1/0;0/0,1/0;0/1,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/43,1/58;0/89,1/84;0/52,1/77;0/392,1/392
4020;102;177;2;2;0/3490.58,1/3251.69;0/44.98,1/50;0/4020,1/4020;0/4020,1/4020;0/0,1/1;0/2,1/0;0/0,1/4;0/11,1/15;0/3,1/2;0/5,1/5;0/44,1/58;0/92,1/85;0/53,1/77;0/398,1/397
4080;105;180;2;2;0/3544.53,1/3281.69;0/45.33,1/50.31;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/0;0/3,1/3;0/7,1/12;0/3,1/2;0/5,1/5;0/45,1/60;0/93,1/87;0/54,1/80;0/404,1/403
4140;109;183;2;2;0/3566.67,1/3320.36;0/45.6,1/50.49;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/2,1/1;0/8,1/12;0/3,1/2;0/5,1/5;0/47,1/62;0/94,1/89;0/58,1/83;0/410,1/409
4200;111;185;2;2;0/3600.8,1/3361.87;0/45.73,1/50.67;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/10;0/3,1/2;0/5,1/5;0/48,1/63;0/95,1/90;0/60,1/84;0/416,1/415
4260;111;189;2;2;0/3660.8,1/3421.87;0/45.91,1/50.76;0/4260,1/4260;0/4260,1/4260;0/0,1/1;0/0,1/0;0/1,1/2;0/15,1/6;0/3,1/2;0/5,1/5;0/48,1/63;0/98,1/91;0/60,1/84;0/422,1/421
4320;114;191;2;2;0/3710.84,1/3462;0/45.96,1/50.98;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/7;0/3,1/2;0/5,1/5;0/49,1/65;0/99,1/92;0/61,1/86;0/428,1/427
4380;114;195;2;2;0/3770.84,1/3521.96;0/46.04,1/51.2;0/4380,1/4380;0/4380,1/4380;0/0,1/0;0/0,1/0;0/1,1/2;0/9,1/9;0/3,1/2;0/5,1/5;0/49,1/65;0/101,1/94;0/61,1/86;0/434,1/433
4440;117;197;2;2;0/3820.89,1/3562.04;0/46.18,1/51.42;0/4440,1/4440;0/4440,1/4440;0/0,1/1;0/0,1/0;0/0,1/2;0/7,1/17;0/3,1/2;0/5,1/5;0/50,1/67;0/102,1/95;0/62,1/88;0/440,1/439
4500;120;200;2;2;0/3876.89,1/3602.13;0/46.4,1/51.42;0/4500,1/4500;0/4500,1/4500;0/0,1/1;0/3,1/0;0/0,1/1;0/13,1/11;0/3,1/2;0/5,1/5;0/51,1/69;0/104,1/96;0/63,1/90;0/446,1/445
4560;122;203;2;2;0/3920.98,1/3652.18;0/46.49,1/51.51;0/4560,1/4560;0/4560,1/4560;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/7;0/3,1/2;0/5,1/5;0/52,1/70;0/106,1/97;0/64,1/91;0/452,1/451
4620;124;206;2;2;0/3971.02,1/3702.22;0/46.62,1/51.69;0/4620,1/4620;0/4620,1/4620;0/0,1/0;0/0,1/0;0/0,1/1;0/12,1/6;0/3,1/2;0/5,1/5;0/53,1/71;0/107,1/99;0/65,1/92;0/458,1/457
4680;126;210;2;2;0/4031.02,1/3742.31;0/46.71,1/51.91;0/4680,1/4680;0/4680,1/4680;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/53,1/73;0/108,1/102;0/65,1/94;0/464,1/463
4740;126;213;2;2;0/4091.02,1/3802.31;0/46.8,1/52.04;0/4740,1/4740;0/4740,1/4740;0/1,1/0;0/0,1/0;0/1,1/0;0/6,1/12;0/3,1/2;0/5,1/5;0/53,1/73;0/109,1/104;0/65,1/94;0/470,1/469
4800;127;216;2;2;0/4141.07,1/3862.31;0/47.02,1/52.22;0/4800,1/4800;0/4800,1/4800;0/1,1/1;0/2,1/0;0/1,1/2;0/7,1/14;0/3,1/2;0/5,1/5;0/54,1/73;0/110,1/106;0/66,1/94;0/476,1/475
4860;129;218;2;2;0/4191.11,1/3912.36;0/47.24,1/52.31;0/4860,1/4860;0/4860,1/4860;0/0,1/1;0/0,1/0;0/0,1/3;0/6,1/15;0/3,1/2;0/5,1/5;0/55,1/74;0/111,1/107;0/67,1/95;0/482,1/481
4920;131;221;2;2;0/4251.11,1/3952.44;0/47.47,1/52.31;0/4920,1/4920;0/4920,1/4920;0/0,1/0;0/0,1/0;0/0,1/3;0/7,1/9;0/3,1/2;0/5,1/5;0/55,1/76;0/113,1/108;0/67,1/97;0/488,1/487
4980;133;223;2;2;0/4311.11,1/3982.58;0/47.6,1/52.49;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/0,1/0;0/0,1/3;0/6,1/12;0/3,1/2;0/5,1/5;0/55,1/78;0/114,1/109;0/67,1/100;0/494,1/493
5040;136;226;2;2;0/4365.02,1/4012.71;0/47.82,1/52.62;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/13;0/3,1/2;0/5,1/5;0/56,1/80;0/115,1/111;0/68,1/103;0/500,1/499
5100;136;230;2;2;0/4421.16,1/4072.71;0/48.04,1/52.67;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/0,1/0;0/15,1/10;0/3,1/2;0/5,1/5;0/56,1/80;0/117,1/113;0/68,1/103;0/506,1/505
5160;136;233;2;2;0/4481.16,1/4132.71;0/48.18,1/52.76;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/1;0/22,1/13;0/3,1/2;0/5,1/5;0/56,1/80;0/118,1/115;0/68,1/103;0/512,1/511
5220;137;235;2;2;0/4541.16,1/4182.76;0/48.18,1/52.93;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/11;0/3,1/2;0/5,1/5;0/56,1/81;0/119,1/116;0/68,1/104;0/518,1/517
5280;137;236;2;2;0/4601.16,1/4242.76;0/48.27,1/53.02;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/0;0/17,1/7;0/3,1/2;0/5,1/5;0/56,1/81;0/119,1/117;0/68,1/104;0/524,1/523
5340;137;237;2;2;0/4661.16,1/4302.76;0/48.36,1/53.2;0/5340,1/5340;0/5340,1/5340;0/1,1/1;0/0,1/0;0/2,1/1;0/15,1/7;0/3,1/2;0/5,1/5;0/56,1/81;0/120,1/117;0/68,1/104;0/530,1/529
5400;138;241;2;2;0/4711.2,1/4362.76;0/48.44,1/53.47;0/5400,1/5400;0/5400,1/5400;0/1,1/0;0/0,1/1;0/3,1/2;0/11,1/14;0/3,1/2;0/5,1/5;0/57,1/81;0/122,1/119;0/69,1/104;0/536,1/535
5459.96;142;243;2;2;0/4751.24,1/4402.8;0/48.53,1/53.6;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/2,1/0;0/10,1/15;0/3,1/2;0/5,1/5;0/59,1/83;0/122,1/121;0/71,1/106;0/542,1/541
5519.96;145;247;2;2;0/4791.33,1/4452.84;0/48.62,1/53.64;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/1;0/0,1/0;0/0,1/2;0/10,1/10;0/3,1/2;0/5,1/5;0/61,1/84;0/124,1/123;0/73,1/107;0/548,1/547
5579.96;147;249;2;2;0/4851.33,1/4492.93;0/48.8,1/53.87;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/1,1/0;0/0,1/0;0/1,1/1;0/25,1/12;0/3,1/2;0/5,1/5;0/61,1/86;0/125,1/124;0/73,1/109;0/554,1/553
5639.96;148;252;2;2;0/4911.33,1/4551.56;0/48.84,1/53.96;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/1,1/0;0/1,1/0;0/2,1/1;0/21,1/8;0/3,1/2;0/5,1/5;0/61,1/87;0/127,1/125;0/73,1/110;0/560,1/559
5699.96;151;252;2;2;0/4955.16,1/4593.02;0/48.89,1/54.09;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/1,1/1;0/0,1/0;0/1,1/4;0/20,1/5;0/3,1/2;0/5,1/5;0/63,1/88;0/127,1/125;0/75,1/111;0/566,1/565
5759.96;153;255;2;2;0/5011.42,1/4613.2;0/48.93,1/54.36;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/0,1/0;0/0,1/0;0/3,1/1;0/17,1/8;0/3,1/2;0/5,1/5;0/63,1/90;0/128,1/127;0/75,1/115;0/572,1/571
