decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax
996,11067.5555555302,1,80,1,88,5,1,26.4105465557256,40.4174178919891,0.922874671340929,0.0264105465557256,35,2,15,1,1,4,-1395.87671833306,0.0922485,15
997,11084.75555553,1,81,1,89,2,2,26.4226459722115,40.4491356957578,0.922874671340929,0.0264226459722115,32,2,14,1,2,4,-1256.22711629715,0.2150393,15
998,11087.6888888632,1,80,1,88,5,2,26.3946587584621,40.4194508724164,0.922874671340929,0.0263946587584621,38,2,19,1,2,3,-1585.64815924691,0.1315204,15
999,11094.8444444187,1,80,1,89,2,3,26.3782644027389,40.4074687188452,0.923009623797025,0.0263782644027389,38,2,15,1,3,6,-1422.979130622,0.2875722,15
1000,11097.777777752,1,75,1,87,5,1,26.345230012815,40.3699441871873,0.922270742358079,0.026345230012815,29,1,15,1,1,4,-1236.39698820502,0.1135374,15
1001,11114.9777777517,1,79,1,87,4,0,26.3662427401903,40.3872743668594,0.923144104803493,0.0263662427401903,30,2,11,1,0,2,-1147.52079818108,0.0059986,15
1002,11135.1111110848,1,80,1,87,4,0,26.3879765921018,40.4336403231359,0.924890829694323,0.0263879765921018,28,1,11,1,0,2,-1099.80335856272,0.0070017,15
1003,11145.1999999735,1,83,1,88,4,0,26.3980404083491,40.4342077713508,0.924890829694323,0.0263980404083491,28,1,11,1,0,1,-1100.0441743376,0.0080002,14
1004,11178.1777777508,1,84,1,88,4,1,26.4532536820687,40.5039259123544,0.924956369982548,0.0264532536820687,30,2,15,1,1,3,-1275.09784698443,0.1205172,15
1005,11185.4222221952,1,89,1,89,3,2,26.4342423285891,40.4878901488517,0.924956369982548,0.0264342423285891,38,1,17,1,2,2,-1518.8367819846,0.1640458,14
1006,11205.5555555282,1,90,1,88,4,1,26.4822508890695,40.5465864508092,0.921739130434783,0.0264822508890695,38,1,16,1,1,1,-1509.81584518831,0.1135336,14
1007,11208.3555555282,1,81,1,87,4,0,26.4735214213241,40.5611171197105,0.921807124239791,0.0264735214213241,25,1,12,1,0,3,-1064.0823887115,0.0079989,14
1008,11218.4444444169,1,82,1,89,4,1,26.4906484398201,40.5725194525666,0.921875,0.0264906484398201,31,3,15,1,1,6,-1301.63235070021,0.1440393,14
1009,11225.6888888612,1,90,1,88,5,0,26.4553050837126,40.5592374469537,0.922876949740035,0.0264553050837126,37,1,15,1,0,1,-1470.01727794287,0.0060014,14
1010,11235.77777775,1,90,1,87,4,0,26.4598547780276,40.5513950852336,0.923743500866551,0.0264598547780276,29,1,12,1,0,1,-1163.46700277178,0.0059693,14
1011,11268.7111110828,1,86,1,89,4,2,26.5339563356167,40.6501324763907,0.924610051993068,0.0265339563356167,40,2,20,1,2,4,-1683.224466309,0.1202982,14
1012,11275.9999999716,1,91,1,89,3,2,26.5165735674116,40.6365100163059,0.92314335060449,0.0265165735674116,38,2,19,1,2,4,-1588.24510418981,0.1550311,14
1013,11288.8444444159,1,85,1,90,4,3,26.5028147531499,40.6709861620666,0.921551724137931,0.0265028147531499,42,2,23,1,3,3,-1814.2738925645,0.1686706,14
1014,11306.177777749,1,91,1,89,3,1,26.5100728629807,40.6950437875704,0.921619293712317,0.0265100728629807,25,2,17,1,1,2,-1222.79408631831,0.1841584,14
1015,11316.2666666377,1,88,1,90,4,1,26.5048866271616,40.6999723521687,0.922547332185886,0.0265048866271616,30,1,21,1,1,3,-1498.3457528954,0.1264814,14
1016,11346.444444415,1,88,1,90,3,2,26.5647687365011,40.7770588024244,0.922613929492691,0.0265647687365011,33,1,20,1,2,3,-1509.518509929,0.1490322,14
1017,11349.1555555261,1,83,1,89,5,1,26.5526336807036,40.7436028294721,0.922680412371134,0.0265526336807036,37,2,22,1,1,3,-1715.87416234756,0.1869971,14
1018,11356.5333333038,1,85,1,88,3,0,26.5366302670428,40.7319288353357,0.920376712328767,0.0265366302670428,16,1,13,1,0,1,-883.515168533925,0.0020326,14
1019,11366.6222221925,1,86,1,88,3,1,26.5440362900524,40.7285056825491,0.921232876712329,0.0265440362900524,22,1,16,1,1,3,-1119.67676802528,0.2175802,13
1020,11379.3333333034,1,83,1,87,5,0,26.5769134964907,40.7641732506008,0.92208904109589,0.0265769134964907,31,1,17,1,0,2,-1403.99381979152,0.0060051,14
1021,11406.8444444142,1,88,1,90,4,1,26.618344402595,40.8129500975339,0.922945205479452,0.026618344402595,31,1,18,1,1,1,-1416.83409560766,0.2615539,14
1022,11409.5111110808,1,85,1,89,4,1,26.6042632113824,40.8190150727655,0.922222222222222,0.0266042632113824,30,1,16,1,1,1,-1313.62916382948,0.2260277,14
1023,11416.9333333029,1,86,1,90,3,2,26.6054763550367,40.8061148249109,0.921501706484642,0.0266054763550367,33,2,20,1,2,4,-1542.60542167061,0.1196118,14
1024,11427.0222221916,1,85,1,89,5,1,26.5878727647289,40.7919749160105,0.922421142369992,0.0265878727647289,40,2,21,1,1,3,-1743.55329291036,0.1285206,14
1025,11429.6444444138,1,84,1,89,4,1,26.5609329282019,40.7634628670124,0.924126172208014,0.0265609329282019,29,1,15,1,1,1,-1249.01740916341,0.2130201,14
1026,11457.199999969,1,86,1,87,5,0,26.5889274405003,40.7917085577861,0.924978687127025,0.0265889274405003,29,1,18,1,0,2,-1397.50600480863,0.0080006,14
1027,11469.8666666355,1,85,1,88,4,1,26.6149109194327,40.8168695899884,0.925042589437819,0.0266149109194327,30,1,15,1,1,1,-1288.0390510786,0.162996,14
1028,11497.4222221906,1,90,1,91,4,3,26.6489218328845,40.8543388429758,0.925894378194208,0.0266489218328845,43,2,27,1,3,2,-2030.33991281097,0.1820341,14
1029,11500.0444444128,1,85,1,90,3,1,26.615067683949,40.8152637547454,0.922815945716709,0.026615067683949,22,1,13,1,1,1,-1016.21364712116,0.2451183,14
1030,11507.5111110794,1,86,1,90,5,1,26.6174520951125,40.8042796550849,0.923664122137405,0.0266174520951125,37,1,23,1,1,1,-1766.69730926448,0.1370346,14
1031,11537.6888888567,1,90,1,90,4,2,26.6546468040623,40.8466678109627,0.9245122985581,0.0266546468040623,39,2,25,1,2,4,-1863.35480692964,0.207039,14
1032,11540.2666666344,1,87,1,90,3,2,26.625592631432,40.8149516675244,0.923793395427604,0.026625592631432,31,3,15,1,2,6,-1282.41894753315,0.1971038,14
1033,11550.3555555232,1,90,1,90,3,1,26.5994024351296,40.8149104169049,0.923857868020305,0.0265994024351296,26,1,16,1,1,1,-1230.40023468082,0.2456342,13
1034,11560.4444444119,1,90,1,90,3,2,26.5961883840828,40.7953854679873,0.921585160202361,0.0265961883840828,34,1,17,1,2,1,-1425.81245325263,0.1415137,13
1035,11567.866666634,1,92,1,90,4,2,26.6105826417276,40.8028933839823,0.922428330522766,0.0266105826417276,38,2,23,1,2,4,-1757.82967867716,0.1480591,13
1036,11570.5333333007,1,89,1,89,3,1,26.5889450454407,40.7824290297385,0.923336141533277,0.0265889450454407,24,1,14,1,1,1,-1104.58682192602,0.2569721,13
1037,11598.0444444114,1,92,1,89,5,2,26.6244407770034,40.8223257768178,0.924178601516428,0.0266244407770033,43,1,25,1,2,3,-1959.41853323059,0.1430342,13
1038,11600.711111078,1,90,1,89,2,2,26.6150516735881,40.7934176469412,0.922624053826745,0.0266150516735881,31,1,16,1,2,3,-1313.7137458954,0.1035257,14
1039,11610.7999999667,1,89,1,91,2,3,26.6220578420784,40.7896698295379,0.922624053826745,0.0266220578420784,36,1,19,1,3,2,-1510.54380383159,0.1035267,14
1040,11618.1777777444,1,91,1,90,4,2,26.621647669558,40.7745848489864,0.923465096719933,0.026621647669558,39,2,22,1,2,3,-1743.44378017854,0.1576147,13
1041,11620.8888888555,1,88,1,89,3,1,26.592973867081,40.7433636312158,0.923529411764706,0.026592973867081,30,1,15,1,1,3,-1290.42625335067,0.1629874,14
1042,11630.9777777442,1,88,1,90,3,2,26.5905859298048,40.725296576809,0.92436974789916,0.0265905859298048,35,1,18,1,2,1,-1488.01554852198,0.1278353,13
1043,11658.3999999661,1,92,1,93,4,3,26.6485575114845,40.7996735043583,0.925210084033613,0.0266485575114845,47,1,26,1,3,1,-2065.3352635516,0.102519,14
1044,11661.1555555216,1,89,1,92,2,2,26.6360265727217,40.807584962888,0.923721709974853,0.0266360265727217,31,1,15,1,2,2,-1289.35309423554,0.176724,14
1045,11668.4888888548,1,90,1,93,5,3,26.6324655363451,40.7877292309676,0.923721709974853,0.0266324655363451,50,3,28,1,3,6,-2222.3570878819,0.138554,14
1046,11701.3777777432,1,89,1,90,2,2,26.6511658669572,40.8561019889395,0.923076923076923,0.0266511658669572,32,3,15,1,2,4,-1326.33396239504,0.1562044,14
1047,11711.4666666319,1,90,1,90,3,2,26.616573033708,40.8426724137934,0.923076923076923,0.026616573033708,35,1,19,1,2,2,-1531.48009698836,0.1055479,13
1048,11718.7555555207,1,91,1,89,5,1,26.6185287369329,40.8312588730663,0.923076923076923,0.0266185287369329,38,1,22,1,1,3,-1751.15302744321,0.1055832,13
1049,11741.6444444093,1,91,1,90,4,2,26.6469847818118,40.860508040936,0.923913043478261,0.0266469847818118,42,2,21,1,2,2,-1779.01877078881,0.1775515,13
1050,11758.9777777424,1,95,1,90,4,1,26.648656280773,40.8756436581725,0.923913043478261,0.026648656280773,34,1,19,1,1,2,-1541.85168056207,0.1225524,13
1051,11789.1555555197,1,98,1,90,3,2,26.6859851915899,40.9185106271046,0.924749163879599,0.0266859851915899,32,1,20,1,2,1,-1509.59211039655,0.2390254,13
1052,11791.9111110752,1,96,1,90,4,2,26.6738881802723,40.8856066052812,0.923976608187134,0.0266738881802723,42,1,22,1,2,1,-1822.39839293179,0.1570994,13
1053,11799.2444444084,1,97,1,91,3,3,26.6668009868424,40.860420866936,0.9225,0.0266668009868424,38,3,22,1,3,4,-1701.5403311388,0.2000647,13
1054,11801.999999964,1,92,1,89,4,1,26.6176986414081,40.8245267178898,0.923460898502496,0.0266176986414081,33,1,17,1,1,1,-1434.23943395024,0.1285185,14
1055,11809.3333332972,1,95,1,89,4,1,26.620826604574,40.8150299249203,0.924292845257903,0.026620826604574,26,1,16,1,1,2,-1229.50068939804,0.1405102,13
1056,11819.4222221859,1,94,1,89,4,1,26.6232950819674,40.8455985915495,0.925124792013311,0.0266232950819674,25,1,15,1,1,2,-1168.66089069695,0.1400777,13
1057,11822.133333297,1,90,1,89,4,1,26.6111546213374,40.8126853790561,0.925124792013311,0.0266111546213374,32,1,16,1,1,1,-1372.98066266034,0.1345417,14
1058,11842.26666663,1,90,1,90,3,2,26.6530761746387,40.8626981111177,0.925956738768719,0.0266530761746387,35,2,19,1,2,3,-1532.74309319677,0.1235461,14
1059,11852.3555555188,1,90,1,89,3,1,26.6509880958871,40.8719767287978,0.925187032418953,0.0266509880958871,28,1,15,1,1,2,-1224.71839868586,0.1125461,14
1060,11869.6888888519,1,95,1,91,4,3,26.6687633164895,40.8849778298886,0.926018287614298,0.0266687633164895,41,1,20,1,3,2,-1674.78208626253,0.1605163,14
1061,11872.4888888518,1,89,1,90,3,2,26.6595275545114,40.8565932792363,0.921487603305785,0.0266595275545114,36,2,16,1,2,3,-1454.24671142279,0.1448817,14
1062,11882.5777777406,1,89,1,90,3,2,26.6425041638415,40.842958883169,0.921487603305785,0.0266425041638415,32,1,17,1,2,1,-1369.76544678995,0.1930671,14
1063,11892.6666666293,1,89,1,89,4,1,26.6447061286762,40.8321470543349,0.921552436003303,0.0266447061286762,32,1,17,1,1,1,-1406.7562402755,0.2200578,14
1064,11899.8666666292,1,93,1,88,5,0,26.6427260450599,40.8149545700269,0.921617161716172,0.0266427260450599,23,1,14,1,0,2,-1096.71253796706,0.0039997,14
1065,11919.9999999622,1,94,1,89,5,0,26.6727812967186,40.8876168380836,0.922442244224422,0.0266727812967186,22,1,13,1,0,2,-1036.89742916281,0.0030031,13
1066,11932.8888888509,1,91,1,90,3,1,26.6785367117282,40.8822641335256,0.923267326732673,0.0266785367117282,34,3,18,1,1,4,-1484.2680460106,0.1880554,13
1067,11942.9777777397,1,91,1,90,4,1,26.650143984488,40.8777108925413,0.924217462932455,0.026650143984488,41,2,19,1,1,2,-1715.86000562312,0.1555155,13
1068,11963.1111110727,1,92,1,89,5,1,26.6447800700753,40.8818416597573,0.923456790123457,0.0266447800700753,46,2,21,1,1,5,-1890.99024655987,0.185616,14
1069,11970.2666666282,1,95,1,88,3,0,26.6272408002105,40.8672562579771,0.921182266009852,0.0266272408002105,18,1,11,1,0,1,-860.968255857049,0.0029933,13
1070,11980.3555555169,1,91,1,88,2,1,26.6384116202103,40.8702541740069,0.92200328407225,0.0266384116202103,19,1,10,1,1,1,-820.770535262997,0.3421368,13
1071,11983.2444444058,1,91,1,87,6,0,26.6240890944177,40.8341683928271,0.922824302134647,0.0266240890944177,42,1,18,1,0,2,-1715.46208980113,0.0079747,14
1072,12000.48888885,1,94,1,89,3,1,26.6484055160527,40.857367030063,0.923645320197044,0.0266484055160527,26,3,13,1,1,3,-1109.84964507861,0.1970221,13
1073,12003.3777777388,1,93,1,88,5,0,26.6036876594881,40.8274414576302,0.925287356321839,0.0266036876594881,33,1,14,1,0,2,-1346.30062265625,0.006,13
1074,12010.5777777387,1,93,1,88,3,1,26.6014102958269,40.8098787030935,0.926108374384236,0.0266014102958269,25,1,14,1,1,1,-1124.02363821775,0.1265219,13
1075,12030.7111110717,1,94,1,88,3,2,26.6436471458574,40.8606130142002,0.92616899097621,0.0266436471458574,30,1,18,1,2,2,-1384.52177779402,0.1425557,13
1076,12033.5555555161,1,93,1,89,4,3,26.6358830429755,40.8346755831598,0.925409836065574,0.0266358830429755,42,2,24,1,3,3,-1874.29331578437,0.2180557,13
1077,12050.8444444048,1,94,1,88,3,2,26.6429808512962,40.8578256644631,0.923139820114473,0.0266429808512962,31,1,18,1,2,1,-1404.58060518872,0.1680496,13
1078,12063.7333332935,1,94,1,89,4,3,26.6685613014339,40.8830358473213,0.922448979591837,0.0266685613014339,44,2,25,1,3,2,-1954.59010907925,0.1880928,13
1079,12070.9777777378,1,93,1,88,3,2,26.6561443550019,40.8762528593435,0.921009771986971,0.0266561443550019,30,1,17,1,2,1,-1339.88442016846,0.1165454,13
1080,12101.1555555152,1,95,1,89,3,2,26.7404093366674,40.9914436144193,0.921824104234528,0.0267404093366674,35,3,20,1,2,6,-1586.12275338856,0.1320675,14
1081,12103.9555555151,1,89,1,89,3,2,26.6982585019801,40.9653043026453,0.921074043938161,0.0266982585019801,32,1,18,1,2,2,-1425.48555440022,0.1860668,14
1082,12121.2888888482,1,95,1,92,4,3,26.7127127047743,40.9734739524653,0.919642857142857,0.0267127127047743,50,2,25,1,3,3,-2097.99760199029,0.2265903,14
1083,12131.3777777369,1,95,1,91,5,2,26.6975798500181,40.9624632012533,0.918218623481781,0.0266975798500181,48,2,24,1,2,2,-2024.152330216,0.1225151,14
1084,12134.1333332925,1,89,1,91,3,2,26.6643886717369,40.9236993620095,0.919838056680162,0.0266643886717369,35,1,17,1,2,2,-1458.84749588886,0.1505257,14
1085,12144.2222221812,1,89,1,91,3,2,26.6531063988099,40.8924372146124,0.919838056680162,0.0266531063988099,35,1,17,1,2,2,-1457.9919837213,0.2125744,14
1086,12164.3555555142,1,89,1,89,4,1,26.6576197856427,40.8854403163963,0.919838056680162,0.0266576197856427,35,1,16,1,1,1,-1441.39304532673,0.2020716,14
1087,12171.5999999586,1,94,1,88,4,1,26.6591712496071,40.8739246698077,0.919902912621359,0.0266591712496071,30,1,20,1,1,1,-1474.15218895405,0.1325572,14
1088,12181.6888888473,1,94,1,89,4,1,26.6566586878495,40.856205657182,0.920711974110032,0.0266566586878495,29,1,19,1,1,1,-1413.84881640125,0.133542,14
1089,12194.5333332916,1,90,1,89,4,1,26.670647124741,40.8637985186091,0.921521035598705,0.026670647124741,39,1,19,1,1,1,-1663.33178464125,0.1270629,14
1090,12211.8666666247,1,95,1,89,3,2,26.6842873740319,40.8708705349096,0.920840064620355,0.0266842873740319,36,2,19,1,2,2,-1549.17911595289,0.233006,14
1091,12214.6666666246,1,90,1,88,4,1,26.6567297423087,40.8408067549963,0.920096852300242,0.0266567297423087,38,1,18,1,1,1,-1597.83226057362,0.1470871,14
1092,12221.9555555134,1,91,1,88,4,1,26.6551139439197,40.824547692534,0.92090395480226,0.0266551139439197,34,1,18,1,1,1,-1482.67399788235,0.2030268,14
1093,12224.7555555134,1,89,1,88,4,1,26.6533661718023,40.8081150028468,0.921711057304278,0.0266533661718023,38,1,15,1,1,1,-1463.04219175539,0.2360855,15
1094,12232.0444444021,1,91,1,89,4,2,26.662111557058,40.8077711319471,0.922518159806295,0.026662111557058,40,3,21,1,2,4,-1731.88139019434,0.1410545,14
1095,12234.8444444021,1,88,1,86,4,0,26.6175979635685,40.7775410662808,0.924193548387097,0.0266175979635685,27,1,10,1,0,1,-1046.19394007951,0.0070007,14
1096,12254.9777777351,1,88,1,87,3,1,26.6861606874602,40.8688346636612,0.925,0.0266861606874602,34,1,13,1,1,1,-1314.82080126317,0.1255591,14
1097,12272.2666666238,1,89,1,89,4,2,26.717972421262,40.9038204476381,0.924315619967794,0.026717972421262,45,3,23,1,2,5,-1927.19345920728,0.1940972,15
1098,12275.1111110682,1,87,1,88,3,1,26.6736217754063,40.8737817737143,0.923015236567763,0.0266736217754063,35,1,12,1,1,1,-1296.65785070397,0.1435131,14
1099,12285.1999999569,1,87,1,89,2,2,26.6865454293957,40.8798721973466,0.923076923076923,0.0266865454293957,35,2,14,1,2,2,-1363.77803251829,0.1394857,14
1100,12292.3999999568,1,88,1,89,5,1,26.6747047409275,40.8737761170046,0.923138510808647,0.0266747047409275,41,2,21,1,1,3,-1784.29978724984,0.1085217,15
1101,12295.2888888457,1,86,1,88,3,1,26.6512064996199,40.8497779777411,0.924739791833467,0.0266512064996199,30,1,16,1,1,2,-1320.90301801056,0.1440877,15
1102,12302.4888888456,1,86,1,88,5,1,26.6634104356662,40.8548117551304,0.925540432345877,0.0266634104356662,38,2,19,1,1,3,-1637.30198450023,0.1296061,15
1103,12305.3777777344,1,85,1,89,3,1,26.637946606294,40.8277758561852,0.927141713370697,0.026637946606294,29,1,15,1,1,1,-1258.95647805756,0.1701017,14
1104,12315.4666666232,1,85,1,89,3,1,26.6587877390574,40.846077275501,0.927942353883107,0.0266587877390574,28,1,14,1,1,1,-1204.18908267203,0.1530913,14
1105,12325.5555555119,1,84,1,89,3,1,26.671525246856,40.8519714913456,0.928742994395516,0.026671525246856,27,1,13,1,1,1,-1144.88775401582,0.1545477,15
1106,12335.6444444006,1,84,1,89,2,1,26.6682997486337,40.8334369113788,0.929543634907926,0.0266682997486337,24,1,12,1,1,2,-1033.23115891442,0.1900848,15
1107,12355.7777777337,1,90,1,92,2,3,26.7016056722141,40.8708485289254,0.929543634907926,0.0267016056722141,40,3,19,1,3,4,-1645.27612082237,0.1256447,14
1108,12365.8666666224,1,90,1,90,4,1,26.6785745044575,40.873107925011,0.9304,0.0266785745044575,37,1,18,1,1,1,-1577.64298031439,0.1360238,14
1109,12372.8444444001,1,89,1,90,4,1,26.6738115020194,40.8522428549093,0.9312,0.0266738115020194,37,1,20,1,1,2,-1642.56148210777,0.1025526,14
1110,12382.9333332888,1,88,1,90,5,1,26.6871099520191,40.8590613687552,0.929712460063898,0.0266871099520191,41,2,23,1,1,3,-1884.6734759197,0.0875222,14
1111,12385.9999999555,1,85,1,89,4,0,26.6625853044115,40.8334440969279,0.931309904153355,0.0266625853044115,28,1,12,1,0,1,-1156.27769561338,0.0049998,14
1112,12393.0222221776,1,87,1,89,5,0,26.6658121982768,40.8248754913561,0.932108626198083,0.0266658121982768,29,1,16,1,0,1,-1334.26777272474,0.0079998,14
1113,12406.1333332885,1,84,1,90,3,2,26.680608816463,40.8340365410057,0.932907348242812,0.026680608816463,34,2,16,1,2,3,-1393.18803986822,0.1819943,14
1114,12413.1555555106,1,77,1,89,5,1,26.6704206637626,40.8303585613645,0.932960893854749,0.0266704206637626,37,2,29,1,1,4,-2002.77154309464,0.1490356,14
1115,12426.2666666215,1,84,1,89,4,0,26.6692773591668,40.8404998342373,0.933758978451716,0.0266692773591668,25,1,12,1,0,1,-1084.68771631277,0.0079997,14
1116,12436.3555555103,1,84,1,90,4,1,26.6717727599526,40.8308620028903,0.933811802232855,0.0266717727599526,32,2,17,1,1,2,-1421.47369009805,0.1095116,14
1117,12443.333333288,1,77,1,89,5,0,26.6549362995666,40.8169517907974,0.933067729083665,0.0266549362995666,27,1,22,1,0,1,-1513.92551678292,0.0070003,14
1118,12446.444444399,1,83,1,89,5,0,26.6456996665141,40.7893885890239,0.93312101910828,0.0266456996665141,31,1,17,1,0,2,-1422.38122606889,0.0069742,14
1119,12483.5555555096,1,77,1,90,5,1,26.6899297557798,40.8436803838448,0.93312101910828,0.0266899297557798,36,2,27,1,1,2,-1905.95920444029,0.2986271,14
1120,12493.6444443983,1,77,1,90,4,1,26.6768870080426,40.835575382226,0.93312101910828,0.0266768870080426,29,1,21,1,1,2,-1509.65388225927,0.24465,14
1121,12506.7555555093,1,85,1,90,3,1,26.6823660009611,40.8692058236103,0.933917197452229,0.0266823660009611,25,1,15,1,1,1,-1172.99550394725,0.1025507,14
1122,12513.7777777314,1,78,1,90,4,1,26.6871664923189,40.8631471810555,0.933969769291965,0.0266871664923189,31,1,25,1,1,2,-1712.3125494486,0.1470486,14
1123,12516.844444398,1,84,1,90,3,1,26.6770306157229,40.8342461077307,0.931746031746032,0.0266770306157229,24,1,14,1,1,1,-1108.84386231116,0.0855757,14
1124,12526.9333332867,1,84,1,92,3,3,26.674478181943,40.8169845387845,0.932539682539683,0.026674478181943,36,1,19,1,3,2,-1569.31238169908,0.1685217,14
1125,12533.9111110644,1,77,1,91,4,2,26.6688880141184,40.7951039084959,0.931061806656101,0.0266688880141184,35,2,28,1,2,3,-1892.15013243633,0.1580262,14
1126,12537.0222221755,1,84,1,90,3,1,26.6424666666669,40.8049088909838,0.931908155186065,0.0266424666666669,22,1,13,1,1,1,-1026.18611760964,0.1716104,14
1127,12547.1111110642,1,72,1,92,3,2,26.6478216017118,40.7997720568581,0.932699920823436,0.0266478216017118,30,1,23,1,2,2,-1580.46587281976,0.1220023,14
1128,12554.0444443975,1,71,1,92,3,2,26.6491215868222,40.7884485623328,0.932699920823436,0.0266491215868222,34,1,27,1,2,2,-1829.85472835532,0.0795111,14
1129,12557.199999953,1,67,1,92,3,2,26.6407297093498,40.8006660082986,0.933491686460808,0.0266407297093498,29,1,21,1,2,2,-1479.56551933125,0.1335802,14
1130,12567.2888888417,1,66,1,91,3,1,26.6555018368842,40.8483654678122,0.934283452098179,0.0266555018368842,25,1,18,1,1,1,-1292.0087677035,0.0945858,14
1131,12584.2222221748,1,74,1,92,4,2,26.671897098198,40.8985816275285,0.93507521773555,0.026671897098198,35,1,25,1,2,1,-1794.4029730549,0.1015417,14
1132,12587.4222221748,1,70,1,91,3,1,26.6607361399698,40.9065481131615,0.935126582278481,0.0266607361399698,26,1,20,1,1,2,-1393.70289248292,0.097498,14
1133,12604.3555555078,1,74,1,90,5,1,26.6752975406987,40.9154939721995,0.935126582278481,0.0266752975406987,36,1,25,1,1,1,-1845.95274549878,0.1804922,14
1134,12607.5555555078,1,70,1,90,4,1,26.6648736703639,40.9245664508498,0.934439178515008,0.0266648736703639,30,2,24,1,1,4,-1648.58356729756,0.1025333,14
1135,12617.6444443965,1,70,1,89,5,0,26.6484573611587,40.9110120051591,0.933753943217666,0.0266484573611587,29,2,24,1,0,2,-1644.72381342612,0.0059998,14
1136,12624.4888888409,1,72,1,89,5,0,26.6214004747472,40.8810812168491,0.934594168636722,0.0266214004747472,30,1,22,1,0,1,-1591.40668915613,0.0080055,13
1137,12637.7777777296,1,70,1,89,5,0,26.6144032945368,40.8953026233127,0.93538219070134,0.0266144032945368,30,2,25,1,0,2,-1709.29293221138,0.005004,13
1138,12654.6666666182,1,73,1,91,5,1,26.6024390243907,40.8884723523906,0.934645669291339,0.0266024390243907,35,2,25,1,1,2,-1800.84335795584,0.1055861,13
1139,12664.755555507,1,73,1,90,6,0,26.5730816077958,40.8548689138584,0.934645669291339,0.0265730816077958,33,1,24,1,0,1,-1740.47082912119,0.0050092,13
1140,12667.9555555069,1,69,1,90,4,0,26.5569946574698,40.8550020807331,0.935433070866142,0.0265569946574698,23,1,20,1,0,1,-1340.09423824777,0.0030007,13
1141,12684.88888884,1,73,1,90,5,0,26.552689617851,40.8350062972377,0.936220472440945,0.026552689617851,28,1,18,1,0,1,-1388.53155339836,0.0049688,13
1142,12705.022222173,1,73,1,90,4,1,26.5737595008259,40.8540508213632,0.936270653029111,0.0265737595008259,28,3,18,1,1,4,-1372.9450336976,0.1055822,13
1143,12708.1777777286,1,69,1,90,2,1,26.5323347019024,40.8265990557751,0.93563579277865,0.0265323347019024,15,1,13,1,1,1,-859.315822763615,0.1055477,13
1144,12715.1111110618,1,72,1,92,4,3,26.5330455770991,40.8143583550713,0.936420722135008,0.0265330455770991,39,2,26,1,3,4,-1900.77732169058,0.0954903,13
1145,12728.3111110616,1,68,1,90,2,4,26.5362189418499,40.8306593410943,0.936520376175549,0.0265362189418499,30,1,23,1,4,2,-1553.37191114965,0.1304804,13
1146,12735.2444443948,1,72,1,89,4,3,26.5378775165907,40.8199009845511,0.935787000783085,0.0265378775165907,38,2,24,1,3,3,-1787.56295118836,0.1034887,13
1147,12738.3999999503,1,66,1,86,3,2,26.5125016770982,40.7922583943446,0.935887412040657,0.0265125016770982,24,1,20,1,2,1,-1303.38601560265,0.1015516,13
1148,12748.4888888391,1,66,1,85,3,1,26.5148564605015,40.8205464577954,0.936669272869429,0.0265148564605015,21,2,16,1,1,2,-1101.31093772387,0.1165192,13
1149,12758.5777777278,1,66,1,87,3,2,26.506387468761,40.8188513343281,0.935987509758002,0.026506387468761,26,1,19,1,2,1,-1309.29976538851,0.1005104,13
1150,12775.4666666165,1,71,1,89,4,3,26.5341425319068,40.8862530835516,0.936768149882904,0.0265341425319068,36,2,24,1,3,3,-1760.07129936327,0.141582,13
1151,12778.7111110609,1,67,1,87,3,1,26.5080795403841,40.8573927920497,0.936768149882904,0.0265080795403841,18,1,14,1,1,1,-954.095454400897,0.1065174,13
1152,12785.5555555052,1,69,1,86,6,0,26.5031413751202,40.8743898087973,0.937548790007806,0.0265031413751202,26,1,18,1,0,1,-1340.07322754481,0.0020023,12
1153,12788.7999999496,1,67,1,86,3,0,26.4938717108571,40.8467669605236,0.938329430132709,0.0264938717108571,15,1,12,1,0,1,-837.011805378647,0.0025607,12
1154,12805.6888888382,1,69,1,86,5,2,26.5233835827712,40.8789498592665,0.939110070257611,0.0265233835827712,35,1,24,1,2,1,-1757.27983181278,0.0595502,12
1155,12808.9333332826,1,62,1,85,3,1,26.5181983071064,40.857668502801,0.939157566302652,0.0265181983071064,21,1,15,1,1,1,-1078.70275592735,0.1420271,13
1156,12829.0666666157,1,63,1,85,2,1,26.563366740714,40.9139737495733,0.9399375975039,0.026563366740714,14,1,11,1,1,1,-757.652518268606,0.0985082,13
1157,12835.8666666156,1,70,1,88,5,2,26.5594729558493,40.8947152906145,0.940717628705148,0.0265594729558493,36,1,25,1,2,1,-1821.24361264761,0.0815238,13
1158,12839.1555555044,1,63,1,89,2,3,26.5487377177346,40.8649545479811,0.940763834762276,0.0265487377177346,27,1,19,1,3,1,-1327.81552515572,0.2540492,13
1159,12845.9555555043,1,68,1,88,5,3,26.54734149486,40.8495992743787,0.940809968847352,0.02654734149486,37,3,26,1,3,4,-1848.57492546658,0.1546006,13
