decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax
314,3672.71111110522,1,97,1,90,3,2,25.5579723739602,40.8585645309464,0.784037558685446,0.0255579723739602,39,1,29,1,2,3,-1679.92297810774,0.3205809,13
315,3682.79999999407,1,97,1,90,4,1,25.5820511562796,40.9826170697589,0.784543325526932,0.0255820511562796,40,1,28,1,1,1,-1701.4503667942,0.1301277,13
316,3687.77777777182,1,97,1,89,4,0,25.5852523791149,40.9364038065838,0.783216783216783,0.0255852523791149,32,1,25,1,0,1,-1457.23989662957,0.0139731,13
317,3692.88888888291,1,96,1,89,5,0,25.577819418114,40.8735253824347,0.785547785547786,0.025577819418114,39,1,27,1,0,1,-1664.80649107978,0.0069732,13
318,3702.97777777176,1,102,1,90,4,1,25.6085296603655,40.87189170959,0.787878787878788,0.0256085296603655,40,1,29,1,1,1,-1737.04500687514,0.1906449,13
319,3707.91111110507,1,101,1,91,3,2,25.5985806462948,40.8056582579551,0.788372093023256,0.0255985806462948,39,2,29,1,2,2,-1693.51984283041,0.270548,13
320,3717.99999999391,1,101,1,90,4,1,25.5566752828205,40.7729852373945,0.791183294663573,0.0255566752828205,38,1,28,1,1,1,-1655.48618500069,0.364511,13
321,3723.111111105,1,100,1,92,4,2,25.5250377943529,40.6726831739525,0.791666666666667,0.0255250377943529,46,2,34,1,2,2,-1988.46981089528,0.1550909,13
322,3733.19999999385,1,100,1,91,4,1,25.4969110820177,40.6617405491001,0.786697247706422,0.0254969110820177,36,1,27,1,1,1,-1579.92685440572,0.3175941,13
323,3758.22222221596,1,102,1,92,3,3,25.6604447300486,40.8728256449308,0.788990825688073,0.0256604447300486,44,2,34,1,3,3,-1915.79001336811,0.4021198,13
324,3763.3777777715,1,100,1,91,3,2,25.5918102464734,40.797333866943,0.785388127853881,0.0255918102464734,41,1,31,1,2,1,-1775.64714345409,0.1420521,13
325,3773.46666666034,1,100,1,91,4,2,25.6042592671005,40.9003102578359,0.787671232876712,0.0256042592671005,48,3,35,1,2,5,-2051.73326562522,0.2130226,13
326,3778.35555554921,1,100,1,88,4,0,25.4891331811435,40.8321065523173,0.781531531531532,0.0254891331811435,26,1,19,1,0,2,-1138.79466816242,0.0069783,13
327,3783.55555554919,1,99,1,88,5,0,25.5122132616484,40.8195412186374,0.783783783783784,0.0255122132616484,37,2,28,1,0,3,-1655.61232153756,0.0090028,13
328,3798.48888888245,1,98,1,88,4,1,25.5419188017499,40.8999214253102,0.786516853932584,0.0255419188017499,33,1,25,1,1,2,-1452.38917249658,0.2569972,13
329,3813.73333332683,1,98,1,90,5,2,25.6680110220439,41.052363782051,0.785234899328859,0.0256680110220439,49,2,37,1,2,3,-2154.25699294792,0.29002,13
330,3823.82222221568,1,97,1,89,5,2,25.649488653865,41.055571295803,0.784444444444444,0.025649488653865,47,2,36,1,2,2,-2081.03631563927,0.3345346,13
331,3828.6666666601,1,98,1,88,3,1,25.5765964625725,40.971426817433,0.787139689578714,0.0255765964625725,28,1,20,1,1,1,-1198.90165082401,0.2060085,13
332,3838.75555554895,1,98,1,88,3,1,25.5923576358267,40.9477722173228,0.789356984478936,0.0255923576358267,27,1,19,1,1,1,-1149.60826466271,0.2250254,13
333,3848.84444443779,1,98,1,89,2,1,25.631622043454,40.9619276327351,0.791574279379157,0.025631622043454,22,1,17,1,1,2,-987.511334201778,0.266606,13
334,3858.93333332664,1,97,1,90,2,2,25.6268137113393,40.9058919177845,0.791574279379157,0.0256268137113393,30,2,23,1,2,2,-1328.56665984333,0.2776233,13
335,3869.02222221548,1,97,1,89,2,2,25.6241223714636,40.9341325934072,0.789823008849557,0.0256241223714636,32,2,25,1,2,2,-1424.32654296756,0.2521237,13
336,3874.08888888213,1,99,1,90,4,2,25.5782203234687,40.8930795140095,0.790286975717439,0.0255782203234687,41,3,33,0,2,6,-1856.49508538942,0.3526331,13
337,3889.15555554873,1,100,1,92,2,3,25.5505945719922,41.0892006753355,0.793406593406593,0.0255505945719922,36,2,29,1,3,3,-1620.32778490616,0.3951113,12
338,3909.28888888198,1,101,1,89,4,1,25.5840851237563,41.1743869960454,0.794310722100656,0.0255840851237563,35,1,28,1,1,1,-1617.76424339451,0.2546421,12
339,3929.42222221522,1,102,1,89,4,1,25.666295219638,41.3869010416662,0.796498905908096,0.025666295219638,35,1,27,1,1,1,-1596.22700499978,0.2700511,12
340,3949.55555554847,1,102,1,90,4,1,25.6741394366238,41.350561024095,0.79520697167756,0.0256741394366238,36,3,26,1,1,4,-1591.26844029041,0.2440261,13
341,3974.57777777058,1,105,1,91,3,2,25.6524868233616,41.4263762364846,0.79520697167756,0.0256524868233616,37,1,32,1,2,2,-1783.71431612673,0.1850466,13
342,3979.73333332612,1,104,1,92,4,3,25.6353844103219,41.3499544203644,0.79175704989154,0.0256353844103219,50,2,37,1,3,3,-2180.56169870536,0.3511049,13
343,3984.66666665943,1,102,1,91,3,2,25.5539532212661,41.2491281935869,0.788336933045356,0.0255539532212661,36,1,31,1,2,2,-1708.47990448642,0.2360416,12
344,3989.82222221496,1,103,1,91,5,2,25.5390395414511,41.176789906832,0.790496760259179,0.0255390395414512,48,2,36,1,2,3,-2119.257940593,0.3880827,13
345,3994.75555554827,1,101,1,90,3,2,25.4852493732479,41.120371688124,0.794816414686825,0.025485249373248,35,1,30,1,2,2,-1662.17505120102,0.2995755,12
346,3999.91111110381,1,102,1,90,5,2,25.4644842106495,41.0390922905574,0.796976241900648,0.0254644842106495,48,2,35,1,2,3,-2078.63971738025,0.3611129,13
347,4004.84444443712,1,100,1,89,2,1,25.3914803510583,40.9515033710666,0.793991416309013,0.0253914803510583,20,1,17,1,1,1,-944.662381263964,0.2975614,12
348,4014.93333332596,1,100,1,89,2,2,25.4264369977285,40.9605216072829,0.796137339055794,0.0254264369977285,26,1,23,1,2,2,-1240.93562373775,0.267611,13
349,4035.06666665921,1,101,1,89,3,2,25.543719331973,41.1021665614475,0.796137339055794,0.025543719331973,34,1,28,1,2,1,-1553.28979490753,0.258067,12
350,4050.17777777026,1,102,1,89,5,2,25.6350594303513,41.2019686312595,0.798283261802575,0.0256350594303513,49,2,36,1,2,3,-2156.53828593047,0.2280298,13
351,4055.19999999246,1,101,1,87,2,1,25.5783007351919,41.1410017849171,0.802575107296137,0.0255783007351919,20,1,19,1,1,1,-1026.12391309624,0.2099991,12
352,4080.3555555479,1,103,1,89,5,3,25.7742010283257,41.4090016521149,0.802997858672377,0.0257742010283257,57,3,42,1,3,4,-2533.75755212977,0.3356555,13
353,4085.3777777701,1,101,1,88,2,2,25.6498156388237,41.3161701008598,0.792811839323467,0.0256498156388237,29,1,25,1,2,1,-1362.52777744832,0.2555475,12
354,4105.466666659,1,98,1,88,2,2,25.7206842303421,41.3834292541923,0.79492600422833,0.0257206842303421,29,2,23,1,2,3,-1308.67386906379,0.2796436,13
355,4115.51111110351,1,98,1,87,4,0,25.7121019271662,41.3995450672527,0.795358649789029,0.0257121019271662,27,1,22,1,0,2,-1290.34919226899,0.006028,13
356,4125.55555554801,1,98,1,88,3,1,25.7742021434105,41.4528711030519,0.79746835443038,0.0257742021434105,30,1,25,1,1,1,-1434.69852369956,0.2756131,13
357,4130.44444443693,1,102,1,87,4,2,25.7736965418458,41.4056722550955,0.796218487394958,0.0257736965418458,41,1,32,1,2,2,-1866.09747690326,0.3460572,13
358,4145.59999999257,1,98,1,89,3,3,25.8788529184822,41.5283067482428,0.79664570230608,0.0258788529184822,45,2,34,1,3,3,-1979.61401247932,0.5095804,13
359,4150.48888888149,1,102,1,87,4,1,25.8173939043211,41.4596972698804,0.790890269151139,0.0258173939043211,32,1,25,1,1,1,-1457.24510977977,0.1850352,12
360,4155.64444443708,1,97,1,87,5,1,25.8115770645724,41.4044945874518,0.79296066252588,0.0258115770645724,41,2,34,1,1,2,-1944.7747867865,0.2236423,13
361,4160.533333326,1,101,1,86,4,0,25.7642558484171,41.3584107040381,0.793814432989691,0.0257642558484171,21,1,15,1,0,1,-935.821840555885,0.0109999,12
362,4165.68888888158,1,100,1,88,5,0,25.7656735620091,41.3152199973907,0.795876288659794,0.0257656735620091,34,1,29,1,0,2,-1664.53046112234,0.0149686,12
363,4180.57777777056,1,100,1,89,4,1,25.840610191067,41.3900471374357,0.796296296296296,0.025840610191067,32,1,23,1,1,1,-1392.22905306289,0.2516848,13
364,4190.62222221506,1,100,1,90,3,1,25.8543782037556,41.3670051260089,0.795081967213115,0.0258543782037556,28,1,20,1,1,1,-1209.18172101018,0.3512806,13
365,4200.66666665957,1,100,1,91,3,2,25.8654982991204,41.3399438133341,0.797131147540984,0.0258654982991204,35,1,27,1,2,1,-1565.03719333253,0.2485988,13
366,4205.73333332626,1,100,1,92,5,2,25.8389044254468,41.2528906388977,0.795918367346939,0.0258389044254468,49,2,38,1,2,3,-2226.44970607599,0.3811567,13
367,4215.77777777077,1,99,1,90,6,0,25.7773194291789,41.184452881102,0.793103448275862,0.0257773194291789,42,1,33,1,0,2,-1950.45365599075,0.0139986,13
368,4225.82222221527,1,99,1,91,5,1,25.7756740391648,41.1376803433089,0.795131845841785,0.0257756740391648,41,2,32,1,1,5,-1885.13148943411,0.2320919,13
369,4250.71111110431,1,98,1,90,3,1,25.838222588484,41.2673326484645,0.795546558704453,0.025838222588484,24,1,18,1,1,1,-1071.01953799739,0.3075879,13
370,4255.86666665989,1,100,1,90,5,1,25.8163813381834,41.18852863072,0.797570850202429,0.0258163813381834,43,1,35,1,1,2,-2027.77923083155,0.1860968,13
371,4260.75555554881,1,94,1,90,2,2,25.8071895493609,41.2473884250469,0.797979797979798,0.0258071895493609,29,1,22,1,2,2,-1290.93367397309,0.3315865,13
372,4270.79999999331,1,94,1,89,3,2,25.8404965093289,41.2567018131899,0.8,0.0258404965093289,36,1,28,1,2,1,-1638.80170024514,0.3095999,13
373,4280.84444443782,1,94,1,89,3,2,25.8491577102931,41.2268436002692,0.800403225806452,0.0258491577102931,35,1,27,1,2,1,-1579.50388759633,0.3641571,13
374,4290.88888888232,1,94,1,89,2,2,25.8889658646902,41.2468269708624,0.80241935483871,0.0258889658646902,32,1,26,1,2,1,-1491.58101486317,0.3881206,13
375,4305.91111110463,1,99,1,92,4,4,25.9278906701949,41.2655161370707,0.804435483870968,0.0259278906701949,61,3,46,1,4,3,-2715.64630272844,0.4756067,13
376,4310.93333332688,1,96,1,91,2,3,25.8167987089203,41.1908473782773,0.800796812749004,0.0258167987089203,41,1,33,1,3,2,-1875.55566198262,0.4291914,13
377,4320.97777777139,1,99,1,91,3,2,25.8069176620235,41.1320340327489,0.796039603960396,0.0258069176620235,40,1,32,1,2,1,-1837.17914122891,0.2825483,13
378,4325.9555555492,1,98,1,91,5,2,25.7942836257311,41.0691108007451,0.796442687747036,0.0257942836257311,53,2,39,1,2,2,-2327.38569777017,0.158486,13
379,4331.02222221589,1,97,1,91,3,2,25.7357035239815,41.0050763669009,0.797244094488189,0.0257357035239815,39,1,31,1,2,1,-1781.16840575862,0.3535849,13
380,4341.0666666604,1,97,1,92,3,2,25.7132126236184,40.926863425926,0.799212598425197,0.0257132126236184,38,1,30,1,2,1,-1729.59643888589,0.3045894,13
381,4345.99999999376,1,97,1,92,5,2,25.6867557171356,40.8426531347253,0.801181102362205,0.0256867557171356,50,1,36,1,2,1,-2164.24518058986,0.1930678,13
382,4351.1111111049,1,96,1,92,2,2,25.6642732756307,40.7650749543858,0.801571709233792,0.0256642732756307,33,1,28,1,2,1,-1561.00671699082,0.1945178,13
383,4371.15555554946,1,97,1,92,2,4,25.7022401191701,40.7837198585178,0.803536345776031,0.0257022401191701,47,2,35,1,4,4,-2041.88263527713,1.0009074,13
384,4381.19999999397,1,97,1,89,3,2,25.6878988650199,40.7901251208283,0.796116504854369,0.0256878988650199,39,2,31,1,2,4,-1772.15015943379,0.1980616,13
385,4396.0444444385,1,97,1,90,3,3,25.7571088827695,40.9291045260446,0.798449612403101,0.0257571088827695,46,1,33,1,3,1,-1954.92536733537,0.3480761,13
386,4401.24444443853,1,97,1,89,4,2,25.7490916576359,40.8749241887608,0.797297297297297,0.0257490916576359,45,3,35,1,2,5,-2023.53941827233,0.2561833,13
387,4411.28888888303,1,96,1,88,5,1,25.6874595898338,40.8759574944495,0.801541425818882,0.0256874595898338,42,1,34,1,1,2,-1964.99139171061,0.136542,13
388,4416.08888888306,1,96,1,88,3,1,25.6910208926877,40.8403457125606,0.801923076923077,0.0256910208926877,34,1,24,1,1,1,-1464.69916192123,0.3155588,13
389,4421.33333332754,1,95,1,89,5,2,25.6965050538754,40.8079998958563,0.803846153846154,0.0256965050538754,47,1,39,1,2,1,-2207.23533515036,0.261476,13
390,4431.37777777204,1,95,1,89,5,1,25.72835432572,40.817686457291,0.804222648752399,0.02572835432572,45,2,37,1,1,2,-2128.80712323442,0.2786949,13
391,4436.13333332762,1,95,1,89,3,1,25.6692580474859,40.7525417519385,0.804222648752399,0.0256692580474859,33,1,24,1,1,2,-1439.87938930232,0.1780519,13
392,4456.17777777219,1,94,1,89,3,1,25.7792505754342,40.9966518585073,0.806142034548944,0.0257792505754342,36,1,29,1,1,2,-1684.56375520559,0.1415486,13
393,4466.22222221669,1,94,1,88,4,0,25.796572768482,41.0937318225684,0.806513409961686,0.025796572768482,36,1,28,1,0,2,-1689.97819921306,0.0130022,13
394,4476.26666666119,1,95,1,88,4,1,25.8296055464141,41.1051787190246,0.808429118773946,0.0258296055464141,44,3,32,1,1,4,-1973.98425471213,0.2329881,13
395,4486.3111111057,1,97,1,88,4,0,25.7646704468827,41.0991391847057,0.806883365200765,0.0257646704468827,36,1,27,1,0,1,-1656.72501911092,0.0149675,12
396,4496.3555555502,1,96,1,89,4,1,25.7837503236598,41.0885432965273,0.808795411089866,0.0257837503236598,45,2,31,1,1,3,-1957.41264771868,0.25764,13
397,4521.42222221702,1,97,1,90,3,1,25.9030606135681,41.3067473251033,0.80952380952381,0.0259030606135681,32,1,26,1,1,1,-1533.24907083354,0.1549706,13
398,4536.39999999488,1,97,1,91,4,3,25.9495944565532,41.3399124454132,0.805293005671078,0.0259495944565532,57,3,42,1,3,5,-2542.67833348515,0.3105406,13
399,4541.46666666158,1,97,1,90,3,2,25.8466427751119,41.2723579591972,0.806390977443609,0.0258466427751119,39,1,32,1,2,1,-1848.891198917,0.1520688,12
400,4556.44444443945,1,97,1,90,4,2,25.8570599292632,41.2481670300151,0.808270676691729,0.0258570599292632,49,1,36,1,2,1,-2181.19617939838,0.1025795,12
401,4571.5111111062,1,97,1,90,3,3,25.8978028613257,41.2724879373107,0.81015037593985,0.0258978028613257,46,1,36,1,3,1,-2126.63860783034,0.252104,13
402,4576.48888888401,1,96,1,90,4,2,25.8756363189981,41.1967367710364,0.810506566604128,0.0258756363189981,46,1,33,1,2,2,-2031.36813780382,0.3395703,13
403,4581.55555555071,1,96,1,90,3,2,25.8708325239676,41.1488832270981,0.808988764044944,0.0258708325239676,44,1,35,1,2,1,-2038.82720045033,0.1370841,13
404,4591.59999999521,1,96,1,90,3,2,25.9046417503104,41.2706497176861,0.810861423220974,0.0259046417503104,43,2,34,1,2,2,-1988.67747060907,0.2546687,13
405,4596.53333332857,1,92,1,87,3,0,25.8791270791525,41.2575612335181,0.811214953271028,0.0258791270791526,20,1,15,1,0,2,-934.628117500563,0.0059993,13
406,4601.64444443971,1,96,1,89,5,2,25.8824892354789,41.3306765278589,0.813084112149533,0.0258824892354789,54,1,43,1,2,1,-2566.02829963192,0.2796676,13
407,4606.57777777308,1,90,1,89,3,2,25.900291271393,41.3187414277313,0.813432835820896,0.025900291271393,36,1,30,1,2,1,-1737.32070055325,0.1479903,13
408,4621.68888888428,1,96,1,90,5,2,25.9605785461049,41.3746720578547,0.813780260707635,0.0259605785461049,57,3,42,1,2,3,-2581.61498178109,0.2300632,13
409,4631.73333332878,1,96,1,89,6,0,25.9243632565494,41.4116452020204,0.812962962962963,0.0259243632565494,47,1,34,1,0,2,-2147.8454417118,0.0150012,13
410,4636.6222222177,1,90,1,89,3,0,25.9125473928011,41.35266630561,0.814814814814815,0.0259125473928011,18,1,13,1,0,1,-830.565075489828,0.0059996,13
411,4641.77777777328,1,94,1,90,6,1,25.876497382546,41.2552942765655,0.816666666666667,0.025876497382546,52,1,39,1,1,1,-2401.20308318895,0.1463364,13
412,4651.82222221779,1,94,1,89,6,1,25.8979780517102,41.2498722576209,0.818518518518519,0.0258979780517102,51,1,38,1,1,1,-2339.33249985021,0.1595861,13
413,4656.66666666226,1,90,1,89,2,1,25.888307384193,41.1950186910424,0.82037037037037,0.025888307384193,25,2,20,1,1,3,-1197.63158775204,0.1276094,13
414,4671.86666666235,1,95,1,91,4,2,25.9269275523848,41.3897738047068,0.822550831792976,0.0259269275523848,45,1,33,1,2,1,-2043.14229640797,0.2330381,13
415,4686.71111110688,1,91,1,92,3,3,25.9810122228673,41.4363835964704,0.822878228782288,0.0259810122228673,46,1,37,1,3,1,-2204.0033221044,0.3350593,13
416,4701.91111110697,1,92,1,93,3,3,25.9962152591998,41.4210795562186,0.824723247232472,0.0259962152591998,50,2,38,1,3,3,-2291.55059352056,0.4201313,13
417,4711.95555555148,1,92,1,93,4,3,25.9619266666667,41.3933779761905,0.819012797074954,0.0259619266666667,58,3,43,1,3,3,-2625.70196709562,0.6376506,13
418,4716.75555555151,1,91,1,90,3,0,25.8569462628766,41.3184790154873,0.814882032667877,0.0258569462628766,24,1,19,1,0,1,-1157.87393460193,0.005024,13
419,4721.99999999598,1,90,1,90,6,0,25.8577854692929,41.2805762948865,0.816696914700545,0.0258577854692929,46,2,35,1,0,4,-2168.556873482,0.0180012,13
420,4742.04444444054,1,91,1,91,5,1,25.9317149537002,41.4250940146451,0.82032667876588,0.0259317149537002,48,1,37,1,1,2,-2269.57107218539,0.3170572,13
421,4746.79999999613,1,91,1,92,2,2,25.9214196133061,41.3695383727511,0.822141560798548,0.0259214196133061,34,1,29,1,2,1,-1666.90767163668,0.2846655,14
422,4752.08888888505,1,88,1,90,5,1,25.9063546576436,41.3066057891396,0.820976491862568,0.0259063546576436,48,1,36,1,1,1,-2217.77008140221,0.318532,14
423,4762.13333332955,1,88,1,91,5,2,25.9249373527379,41.4015372333397,0.82129963898917,0.0259249373527379,54,2,39,1,2,3,-2430.63712272601,0.5211073,14
424,4766.84444444069,1,89,1,90,3,1,25.8709518141182,41.341520989395,0.820143884892086,0.0258709518141182,33,1,28,1,1,2,-1627.69899041406,0.2590357,13
425,4776.88888888519,1,89,1,90,3,1,25.8759811616954,41.3107769423558,0.821942446043165,0.0258759811616954,32,1,27,1,1,1,-1575.37032607588,0.2050889,13
426,4782.17777777411,1,87,1,89,6,1,25.8474599986939,41.2266986979167,0.823741007194245,0.0258474599986939,50,1,36,1,1,2,-2263.01915832577,0.3485133,14
427,4786.9333333297,1,88,1,89,3,1,25.8352564227961,41.1688998857026,0.824057450628366,0.0258352564227961,32,1,25,1,1,1,-1523.22472187168,0.2555492,13
428,4796.9777777742,1,88,1,90,2,1,25.8451375024114,41.146487566028,0.824372759856631,0.0258451375024114,27,1,21,1,1,2,-1271.40089623287,0.2640809,14
429,4807.02222221871,1,88,1,89,3,1,25.8650997729726,41.1402703584999,0.822898032200358,0.0258650997729726,34,1,28,1,1,1,-1656.47912862354,0.1870952,14
430,4817.06666666321,1,88,1,89,3,2,25.8724841412351,41.114195095725,0.824686940966011,0.0258724841412351,42,1,32,1,2,1,-1927.91379971197,0.2936019,14
431,4822.2222222188,1,85,1,89,5,2,25.8657926350729,41.1675858028512,0.825,0.0258657926350729,48,2,37,1,2,5,-2259.31262888187,0.3751147,14
432,4827.11111110771,1,87,1,87,2,0,25.8293293078287,41.1355985272828,0.822380106571936,0.0258293293078287,14,1,11,1,0,1,-681.421581827191,0.0059736,13
433,4837.15555555222,1,84,1,88,2,1,25.8507582989336,41.1319947318008,0.824156305506217,0.0258507582989336,22,1,18,1,1,1,-1065.70125620334,0.2280934,14
434,4842.26666666336,1,84,1,87,6,0,25.8581080712025,41.1061324866536,0.825932504440497,0.0258581080712025,36,1,28,1,0,2,-1731.18683107019,0.0175278,14
435,4857.19999999678,1,84,1,89,3,1,25.9281141880051,41.1799460633021,0.827708703374778,0.0259281141880051,30,1,22,1,1,1,-1384.28583083828,0.3105361,14
436,4867.24444444128,1,83,1,89,3,1,25.9213498033537,41.1319218151016,0.826548672566372,0.0259213498033537,29,1,21,1,1,1,-1325.93710408632,0.3645195,14
437,4877.28888888579,1,83,1,88,2,1,25.9417059829062,41.1270948509489,0.828318584070797,0.0259417059829062,25,1,19,1,1,1,-1175.00074010514,0.3015969,14
438,4897.33333333035,1,78,1,89,3,2,26.0041157537787,41.1890008654742,0.830088495575221,0.0260041157537787,42,3,28,1,2,3,-1824.26626173401,0.2750156,15
439,4907.37777777485,1,77,1,88,4,1,25.9307904349305,41.1619828748654,0.833922261484099,0.0259307904349305,39,1,27,1,1,1,-1752.31395336041,0.2765216,15
440,4917.42222221936,1,77,1,88,4,0,25.957430280311,41.1673531079993,0.835689045936396,0.025957430280311,32,1,22,1,0,1,-1462.07851223548,0.0130003,15
441,4922.31111110828,1,76,1,88,5,1,25.9435136665821,41.1085627180625,0.837455830388693,0.0259435136665821,42,1,28,1,1,1,-1870.38478714587,0.2545479,15
442,4927.46666666386,1,76,1,88,4,1,25.9252580372413,41.0431193505242,0.834797891036907,0.0259252580372413,38,1,26,1,1,2,-1699.35494194952,0.3526708,15
443,4937.51111110837,1,76,1,88,4,1,25.9213680165121,41.0006253722715,0.836555360281195,0.0259213680165121,37,1,26,1,1,2,-1678.10389633744,0.364081,15
444,4942.35555555284,1,75,1,88,5,1,25.8894073512056,40.913955502265,0.836555360281195,0.0258894073512056,42,1,27,1,1,1,-1827.70058295003,0.2337198,15
445,4957.55555555293,1,76,1,88,3,1,25.916671530116,40.9210603107095,0.836842105263158,0.025916671530116,30,1,20,1,1,1,-1312.46520442824,0.3055527,15
446,4962.3999999974,1,81,1,88,5,1,25.9091500497285,40.8733846846552,0.83859649122807,0.0259091500497285,41,2,27,1,1,3,-1810.31818431835,0.4238797,15
447,4972.44444444191,1,81,1,90,5,2,25.8809777852262,40.8549720752498,0.835664335664336,0.0258809777852262,45,2,32,1,2,4,-2040.08862220123,0.6266677,15
448,4982.48888888641,1,81,1,88,6,1,25.8409593370001,40.8176673612946,0.832752613240418,0.0258409593370001,46,2,31,1,1,2,-2044.12340512601,0.3498818,15
449,4987.59999999755,1,74,1,87,2,0,25.7883426342385,40.7602477180973,0.832752613240418,0.0257883426342385,15,1,10,1,0,1,-672.71754000434,0.0039998,15
450,4997.64444444205,1,74,1,87,2,0,25.7925150971207,40.7314422810322,0.834494773519164,0.0257925150971207,14,1,9,1,0,1,-618.279503082598,0.003973,15
451,5007.68888888656,1,74,1,87,2,1,25.7937455076216,40.698150341035,0.836236933797909,0.0257937455076216,22,2,14,1,1,3,-945.189529563577,0.3206113,16
452,5012.53333333103,1,80,1,86,6,0,25.7429082779067,40.643509304648,0.836236933797909,0.0257429082779067,41,2,29,1,0,2,-1883.39336919772,0.0200268,15
453,5022.57777777554,1,79,1,87,5,1,25.7442966179327,40.6711540466402,0.838260869565217,0.0257442966179327,40,3,30,1,1,3,-1867.15549791751,0.5659609,15
454,5027.73333333112,1,73,1,87,3,0,25.659452371658,40.6224585555991,0.840277777777778,0.025659452371658,19,1,13,1,0,1,-864.01657793658,0.0050058,16
455,5037.77777777563,1,73,1,88,3,1,25.6674207252861,40.6001024089221,0.842013888888889,0.0256674207252861,27,1,17,1,1,1,-1144.18723576169,0.4030651,16
456,5047.82222222013,1,73,1,89,3,1,25.6795268969191,40.5844271238022,0.842287694974003,0.0256795268969191,27,2,16,1,1,3,-1112.51571105827,0.2963895,16
457,5057.86666666463,1,73,1,89,3,0,25.6606687602126,40.5796622254524,0.84083044982699,0.0256606687602126,19,1,12,1,0,1,-829.965653543021,0.007005,16
458,5067.91111110914,1,72,1,90,3,1,25.6675827634109,40.5559718373152,0.842560553633218,0.0256675827634109,28,1,19,1,1,2,-1238.2657113614,0.1970509,16
459,5077.95555555364,1,72,1,89,4,0,25.6927844232624,40.6554036581554,0.841105354058722,0.0256927844232624,27,1,19,1,0,2,-1243.78697405569,0.0120119,16
460,5087.99999999814,1,72,1,90,3,1,25.6936283846683,40.6221022840937,0.841105354058722,0.0256936283846683,28,2,19,1,1,6,-1241.06519824867,0.3068572,16
461,5092.62222222039,1,78,1,89,5,0,25.6405792162297,40.5630410233657,0.84020618556701,0.0256405792162297,32,2,23,1,0,3,-1488.01131437467,0.0145081,15
462,5112.66666666496,1,78,1,91,3,2,25.6631849818949,40.6235209275618,0.842195540308748,0.0256631849818949,37,2,27,1,2,6,-1688.11022004433,0.2010048,15
463,5118.04444444277,1,72,1,90,4,1,25.6112529341147,40.5658695898966,0.841296928327645,0.0256112529341147,34,3,23,1,1,6,-1510.31472963697,0.3095544,15
464,5128.08888888727,1,72,1,90,4,1,25.5571471579964,40.5631785168199,0.844974446337308,0.0255571471579964,35,2,24,1,1,4,-1571.7407324299,0.4001093,15
465,5132.71111110952,1,77,1,90,4,1,25.5054765327589,40.5052647911549,0.848381601362862,0.0255054765327589,36,1,26,1,1,3,-1653.52848878565,0.3485272,15
466,5158.13333333189,1,78,1,92,4,3,25.5671115496492,40.5688185548087,0.850085178875639,0.0255671115496492,46,2,35,1,3,3,-2149.64188401939,0.3076053,14
467,5162.75555555414,1,78,1,90,3,1,25.5071297015871,40.4976523963695,0.847715736040609,0.0255071297015871,26,1,21,1,1,1,-1276.21011414136,0.2635574,15
468,5172.79999999865,1,78,1,90,3,1,25.512390759216,40.4719289771199,0.847972972972973,0.025512390759216,28,1,20,1,1,1,-1265.185850597,0.2526009,15
469,5192.84444444321,1,78,1,89,3,0,25.5582379589892,40.5106764928196,0.846801346801347,0.0255582379589892,20,1,13,1,0,1,-888.960673842493,0.0071194,15
470,5212.88888888777,1,79,1,92,3,2,25.6123310791447,40.5625152837133,0.848484848484849,0.0256123310791447,39,1,25,1,2,1,-1657.00441441713,0.2690086,15
471,5228.17777777675,1,79,1,92,5,2,25.6062767475036,40.5191873589165,0.848739495798319,0.0256062767475036,46,3,32,1,2,4,-2062.0592287183,0.2100624,15
472,5232.93333333233,1,79,1,92,3,2,25.4971590909091,40.427927927928,0.847571189279732,0.0254971590909091,37,1,25,1,2,1,-1598.30737941538,0.2030689,15
473,5248.22222222131,1,74,1,91,5,1,25.4709219858156,40.3528089887641,0.847826086956522,0.0254709219858156,35,1,28,1,1,3,-1687.85558761793,0.2551251,15
474,5262.97777777696,1,79,1,90,3,0,25.4844798060279,40.3409030113357,0.847826086956522,0.0254844798060279,24,1,18,1,0,1,-1144.2334125694,0.0080036,15
475,5303.02222222164,1,82,1,92,3,2,25.5403111739746,40.3959731543625,0.849498327759197,0.0255403111739746,40,2,27,1,2,3,-1747.24248597005,0.3951218,15
476,5308.26666666611,1,76,1,90,5,0,25.4699087623414,40.3084047154019,0.851419031719533,0.0254699087623414,29,1,21,1,0,2,-1359.41193313389,0.0119772,15
477,5313.06666666614,1,81,1,90,5,0,25.4417018779344,40.230753526355,0.851666666666667,0.0254417018779344,40,1,26,1,0,1,-1767.32381881373,0.0139731,15
478,5323.11111111065,1,81,1,90,5,0,25.4280682745568,40.1763478737998,0.851913477537438,0.0254280682745568,39,1,25,1,0,1,-1710.24791247458,0.0140048,16
479,5333.15555555515,1,80,1,90,5,0,25.4073033707866,40.1108647450111,0.853577371048253,0.0254073033707866,38,1,24,1,0,1,-1655.43395546457,0.0140037,16
