decision,time,solved,pendingOrders,stationsWithCap,podsInModel,Ra,R,Pb,Pa,xps,yos,yaos,yrp,sumUs,dops,objective,solveSec
890,9756.53333332706,1,19,1,92,0,3,3,84,3,2,1,0,0,0,-80,0.0029441
891,9766.6222222158,1,18,1,92,0,3,3,84,3,1,1,0,0,0,-40,0.0019702
892,9773.51111110459,1,16,1,94,0,6,6,84,6,4,1,0,0,0,-160,0.0029701
893,9776.71111110455,1,13,1,91,0,3,3,84,3,0,0,0,1,0,1000,0.0029978
894,9780.48888888227,1,14,1,92,1,4,3,85,4,2,1,1,0,1,-60,0.0089789
895,9793.64444443763,1,15,1,94,0,6,6,84,6,3,1,0,0,0,-120,0.002997
896,9796.84444443759,1,12,1,91,0,3,3,83,3,0,0,0,1,0,1000,0.0030354
897,9798.1777777709,1,12,1,91,0,3,3,83,3,0,0,0,1,0,1000,0.0018962
898,9803.5555555486,1,13,1,92,1,4,3,85,4,2,1,1,0,1,-63,0.0094128
899,9816.97777777063,1,15,1,92,1,5,4,84,5,3,1,1,0,1,-101,0.0110529
900,9823.82222221497,1,14,1,92,0,5,5,81,5,0,0,0,1,0,1000,0.0050029
901,9826.57777777049,1,18,1,93,0,5,5,83,5,0,0,0,1,0,1000,0.003967
902,9827.06666665937,1,18,2,98,0,10,10,83,10,2,1,0,1,0,920,0.0040281
903,9836.62222221478,1,17,1,93,0,5,5,82,5,0,0,0,1,0,1000,0.0029707
904,9838.08888888143,1,18,1,94,0,5,5,84,5,0,0,0,1,0,1000,0.0030816
905,9843.95555554801,1,18,1,94,0,5,5,84,5,0,0,0,2,0,2000,0.0038572
906,9849.64444443682,1,19,1,94,0,5,5,84,5,1,1,0,1,0,960,0.0031886
907,9857.24444443671,1,18,2,98,1,9,8,85,9,3,2,1,0,1,-105,0.0220012
908,9867.33333332545,1,17,1,93,0,3,3,84,3,1,1,0,0,0,-40,0.0039647
909,9887.46666665849,1,18,1,94,2,5,3,85,5,5,1,2,0,2,-147,0.0208173
910,9904.26666665824,1,17,1,94,2,6,4,82,6,4,1,2,0,2,-120,0.0187843
911,9917.64444443583,1,17,1,91,0,4,4,79,4,4,1,0,0,0,-160,0.0037977
912,9937.77777776887,1,17,1,91,1,4,3,80,4,4,1,1,0,1,-140,0.0109546
913,9944.48888887988,1,15,1,93,1,6,5,69,6,3,1,1,0,1,-111,0.0069672
914,9967.95555554621,1,18,1,92,0,4,4,80,4,3,1,0,0,0,-120,0.0029963
915,9974.66666665722,1,15,1,94,0,6,6,69,6,2,1,0,0,0,-80,0.00402
916,9998.13333332355,1,18,1,94,1,5,4,80,5,4,1,1,0,1,-124,0.0068775
917,10004.8444444346,1,14,1,94,0,5,5,69,5,2,1,0,0,0,-80,0.0039713
918,10008.2222222123,1,15,1,94,0,5,5,79,5,3,1,0,0,0,-120,0.002
919,10014.9333333233,1,13,1,93,0,4,4,67,4,0,0,0,1,0,1000,0.0029825
920,10022.4444444343,1,14,1,93,1,4,3,70,4,2,1,1,0,1,-56,0.0090043
921,10025.022222212,1,13,1,93,0,4,4,65,4,1,1,0,0,0,-40,0.0020235
922,10055.1999999894,1,14,1,94,2,6,4,67,6,5,1,2,0,2,-152,0.0170006
923,10085.3777777667,1,16,1,94,2,7,5,81,7,8,1,2,0,2,-273,0.0151949
924,10088.6222222111,1,17,1,90,0,3,3,76,3,2,1,0,0,0,-80,0.003999
925,10095.4666666555,1,15,1,93,0,6,6,77,6,8,1,0,0,0,-320,0.0029659
926,10098.7111110999,1,16,1,90,0,3,3,77,3,1,1,0,0,0,-40,0.0032353
927,10118.8444444329,1,17,1,91,1,4,3,78,4,2,1,1,0,1,-61,0.0092083
928,10125.6444444328,1,15,1,93,0,6,6,77,6,8,1,0,0,0,-320,0.0029098
929,10145.7777777658,1,16,1,94,1,6,5,82,6,7,1,1,0,1,-261,0.0089983
930,10149.0222222102,1,16,1,92,1,4,3,82,4,2,1,1,0,1,-62,0.0099973
931,10155.8666666546,1,15,1,92,0,5,5,78,5,6,1,0,0,0,-240,0.0029954
932,10169.1555555433,1,15,1,90,1,4,3,78,4,3,1,1,0,1,-87,0.0095079
933,10179.244444432,1,16,1,91,1,5,4,85,5,4,1,1,0,1,-126,0.0092218
934,10189.3333333208,1,16,1,91,0,5,5,84,5,3,1,0,0,0,-120,0.0028255
935,10206.1333333205,1,16,1,91,1,5,4,78,5,5,1,1,0,1,-191,0.0092506
936,10209.4666666538,1,16,1,90,0,4,4,74,4,1,1,0,0,0,-40,0.0029532
937,10216.2222222093,1,15,1,94,1,6,5,73,6,5,1,1,0,1,-185,0.0079976
938,10226.311111098,1,15,1,92,0,5,5,73,5,5,1,0,0,0,-200,0.0035413
939,10229.5999999868,1,14,1,91,0,4,4,71,4,0,0,0,1,0,1000,0.0039989
940,10229.7777777646,1,15,1,91,0,4,4,71,4,0,0,0,1,0,1000,0.0039969
941,10241.2888888756,1,16,1,91,1,4,3,73,4,2,1,1,0,1,-48,0.0120569
942,10256.4888888753,1,16,1,93,2,6,4,74,6,7,1,2,0,2,-212,0.021984
943,10266.5777777641,1,16,1,92,0,5,5,70,5,5,1,0,0,0,-200,0.0028738
944,10276.6666666528,1,16,1,93,1,6,5,72,6,5,1,1,0,1,-190,0.008967
945,10299.9555555414,1,16,1,91,1,5,4,74,5,4,1,1,0,1,-122,0.0090016
946,10310.0444444301,1,15,1,91,0,4,4,74,4,3,1,0,0,0,-120,0.0030006
947,10316.8888888745,1,16,1,92,0,5,5,74,5,4,1,0,0,0,-160,0.0029141
948,10330.1777777632,1,14,1,90,1,4,3,74,4,2,1,1,0,1,-60,0.0069697
949,10337.0222222075,1,15,1,92,1,6,5,72,6,4,1,1,0,1,-148,0.0080014
950,10347.1111110962,1,15,1,92,0,6,6,70,6,3,1,0,0,0,-120,0.0029924
951,10350.3111110962,1,14,1,90,0,4,4,70,4,1,1,0,0,0,-40,0.0029451
952,10360.3999999849,1,14,1,89,0,3,3,72,3,0,0,0,1,0,1000,0.0029726
953,10366.0888888737,1,14,1,88,0,2,2,72,2,0,0,0,1,0,1000,0.0023805
954,10368.0444444293,1,15,1,88,1,3,2,77,3,2,1,1,0,1,-38,0.0089646
955,10370.4888888737,1,14,1,88,0,3,3,76,3,1,1,0,0,0,-40,0.0040977
956,10390.6222222067,1,14,1,90,2,5,3,73,5,4,1,2,0,2,-116,0.0169667
957,10397.3777777622,1,14,1,88,0,4,4,71,4,1,1,0,0,0,-40,0.0027652
958,10420.7999999841,1,15,1,90,1,5,4,73,5,5,1,1,0,1,-177,0.0106354
959,10430.8888888728,1,14,1,91,1,6,5,73,6,5,1,1,0,1,-178,0.0079676
960,10437.5999999838,1,14,1,90,1,4,3,77,4,4,1,1,0,1,-124,0.007983
961,10447.6888888726,1,13,1,90,0,4,4,73,4,3,1,0,0,0,-120,0.0029925
962,10451.0222222058,1,12,1,93,0,6,6,71,6,4,1,0,0,0,-160,0.0028838
963,10457.7777777613,1,11,1,90,0,4,4,70,4,1,1,0,0,0,-40,0.0029681
964,10497.9999999829,1,14,1,91,1,5,4,73,5,4,1,1,0,1,-145,0.0090002
965,10501.2888888718,1,13,1,91,0,5,5,68,5,2,1,0,0,0,-80,0.003045
966,10511.3777777605,1,13,1,92,0,5,5,70,5,1,1,0,0,0,-40,0.0029732
967,10521.4666666493,1,13,1,91,0,4,4,70,4,0,0,0,1,0,1000,0.002998
968,10529.2888888714,1,14,1,91,1,4,3,75,4,5,1,1,0,1,-170,0.0089716
969,10548.2666666489,1,14,1,93,2,6,4,76,6,6,1,2,0,2,-197,0.0159738
970,10551.6444444266,1,13,1,90,0,3,3,68,3,2,1,0,0,0,-80,0.0020008
971,10568.3999999819,1,14,1,93,2,7,5,76,7,6,1,2,0,2,-200,0.0175035
972,10571.7777777596,1,13,1,89,0,3,3,72,3,1,1,0,0,0,-40,0.0020254
973,10581.8666666484,1,13,1,89,0,3,3,74,3,0,0,0,1,0,1000,0.002995
974,10586.8888888705,1,14,1,90,2,5,3,79,5,3,1,2,0,2,-77,0.0181196
975,10588.6666666483,1,13,1,90,0,4,4,72,4,1,1,0,0,0,-40,0.002967
976,10591.9555555371,1,12,1,91,0,5,5,71,5,1,1,0,0,0,-40,0.0029905
977,10612.0888888702,1,13,1,92,2,5,3,72,5,3,1,2,0,2,-72,0.0135459
978,10618.8444444256,1,12,1,91,0,4,4,69,4,1,1,0,0,0,-40,0.0029696
979,10628.9333333144,1,12,1,92,1,5,4,70,5,2,1,1,0,1,-46,0.0079709
980,10632.2222222032,1,11,1,92,0,5,5,66,5,1,1,0,0,0,-40,0.0029688
981,10649.0666666474,1,12,1,92,0,5,5,72,5,2,1,0,0,0,-80,0.0025716
982,10652.3555555362,1,11,1,92,0,5,5,71,5,1,1,0,0,0,-40,0.0029978
983,10659.1555555361,1,11,1,93,0,5,5,72,5,0,0,0,1,0,1000,0.0035651
984,10662.444444425,1,11,2,96,0,8,8,72,8,0,0,0,2,0,2000,0.0030244
985,10667.555555536,1,12,2,96,1,8,7,75,8,3,2,1,0,1,-84,0.0164936
986,10672.5333333137,1,10,1,92,1,4,3,72,4,2,1,1,0,1,-49,0.0083112
987,10679.2888888692,1,9,1,92,0,5,5,68,5,1,1,0,0,0,-40,0.0029696
988,10692.6666666468,1,9,1,91,1,5,4,73,5,2,1,1,0,1,-67,0.0058719
989,10722.8444444241,1,10,1,91,1,6,5,71,6,2,1,1,0,1,-63,0.008963
990,10729.5555555351,1,9,1,89,0,4,4,69,4,0,0,0,1,0,1000,0.0019656
991,10736.6666666461,1,18,1,91,0,4,4,77,4,1,1,0,0,0,-40,0.003113
992,10742.9777777572,1,17,1,92,0,5,5,76,5,1,1,0,0,0,-40,0.0029914
993,10763.1111110902,1,18,1,91,2,6,4,72,6,6,1,2,0,2,-189,0.0179694
994,10769.7777777568,1,10,1,88,0,3,3,67,3,0,0,0,1,0,1000,0.0025042
995,10771.2444444234,1,10,1,90,0,3,3,67,3,0,0,0,1,0,1000,0.003
996,10779.8666666455,1,10,1,90,1,3,2,68,3,2,2,1,0,1,-53,0.0069099
997,10783.2444444232,1,16,1,95,1,7,6,70,7,7,1,1,0,1,-265,0.0099704
998,10789.9555555342,1,8,1,91,0,3,3,60,3,0,0,0,1,0,1000,0.0029628
999,10794.2666666453,1,9,1,91,0,3,3,60,3,0,0,0,1,0,1000,0.0029707
1000,10799.6888888674,1,9,1,91,0,3,3,60,3,0,0,0,1,0,1000,0.0019672
1001,10805.7777777562,1,9,1,92,1,4,3,60,4,1,1,1,0,1,-24,0.004912
1002,10810.0888888673,1,8,1,92,0,4,4,59,4,0,0,0,1,0,1000,0.0040212
1003,10813.9555555339,1,8,1,92,0,4,4,59,4,0,0,0,1,0,1000,0.0029864
1004,10817.2888888672,1,9,1,92,0,4,4,60,4,0,0,0,1,0,1000,0.0040024
1005,10823.4666666449,1,19,2,98,0,10,10,72,10,5,1,0,1,0,800,0.0040006
1006,10828.8444444226,1,13,1,92,0,4,4,71,4,0,0,0,1,0,1000,0.0024952
1007,10840.3555555335,1,14,1,92,0,4,4,75,4,0,0,0,1,0,1000,0.0019695
1008,10851.8666666445,1,17,1,92,1,4,3,78,4,3,1,1,0,1,-84,0.007961
1009,10863.6888888665,1,20,1,93,1,5,4,77,5,5,1,1,0,1,-167,0.0109324
1010,10870.3999999775,1,15,1,93,1,5,4,76,5,5,1,1,0,1,-160,0.0080226
1011,10883.8222221995,1,17,1,94,0,5,5,73,5,4,1,0,0,0,-160,0.0029695
1012,10910.6222221992,1,17,1,94,0,5,5,77,5,5,1,0,0,0,-200,0.0040002
1013,10913.9999999769,1,18,1,93,0,4,4,74,4,4,1,0,0,0,-160,0.0029748
1014,10941.0666666432,1,16,1,95,2,6,4,81,6,7,1,2,0,2,-234,0.0150151
1015,10954.2222221985,1,17,1,94,1,4,3,77,4,5,1,1,0,1,-180,0.0099976
1016,10971.2444444205,1,18,1,95,1,6,5,79,6,7,1,1,0,1,-263,0.0079719
1017,10974.3555555316,1,16,1,93,0,4,4,75,4,4,1,0,0,0,-160,0.0044475
1018,10981.3333333092,1,17,1,95,0,6,6,77,6,6,1,0,0,0,-240,0.0032254
1019,11011.5111110866,1,18,1,95,2,7,5,80,6,7,1,1,0,2,-238,0.019975
1020,11014.5777777532,1,17,1,92,1,4,3,77,4,6,1,1,0,1,-209,0.008973
1021,11021.5999999753,1,15,1,93,0,5,5,76,5,5,1,0,0,0,-200,0.0029932
1022,11034.7111110862,1,16,1,94,1,5,4,79,5,6,1,1,0,1,-225,0.0089159
1023,11041.7333333084,1,16,1,93,0,4,4,79,4,3,1,0,0,0,-120,0.0038924
1024,11071.9111110857,1,18,1,93,2,5,3,80,5,5,1,2,0,2,-157,0.0255344
1025,11074.9333333079,1,16,1,92,0,4,4,70,4,5,1,0,0,0,-200,0.0030135
1026,11081.9999999744,1,16,1,94,1,6,5,75,6,5,1,1,0,1,-162,0.0089683
1027,11085.0222221966,1,15,1,92,0,4,4,75,4,4,1,0,0,0,-160,0.0029715
1028,11095.1111110854,1,16,1,92,0,4,4,78,4,3,1,0,0,0,-120,0.0027017
1029,11102.1333333075,1,17,1,94,0,6,6,78,6,4,1,0,0,0,-160,0.0029384
1030,11115.2444444184,1,14,1,91,0,3,3,72,3,2,1,0,0,0,-80,0.0030014
1031,11122.2666666405,1,15,1,94,2,7,5,73,7,6,1,2,0,2,-192,0.0155061
1032,11125.3333333071,1,12,1,90,0,3,3,66,3,1,1,0,0,0,-40,0.0026965
1033,11135.4222221959,1,12,1,90,0,3,3,68,3,0,0,0,1,0,1000,0.0029711
1034,11139.8666666403,1,13,1,90,0,3,3,68,3,0,0,0,1,0,1000,0.0030009
1035,11142.3999999736,1,15,2,96,0,9,9,68,9,5,1,0,1,0,800,0.0039664
1036,11145.5111110846,1,12,1,91,1,4,3,67,4,2,2,1,0,1,-41,0.0063605
1037,11155.5999999734,1,10,1,90,0,3,3,66,3,0,0,0,1,0,1000,0.0029765
1038,11162.8888888622,1,11,1,91,1,4,3,75,4,2,1,1,0,1,-72,0.0050116
1039,11172.5777777509,1,12,1,94,0,6,6,62,6,3,1,0,0,0,-120,0.0021299
1040,11185.7777777507,1,14,1,93,0,4,4,79,4,1,1,0,0,0,-40,0.0029998
1041,11236.0444444166,1,18,1,94,3,6,3,81,5,3,1,2,0,2,-65,0.0335279
1042,11242.9333333054,1,17,1,93,1,5,4,70,5,5,1,1,0,1,-164,0.0069656
1043,11246.1333333054,1,17,1,93,0,5,5,78,5,2,1,0,0,0,-80,0.0039682
1044,11256.2222221941,1,17,1,92,0,4,4,74,4,0,0,0,1,0,1000,0.0019704
1045,11263.0666666385,1,18,2,98,1,10,9,75,10,4,2,1,0,1,-144,0.0089399
1046,11266.4888888606,1,15,1,93,0,5,5,72,5,0,0,0,1,0,1000,0.0030004
1047,11266.5777777495,1,15,1,93,0,5,5,72,5,0,0,0,1,0,1000,0.0029952
1048,11276.5777777494,1,15,1,93,0,5,5,72,5,0,0,0,2,0,2000,0.0019933
1049,11278.0888888605,1,16,1,93,0,5,5,72,5,0,0,0,2,0,2000,0.0030103
1050,11280.1333333049,1,16,1,93,0,5,5,72,5,0,0,0,2,0,2000,0.0029692
1051,11283.1999999715,1,17,2,98,0,10,10,72,10,2,1,0,2,0,1920,0.0040004
1052,11289.6444444159,1,16,1,94,0,5,5,73,5,0,0,0,2,0,2000,0.0029938
1053,11301.1555555268,1,17,1,92,1,4,3,73,4,3,2,1,0,1,-79,0.0069928
1054,11306.7555555267,1,18,1,92,0,4,4,73,4,1,1,0,0,0,-40,0.003972
1055,11313.3777777489,1,19,1,93,1,5,4,75,5,4,1,1,0,1,-136,0.0079726
1056,11333.5111110819,1,18,1,95,2,7,5,76,7,6,1,2,0,2,-194,0.0129705
1057,11336.9333333041,1,14,1,91,0,3,3,70,3,0,0,0,1,0,1000,0.0019945
1058,11347.0222221928,1,14,1,90,0,3,3,69,3,0,0,0,2,0,2000,0.00197
1059,11347.244444415,1,15,1,90,0,3,3,69,3,0,0,0,2,0,2000,0.0029869
1060,11351.5999999705,1,15,1,90,0,3,3,69,3,0,0,0,2,0,2000,0.0029181
1061,11358.755555526,1,16,1,90,0,3,3,69,3,0,0,0,2,0,2000,0.0041947
1062,11364.7111110814,1,16,1,89,0,2,2,69,2,0,0,0,2,0,2000,0.0019992
1063,11367.1555555258,1,16,1,89,0,2,2,69,2,0,0,0,3,0,3000,0.0030005
1064,11370.2666666369,1,17,1,89,1,2,1,69,2,2,2,1,1,1,933,0.0090001
1065,11374.7555555257,1,16,1,90,1,3,2,66,3,2,1,1,0,1,-53,0.0090014
1066,11377.2444444146,1,15,1,90,0,3,3,65,3,1,1,0,0,0,-40,0.0029968
1067,11387.3333333033,1,15,1,91,1,4,3,67,4,1,1,1,0,1,-19,0.0049989
1068,11413.9111110807,1,21,1,93,0,5,5,70,5,5,1,0,0,0,-200,0.0030031
1069,11417.5111110807,1,18,1,93,0,4,4,68,4,1,1,0,0,0,-40,0.0029996
1070,11423.9999999695,1,20,1,94,1,6,5,71,6,6,1,1,0,1,-209,0.007999
1071,11434.0888888582,1,19,1,94,1,6,5,69,6,4,1,1,0,1,-141,0.0050031
1072,11437.6444444137,1,15,1,91,0,3,3,58,3,0,0,0,1,0,1000,0.0029997
1073,11439.377777747,1,16,1,91,0,3,3,59,3,0,0,0,1,0,1000,0.0030041
1074,11444.1777777469,1,20,2,97,1,9,8,68,9,5,2,1,0,1,-191,0.011002
1075,11447.7333333025,1,16,1,92,0,4,4,59,4,1,1,0,0,0,-40,0.0030038
1076,11454.2666666357,1,18,1,94,1,6,5,67,6,3,1,1,0,1,-105,0.0050001
1077,11457.8222221912,1,15,1,91,0,3,3,62,3,0,0,0,1,0,1000,0.0020015
1078,11459.9111110801,1,15,1,92,1,4,3,63,4,2,1,1,0,1,-39,0.0059683
1079,11474.3999999687,1,18,1,94,0,6,6,71,6,1,1,0,0,0,-40,0.0035124
1080,11477.9555555242,1,15,1,92,0,4,4,66,4,2,1,0,0,0,-80,0.0030256
1081,11488.044444413,1,15,1,91,0,3,3,67,3,1,1,0,0,0,-40,0.0039745
1082,11498.1333333017,1,15,1,91,1,3,2,73,3,1,1,1,0,1,-29,0.0050256
1083,11538.3555555234,1,17,1,92,2,5,3,82,5,3,1,2,0,2,-83,0.0219727
1084,11558.4888888564,1,19,1,93,1,6,5,82,6,5,1,1,0,1,-176,0.0106072
1085,11564.8444444119,1,19,1,92,0,4,4,82,4,2,1,0,0,0,-80,0.0040008
1086,11568.5777777451,1,18,1,94,0,6,6,81,6,3,1,0,0,0,-120,0.0050131
1087,11574.9333333006,1,18,1,92,0,4,4,79,4,1,1,0,0,0,-40,0.0040015
1088,11578.6666666339,1,16,1,94,0,5,5,76,5,1,1,0,0,0,-40,0.003002
1089,11588.7555555226,1,15,1,93,1,5,4,76,5,2,1,1,0,1,-59,0.0060046
1090,11598.8444444114,1,15,1,93,1,5,4,74,5,2,1,1,0,1,-56,0.0039994
1091,11639.066666633,1,18,1,93,3,7,4,77,7,6,1,3,0,3,-162,0.0270138
1092,11645.2888888551,1,18,1,89,1,3,2,73,3,2,1,1,0,1,-59,0.0090028
1093,11649.1555555217,1,17,1,92,0,5,5,76,5,2,1,0,0,0,-80,0.0029755
1094,11659.2444444105,1,17,1,94,2,7,5,81,7,3,1,2,0,2,-82,0.0235801
1095,11669.3333332992,1,16,1,93,0,6,6,73,6,2,1,0,0,0,-80,0.0029682
1096,11669.7333332992,1,16,1,90,0,3,3,71,3,0,0,0,1,0,1000,0.0039789
1097,11669.7777777437,1,17,1,90,0,3,3,77,3,0,0,0,1,0,1000,0.0030386
1098,11681.2888888546,1,18,1,93,1,4,3,83,4,2,1,1,0,1,-40,0.0102199
1099,11699.5111110766,1,14,1,95,0,5,5,81,5,1,1,0,0,0,-40,0.0030039
1100,11709.5999999653,1,14,1,96,1,6,5,84,6,2,1,1,0,1,-40,0.0069996
1101,11709.9555555209,1,14,1,94,0,4,4,85,4,0,0,0,1,0,1000,0.0040015
1102,11715.8666666319,1,15,1,94,0,4,4,85,4,0,0,0,1,0,1000,0.0029999
1103,11727.3777777428,1,15,1,93,0,3,3,85,3,1,1,0,0,0,-40,0.0033516
1104,11739.7777777426,1,15,1,95,1,6,5,84,6,4,1,1,0,1,-131,0.0089946
1105,11740.1333332982,1,14,1,92,0,3,3,82,3,0,0,0,1,0,1000,0.0029969
1106,11750.2222221869,1,14,1,93,1,4,3,82,4,2,2,1,0,1,-52,0.0089997
1107,11770.35555552,1,14,1,93,0,4,4,80,4,0,0,0,1,0,1000,0.0029993
1108,11773.466666631,1,15,1,92,0,3,3,80,3,0,0,0,1,0,1000,0.0030039
1109,11779.9999999643,1,15,2,97,0,8,8,80,8,1,1,0,1,0,960,0.003972
1110,11784.977777742,1,15,1,92,1,4,3,77,4,1,1,1,0,1,-19,0.0080232
1111,11800.1333332973,1,16,1,94,1,5,4,79,5,1,1,1,0,1,-23,0.0069962
1112,11800.5333332973,1,15,1,93,0,4,4,78,4,0,0,0,1,0,1000,0.0029686
1113,11808.0444444083,1,15,1,93,1,5,4,78,5,1,1,1,0,1,-21,0.006
1114,11820.6666666304,1,15,1,91,0,4,4,79,4,0,0,0,1,0,1000,0.0029749
1115,11830.7555555191,1,15,1,91,1,4,3,79,4,1,1,1,1,1,991,0.0060017
1116,11831.0666666302,1,15,1,91,0,4,4,79,4,0,0,0,1,0,1000,0.0029916
1117,11838.4444444079,1,15,1,92,1,5,4,79,5,1,1,1,0,1,-24,0.0055199
1118,11850.3999999633,1,13,1,92,0,4,4,79,4,0,0,0,1,0,1000,0.0029705
1119,11850.8888888521,1,14,2,97,0,9,9,79,9,0,0,0,2,0,2000,0.003
1120,11853.9555555188,1,14,2,98,1,10,9,80,10,1,1,1,1,1,973,0.0112274
1121,11854.0888888521,1,14,1,92,0,4,4,78,4,0,0,0,1,0,1000,0.0035283
1122,11860.9777777409,1,16,1,93,0,4,4,83,4,0,0,0,2,0,2000,0.0045253
1123,11865.6444444075,1,17,1,91,0,3,3,83,3,0,0,0,2,0,2000,0.0029701
1124,11870.5333332963,1,17,2,95,1,8,7,83,8,2,2,1,1,1,951,0.0109429
1125,11871.0666666296,1,15,1,91,0,4,4,80,4,0,0,0,2,0,2000,0.0021201
1126,11877.1555555184,1,16,1,92,1,5,4,81,5,1,1,1,1,1,975,0.0059698
1127,11888.6666666294,1,15,1,92,1,5,4,81,5,1,1,1,0,1,-27,0.0059553
1128,11890.6666666293,1,13,1,91,0,4,4,79,4,0,0,0,1,0,1000,0.0019763
1129,11891.1999999627,1,14,2,96,0,9,9,80,9,0,0,0,2,0,2000,0.0040003
1130,11900.1777777403,1,16,2,97,1,10,9,82,10,2,2,1,0,1,-57,0.0109696
1131,11901.2888888514,1,10,1,92,0,5,5,73,5,0,0,0,1,0,1000,0.0029682
1132,11910.7999999624,1,10,2,97,0,10,10,73,10,0,0,0,2,0,2000,0.0039701
1133,11911.6888888513,1,11,2,97,0,10,10,77,10,1,1,0,1,0,960,0.0039792
1134,11921.4222221844,1,10,2,96,0,9,9,73,9,0,0,0,2,0,2000,0.0021605
1135,11923.2444444066,1,11,2,96,0,9,9,75,9,0,0,0,2,0,2000,0.0039694
1136,11927.6444444066,1,11,2,97,1,10,9,75,10,1,1,1,1,1,980,0.0091951
1137,11934.7555555176,1,10,1,93,0,5,5,73,5,0,0,0,1,0,1000,0.0040278
1138,11946.2666666285,1,11,1,91,0,4,4,75,4,0,0,0,1,0,1000,0.0028191
1139,11951.5999999618,1,12,2,95,0,8,8,76,8,0,0,0,2,0,2000,0.0035031
1140,11957.7777777395,1,13,2,96,2,9,7,83,9,2,2,2,0,2,-51,0.0452655
1141,11961.0666666283,1,10,1,91,0,5,5,75,5,0,0,0,1,0,1000,0.0042745
1142,11961.6888888505,1,11,2,95,0,9,9,76,9,0,0,0,2,0,2000,0.0038842
1143,11964.2666666283,1,11,2,95,0,9,9,76,9,0,0,0,2,0,2000,0.0041863
1144,11969.2888888504,1,12,2,96,1,10,9,77,10,1,1,1,1,1,969,0.0109556
1145,11974.3111110726,1,10,1,90,0,4,4,72,4,0,0,0,1,0,1000,0.0035068
1146,11977.155555517,1,10,1,90,0,4,4,72,4,0,0,0,1,0,1000,0.0031917
1147,11980.8444444058,1,11,1,90,0,4,4,72,4,0,0,0,1,0,1000,0.0025106
1148,11984.3555555169,1,11,1,90,0,4,4,72,4,0,0,0,1,0,1000,0.0029677
1149,11991.8666666279,1,11,1,90,0,4,4,72,4,0,0,0,2,0,2000,0.002971
1150,11992.3555555167,1,12,1,90,0,4,4,72,4,1,1,0,1,0,960,0.0020251
1151,11994.48888885,1,11,1,90,0,4,4,72,4,0,0,0,1,0,1000,0.0029308
1152,11999.8666666277,1,10,1,89,0,3,3,71,3,0,0,0,1,0,1000,0.0019963
1153,12001.9555555166,1,10,1,90,0,3,3,72,3,0,0,0,2,0,2000,0.0029757
1154,12003.8666666277,1,12,1,91,1,4,3,74,4,2,2,1,0,1,-62,0.0069169
1155,12012.0444444054,1,10,1,90,0,3,3,73,3,0,0,0,1,0,1000,0.002
1156,12015.3777777386,1,11,1,90,0,3,3,76,3,0,0,0,1,0,1000,0.0020289
1157,12022.1333332941,1,11,1,91,1,4,3,76,4,2,2,1,0,1,-43,0.0070011
1158,12031.4222221828,1,10,1,93,1,6,5,74,6,2,1,1,0,1,-51,0.0051849
1159,12042.2666666271,1,9,1,91,0,4,4,65,4,2,1,0,0,0,-80,0.0029687
1160,12072.4444444045,1,10,1,93,2,5,3,74,5,3,1,2,0,2,-84,0.0119741
1161,12081.6888888488,1,11,1,93,0,5,5,71,5,1,1,0,0,0,-40,0.0030061
1162,12091.7777777375,1,11,1,94,0,4,4,80,4,0,0,0,1,0,1000,0.0029697
1163,12092.5777777375,1,11,2,98,0,8,8,80,8,1,1,0,1,0,960,0.0050327
1164,12096.0444444041,1,11,1,96,2,6,4,85,6,3,1,2,0,2,-65,0.0139741
1165,12101.8666666263,1,10,1,95,0,6,6,82,6,2,1,0,0,0,-80,0.0030013
1166,12102.6666666263,1,8,1,93,0,4,4,77,4,0,0,0,1,0,1000,0.0019733
1167,12107.5555555151,1,9,1,93,0,4,4,77,4,0,0,0,1,0,1000,0.0019707
1168,12119.066666626,1,10,1,92,1,4,3,80,4,1,1,1,0,1,-21,0.0049711
1169,12122.7999999593,1,9,1,92,0,4,4,79,4,0,0,0,1,0,1000,0.0029708
1170,12129.7333332925,1,9,1,93,1,5,4,80,5,1,1,1,0,1,-16,0.0043703
1171,12132.0444444036,1,9,1,93,0,5,5,78,5,1,1,0,0,0,-40,0.0029995
1172,12152.1777777366,1,9,1,94,0,5,5,80,5,1,1,0,0,0,-40,0.0019997
1173,12163.0222221809,1,9,1,94,0,5,5,78,5,0,0,0,1,0,1000,0.0019705
1174,12165.1555555142,1,10,1,94,0,5,5,78,5,0,0,0,1,0,1000,0.0030205
1175,12176.6666666252,1,11,1,93,0,4,4,78,4,0,0,0,1,0,1000,0.002975
1176,12183.155555514,1,11,1,93,0,4,4,78,4,0,0,0,2,0,2000,0.0039018
1177,12188.1777777361,1,12,1,94,1,5,4,79,5,3,2,1,0,1,-97,0.0080004
1178,12192.3999999583,1,10,1,93,0,4,4,78,4,0,0,0,1,0,1000,0.0019497
1179,12199.6888888471,1,11,1,93,1,5,4,79,5,3,1,1,0,1,-77,0.0079675
1180,12202.488888847,1,10,1,93,0,5,5,73,5,2,1,0,0,0,-80,0.0029697
1181,12203.288888847,1,9,1,92,0,4,4,73,4,1,1,0,0,0,-40,0.0040282
1182,12213.3777777358,1,9,1,93,1,5,4,74,5,1,1,1,0,1,-22,0.0045445
