Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
"HGS-M5, 2 packing stations",45,7,8181.0,5291.0,3338.0,6.940,481.0,0.1441,23.53,4.293,379.0,5.37
"HGS-M5, 2 packing stations",45,8,8123.0,5242.0,3350.0,7.666,437.0,0.1304,22.93,4.097,377.4,6.04
"HGS-M5, 2 packing stations",45,9,8080.0,5259.0,3375.0,7.584,445.0,0.1319,23.26,4.142,373.2,6.55
"HGS-M5, 3 packing stations",45,0,8061.0,5265.0,3343.0,8.316,402.0,0.1203,21.98,3.965,396.5,6.74
"HGS-M5, 3 packing stations",45,1,8216.0,5301.0,3330.0,8.452,394.0,0.1183,21.55,3.896,406.1,4.98
"HGS-M5, 3 packing stations",45,2,8140.0,5253.0,3247.0,8.456,384.0,0.1183,21.39,3.955,412.1,5.86
"HGS-M5, 3 packing stations",45,3,8161.0,5314.0,3339.0,8.244,405.0,0.1213,21.38,3.900,404.7,5.61
"HGS-M5, 3 packing stations",45,4,8147.0,5256.0,3279.0,8.157,402.0,0.1226,21.92,4.013,394.6,5.78
"HGS-M5, 3 packing stations",45,5,8150.0,5392.0,3393.0,8.255,411.0,0.1211,21.27,3.905,375.5,5.72
"HGS-M5, 3 packing stations",45,6,8174.0,5295.0,3343.0,8.528,392.0,0.1173,21.36,3.889,407.5,5.43
"HGS-M5, 3 packing stations",45,7,8165.0,5250.0,3269.0,8.255,396.0,0.1211,21.44,3.980,402.0,5.55
"HGS-M5, 3 packing stations",45,8,8143.0,5277.0,3331.0,8.412,396.0,0.1189,21.62,3.924,402.7,5.81
"HGS-M5, 3 packing stations",45,9,8156.0,5293.0,3360.0,8.550,393.0,0.1170,21.80,3.950,388.6,5.66
