Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 fixed λ=4,10,3,1045.0,675.0,416.0,5.622,74.0,0.1779,10.23,1.328,843.5,27.43
HGS-M5 fixed λ=4,10,4,1293.0,850.0,547.0,5.260,104.0,0.1901,9.45,1.183,746.9,10.24
HGS-M5 fixed λ=4,10,5,1034.0,671.0,427.0,5.207,82.0,0.1920,10.85,1.369,794.9,28.19
HGS-M5 fixed λ=4,10,6,1060.0,688.0,426.0,5.532,77.0,0.1808,10.63,1.337,845.1,26.39
HGS-M5 fixed λ=4,10,7,1358.0,908.0,591.0,5.422,109.0,0.1844,9.74,1.184,897.3,5.75
HGS-M5 fixed λ=4,10,8,1015.0,679.0,428.0,5.558,77.0,0.1799,9.87,1.270,731.7,29.51
HGS-M5 fixed λ=4,10,9,389.0,259.0,162.0,5.400,30.0,0.1852,8.27,1.074,485.5,72.99
HGS-M5 fixed λ=5,10,0,1233.0,812.0,544.0,5.726,95.0,0.1746,9.79,1.175,822.0,14.38
HGS-M5 fixed λ=5,10,1,1371.0,882.0,547.0,5.582,98.0,0.1792,9.60,1.236,887.7,4.88
HGS-M5 fixed λ=5,10,2,1020.0,683.0,436.0,5.519,79.0,0.1812,10.55,1.330,720.6,29.17
HGS-M5 fixed λ=5,10,3,1347.0,868.0,546.0,5.515,99.0,0.1813,9.18,1.173,916.8,6.50
HGS-M5 fixed λ=5,10,4,1397.0,907.0,572.0,5.500,104.0,0.1818,10.30,1.317,810.9,3.01
HGS-M5 fixed λ=5,10,5,1055.0,692.0,445.0,5.298,84.0,0.1888,10.82,1.359,832.0,26.74
HGS-M5 fixed λ=5,10,6,374.0,251.0,147.0,5.654,26.0,0.1769,8.24,1.115,421.8,74.03
HGS-M5 fixed λ=5,10,7,1405.0,927.0,589.0,5.663,104.0,0.1766,9.56,1.210,886.9,2.47
HGS-M5 fixed λ=5,10,8,1388.0,922.0,581.0,5.587,104.0,0.1790,9.72,1.241,834.0,3.63
HGS-M5 fixed λ=5,10,9,1380.0,889.0,555.0,5.495,101.0,0.1820,9.74,1.254,901.4,4.19
HGS-M5 fixed λ=9,10,0,1422.0,926.0,600.0,5.660,106.0,0.1767,10.19,1.263,742.0,1.35
HGS-M5 fixed λ=9,10,1,1428.0,929.0,585.0,5.735,102.0,0.1744,9.59,1.224,828.9,0.91
HGS-M5 fixed λ=9,10,2,1429.0,958.0,613.0,5.838,105.0,0.1713,9.95,1.239,903.9,0.82
HGS-M5 fixed λ=9,10,3,1429.0,935.0,579.0,5.411,107.0,0.1848,9.89,1.284,765.5,0.88
HGS-M5 fixed λ=9,10,4,1423.0,942.0,590.0,5.673,104.0,0.1763,9.81,1.244,864.4,1.19
HGS-M5 fixed λ=9,10,5,1426.0,931.0,595.0,5.313,112.0,0.1882,10.10,1.253,890.4,1.09
HGS-M5 fixed λ=9,10,6,1271.0,829.0,515.0,5.538,93.0,0.1806,9.31,1.199,963.2,11.74
HGS-M5 fixed λ=9,10,7,1429.0,940.0,605.0,5.874,103.0,0.1702,9.94,1.231,812.2,0.84
HGS-M5 fixed λ=9,10,8,1428.0,943.0,589.0,5.718,103.0,0.1749,9.61,1.216,905.4,0.86
HGS-M5 fixed λ=9,10,9,1425.0,922.0,585.0,5.792,101.0,0.1726,9.85,1.229,892.8,1.11
HGS-M5 fixed λ=14,10,0,1428.0,932.0,601.0,5.464,110.0,0.1830,10.27,1.275,824.2,0.95
HGS-M5 fixed λ=14,10,1,1429.0,911.0,582.0,5.491,106.0,0.1821,10.33,1.282,945.7,0.79
HGS-M5 fixed λ=14,10,2,1427.0,966.0,605.0,5.602,108.0,0.1785,9.86,1.258,952.7,0.96
HGS-M5 fixed λ=14,10,3,1429.0,929.0,579.0,5.462,106.0,0.1831,9.59,1.235,872.6,0.83
HGS-M5 fixed λ=14,10,4,1429.0,937.0,590.0,5.728,103.0,0.1746,10.08,1.275,927.0,0.80
HGS-M5 fixed λ=14,10,5,1428.0,939.0,605.0,5.500,110.0,0.1818,10.17,1.254,924.4,0.90
HGS-M5 fixed λ=14,10,6,1429.0,923.0,583.0,5.500,106.0,0.1818,10.34,1.293,1013.6,0.80
HGS-M5 fixed λ=14,10,7,1429.0,943.0,599.0,5.705,105.0,0.1753,9.69,1.218,808.4,0.80
HGS-M5 fixed λ=14,10,8,1429.0,933.0,583.0,5.500,106.0,0.1818,10.00,1.278,820.8,0.80
HGS-M5 fixed λ=14,10,9,1429.0,927.0,583.0,5.660,103.0,0.1767,9.54,1.216,1064.9,0.80
HGS-M5 fixed λ=18,10,0,1425.0,925.0,606.0,5.459,111.0,0.1832,10.44,1.293,886.1,1.08
HGS-M5 fixed λ=18,10,1,1429.0,912.0,568.0,5.796,98.0,0.1725,10.04,1.280,883.4,0.84
HGS-M5 fixed λ=18,10,2,1429.0,969.0,621.0,6.029,103.0,0.1659,9.31,1.159,889.4,0.87
HGS-M5 fixed λ=18,10,3,1429.0,933.0,595.0,5.613,106.0,0.1782,9.95,1.255,892.5,0.85
HGS-M5 fixed λ=18,10,4,1429.0,936.0,583.0,5.449,107.0,0.1835,9.76,1.273,794.8,0.84
HGS-M5 fixed λ=18,10,5,1429.0,927.0,591.0,5.373,110.0,0.1861,10.60,1.310,967.3,0.84
HGS-M5 fixed λ=18,10,6,1429.0,933.0,582.0,5.650,103.0,0.1770,9.79,1.244,1004.3,0.84
HGS-M5 fixed λ=18,10,7,1427.0,940.0,604.0,6.040,100.0,0.1656,9.91,1.213,823.5,0.95
HGS-M5 fixed λ=18,10,8,1429.0,942.0,584.0,5.407,108.0,0.1849,9.88,1.278,803.0,0.84
HGS-M5 fixed λ=18,10,9,1429.0,921.0,580.0,5.577,104.0,0.1793,10.15,1.292,832.4,0.83
HGS-M5 fixed λ=22,10,0,1427.0,925.0,602.0,5.327,113.0,0.1877,10.80,1.331,881.9,0.99
HGS-M5 fixed λ=22,10,1,1429.0,914.0,576.0,5.647,102.0,0.1771,9.99,1.261,992.4,0.86
HGS-M5 fixed λ=22,10,2,1428.0,966.0,611.0,5.555,110.0,0.1800,10.11,1.269,882.6,0.88
HGS-M5 fixed λ=22,10,3,1429.0,934.0,595.0,5.509,108.0,0.1815,10.26,1.278,932.8,0.86
HGS-M5 fixed λ=22,10,4,1429.0,931.0,588.0,5.765,102.0,0.1735,9.74,1.233,894.6,0.84
HGS-M5 fixed λ=22,10,5,1428.0,929.0,605.0,5.216,116.0,0.1917,10.90,1.319,942.6,0.88
HGS-M5 fixed λ=22,10,6,1429.0,937.0,577.0,5.657,102.0,0.1768,9.40,1.215,984.8,0.84
HGS-M5 fixed λ=22,10,7,1429.0,939.0,598.0,5.537,108.0,0.1806,10.22,1.280,845.4,0.84
HGS-M5 fixed λ=22,10,8,1429.0,939.0,583.0,5.449,107.0,0.1835,9.96,1.293,826.8,0.85
HGS-M5 fixed λ=22,10,9,1427.0,923.0,584.0,5.725,102.0,0.1747,10.03,1.267,841.4,0.95
