decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec,lambda,mu,delta,rho,closedLines,valuedNotBoundLines,completedOrders
25,241.200000000027,100,1,88,0,0,1,2,0,10,12.5,0.05,15,1,0,1
26,244.400000000028,100,1,90,0,0,1,2,0.0010001,10,12.4324324324324,0.05,15,2,0,1
27,254.444444444474,100,1,90,0,0,1,1,0,10,12.6315789473684,0.05,15,1,0,1
28,264.533333333359,100,1,90,0,0,1,2,0.0010001,10,12.5641025641026,0.05,15,1,0,1
29,291.422222222235,100,1,89,0,0,1,1,0.0010002,15.9212445216049,19.9015556520061,1,15.6090632564754,1,0,1
30,311.555555555558,100,1,90,0,0,1,2,0.0010002,16.3957807582908,20.3947516749471,1,15.203360339506,1,0,1
31,321.644444444443,100,1,90,1,0,1,2,0.0020019,16.8478199192781,20.8592056143443,1,15.3699409789905,2,0,1
32,324.844444444441,100,1,91,1,0,1,1,0.0029959,16.3468957190215,20.5286597401665,1,15.2195236004682,1,0,1
33,331.733333333327,99,1,90,0,0,1,5,0,16.5472154033807,20.6840192542259,1,15.4253702912871,2,0,1
34,334.933333333325,100,1,90,0,0,1,2,0,16.1946238087501,20.5131901577501,1,15.3848926183126,1,0,1
35,341.822222222211,100,1,91,0,0,1,1,0.001,16.3182580353341,20.5751949141169,1,15.5157207549078,1,0,1
36,345.022222222209,100,1,91,1,0,1,1,0.0019998,16.1730978630465,20.302399445101,1,15.3905286116088,1,0,1
37,355.111111111093,100,1,91,0,0,1,2,0.0010003,16.4360422453702,20.5450528067128,1,15.4087896050346,1,0,1
38,361.955555555534,100,1,91,0,0,1,1,0,16.3934426229508,20.4081632653061,1,15.3846153846154,1,0,1
39,365.199999999977,100,1,92,0,0,1,5,0,16.1900179137182,20.0756222130106,1,15.2088047068262,3,0,1
40,372.044444444418,100,1,91,0,0,1,1,0.0010009,15.7007549264006,20.0107660826675,1,15.2320756748663,1,0,1
41,385.333333333301,100,1,92,0,0,1,2,0.0009993,15.5454545454545,19.7307692307692,1,14.6571428571429,1,0,1
42,392.177777777742,100,1,91,1,0,1,2,0.0019999,15.3134328358209,19.3584905660377,1,14.4507042253521,1,0,1
43,415.511111111064,100,1,91,0,0,1,3,0.0010357,15.4314012005265,19.4321348451074,1,13.8070431794184,2,0,1
44,435.644444444387,100,1,91,0,0,1,1,0.0009996,15.1714285714286,19.3090909090909,1,13.275,1,0,1
45,442.444444444384,100,1,91,0,0,1,1,0.0009982,15.1639845244304,19.2257660934743,1,13.2918876695625,1,0,1
46,452.533333333268,100,1,93,0,0,1,2,0.000997,15.1284570044581,19.1096299003682,1,13.1234807749516,1,0,1
47,455.777777777711,100,1,91,0,0,1,1,0.0009995,14.9951226111956,18.8731715623669,1,13.0314756025867,1,0,1
48,472.666666666592,100,1,92,0,0,1,3,0.0010004,15.2003654175008,19.0648650999163,1,12.9290464470697,2,0,1
49,475.911111111035,100,1,91,1,0,1,2,0.0019983,14.8640899122806,18.8278472222222,1,12.837168560606,2,0,1
50,482.755555555476,100,1,91,0,0,1,1,0.0009985,14.589797008547,18.6558060109289,1,12.7865636704119,1,0,1
51,492.84444444436,100,1,91,0,0,1,2,0.0009964,14.4739891853978,18.4426636394584,1,12.5653312708398,1,0,1
52,506.088888888798,100,1,91,0,0,1,1,0.0010004,14.7488896604937,18.7287487752302,1,12.5522465195691,1,0,1
53,522.977777777693,100,1,92,1,0,1,3,0.0020007,14.7777777777778,18.703125,1,12.340206185567,1,0,1
54,526.133333333251,98,1,92,0,0,1,3,0.0010005,14.5975609756097,18.4153846153846,1,12.2142857142857,2,0,1
55,533.022222222145,100,1,92,0,0,1,2,0,14.3000496031746,18.2000631313132,1,12.1333754208754,1,0,1
56,546.177777777711,99,1,92,0,0,1,1,0.0010009,14.2159317810458,18.0351373341625,1,11.8466098175381,1,0,1
57,553.066666666605,100,1,92,0,0,1,5,0,14.1329414746627,17.8740142179557,1,11.8003200662232,3,0,1
58,556.222222222164,99,1,92,0,0,1,5,0.0009707,13.6965927573172,17.6666196434961,1,11.7211226480888,2,0,1
59,566.266666666616,99,1,92,0,0,1,1,0.0009994,13.4175824175824,17.4428571428571,1,11.5188679245283,1,0,1
60,573.111111111066,100,1,92,0,0,1,2,0,13.2717391304348,17.1971830985915,1,11.411214953271,1,0,1
61,583.155555555518,100,1,92,0,0,1,1,0.001035,13.1290322580645,16.9583333333333,1,11.2018348623853,1,0,1
62,603.199999999979,100,1,92,1,0,1,1,0.0009998,13.1170212765957,16.8904109589041,1,10.9115044247788,1,0,1
63,606.311111111092,96,1,90,1,0,1,2,0.0015326,13.0362871994802,16.7357741074408,1,10.8635726662335,1,0,1
64,616.355555555545,96,1,90,0,0,1,4,0,13.027265625,16.6749,1,10.7811853448276,2,0,1
65,626.399999999997,96,1,90,0,0,1,1,0.0009976,13.0381802721089,16.8123903508773,1,10.8283192090396,1,0,1
66,636.44444444445,96,1,90,1,0,1,2,0.0019977,13.0562036647338,16.7865475689434,1,10.7713680234054,2,0,1
67,673.244444444479,100,1,91,0,0,1,2,0.0009913,13.5148514851485,17.5,1,10.748031496063,1,0,1
68,686.488888888934,96,1,92,0,0,1,4,0.0009998,13.3823529411765,17.2784810126582,1,10.5,2,0,1
69,693.288888888939,100,1,92,0,0,1,3,0.0010003,13.125,17.0625,1,10.4198473282443,1,0,1
70,696.533333333386,96,1,92,0,0,1,1,0.0010008,13,16.8518518518518,1,10.3409090909091,1,0,1
71,703.333333333392,100,1,91,0,0,1,1,0,12.877358490566,16.6463414634146,1,10.2631578947368,1,0,1
72,723.377777777852,100,1,92,0,0,1,2,0.0009999,12.7570093457944,16.4457831325301,1,9.96350364963503,1,0,1
73,733.422222222305,100,1,91,0,0,1,1,0,12.7356318587106,16.3743838183422,1,9.8953110844658,1,0,1
74,743.466666666757,100,1,93,0,0,1,1,0.0020016,12.7390995228792,16.3360217411039,1,9.84795636875055,1,0,1
75,756.577777777879,100,1,94,1,0,1,2,0.0020009,12.8018560606061,16.3744670542636,1,9.77919560185187,1,0,1
76,763.511111111217,99,1,92,0,0,1,2,0,12.7674787287287,16.2895418263091,1,9.77372509578544,1,0,1
77,766.622222222331,100,1,94,0,0,1,1,0.0010001,12.6699537381503,16.1253956667368,1,9.71941656625232,1,0,1
78,776.666666666783,100,1,94,0,0,1,2,0.0010372,12.6529495452311,16.0649808832709,1,9.6606979635886,1,0,1
79,793.555555555686,99,1,92,1,0,1,5,0.002,12.6332618921919,16.0021317301097,1,9.53769440867468,2,0,1
80,803.600000000138,99,1,92,0,0,1,1,0.0009999,12.4961704448702,15.929184303351,1,9.47422072944407,1,0,1
81,806.711111111252,100,1,92,0,0,1,2,0,12.4361032301889,15.8154791079576,1,9.44820829826038,1,0,1
82,816.755555555704,100,1,93,0,0,1,2,0.0010028,12.4557575460347,15.8040794670118,1,9.42166275918013,1,0,1
83,823.644444444599,100,1,93,0,0,1,1,0.0010015,12.4704744839031,15.7870900381327,1,9.45214308015586,1,0,1
84,833.688888889051,100,1,93,0,0,1,1,0.0009982,12.4379647633745,15.7111133853152,1,9.38714321764115,1,0,1
85,836.800000000165,100,1,92,0,0,1,1,0,12.3705608802673,15.5920611095036,1,9.35523666570217,1,0,1
86,843.733333333503,100,1,94,1,0,1,2,0.0020019,12.2787554391823,15.4433831296933,1,9.30439853155432,1,0,1
87,856.844444444625,100,1,92,0,0,1,2,0.0019997,12.3171773373984,15.4593144132653,1,9.2378830030488,1,0,1
88,863.777777777964,100,1,94,0,0,1,1,0.0010016,12.2801411290323,15.3811868686869,1,9.22871212121215,1,0,1
89,866.888888889077,100,1,92,1,0,1,1,0.0019685,12.1951407716049,15.2439259645062,1,9.18308793042541,1,0,1
90,886.933333333538,100,1,92,0,0,1,3,0.0009998,12.3386904761906,15.3928217821784,1,9.14514705882363,2,0,1
91,906.977777777998,100,1,92,0,0,1,2,0.0009686,12.3203125,15.4607843137255,1,9.06321839080459,1,0,1
92,913.822222222448,100,1,92,0,0,1,4,0,12.2248062015504,15.3106796116505,1,9.01142857142857,2,0,1
93,923.866666666901,100,1,92,0,0,1,2,0.0010003,12.0381679389313,15.1634615384615,1,8.90960451977401,1,0,1
94,927.022222222459,100,1,92,0,0,1,2,0.0020005,11.9469696969697,15.0190476190476,1,8.85955056179775,1,0,1
95,933.911111111353,100,1,92,0,0,1,1,0.0010032,11.8571428571429,14.877358490566,1,8.81005586592179,1,0,1
96,937.066666666911,100,1,92,1,0,1,2,0.0010024,11.7686567164179,14.7383177570093,1,8.76111111111111,1,0,1
97,943.955555555805,100,1,91,1,0,1,2,0.0029869,11.7037037037037,14.6296296296296,1,8.7292817679558,2,0,1
98,957.111111111371,99,1,91,0,0,1,2,0,11.6350364963504,14.6238532110092,1,8.66304347826086,2,0,1
99,984.000000000282,100,1,91,0,0,1,4,0,11.8566881217248,14.9825422629068,1,8.71999814243255,1,0,1
100,987.15555555584,99,1,91,0,0,1,1,0.0009973,11.7867196042769,14.8661328342231,1,8.68495128736192,1,0,1
101,994.044444444734,100,1,91,0,0,1,2,0.0005376,11.7505463893267,14.7930985794202,1,8.67448712510504,1,0,1
102,997.200000000292,99,1,91,0,0,1,2,0.0010005,11.6794036091549,14.6767726769912,1,8.63789225260417,1,0,1
103,1014.08888888919,100,1,91,0,0,1,1,0.0009911,11.6013986013986,14.5526315789474,1,8.5076923076923,1,0,1
104,1017.24444444475,100,1,91,0,0,1,1,0,11.5208333333333,14.4260869565217,1,8.46428571428571,1,0,1
105,1034.13333333365,100,1,91,0,0,1,1,0.0010019,11.4413793103448,14.301724137931,1,8.33668341708542,1,0,1
106,1037.28888888921,99,1,91,0,0,1,2,0.0009996,11.3630136986301,14.1794871794872,1,8.29499999999999,1,0,1
107,1044.17777777811,100,1,90,0,0,1,1,0.0010019,11.3487811791384,14.1378884180792,1,8.29985489220568,1,0,1
108,1057.33333333367,100,1,91,0,0,1,1,0,11.3820729583751,14.1558554440295,1,8.25758234235054,1,0,1
109,1064.22222222257,100,1,91,1,0,1,3,0.0019975,11.396874171431,14.1511187628601,1,8.28358171484494,2,0,1
110,1077.37777777813,100,1,91,0,0,1,2,0.0019957,11.3398965998284,14.151441211356,1,8.23232878160616,1,0,1
111,1087.42222222259,100,1,91,0,0,1,2,0.0010047,11.3982730263158,14.2011270491804,1,8.25017857142861,1,0,1
112,1097.46666666704,100,1,91,1,0,1,3,0.001001,11.3645606390704,14.1364046973803,1,8.2017819706499,1,0,1
113,1104.26666666704,100,1,91,0,0,1,4,0.0010026,11.2987012987013,14.0322580645161,1,8.16901408450704,2,0,1
114,1117.5111111115,100,1,91,0,0,1,2,0.0010001,11.2354967948719,14.0219000000001,1,8.11452546296301,2,0,1
115,1124.3111111115,100,1,91,0,0,1,2,0,11.126582278481,13.9523809523809,1,8.10138248847926,2,0,1
116,1134.35555555596,100,1,91,0,0,1,1,0.0009997,11,13.8582677165354,1,8.03652968036529,1,0,1
117,1137.55555555596,100,1,91,0,0,1,1,0,10.9316770186335,13.75,1,8,1,0,1
118,1144.40000000041,100,1,91,0,0,1,4,0.0010313,10.8641975308642,13.6434108527132,1,7.96380090497737,1,0,1
119,1147.60000000041,100,1,91,0,0,1,2,0.000999,10.7975460122699,13.5384615384615,1,7.92792792792792,1,0,1
120,1154.44444444486,100,1,91,0,0,1,2,0.0010056,10.7317073170732,13.4351145038168,1,7.89237668161435,1,0,1
121,1167.64444444487,100,1,92,0,0,1,2,0,10.6666666666667,13.3333333333333,1,7.78761061946902,1,0,1
122,1187.68888888933,100,1,93,1,0,1,1,0.0020312,10.6024096385542,13.2330827067669,1,7.65217391304347,1,0,1
123,1204.48888888935,100,1,89,1,0,1,1,0.0009702,10.6698339494635,13.2974796235852,1,7.64747755176143,1,0,1
124,1207.73333333379,100,1,88,0,0,1,2,0,10.7386094853141,13.3636029150575,1,7.70977091253316,2,0,1
125,1224.53333333381,100,1,90,0,0,1,1,0.0010019,11.1678878903414,13.9598598629268,1,8.0107212715529,1,0,1
126,1237.77777777826,100,1,90,0,0,1,2,0,11.4185772731433,14.2523847715876,1,8.13573630711459,1,0,1
127,1247.82222222271,100,1,91,0,0,1,1,0.0010008,11.4191717135013,14.2325908313204,1,8.11610551538108,1,0,1
128,1254.57777777827,100,1,91,0,0,1,1,0.001003,11.3938342967245,14.1808153477219,1,8.11165980795613,1,0,1
129,1264.62222222273,100,1,91,0,0,1,1,0.0010015,11.4252873563218,14.2,1,8.11428571428571,1,0,1
130,1267.86666666717,100,1,92,0,0,1,1,0.0009734,11.3657142857143,14.1063829787234,1,8.08536585365853,1,0,1
131,1274.66666666718,100,1,92,1,0,1,2,0.002033,11.3162919121773,14.0258265953747,1,8.06343067426402,2,0,1
132,1287.91111111163,100,1,91,1,0,1,4,0.0020004,11.4000284366765,14.190245186912,1,8.11682024691366,1,0,1
133,1297.95555555609,100,1,93,0,0,1,2,0,11.6053994327226,14.4261562392871,1,8.24351785102118,1,0,1
134,1314.71111111166,100,1,94,0,0,1,1,0.0009698,11.8393170224623,14.6970832002981,1,8.35716495703225,1,0,1
135,1318.00000000055,100,1,94,0,0,1,1,0.0009994,11.8368784530387,14.6744863013699,1,8.36904296875004,1,0,1
136,1324.88888888944,100,1,95,0,0,1,2,0,11.8380347179826,14.6566144127404,1,8.38335532557526,1,0,1
137,1334.93333333389,100,1,96,0,0,1,2,0,11.879781420765,14.6891891891892,1,8.39382239382239,1,0,1
138,1338.04444444501,100,1,95,1,0,1,3,0.0039999,11.8191123398081,14.5954138961389,1,8.36429488663343,2,0,1
139,1344.97777777835,100,1,94,1,0,1,3,0.0020359,11.736598985298,14.5533827417696,1,8.3640130699825,2,0,1
140,1348.08888888946,100,1,94,0,0,1,1,0.0010019,11.6421971245403,14.4949209232688,1,8.35394297486101,1,0,1
141,1355.0222222228,100,1,94,0,0,1,3,0,11.7159593989346,14.5678705684121,1,8.41945371254238,2,0,1
142,1358.13333333391,100,1,94,0,0,1,2,0.0009707,11.6346916812101,14.524353667393,1,8.4175231481482,2,0,1
143,1385.06666666727,100,1,94,0,0,1,1,0.0010299,11.9577326608777,14.9859896334376,1,8.57933979014643,1,0,1
144,1395.11111111172,100,1,96,0,0,1,1,0,12.0367214617756,15.0653158940934,1,8.61669359256264,1,0,1
145,1405.15555555617,100,1,96,1,0,1,2,0.0010012,12.1021982058186,15.1277477572732,1,8.64442728987042,2,0,1
146,1418.17777777841,100,1,95,0,0,1,3,0.0020006,12.1012267343486,15.1843418259024,1,8.63746980676332,1,0,1
147,1425.20000000063,100,1,96,0,0,1,2,0.0009986,12.1053858219541,15.1700404604235,1,8.65294726623436,2,0,1
148,1438.22222222287,100,1,96,1,0,1,1,0.002,12.0910416666667,15.208857442348,1,8.63645833333334,1,0,1
149,1448.26666666732,100,1,96,0,0,1,6,0.001002,12.1333540630183,15.2425260416667,1,8.64824172576835,3,0,1
150,1465.24444444511,100,1,96,0,0,1,3,0.0009997,12.1481354771847,15.3926685549421,1,8.69550749945852,2,0,1
151,1488.31111111179,100,1,97,1,0,1,3,0.001996,12.1990144432458,15.512327008078,1,8.66550681140911,1,0,1
152,1495.28888888958,100,1,97,0,0,1,2,0,12.1556450915489,15.4369235211694,1,8.64679908574095,1,0,1
153,1498.35555555625,100,1,98,0,0,1,1,0.0019692,12.1173699586004,15.3683716548103,1,8.63155120338662,1,0,1
154,1505.33333333403,100,1,97,1,0,1,3,0.0025053,12.1056406351527,15.3338114711934,1,8.6350815452113,2,0,1
155,1508.4000000007,100,1,97,0,0,1,2,0.0010053,12.0098143759874,15.2654869477912,1,8.61928854875285,1,0,1
156,1515.37777777848,100,1,97,0,0,1,2,0.0019773,12.0001320942963,15.2337006226994,1,8.62382374234171,1,0,1
157,1538.44444444517,100,1,97,0,0,1,3,0.0009995,12.0798069719759,15.3154695537551,1,8.57666295010288,3,0,1
158,1555.42222222296,100,1,97,0,0,1,3,0,12.0074952667753,15.3468578557601,1,8.55979860601802,2,0,1
159,1565.46666666741,100,1,97,0,0,1,3,0.0009996,11.9497593335882,15.3238090277778,1,8.54113945810564,1,0,1
160,1568.48888888964,100,1,98,0,0,1,1,0,11.8995433789954,15.2397660818713,1,8.51633986928104,1,0,1
161,1575.51111111186,100,1,98,0,0,1,1,0,11.8624431818182,15.1728924418605,1,8.50077361563519,1,0,1
162,1595.55555555632,100,1,98,1,0,1,6,0.0020009,11.8723455393554,15.1664067294655,1,8.43661853439722,2,0,1
163,1598.5333333341,100,1,96,0,0,1,3,0,11.785811724935,15.1048046819569,1,8.42383338032211,1,0,1
164,1625.60000000079,100,1,98,0,0,1,3,0.0009959,11.9660281635803,15.3165160493828,1,8.45548993262456,2,0,1
165,1628.57777777857,100,1,97,0,0,1,2,0,11.8979719764012,15.2780776515152,1,8.45579140461221,1,0,1
166,1638.62222222302,100,1,97,1,0,1,3,0.0020056,11.9087893280579,15.2728541099951,1,8.44779742959105,2,0,1
167,1655.64444444526,100,1,98,0,0,1,4,0.0010007,11.9014540035851,15.3114211619157,1,8.43787296229408,3,0,1
168,1658.66666666749,100,1,98,0,0,1,1,0.0009986,11.773999772504,15.2601561297258,1,8.43076526920039,1,0,1
169,1675.68888888972,100,1,98,0,0,1,1,0.0009999,11.7381974248927,15.1944444444444,1,8.36391437308868,1,0,1
170,1678.71111111195,100,1,98,0,0,1,1,0,11.6880341880342,15.1104972375691,1,8.33841463414634,1,0,1
171,1685.73333333417,100,1,98,0,0,1,1,0,11.6382978723404,15.0274725274725,1,8.31306990881458,1,0,1
172,1688.7555555564,100,1,98,1,0,1,3,0.001998,11.5889830508475,14.9453551912568,1,8.28787878787878,2,0,1
173,1715.77777777864,98,1,97,1,0,1,1,0.0030025,11.5517553850244,14.941944465412,1,8.20691875115165,1,0,1
174,1718.80000000087,100,1,97,0,0,1,3,0.0005096,11.5089586077535,14.8683303094761,1,8.18643186682466,1,0,1
175,1738.84444444533,100,1,97,0,0,1,1,0,11.5155729166667,14.8588037634409,1,8.12863970588237,1,0,1
176,1768.8888888898,100,1,97,1,0,1,1,0.002,11.5269709543568,14.855614973262,1,8.02890173410404,1,0,1
177,1788.93333333426,100,1,97,0,0,1,2,0.0009991,11.5683505509642,14.8911746453901,1,7.9986880952381,1,0,1
178,1795.82222222315,98,1,96,0,0,1,3,0.0010001,11.6383142496063,14.963546892351,1,8.0572944804967,1,0,1
179,1798.97777777871,100,1,96,0,0,1,2,0.0009979,11.6347665406127,14.9414896626815,1,8.06500862474287,1,0,1
180,1819.02222222317,100,1,98,0,0,1,1,0.001,11.7591836734694,15.0837696335078,1,8.09269662921348,1,0,1
181,1835.86666666763,100,1,98,0,0,1,2,0,11.7113821138211,15.0052083333333,1,8.025069637883,1,0,1
182,1845.91111111208,100,1,98,0,0,1,3,0,11.663967611336,14.9274611398964,1,7.98060941828254,2,0,1
183,1849.06666666764,100,1,98,0,0,1,3,0.001,11.570281124498,14.8505154639175,1,7.9585635359116,2,0,1
184,1855.95555555653,100,1,98,1,0,1,1,0.0020014,11.4780876494024,14.774358974359,1,7.9366391184573,1,0,1
185,1859.11111111209,100,1,97,1,0,1,1,0.0010018,11.4365079365079,14.7040816326531,1,7.91758241758241,1,0,1
186,1866.00000000098,100,1,97,0,0,1,3,0.0010008,11.4247839506173,14.672438271605,1,7.91909682056487,1,0,1
187,1879.15555555655,100,1,96,0,0,1,1,0.001,11.4937933648051,14.7445632053561,1,7.93321607244701,1,0,1
188,1896.04444444545,100,1,97,0,0,1,1,0.0010027,11.684800154321,14.9729851223711,1,8.03133164245783,1,0,1
189,1899.20000000101,100,1,97,0,0,1,1,0,11.6613357204861,14.9265097222222,1,8.0250052270012,1,0,1
190,1919.24444444547,100,1,97,0,0,1,2,0.0010032,11.6614785992218,14.910447761194,1,7.97074468085106,2,0,1
191,1926.08888888992,100,1,97,1,0,1,3,0.0020003,11.5714285714286,14.8366336633663,1,7.94960212201591,2,0,1
192,1929.28888888992,100,1,96,1,0,1,3,0.001,11.4827586206897,14.7635467980296,1,7.92857142857143,2,0,1
193,1946.13333333438,100,1,96,0,0,1,3,0.0010027,11.477582382763,14.797079248366,1,7.92284558180228,2,0,1
194,1949.33333333438,100,1,96,0,0,1,2,0,11.4015136559516,14.7385420430593,1,7.90942701263655,1,0,1
195,1956.17777777883,100,1,95,0,0,1,1,0.0010029,11.4097981208809,14.7330402920113,1,7.9242984338233,1,0,1
196,1966.22222222329,100,1,95,1,0,1,4,0.0029881,11.4152907245573,14.7240706447188,1,7.91657824274493,2,0,1
197,1979.37777777885,100,1,95,0,0,1,1,0.0009967,11.3851456009913,14.7240584935898,1,7.89330970790379,1,0,1
198,1989.4222222233,100,1,95,1,0,1,5,0.0030047,11.3747410693873,14.6946415728927,1,7.87482074034506,2,0,1
199,1996.26666666775,100,1,95,0,0,1,3,0.0010059,11.3282015931373,14.6727182539683,1,7.88048806479115,2,0,1
200,1999.46666666776,100,1,95,0,0,1,2,0.0010028,11.2523331193115,14.6120344772102,1,7.86515121094734,2,0,1
201,2006.31111111221,100,1,95,0,0,1,3,0.0010008,11.2081993508454,14.591806702044,1,7.87140717769297,1,0,1
202,2019.51111111222,100,1,95,0,0,1,2,0,11.2462833712172,14.6254483278271,1,7.86671841875546,2,0,1
203,2056.40000000109,100,1,95,0,0,1,1,0.0010008,11.2222222222222,14.6308411214953,1,7.76923076923077,1,0,1
204,2066.48888888994,100,1,95,0,0,1,3,0.0009965,11.2234134700175,14.616538472581,1,7.75939696692571,2,0,1
205,2076.57777777878,100,1,96,1,0,1,5,0.0009998,11.1808510638298,14.5972222222222,1,7.74692874692875,3,0,1
206,2079.68888888988,100,1,95,0,0,1,1,0.0010013,11.0710074859215,14.5402632879614,1,7.73342434678341,1,0,1
207,2099.82222222313,100,1,95,1,0,1,1,0.0020388,11.0845869080765,14.5421644757334,1,7.69464042648027,1,0,1
208,2106.75555555643,100,1,95,0,0,1,3,0.0009992,11.0635281434163,14.4987788911437,1,7.68821447254352,2,0,1
209,2109.91111111197,100,1,95,0,0,1,2,0,10.9896193771626,14.4363636363636,1,7.67149758454106,1,0,1
210,2120.00000000082,100,1,94,0,0,1,2,0.0010076,11.0033047174328,14.43872564731,1,7.67057300013343,1,0,1
211,2140.13333333406,100,1,95,0,0,1,1,0,11.083608578868,14.5285139479756,1,7.67935737250137,1,0,1
212,2150.22222222291,100,1,95,1,0,1,1,0.0029676,11.0954480593606,14.5285687593421,1,7.67741903633483,1,0,1
213,2160.31111111175,100,1,95,0,0,1,2,0.0009973,11.1003302495469,14.5196284067734,1,7.67074708282368,2,0,1
214,2170.4000000006,100,1,95,0,0,1,1,0,11.0946893684438,14.546370505293,1,7.68294216828854,1,0,1
215,2177.11111111168,100,1,96,1,0,1,4,0.0020003,11.0828669294293,14.5156133235004,1,7.68273679417116,2,0,1
216,2187.20000000053,100,1,96,0,0,1,4,0.0010014,11.0503355704698,14.5066079295154,1,7.67599067599067,3,0,1
217,2190.53333333385,100,1,95,1,0,1,1,0.0010016,10.9438456303064,14.447796204922,1,7.66069194121446,1,0,1
218,2210.66666666709,99,1,91,0,0,1,2,0.0009659,11.0030853083353,14.5106190529138,1,7.65652479980937,1,0,1
219,2217.37777777817,99,1,91,0,0,1,2,0.0009708,11.0913569169414,14.6116571557967,1,7.72570378352469,1,0,1
220,2220.75555555594,99,1,91,0,0,1,1,0.0019758,11.0978974526883,14.6050252191223,1,7.7379835449937,1,0,1
221,2240.88888888918,99,1,90,1,0,1,4,0.0019741,11.3161604785289,14.8768489049625,1,7.84415669534388,2,0,1
222,2247.55555555582,98,1,91,0,0,1,1,0.0010002,11.3012208071942,14.8904497330842,1,7.8672897682735,1,0,1
223,2250.97777777803,99,1,91,0,0,1,1,0,11.3000053736772,14.8735113465494,1,7.87421188934969,1,0,1
224,2261.06666666687,99,1,91,0,0,1,2,0.00103,11.2919957099764,14.8477730824796,1,7.8586186359971,1,0,1
225,2301.28888888892,100,1,91,1,0,1,2,0.0019969,11.6807287933089,15.3433301946007,1,8.01111930514549,1,0,1
226,2317.91111111107,100,1,91,0,0,1,1,0.0009995,11.93450178139,15.6608863038493,1,8.15742869013688,1,0,1
227,2321.42222222217,100,1,92,0,0,1,3,0.0009973,11.9359926994301,15.6471837068159,1,8.1667318469785,1,0,1
228,2327.99999999992,100,1,91,0,0,1,2,0,11.9684161514414,15.6741182234359,1,8.19718655448834,1,0,1
229,2331.51111111101,100,1,92,0,0,1,1,0.0010005,11.9591747782614,15.6465870015587,1,8.19908489164649,1,0,1
230,2351.64444444426,100,1,92,0,0,1,1,0.0010012,12.1187593939837,15.8398722369496,1,8.26279049589796,1,0,1
231,2361.73333333311,100,1,95,1,0,1,3,0.0019999,12.1571558544303,15.8746332644628,1,8.27944234913791,2,0,1
232,2368.22222222197,100,1,92,1,0,1,2,0.0020001,12.1688097993825,15.9246152930191,1,8.32189573377127,1,0,1
233,2371.82222222195,98,1,93,0,0,1,1,0,12.1738888888887,15.9158629326046,1,8.33362780162127,1,0,1
234,2378.31111111081,100,1,93,0,0,1,3,0.0009998,12.2007853491511,15.9357196397075,1,8.36028118143114,2,0,1
