#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
4799.73;215;789;3;6;0/3678.48,1/4084.26,2/3698.28;0/135.38,1/192.86,2/158.87,3/228.39,4/129.28,5/143.53;0/4799.73,1/4799.73,2/4799.73;0/4799.73,1/4799.73,2/4799.73,3/4799.73,4/4799.73,5/4799.73;0/27,1/25,2/29;0/22,1/10,2/13,3/13,4/12,5/16;0/27,1/25,2/29;0/32,1/28,2/27,3/27,4/32,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/85;0/131,1/134,2/126,3/143,4/125,5/130;0/113,1/72,2/111;0/471,1/465,2/468,3/461,4/471,5/470
4859.97;218;799;3;6;0/3728.56,1/4131.15,2/3755.31;0/135.98,1/193.43,2/159.64,3/229.28,4/129.83,5/144.76;0/4859.97,1/4859.97,2/4859.97;0/4859.97,1/4859.97,2/4859.97,3/4859.97,4/4859.97,5/4859.97;0/21,1/20,2/25;0/22,1/13,2/12,3/15,4/14,5/18;0/26,1/24,2/28;0/30,1/30,2/24,3/29,4/33,5/36;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/84,1/48,2/86;0/132,1/136,2/127,3/145,4/127,5/132;0/115,1/74,2/112;0/477,1/471,2/474,3/467,4/477,5/476
4919.97;224;810;3;6;0/3739.23,1/4145.34,2/3774.44;0/136.42,1/194.33,2/160.44,3/230,4/130.26,5/145.61;0/4919.97,1/4919.97,2/4919.97;0/4919.97,1/4919.97,2/4919.97,3/4919.97,4/4919.97,5/4919.97;0/20,1/18,2/24;0/25,1/11,2/13,3/15,4/16,5/20;0/24,1/22,2/27;0/31,1/26,2/25,3/25,4/32,5/42;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/86,1/50,2/88;0/134,1/138,2/129,3/147,4/128,5/134;0/120,1/78,2/116;0/483,1/477,2/480,3/473,4/483,5/482
4979.93;230;822;3;6;0/3750.36,1/4183.96,2/3788.73;0/138.89,1/194.98,2/168.18,3/230.66,4/130.84,5/146.06;0/4979.93,1/4979.93,2/4979.93;0/4979.93,1/4979.93,2/4979.93,3/4979.93,4/4979.93,5/4979.93;0/17,1/17,2/21;0/25,1/14,2/19,3/16,4/17,5/18;0/22,1/20,2/23;0/31,1/28,2/32,3/25,4/32,5/36;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/88,1/52,2/90;0/138,1/139,2/132,3/148,4/130,5/135;0/124,1/81,2/121;0/488,1/483,2/485,3/479,4/489,5/488
5040;235;830;3;6;0/3776.69,1/4205.63,2/3824.4;0/139.38,1/197.83,2/169.18,3/231.71,4/131.33,5/146.5;0/5040,1/5040,2/5040;0/5040,1/5040,2/5040,3/5040,4/5040,5/5040;0/15,1/12,2/16;0/24,1/13,2/16,3/13,4/18,5/18;0/18,1/17,2/21;0/30,1/25,2/32,3/25,4/32,5/33;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/91,1/53,2/91;0/139,1/140,2/133,3/150,4/132,5/136;0/128,1/84,2/123;0/494,1/489,2/491,3/485,4/495,5/494
5099.91;242;840;3;6;0/3810.31,1/4241.14,2/3839.72;0/145.01,1/198.79,2/169.7,3/232.48,4/131.73,5/147.37;0/5099.91,1/5099.91,2/5099.91;0/5099.91,1/5099.91,2/5099.91,3/5099.91,4/5099.91,5/5099.91;0/13,1/11,2/14;0/25,1/15,2/16,3/15,4/20,5/22;0/17,1/14,2/18;0/34,1/28,2/28,3/27,4/33,5/39;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/93,1/56,2/93;0/141,1/142,2/134,3/152,4/133,5/138;0/130,1/87,2/127;0/500,1/495,2/497,3/491,4/501,5/500
5159.94;252;847;3;6;0/3840.5,1/4265.72,2/3861.13;0/145.52,1/199.1,2/170.15,3/232.84,4/132.09,5/148.07;0/5159.94,1/5159.94,2/5159.94;0/5159.94,1/5159.94,2/5159.94,3/5159.94,4/5159.94,5/5159.94;0/11,1/8,2/10;0/25,1/15,2/17,3/15,4/20,5/20;0/15,1/11,2/14;0/35,1/24,2/26,3/26,4/27,5/33;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/96,1/59,2/97;0/144,1/143,2/135,3/153,4/133,5/139;0/133,1/90,2/131;0/506,1/501,2/503,3/497,4/507,5/506
5219.97;261;858;3;6;0/3870.52,1/4298.26,2/3890.47;0/146.1,1/199.6,2/170.64,3/233.51,4/132.56,5/148.72;0/5219.97,1/5219.97,2/5219.97;0/5219.97,1/5219.97,2/5219.97,3/5219.97,4/5219.97,5/5219.97;0/8,1/5,2/8;0/24,1/14,2/18,3/16,4/25,5/20;0/13,1/8,2/12;0/35,1/21,2/27,3/29,4/28,5/37;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/99,1/62,2/100;0/145,1/145,2/137,3/155,4/135,5/141;0/136,1/93,2/134;0/512,1/507,2/509,3/503,4/513,5/512
5279.98;270;869;3;6;0/3900.64,1/4326.98,2/3920.71;0/146.41,1/200.1,2/171.78,3/233.87,4/135.24,5/149.16;0/5279.98,1/5279.98,2/5279.98;0/5279.98,1/5279.98,2/5279.98,3/5279.98,4/5279.98,5/5279.98;0/7,1/2,2/6;0/24,1/14,2/15,3/16,4/21,5/25;0/11,1/5,2/9;0/33,1/24,2/23,3/26,4/31,5/38;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/102,1/65,2/103;0/147,1/148,2/139,3/156,4/137,5/142;0/139,1/96,2/137;0/518,1/512,2/515,3/509,4/518,5/518
5339.96;279;877;3;6;0/3920.75,1/4359.94,2/3952.15;0/146.91,1/200.53,2/173.18,3/234.61,4/139.22,5/149.88;0/5339.96,1/5339.96,2/5339.96;0/5339.96,1/5339.96,2/5339.96,3/5339.96,4/5339.96,5/5339.96;0/4,1/0,2/2;0/19,1/17,2/14,3/16,4/20,5/22;0/7,1/2,2/6;0/30,1/26,2/25,3/28,4/28,5/35;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/105,1/68,2/106;0/148,1/149,2/141,3/158,4/138,5/143;0/143,1/99,2/140;0/524,1/518,2/521,3/515,4/524,5/524
5399.91;286;891;3;6;0/3961.03,1/4396.48,2/3984.81;0/147.72,1/201.1,2/173.82,3/235.36,4/140.19,5/151.7;0/5399.91,1/5399.91,2/5399.91;0/5399.91,1/5399.91,2/5399.91,3/5399.91,4/5399.91,5/5399.91;0/1,1/0,2/0;0/17,1/16,2/17,3/19,4/21,5/24;0/5,1/0,2/3;0/37,1/29,2/30,3/30,4/28,5/36;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/107,1/70,2/109;0/151,1/151,2/143,3/160,4/141,5/145;0/145,1/101,2/143;0/530,1/524,2/527,3/521,4/530,5/530
5459.82;291;899;3;6;0/3991,1/4456.39,2/4021.08;0/148.34,1/201.41,2/174.56,3/235.81,4/140.61,5/152.1;0/5459.82,1/5459.82,2/5459.82;0/5459.82,1/5459.82,2/5459.82,3/5459.82,4/5459.82,5/5459.82;0/1,1/0,2/0;0/18,1/18,2/17,3/17,4/21,5/23;0/2,1/0,2/1;0/33,1/26,2/28,3/26,4/25,5/32;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/110,1/70,2/111;0/151,1/152,2/145,3/162,4/143,5/146;0/148,1/101,2/145;0/536,1/530,2/533,3/527,4/536,5/536
5519.99;293;913;3;6;0/4041.3,1/4516.56,2/4071.43;0/148.75,1/201.95,2/175.56,3/236.35,4/156.92,5/153.63;0/5519.99,1/5519.99,2/5519.99;0/5519.99,1/5519.99,2/5519.99,3/5519.99,4/5519.99,5/5519.99;0/0,1/0,2/0;0/19,1/17,2/16,3/17,4/24,5/21;0/1,1/0,2/0;0/29,1/24,2/24,3/24,4/29,5/31;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/111,1/70,2/112;0/152,1/155,2/146,3/164,4/147,5/149;0/149,1/101,2/146;0/542,1/536,2/539,3/533,4/540,5/541
5579.86;294;932;3;6;0/4091.2,1/4576.43,2/4131.29;0/149.16,1/228.8,2/181.81,3/236.76,4/185.83,5/154.05;0/5579.86,1/5579.86,2/5579.86;0/5579.86,1/5579.86,2/5579.86,3/5579.86,4/5579.86,5/5579.86;0/0,1/0,2/0;0/17,1/21,2/16,3/17,4/23,5/16;0/0,1/0,2/0;0/29,1/32,2/27,3/25,4/28,5/35;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/112,1/70,2/112;0/154,1/158,2/150,3/167,4/150,5/153;0/150,1/101,2/146;0/548,1/540,2/545,3/539,4/544,5/547
5639.99;294;943;3;6;0/4151.33,1/4636.56,2/4191.42;0/150.06,1/229.42,2/186.37,3/243.76,4/197.18,5/155.44;0/5639.99,1/5639.99,2/5639.99;0/5639.99,1/5639.99,2/5639.99,3/5639.99,4/5639.99,5/5639.99;0/0,1/0,2/0;0/18,1/20,2/16,3/16,4/15,5/15;0/0,1/0,2/0;0/39,1/34,2/26,3/30,4/27,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/112,1/70,2/112;0/156,1/159,2/151,3/170,4/153,5/154;0/150,1/101,2/146;0/554,1/546,2/550,3/544,4/548,5/553
5699.98;294;959;3;6;0/4211.33,1/4696.55,2/4251.42;0/150.7,1/230.46,2/192.94,3/244.2,4/221.82,5/155.94;0/5699.98,1/5699.98,2/5699.98;0/5699.98,1/5699.98,2/5699.98,3/5699.98,4/5699.98,5/5699.98;0/0,1/0,2/0;0/20,1/20,2/18,3/14,4/12,5/16;0/1,1/0,2/1;0/39,1/28,2/33,3/27,4/25,5/33;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/112,1/70,2/112;0/158,1/160,2/157,3/172,4/157,5/155;0/150,1/101,2/146;0/560,1/552,2/556,3/550,4/552,5/559
5759.82;296;967;3;6;0/4261.22,1/4756.39,2/4301.36;0/151,1/230.92,2/193.92,3/244.6,4/222.4,5/156.43;0/5759.82,1/5759.82,2/5759.82;0/5759.82,1/5759.82,2/5759.82,3/5759.82,4/5759.82,5/5759.82;0/0,1/0,2/0;0/18,1/22,2/15,3/13,4/12,5/18;0/1,1/0,2/0;0/33,1/32,2/30,3/25,4/26,5/33;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/113,1/70,2/113;0/159,1/164,2/157,3/173,4/158,5/156;0/151,1/101,2/147;0/566,1/558,2/562,3/556,4/558,5/565
5819.98;296;982;3;6;0/4321.39,1/4816.55,2/4361.52;0/151.87,1/234.91,2/194.5,3/245.42,4/223.39,5/159.85;0/5819.98,1/5819.98,2/5819.98;0/5819.98,1/5819.98,2/5819.98,3/5819.98,4/5819.98,5/5819.98;0/0,1/0,2/0;0/19,1/20,2/13,3/15,4/15,5/17;0/1,1/0,2/0;0/38,1/32,2/27,3/26,4/38,5/34;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/113,1/70,2/113;0/160,1/167,2/158,3/176,4/162,5/159;0/151,1/101,2/147;0/572,1/563,2/568,3/562,4/564,5/571
5879.93;297;989;3;6;0/4371.4,1/4876.5,2/4421.46;0/152.62,1/235.24,2/214.72,3/246.55,4/224.35,5/160.66;0/5879.93,1/5879.93,2/5879.93;0/5879.93,1/5879.93,2/5879.93,3/5879.93,4/5879.93,5/5879.93;0/0,1/0,2/0;0/20,1/15,2/12,3/15,4/12,5/14;0/0,1/0,2/0;0/36,1/29,2/27,3/30,4/32,5/30;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/114,1/70,2/113;0/162,1/168,2/159,3/177,4/164,5/159;0/152,1/101,2/147;0/578,1/569,2/571,3/568,4/570,5/577
5939.98;297;999;3;6;0/4431.45,1/4936.55,2/4481.52;0/153.14,1/235.64,2/224.75,3/249.8,4/225.34,5/161.14;0/5939.98,1/5939.98,2/5939.98;0/5939.98,1/5939.98,2/5939.98,3/5939.98,4/5939.98,5/5939.98;0/0,1/0,2/0;0/18,1/13,2/14,3/17,4/11,5/12;0/0,1/0,2/1;0/34,1/26,2/29,3/31,4/32,5/24;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/114,1/70,2/113;0/164,1/169,2/161,3/180,4/165,5/160;0/152,1/101,2/147;0/584,1/575,2/577,3/574,4/576,5/583
5999.78;298;1008;3;6;0/4491.25,1/4996.35,2/4531.49;0/154.07,1/236.35,2/225.07,3/250.52,4/225.99,5/162.56;0/5999.78,1/5999.78,2/5999.78;0/5999.78,1/5999.78,2/5999.78,3/5999.78,4/5999.78,5/5999.78;0/17,1/9,2/22;0/18,1/15,2/13,3/16,4/11,5/15;0/17,1/9,2/25;0/28,1/28,2/26,3/29,4/26,5/33;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/114,1/70,2/114;0/165,1/171,2/164,3/180,4/165,5/163;0/152,1/101,2/148;0/590,1/581,2/583,3/580,4/582,5/589
6059.98;300;1022;3;6;0/4551.45,1/5047.19,2/4573.78;0/155,1/237.44,2/227.96,3/251.49,4/226.37,5/163.27;0/6059.98,1/6059.98,2/6059.98;0/6059.98,1/6059.98,2/6059.98,3/6059.98,4/6059.98,5/6059.98;0/13,1/6,2/22;0/21,1/13,2/13,3/16,4/13,5/13;0/17,1/8,2/23;0/36,1/30,2/27,3/29,4/24,5/35;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/114,1/71,2/115;0/169,1/173,2/166,3/182,4/166,5/166;0/152,1/102,2/150;0/596,1/587,2/588,3/586,4/588,5/595
6119.91;305;1029;3;6;0/4577.3,1/5086.68,2/4622.11;0/155.79,1/238.15,2/233.34,3/252.16,4/227.08,5/163.81;0/6119.91,1/6119.91,2/6119.91;0/6119.91,1/6119.91,2/6119.91,3/6119.91,4/6119.91,5/6119.91;0/11,1/4,2/19;0/21,1/14,2/14,3/18,4/14,5/15;0/13,1/6,2/22;0/35,1/31,2/30,3/27,4/24,5/38;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/117,1/72,2/116;0/169,1/174,2/167,3/183,4/169,5/167;0/156,1/104,2/151;0/602,1/593,2/594,3/592,4/594,5/601
6179.99;311;1040;3;6;0/4615.58,1/5127.01,2/4652.39;0/156.55,1/239.33,2/234,3/252.77,4/227.58,5/164.67;0/6179.99,1/6179.99,2/6179.99;0/6179.99,1/6179.99,2/6179.99,3/6179.99,4/6179.99,5/6179.99;0/9,1/2,2/17;0/19,1/13,2/14,3/18,4/18,5/15;0/12,1/4,2/19;0/31,1/29,2/27,3/29,4/33,5/32;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/119,1/74,2/118;0/170,1/176,2/168,3/187,4/171,5/168;0/158,1/106,2/154;0/608,1/599,2/600,3/598,4/600,5/607
6239.96;319;1051;3;6;0/4641.82,1/5167.02,2/4684.75;0/161.04,1/239.95,2/234.85,3/253.85,4/228.04,5/165.27;0/6239.96,1/6239.96,2/6239.96;0/6239.96,1/6239.96,2/6239.96,3/6239.96,4/6239.96,5/6239.96;0/6,1/0,2/13;0/19,1/11,2/16,3/18,4/17,5/17;0/9,1/2,2/16;0/30,1/27,2/25,3/28,4/31,5/34;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/122,1/76,2/121;0/173,1/177,2/170,3/187,4/173,5/171;0/161,1/108,2/157;0/613,1/605,2/606,3/604,4/606,5/613
6299.99;327;1060;3;6;0/4672.01,1/5207.12,2/4722.09;0/161.35,1/240.91,2/235.71,3/256,4/228.55,5/166;0/6299.99,1/6299.99,2/6299.99;0/6299.99,1/6299.99,2/6299.99,3/6299.99,4/6299.99,5/6299.99;0/3,1/0,2/11;0/18,1/15,2/17,3/18,4/13,5/15;0/6,1/0,2/13;0/24,1/31,2/27,3/31,4/28,5/30;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/125,1/78,2/124;0/174,1/179,2/171,3/190,4/174,5/172;0/164,1/110,2/160;0/619,1/611,2/612,3/610,4/612,5/619
6359.88;333;1069;3;6;0/4702.03,1/5267.01,2/4747.8;0/161.83,1/241.53,2/236.54,3/256.71,4/229.41,5/166.52;0/6359.88,1/6359.88,2/6359.88;0/6359.88,1/6359.88,2/6359.88,3/6359.88,4/6359.88,5/6359.88;0/0,1/0,2/6;0/20,1/17,2/18,3/18,4/14,5/14;0/4,1/0,2/10;0/26,1/33,2/32,3/29,4/33,5/28;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/128,1/78,2/127;0/176,1/180,2/174,3/191,4/175,5/173;0/167,1/110,2/163;0/625,1/617,2/618,3/616,4/618,5/625
6419.8;340;1078;3;6;0/4732.25,1/5326.93,2/4771.77;0/162.65,1/242.01,2/236.99,3/257.33,4/229.96,5/167.19;0/6419.8,1/6419.8,2/6419.8;0/6419.8,1/6419.8,2/6419.8,3/6419.8,4/6419.8,5/6419.8;0/0,1/0,2/3;0/22,1/18,2/16,3/21,4/13,5/14;0/1,1/0,2/7;0/27,1/32,2/29,3/28,4/27,5/25;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/131,1/78,2/131;0/177,1/182,2/175,3/193,4/177,5/174;0/170,1/110,2/167;0/631,1/623,2/624,3/622,4/624,5/631
6479.97;344;1086;3;6;0/4782.48,1/5387.09,2/4794.85;0/163.39,1/242.75,2/237.51,3/258.01,4/230.46,5/168.11;0/6479.97,1/6479.97,2/6479.97;0/6479.97,1/6479.97,2/6479.97,3/6479.97,4/6479.97,5/6479.97;0/0,1/0,2/0;0/17,1/20,2/15,3/19,4/13,5/13;0/0,1/0,2/4;0/30,1/35,2/33,3/25,4/24,5/28;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/132,1/78,2/134;0/179,1/183,2/177,3/194,4/178,5/175;0/171,1/110,2/170;0/637,1/629,2/630,3/628,4/630,5/637
6539.99;348;1097;3;6;0/4842.5,1/5447.11,2/4821.54;0/163.81,1/243.12,2/237.93,3/264.12,4/231.06,5/169.04;0/6539.99,1/6539.99,2/6539.99;0/6539.99,1/6539.99,2/6539.99,3/6539.99,4/6539.99,5/6539.99;0/1,1/0,2/0;0/14,1/20,2/15,3/21,4/13,5/14;0/1,1/0,2/0;0/30,1/34,2/34,3/33,4/24,5/32;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/132,1/78,2/138;0/181,1/184,2/179,3/196,4/179,5/178;0/171,1/110,2/174;0/643,1/635,2/636,3/633,4/636,5/643
6599.91;348;1107;3;6;0/4902.42,1/5507.03,2/4874.4;0/164.55,1/243.91,2/238.24,3/264.93,4/231.92,5/171.69;0/6599.91,1/6599.91,2/6599.91;0/6599.91,1/6599.91,2/6599.91,3/6599.91,4/6599.91,5/6599.91;0/0,1/0,2/0;0/15,1/22,2/15,3/21,4/16,5/14;0/1,1/0,2/1;0/28,1/34,2/32,3/27,4/24,5/32;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/132,1/78,2/138;0/182,1/186,2/181,3/198,4/180,5/180;0/171,1/110,2/174;0/649,1/641,2/642,3/639,4/642,5/648
6659.99;349;1118;3;6;0/4952.54,1/5567.12,2/4934.49;0/165.39,1/244.73,2/238.65,3/265.86,4/232.59,5/173.68;0/6659.99,1/6659.99,2/6659.99;0/6659.99,1/6659.99,2/6659.99,3/6659.99,4/6659.99,5/6659.99;0/0,1/0,2/0;0/15,1/22,2/12,3/21,4/18,5/13;0/2,1/0,2/1;0/28,1/31,2/32,3/31,4/30,5/26;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/133,1/78,2/138;0/183,1/187,2/182,3/200,4/185,5/181;0/172,1/110,2/174;0/655,1/647,2/648,3/645,4/648,5/654
6719.86;352;1125;3;6;0/4992.71,1/5626.98,2/4984.51;0/166.34,1/245.3,2/239.57,3/267.03,4/233.58,5/174.32;0/6719.86,1/6719.86,2/6719.86;0/6719.86,1/6719.86,2/6719.86,3/6719.86,4/6719.86,5/6719.86;0/0,1/0,2/0;0/14,1/21,2/15,3/19,4/17,5/12;0/0,1/0,2/0;0/26,1/28,2/39,3/29,4/26,5/28;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/135,1/78,2/139;0/184,1/187,2/185,3/202,4/185,5/182;0/174,1/110,2/175;0/661,1/653,2/654,3/651,4/654,5/660
6779.98;352;1136;3;6;0/5052.84,1/5687.11,2/5044.63;0/167.12,1/245.8,2/240.04,3/267.75,4/234.41,5/174.97;0/6779.98,1/6779.98,2/6779.98;0/6779.98,1/6779.98,2/6779.98,3/6779.98,4/6779.98,5/6779.98;0/1,1/0,2/0;0/10,1/19,2/12,3/15,4/15,5/10;0/1,1/0,2/0;0/22,1/28,2/36,3/35,4/23,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/135,1/78,2/139;0/186,1/190,2/185,3/204,4/187,5/184;0/174,1/110,2/175;0/667,1/659,2/660,3/657,4/660,5/666
6839.99;353;1148;3;6;0/5102.95,1/5747.11,2/5104.64;0/167.88,1/246.47,2/240.64,3/268.07,4/235.3,5/175.51;0/6839.99,1/6839.99,2/6839.99;0/6839.99,1/6839.99,2/6839.99,3/6839.99,4/6839.99,5/6839.99;0/0,1/0,2/0;0/12,1/23,2/12,3/16,4/16,5/12;0/0,1/0,2/0;0/25,1/30,2/39,3/32,4/29,5/27;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/136,1/78,2/139;0/188,1/194,2/187,3/205,4/190,5/184;0/175,1/110,2/175;0/673,1/665,2/666,3/663,4/666,5/672
6899.91;353;1164;3;6;0/5162.87,1/5807.03,2/5164.56;0/177.71,1/256.53,2/241.09,3/268.95,4/236.2,5/176.49;0/6899.91,1/6899.91,2/6899.91;0/6899.91,1/6899.91,2/6899.91,3/6899.91,4/6899.91,5/6899.91;0/1,1/0,2/0;0/10,1/22,2/12,3/15,4/15,5/11;0/2,1/0,2/0;0/29,1/30,2/33,3/33,4/29,5/26;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/136,1/78,2/139;0/190,1/196,2/188,3/210,4/193,5/187;0/175,1/110,2/175;0/678,1/670,2/672,3/669,4/672,5/678
6959.89;354;1173;3;6;0/5212.89,1/5867.01,2/5224.54;0/178.76,1/257.14,2/241.52,3/269.43,4/236.53,5/177.15;0/6959.89,1/6959.89,2/6959.89;0/6959.89,1/6959.89,2/6959.89,3/6959.89,4/6959.89,5/6959.89;0/0,1/0,2/1;0/13,1/23,2/19,3/17,4/15,5/14;0/1,1/0,2/1;0/34,1/26,2/38,3/35,4/27,5/26;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/137,1/78,2/139;0/192,1/199,2/189,3/210,4/194,5/189;0/176,1/110,2/175;0/684,1/676,2/678,3/675,4/678,5/684
7019.97;355;1184;3;6;0/5262.97,1/5927.09,2/5284.61;0/179.49,1/257.55,2/247.07,3/269.79,4/236.89,5/183.22;0/7019.97,1/7019.97,2/7019.97;0/7019.97,1/7019.97,2/7019.97,3/7019.97,4/7019.97,5/7019.97;0/0,1/0,2/0;0/13,1/21,2/17,3/16,4/14,5/14;0/0,1/0,2/1;0/31,1/34,2/36,3/29,4/24,5/30;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/138,1/78,2/139;0/193,1/202,2/191,3/210,4/196,5/192;0/177,1/110,2/175;0/690,1/682,2/683,3/681,4/684,5/690
7079.99;356;1192;3;6;0/5322.99,1/5987.11,2/5334.67;0/180.15,1/258.42,2/247.62,3/270.66,4/237.47,5/185.65;0/7079.99,1/7079.99,2/7079.99;0/7079.99,1/7079.99,2/7079.99,3/7079.99,4/7079.99,5/7079.99;0/0,1/0,2/0;0/12,1/15,2/17,3/20,4/14,5/12;0/0,1/0,2/0;0/25,1/31,2/37,3/31,4/27,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/138,1/78,2/140;0/194,1/203,2/192,3/212,4/198,5/193;0/177,1/110,2/176;0/696,1/688,2/689,3/687,4/689,5/696
7139.95;356;1202;3;6;0/5382.96,1/6047.08,2/5394.64;0/180.81,1/258.78,2/248.32,3/271.35,4/238.23,5/185.98;0/7139.95,1/7139.95,2/7139.95;0/7139.95,1/7139.95,2/7139.95,3/7139.95,4/7139.95,5/7139.95;0/0,1/0,2/0;0/12,1/16,2/18,3/19,4/18,5/13;0/0,1/0,2/0;0/25,1/34,2/37,3/28,4/33,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/138,1/78,2/140;0/195,1/205,2/193,3/214,4/200,5/195;0/177,1/110,2/176;0/702,1/694,2/695,3/693,4/695,5/701
7199.99;356;1215;3;6;0/5442.99,1/6107.11,2/5454.68;0/184.4,1/259.35,2/248.93,3/272.97,4/242.47,5/186.72;0/7199.99,1/7199.99,2/7199.99;0/7199.99,1/7199.99,2/7199.99,3/7199.99,4/7199.99,5/7199.99;0/23,1/29,2/28;0/12,1/16,2/18,3/20,4/19,5/16;0/27,1/29,2/28;0/28,1/35,2/31,3/35,4/33,5/32;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/138,1/78,2/140;0/197,1/207,2/194,3/217,4/203,5/197;0/177,1/110,2/176;0/708,1/700,2/701,3/699,4/701,5/707
