decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits,splitsDeferred,splitsCommitted
869,7183.64444445498,1,80,1,92,3,4,16.7071246053193,26.4437270243134,0.0809447082767978,0.0167071246053193,41,2,28,1,3,2,-118.746510677264,0.0700381,0,11.2005688097372,2,0,23,0,0
870,7193.64444445504,1,75,1,92,3,4,16.6915206295588,26.4305401043262,0.0808888888888889,0.0166915206295588,43,2,31,1,4,2,-88.4715814728965,0.067401,0,11.2056599601383,1,1,11,0,0
871,7223.68888889966,1,77,1,91,3,3,16.7225102666101,26.4635104714177,0.0808264323136725,0.0167225102666101,38,1,28,1,3,1,-110.356593956491,0.0790552,0,11.1833245088418,1,0,21,0,0
872,7233.68888889972,1,75,1,91,4,3,16.7248511807164,26.4511649645597,0.0807390534042015,0.0167248511807164,41,1,30,1,3,2,-105.376677994877,0.078574,0,11.1887506156709,2,0,18,0,0
873,7243.73333334422,1,77,2,92,5,3,16.7165748857361,26.406149491097,0.0806417652756138,0.0167165748857361,47,2,33,2,3,4,-210.338691287142,0.117253,0,11.1909151287948,4,0,32,0,0
874,7253.77777778873,1,74,1,92,3,5,16.7262953748575,26.4056105671931,0.0805665293771539,0.0167262953748575,40,1,28,1,3,1,-113.539685753268,0.0615432,0,11.185710031936,1,0,17,0,0
875,7263.77777778878,1,76,1,92,2,5,16.7083151814471,26.4160924145301,0.0804732734748678,0.0167083151814471,42,3,29,1,5,3,-94.8114405179068,0.0915815,0,11.2007164922123,1,2,14,0,0
876,7273.82222223329,1,71,1,90,3,3,16.7023554289349,26.4181046653742,0.0804573630423857,0.0167023554289349,38,2,28,1,3,3,-102.750046935012,0.066995,0,11.1965928360173,1,2,15,0,0
877,7303.82222223347,1,78,1,90,4,2,16.777155749768,26.5752336590942,0.0804131471104792,0.016777155749768,31,3,23,1,2,6,-132.189845383405,0.0612779,0,11.2426626866976,5,1,26,0,0
878,7303.86666667791,1,72,1,89,4,1,16.7427167710277,26.5320251110911,0.0804343286698685,0.0167427167710277,29,2,23,1,1,2,-111.390301295048,0.0685827,0,11.2349402884207,1,1,20,0,0
879,7313.91111112241,1,71,1,89,5,0,16.7377339571134,26.5082160556561,0.0804204554934512,0.0167377339571134,27,1,22,1,0,4,-123.247545284358,0.0029701,0,11.2276534946477,4,0,33,0,0
880,7323.95555556692,1,71,1,89,5,0,16.7344060185186,26.4870874481423,0.0803716511812008,0.0167344060185186,26,1,21,1,0,2,-119.619512824751,0.0039702,0,11.2214895928856,2,0,29,0,0
881,7344.00000001148,1,76,1,90,3,1,16.7820622327845,26.5466657037239,0.0803262995796396,0.0167820622327845,32,1,26,1,1,2,-147.11935779493,0.0636198,0,11.234082811521,2,0,26,0,0
882,7354.04444445599,1,76,1,91,3,2,16.7842436692066,26.5343140207361,0.0802610249802569,0.0167842436692066,37,1,30,1,2,1,-130.033803924738,0.046513,0,11.2316479895992,1,0,24,0,0
883,7363.86666667827,1,79,1,91,5,2,16.7418367346939,26.5056542810986,0.0801792828685259,0.0167418367346939,34,3,25,1,2,6,-130.857053344037,0.0545766,0,11.2299794661191,4,2,28,0,0
884,7374.08888890055,1,76,1,88,3,1,16.7429875976896,26.5345247711365,0.0801906340654787,0.0167429875976896,30,1,24,1,1,1,-123.446423475201,0.0715074,0,11.2191740664846,1,0,23,0,1
885,7384.13333334505,1,75,1,88,3,1,16.7451332275717,26.5221303701216,0.0801324503311258,0.0167451332275717,29,1,23,1,1,1,-120.001934394428,0.0670189,0,11.2167263502561,1,0,22,0,0
886,7394.17777778956,1,75,1,88,3,1,16.7294800536592,26.481608522942,0.080077721278267,0.0167294800536592,28,1,22,1,1,1,-116.301720929561,0.07958,0,11.2023698179475,1,0,21,0,0
887,7404.22222223406,1,75,1,90,3,1,16.7354288014091,26.4753407404929,0.0800264277160672,0.0167354288014091,27,1,21,1,1,1,-112.789060728607,0.0725699,0,11.2024911160453,1,0,20,0,0
888,7413.91111112301,1,76,1,91,5,2,16.7030299409298,26.462103614282,0.0799785513941594,0.0167030299409298,32,3,23,1,1,7,-179.000012973579,0.0370341,0,11.2072675402431,7,0,34,0,0
889,7414.26666667856,1,74,1,89,3,2,16.6873925961852,26.4217049439599,0.0799967045641786,0.0166873925961852,26,1,20,1,1,1,-113.016646570192,0.0500021,0,11.2005053566787,1,0,19,0,0
890,7424.31111112307,1,74,1,89,3,2,16.6865520728009,26.4048000000001,0.0799522673031026,0.0166865520728009,32,1,25,1,2,1,-108.511307481041,0.0465131,0,11.196065128901,1,0,18,0,0
891,7434.35555556757,1,74,1,89,3,2,16.6828324915826,26.3833932374869,0.0798882222404866,0.0166828324915826,32,1,25,1,2,1,-97.1656728249181,0.0525504,0,11.189704719964,1,0,18,0,0
892,7443.95555556763,1,76,1,88,5,2,16.6816545242056,26.4081783282552,0.0798243453993269,0.0166816545242056,30,1,23,1,1,2,-131.55715796922,0.0425416,0,11.1926334688475,2,0,27,0,1
893,7444.40000001207,1,73,1,88,2,2,16.665392154941,26.4090559388203,0.0797671749467126,0.0166653921549411,29,1,24,1,2,1,-102.004017377328,0.0519694,0,11.185432352978,1,0,14,0,1
894,7454.00000001213,1,75,1,89,5,3,16.6475645539907,26.3918328017014,0.0797134083930399,0.0166475645539907,34,2,26,1,2,5,-128.29737559141,0.0619937,0,11.1884240477801,3,2,25,0,0
895,7464.44444445664,1,72,1,87,2,2,16.6543809246852,26.3871162739838,0.0796843697616419,0.0166543809246852,28,1,23,1,2,1,-99.4980476341437,0.0440019,0,11.1815850337799,1,0,13,0,0
896,7484.4888889012,1,75,1,89,2,2,16.6807052527632,26.4133266005598,0.0796340915587863,0.0166807052527632,28,1,22,1,2,1,-97.4932263190375,0.0559742,0,11.1803381101966,1,0,12,0,0
897,7494.5333333457,1,75,1,88,2,2,16.6720160481445,26.3841269841271,0.0795839282072201,0.0166720160481445,21,1,16,1,1,1,-96.411710063491,0.0616124,0,11.1706989247312,1,0,11,0,0
898,7504.04444445687,1,77,1,88,6,2,16.6859199473421,26.4061304563493,0.0795565699380502,0.0166859199473421,38,3,29,1,2,3,-133.624923661101,0.0715377,0,11.1725065060444,2,1,29,1,0
899,7504.57777779021,1,78,2,88,8,2,16.6693386773548,26.3645007923931,0.0795556278994059,0.0166693386773548,44,4,33,2,2,4,-191.681352522865,0.1099657,0,11.165100671141,3,1,39,1,0
900,7511.06666667914,1,77,1,89,6,2,16.6615518759502,26.3368517785984,0.0795759200584938,0.0166615518759502,36,1,29,1,1,1,-141.463445414774,0.0525507,0,11.1635749993791,1,0,29,0,0
901,7514.62222223471,1,74,1,88,1,2,16.6580577469138,26.3160469935447,0.0795002839295855,0.0166580577469138,24,1,20,1,2,1,-87.5172961717943,0.0676206,0,11.1649180609342,1,0,7,0,0
902,7524.66666667922,1,74,1,88,1,3,16.673406034552,26.3250464362564,0.0794634897479536,0.016673406034552,16,1,13,1,1,1,-86.2808054884165,0.0860018,0,11.1714052480499,1,0,6,0,0
903,7544.08888890155,1,76,1,90,5,3,16.6955768456926,26.4127185744948,0.0794524985826517,0.0166955768456926,34,2,26,1,1,2,-148.08708685687,0.0606129,0,11.1861480135135,2,0,29,0,1
904,7564.7111111239,1,73,1,88,1,4,16.7511477346884,26.4852792529562,0.0794241345842769,0.0167511477346884,22,1,18,1,2,1,-81.2931536082634,0.0650324,0,11.1971719877677,1,0,5,0,0
905,7584.75555556846,1,73,1,89,1,4,16.7925787728029,26.5354428721177,0.0793939393939394,0.0167925787728029,22,1,18,1,2,1,-81.50645066706,0.0755473,0,11.2062029659143,1,0,4,0,0
906,7594.80000001296,1,72,1,90,1,4,16.7911236132588,26.5178498507667,0.0793637978362668,0.0167911236132588,21,1,17,1,2,1,-77.9902167314069,0.0609995,0,11.2015055404101,1,0,3,0,0
907,7604.84444445747,1,72,1,90,1,4,16.7960686268651,26.5104092590175,0.0793369096115839,0.0167960686268651,20,1,16,1,2,1,-74.5246100888026,0.0725539,0,11.2010868259955,1,0,2,0,0
908,7614.88888890197,1,75,1,91,1,4,16.795246362434,26.4939097548255,0.0793132632088018,0.016795246362434,19,1,15,1,2,1,-71.0269277024027,0.0851947,0,11.1968309082894,1,0,1,0,0
909,7624.93333334648,1,76,1,92,1,4,16.7800003628836,26.4809380726756,0.0792928479381443,0.0167800003628836,18,2,14,1,2,2,-49.4647218391437,0.0915784,0,11.1940557242486,0,2,0,0,0
910,7634.13333334653,1,79,1,91,4,3,16.7836932286516,26.4716284776393,0.0793158953722334,0.0167836932286516,30,1,23,1,2,1,-113.437562203403,0.0529685,0,11.2002071644665,1,0,22,0,0
911,7634.97777779098,1,78,1,91,3,3,16.7534765601198,26.43500273427,0.0792604501607717,0.0167534765601198,22,2,18,1,1,2,-90.1734052638201,0.068513,0,11.1947702872041,1,1,18,0,0
912,7645.02222223548,1,78,1,90,4,2,16.7748320864259,26.4686992267126,0.0792707413059192,0.0167748320864259,20,1,17,1,0,3,-102.130264475769,0.0535668,0,11.1942720049733,3,0,24,1,0
913,7649.28888890218,1,79,1,90,4,2,16.7806987861505,26.4779561843777,0.0792472514244443,0.0167806987861505,21,1,17,1,0,3,-103.478366197746,0.0769742,0,11.1908149245362,3,0,25,1,0
914,7655.06666667999,1,79,1,90,4,2,16.7737056213019,26.4518468118197,0.0792206230204867,0.0167737056213019,21,2,17,2,0,5,-143.405083797006,0.0515555,0,11.1898273026316,5,0,25,1,0
915,7660.80000001335,1,79,1,90,4,2,16.7779138929981,26.4584831842925,0.0792340970998237,0.0167779138929981,20,1,16,1,0,3,-99.9912155171195,0.0612753,0,11.1852759286654,3,0,23,1,0
916,7665.11111112449,1,79,1,90,4,2,16.762840726297,26.4196946229681,0.0792106948447006,0.016762840726297,20,2,16,2,0,4,-139.815008266785,0.0465431,0,11.1788983818603,4,0,23,1,0
917,7672.35555556898,1,76,1,89,3,2,16.7834934280546,26.4522450768252,0.0792273236282195,0.0167834934280546,19,1,15,1,0,3,-96.561259902547,0.0709688,0,11.1853222780535,3,0,22,1,0
918,7674.17777779121,1,76,2,89,7,2,16.7229036917398,26.3786979286112,0.0792071294409144,0.0167229036917398,42,4,33,2,1,6,-219.870163911722,0.0845689,0,11.1888633367583,5,1,46,0,0
919,7675.15555556899,1,74,1,87,4,1,16.7094272005872,26.3425281987618,0.0792339916217834,0.0167094272005872,22,1,17,1,0,1,-115.586937927069,0.0735144,0,11.1834748980308,1,0,26,0,0
920,7684.22222223571,1,68,1,86,3,2,16.7237700609728,26.3502611608846,0.0792043687965879,0.0167237700609728,22,1,18,1,1,2,-109.936602563908,0.0501901,0,11.1967011359037,2,0,20,0,0
921,7694.26666668022,1,67,1,86,3,3,16.7495759910067,26.3760657362232,0.0791747978812378,0.0167495759910067,21,1,17,1,1,1,-98.423317809841,0.0470306,0,11.2102597660831,1,0,18,0,0
922,7705.20000001362,1,72,1,87,4,3,16.7717592592594,26.396168803419,0.0791484281734978,0.0167717592592594,21,1,16,1,0,1,-112.417518988103,0.0509943,0,11.2140586419754,1,0,25,0,0
923,7724.31111112484,1,67,1,86,3,3,16.8027952255439,26.4302032426374,0.0791221025008946,0.0168027952255439,20,1,16,1,1,1,-93.2318163130185,0.0600361,0,11.2237849386542,1,0,17,0,0
924,7735.24444445824,1,75,1,87,4,3,16.7995141862392,26.410279203827,0.0790989630924477,0.0167995141862392,26,1,20,1,1,1,-111.499701317558,0.0565501,0,11.2106133078745,1,0,24,0,0
925,7744.3555555694,1,72,1,88,3,3,16.805069072179,26.4042892313256,0.0790570305988808,0.016805069072179,26,1,21,1,2,1,-90.5603314083417,0.059577,0,11.2179576239789,1,0,16,0,0
926,7745.28888890274,1,76,1,88,4,3,16.7891677823759,26.3646411506117,0.0790151845537803,0.0167891677823759,19,1,14,1,0,1,-105.463547715251,0.0559972,0,11.2109722447985,1,0,23,0,0
927,7754.40000001391,1,71,1,89,3,3,16.782363404159,26.3393428694281,0.0789953252515649,0.016782363404159,25,1,20,1,2,1,-86.8470934040629,0.050033,0,11.210051708561,1,0,15,0,0
928,7755.33333334725,1,75,1,89,4,3,16.7667626336249,26.3003029725611,0.0789567419954882,0.0167667626336249,18,1,13,1,0,3,-90.6582818184183,0.0540378,0,11.2032459415585,3,0,22,0,1
929,7764.44444445841,1,69,1,89,3,3,16.7803452950846,26.3216087021982,0.0789400830531936,0.0167803452950846,29,3,20,1,3,3,-79.4273976944968,0.0605156,0,11.2050456253355,2,1,14,1,0
930,7764.48888890286,1,70,1,89,3,3,16.7803568129192,26.3216267690456,0.0789681599115114,0.0167803568129192,30,3,21,1,3,3,-82.8647354747366,0.0562001,0,11.197786744808,2,1,16,1,0
931,7765.37777779175,1,75,2,89,6,3,16.7646465375166,26.2824747848433,0.0789930555555556,0.0167646465375166,32,4,22,2,1,4,-178.538087687249,0.1254797,0,11.1981750542426,3,1,34,1,0
932,7774.48888890292,1,69,1,89,3,4,16.749276474573,26.2693819479625,0.0790510718789407,0.016749276474573,30,5,21,2,3,6,-127.905052129546,0.0500241,0,11.2023676745038,4,2,16,1,0
933,7775.42222223625,1,73,2,88,7,3,16.7343699580511,26.2315692969146,0.0791545304258836,0.0167343699580511,39,4,29,2,2,4,-183.16476275311,0.0842063,0,11.1959871545769,3,1,37,1,0
934,7776.00000001404,1,68,1,88,4,3,16.7352691765863,26.2329788458478,0.0791904106897229,0.0167352691765863,28,3,20,1,2,3,-98.902078374464,0.0519684,0,11.1893417860283,2,1,23,1,0
935,7784.53333334742,1,68,1,88,3,3,16.7391281685055,26.2246341306586,0.0792211361048954,0.0167391281685055,27,4,20,2,2,5,-171.02169790056,0.0410035,0,11.20275632766,4,1,23,1,0
936,7787.55555556966,1,68,1,88,3,4,16.7476793496431,26.2380309811076,0.0792941176470588,0.0167476793496431,27,3,20,1,2,3,-108.933039821485,0.046006,0,11.1939886538662,2,1,23,1,0
937,7795.46666668082,1,73,2,88,6,4,16.7578672354926,26.2396257015656,0.0793277705958397,0.0167578672354926,37,4,28,2,2,4,-191.039798587925,0.0750353,0,11.2043879772189,3,1,36,1,0
938,7799.06666668084,1,68,1,88,3,4,16.7707959086302,26.2598695392318,0.0793694257549679,0.0167707959086302,28,3,20,1,2,3,-111.500165219747,0.0410005,0,11.2057932636748,2,1,26,1,0
939,7801.64444445863,1,68,1,88,3,4,16.7802016423631,26.274597125334,0.0793998124413879,0.0167802016423631,28,3,20,1,2,3,-110.611927826424,0.0485864,0,11.21207792114,2,1,26,1,0
940,7804.57777779198,1,68,1,88,3,4,16.767373888025,26.2401802839787,0.0794301327088212,0.016767373888025,28,4,20,2,2,4,-161.543890914978,0.0342714,0,11.2143314060645,3,1,26,1,0
941,7805.51111112532,1,72,2,88,6,4,16.7512389765409,26.2006558351024,0.0794993761696818,0.0167512389765409,36,4,26,2,2,4,-184.546214004996,0.0915176,0,11.2071192378535,3,1,37,1,1
942,7810.57777779202,1,67,1,88,3,4,16.7571149825292,26.2098465111355,0.0795436847843015,0.0167571149825292,27,3,19,1,2,3,-107.048506777501,0.0474909,0,11.2038222030192,2,1,25,1,0
943,7811.64444445869,1,67,1,88,3,4,16.7587004037348,26.2123262725082,0.0795768348177823,0.0167587004037348,27,3,19,1,2,3,-107.091298839442,0.0479964,0,11.2048822170683,2,1,25,1,0
944,7814.62222223649,1,67,1,88,3,4,16.7479238066142,26.1812423362433,0.0796099153003341,0.0167479238066142,27,4,19,2,2,4,-157.955094413949,0.0349948,0,11.2084751200938,3,1,25,1,0
945,7815.55555556982,1,71,2,88,6,4,16.7338406728634,26.1450533219625,0.0796817387929361,0.0167338406728634,34,4,24,2,2,4,-177.579560493709,0.0805575,0,11.2026162751966,3,1,35,1,0
946,7822.0888889032,1,66,1,88,3,4,16.7420596727623,26.1578947368422,0.0797317725493236,0.0167420596727623,25,3,17,1,2,3,-100.17137501497,0.0460351,0,11.2009014810045,2,1,23,1,0
947,7825.60000001433,1,71,2,88,6,4,16.7323484649514,26.1285921975218,0.0797707558859975,0.0167323484649514,33,4,23,2,2,4,-174.175673307358,0.1074386,0,11.1979680846522,3,1,34,1,0
948,7826.04444445878,1,65,1,88,3,4,16.7330809294873,26.1297359859861,0.0798236454345052,0.0167330809294873,24,3,16,1,2,3,-96.715345628863,0.0640045,0,11.1912566988211,2,1,22,1,0
949,7833.60000001438,1,66,1,88,3,4,16.7438194110578,26.1465047860362,0.0798655384258723,0.0167438194110578,24,3,16,1,2,3,-96.8336019217781,0.0655214,0,11.1984387057879,2,1,23,1,0
950,7835.64444445883,1,71,2,88,6,4,16.7282595120137,26.1081231664262,0.0799073537927041,0.0167282595120137,32,4,22,2,2,6,-159.623657958502,0.1254944,0,11.1915926426775,5,1,34,1,1
951,7845.15555557,1,67,1,89,3,4,16.7424628243559,26.1302905549542,0.0799629872383082,0.0167424628243559,24,3,16,1,2,3,-96.8640719335795,0.0765155,0,11.1867161746819,2,1,23,1,0
952,7845.68888890334,1,71,2,89,6,4,16.72777573769,26.1324472543823,0.0800046223180925,0.01672777573769,39,4,25,2,3,4,-156.279203769242,0.1930991,0,11.1876394856695,3,1,31,1,1
953,7854.66666668117,1,67,1,90,3,4,16.7125973227379,26.1196880313448,0.0800384615384615,0.0167125973227379,31,5,20,2,3,7,-137.49904660245,0.0871742,0,11.1917585663492,5,2,23,1,0
954,7855.73333334784,1,69,2,89,6,3,16.6969548149626,26.0811924987083,0.0801352233874995,0.0166969548149626,35,4,23,2,2,4,-176.818276399759,0.1235466,0,11.1848190907922,3,1,36,1,1
955,7856.66666668118,1,67,1,89,4,3,16.6977581627681,26.0824473543986,0.0801810787999693,0.0166977581627681,30,3,19,1,2,3,-111.018348018192,0.061038,0,11.1781917233137,2,1,30,1,0
956,7864.71111112567,1,65,1,88,4,4,16.6677496635274,26.0713457423533,0.0802038626609442,0.0166677496635274,29,6,19,2,2,8,-157.703284373292,0.0655424,0,11.1901355844822,5,3,30,1,0
957,7865.77777779234,1,66,2,87,7,3,16.6553622497618,26.037965722802,0.0803444976076555,0.0166553622497618,34,4,24,2,2,4,-188.366844614979,0.0845371,0,11.1853233034572,3,1,45,1,0
958,7868.17777779236,1,64,1,87,4,3,16.6318922858596,26.0120815363667,0.0803929813830804,0.0166318922858596,31,2,23,1,2,3,-105.168526046693,0.0725105,0,11.1836972440425,2,1,39,0,0
959,7874.75555557017,1,63,1,86,5,2,16.6302899234112,26.0590703710595,0.0803741886216113,0.0166302899234112,26,2,18,0,0,3,-136.826688646295,0.0519968,0,11.2038997372693,3,0,45,0,1
960,7894.80000001474,1,65,1,86,5,3,16.6999450908651,26.1541487752924,0.0803707659444614,0.0166999450908651,26,1,19,1,0,2,-136.88720998704,0.0615407,0,11.2327645984504,2,0,46,0,0
961,7895.82222223697,1,59,1,86,2,3,16.6563213168824,26.1212635488793,0.080329243197927,0.0166563213168824,14,3,8,1,2,3,-59.5629455554114,0.0604814,0,11.2281451734341,1,2,5,0,0
962,7905.86666668147,1,59,1,85,4,1,16.6715553860465,26.1311194050921,0.0804006703229738,0.0166715553860465,11,1,7,1,0,3,-68.94846300259,0.0680397,0,11.2347169416797,3,0,19,0,0
963,7915.91111112597,1,59,1,85,4,1,16.6846377537045,26.1376203863506,0.080405071001637,0.0166846377537045,11,1,6,1,0,2,-66.8616795318172,0.0841244,0,11.2398418455299,2,0,17,0,0
964,7924.84444445936,1,63,1,86,5,1,16.6773523405593,26.1368845396358,0.0804094679960423,0.0166773523405593,25,2,18,1,0,4,-137.591672158529,0.0745615,0,11.248996079678,4,0,44,0,0
965,7925.95555557048,1,58,1,85,4,1,16.6632179849342,26.1007927728616,0.0804090788123028,0.0166632179849342,10,1,6,1,0,1,-65.4143839467208,0.0675095,0,11.2429081956799,1,0,15,0,0
966,7944.88888890392,1,66,1,87,5,2,16.7007352422391,26.1456282216497,0.0804165241515601,0.0167007352422391,25,1,18,1,0,2,-133.507456828008,0.0499993,0,11.2573757530121,2,0,44,0,0
967,7946.00000001504,1,59,1,87,3,2,16.6719267120212,26.1111793357391,0.0803781608322576,0.0166719267120212,19,2,11,1,2,3,-76.7007559581869,0.0689682,0,11.2519657467063,2,1,14,0,0
968,7974.93333334854,1,67,1,87,4,1,16.7254610592848,26.1811181926544,0.0803960997078575,0.0167254610592848,20,1,15,1,0,2,-109.341212302565,0.0545478,0,11.2630078895753,2,0,34,0,0
969,7976.04444445966,1,60,1,87,4,1,16.712637453429,26.1471908545583,0.0803730522803958,0.016712637453429,14,1,7,1,0,1,-84.2947159299779,0.0875131,0,11.2578182846015,1,0,21,0,1
970,7984.97777779305,1,67,1,87,4,2,16.7216550456318,26.1858175787899,0.0803683073775151,0.0167216550456318,24,1,19,1,1,1,-110.026858861825,0.0409681,0,11.2673360181292,1,0,34,0,1
971,7986.08888890417,1,59,1,87,4,2,16.7095806049269,26.1530624694976,0.080333144046943,0.0167095806049269,12,1,5,1,0,2,-66.145730203264,0.0700041,0,11.262636612022,2,0,19,0,0
972,8016.13333334879,1,60,1,88,3,2,16.7812598020536,26.2652514324967,0.0803345063760548,0.0167812598020536,18,2,8,1,1,3,-88.4863052470725,0.0565102,0,11.2683208092935,2,1,18,1,0
973,8017.95555557102,1,61,1,88,3,3,16.7857261062319,26.2722418851565,0.0803554547173379,0.0167857261062319,18,2,8,1,1,3,-88.5173156658919,0.0605384,0,11.2642443236421,2,1,18,1,0
974,8024.8888889044,1,61,1,88,3,3,16.8069301527909,26.3054294777943,0.0803763745607074,0.0168069301527909,18,2,8,1,1,3,-88.6626112834961,0.0575648,0,11.2784735300273,2,1,18,1,0
975,8029.4666666822,1,62,1,88,3,3,16.8159899640833,26.3196094752636,0.0803972659642763,0.0168159899640833,18,2,8,1,1,3,-88.7159670613346,0.0639703,0,11.2704033050815,2,1,18,1,0
976,8040.97777779338,1,63,1,89,3,3,16.8342404599604,26.3481743070244,0.0804181289859995,0.0168342404599604,18,2,8,1,1,3,-88.8282093939984,0.0775293,0,11.2685053548514,2,1,18,1,0
977,8052.48888890456,1,64,1,90,3,3,16.8638797617193,26.3945643708316,0.0804389636836746,0.0168638797617193,18,2,8,1,1,3,-89.0134096122428,0.0629642,0,11.2742260570844,2,1,18,1,0
978,8055.02222223791,1,71,2,90,6,3,16.8536792142611,26.3646736246482,0.0804597701149425,0.0168536792142611,31,3,20,2,1,6,-205.871840898631,0.0900078,0,11.2779466912191,5,1,49,1,1
979,8056.17777779347,1,64,1,90,3,3,16.839451998392,26.3285446573399,0.0804788074983061,0.016839451998392,18,3,8,2,1,4,-139.990089547634,0.0745839,0,11.2719081814237,3,1,18,1,0
980,8059.33333334904,1,63,1,91,3,4,16.8440709617181,26.3357664233578,0.0805371652121577,0.0168440709617181,17,2,7,1,1,3,-85.4170518031236,0.057476,0,11.267957526546,2,1,17,1,0
981,8064.00000001574,1,64,1,91,3,4,16.8485354491592,26.3427466657657,0.0805608811698808,0.0168485354491592,17,2,7,1,1,3,-85.4544694827324,0.0640249,0,11.2709440762333,2,1,17,1,0
982,8065.06666668241,1,70,2,91,6,4,16.8330223880598,26.3046647230322,0.0805845668344729,0.0168330223880598,29,3,19,2,1,6,-202.807579479118,0.0770018,0,11.2710805746409,5,1,45,1,1
983,8069.3333333491,1,64,1,91,3,4,16.8376282649255,26.3118622448981,0.0806094494689834,0.0168376282649255,17,2,7,1,1,3,-85.3827174651944,0.08756,0,11.2600982532752,2,1,17,1,0
984,8075.55555557136,1,65,1,91,3,4,16.8414179104478,26.3177842565599,0.0806330633063306,0.0168414179104478,23,2,12,1,2,3,-86.1671519555842,0.0669697,0,11.2556109725686,2,1,17,1,0
985,8076.22222223803,1,65,1,91,3,4,16.8257222739982,26.3177842565599,0.0806385131337355,0.0168257222739982,23,3,12,1,2,6,-135.471365278546,0.0885121,0,11.2556109725686,5,1,17,1,1
986,8086.26666668254,1,65,1,91,3,4,16.8147182600238,26.2867647907795,0.0806813927368027,0.0168147182600238,22,3,12,2,2,4,-124.492897390039,0.0745764,0,11.2447119621828,3,1,14,1,0
987,8087.06666668254,1,65,1,91,3,4,16.8158325574178,26.2885067928192,0.0807272183151279,0.0168158325574178,21,2,11,1,2,3,-81.2234713545407,0.065484,0,11.2384593445344,2,1,13,1,0
988,8098.57777779372,1,66,1,92,3,4,16.8268235776319,26.3056892611013,0.0807386087541584,0.0168268235776319,23,2,12,1,2,3,-86.1344363100948,0.063546,0,11.231826303528,2,1,14,1,0
989,8105.11111112709,1,74,2,93,6,4,16.8142713178295,26.2722989341087,0.0807439498057962,0.0168142713178295,35,3,23,2,2,5,-185.994736617796,0.1005782,0,11.2338978661695,4,1,41,1,0
990,8110.0888889049,1,69,1,93,2,4,16.8182372416022,26.2784956900034,0.0807504382529559,0.0168182372416022,19,3,11,1,2,3,-59.2877474350886,0.1195129,0,11.2225977869164,1,2,11,1,0
991,8116.31111112716,1,69,1,93,2,4,16.7822984987346,26.2193011328056,0.0808050689526649,0.0167822984987346,20,3,12,2,2,5,-119.751546174944,0.1374919,0,11.2229018496501,3,2,11,0,0
992,8126.35555557166,1,68,1,92,3,4,16.7647618312758,26.2025221096641,0.0808566108007449,0.0167647618312758,17,2,10,1,1,4,-85.3657206661109,0.0944878,0,11.2180562439764,4,0,17,0,0
993,8135.15555557171,1,73,1,92,3,4,16.7634406620814,26.1868198781936,0.0808798898276696,0.0167634406620814,18,1,12,1,0,1,-100.643009599745,0.0429668,0,11.2206064122043,1,0,28,0,0
994,8136.40000001617,1,67,1,92,3,4,16.7503945240297,26.1528526334778,0.0808629347219639,0.0167503945240297,21,1,14,1,2,1,-73.835474348331,0.080616,0,11.2153012840347,1,0,13,0,0
995,8155.20000001628,1,72,1,92,3,4,16.7654505303627,26.1627996028571,0.0808369880324091,0.0167654505303627,16,1,10,1,0,1,-93.6227958815355,0.0443159,0,11.2149369514409,1,0,26,0,1
996,8165.24444446078,1,72,1,92,3,4,16.7345622119816,26.1251798561152,0.0808260901864646,0.0167345622119816,21,2,12,1,1,2,-88.7349691412787,0.0479967,0,11.2011104256632,1,1,25,0,0
997,8166.44444446079,1,65,1,91,3,3,16.7346349241908,26.125293370859,0.0808373232379468,0.0167346349241908,20,3,14,1,2,3,-66.4428921772922,0.0519689,0,11.1942533247515,1,2,12,1,0
998,8167.68888890524,1,66,1,91,3,3,16.7357949308757,26.1271043165469,0.0808886251529874,0.0167357949308757,20,3,14,1,2,3,-66.4959480446677,0.0680105,0,11.1881315465189,1,2,12,1,0
999,8175.28888890528,1,71,2,91,6,3,16.7236786886551,26.1187338140346,0.0809398510173072,0.0167236786886551,48,5,32,2,3,6,-168.609661267119,0.1930076,0,11.200640008976,3,3,47,1,0
1000,8176.48888890529,1,65,1,90,2,2,16.7104391091652,26.0845878777213,0.0809810957789205,0.0167104391091652,20,4,14,2,2,4,-128.27059865879,0.0725469,0,11.1951710288003,2,2,12,1,0
1001,8179.20000001642,1,65,1,90,2,3,16.716130688459,26.0934722941798,0.0810690917156482,0.016716130688459,25,3,17,1,3,3,-74.7594596072366,0.0660034,0,11.1920924240267,1,2,11,1,0
1002,8186.5333333498,1,65,1,91,2,3,16.7301179584851,26.1018602532812,0.0811050376717388,0.0167301179584851,25,4,17,2,3,6,-117.477681891913,0.065518,0,11.204857599502,4,2,11,1,0
1003,8190.75555557204,1,65,1,91,2,4,16.7482895452847,26.1302110527436,0.0811778163167411,0.0167482895452847,25,3,16,1,3,3,-75.9440636779781,0.0755472,0,11.2101335678027,1,2,8,1,0
1004,8202.26666668301,1,69,1,92,2,5,16.8007172454056,26.2120072782905,0.081213595812136,0.0168007172454056,25,3,16,1,3,3,-75.3825394369761,0.0780122,0,11.231418711017,1,2,8,1,0
