Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 fixed λ=20,45,6,8363.0,5404.0,3394.0,7.838,433.0,0.1276,20.38,3.652,403.1,3.29
HGS-M5 fixed λ=20,45,7,8353.0,5413.0,3356.0,8.010,419.0,0.1249,20.36,3.701,395.4,3.37
HGS-M5 fixed λ=20,45,8,8358.0,5390.0,3357.0,7.789,431.0,0.1284,20.34,3.663,394.9,3.31
HGS-M5 fixed λ=20,45,9,8369.0,5406.0,3411.0,8.259,413.0,0.1211,20.57,3.671,397.0,3.20
HGS-M5 fixed λ=45,45,0,8363.0,5445.0,3465.0,8.577,404.0,0.1166,19.87,3.554,372.0,3.31
HGS-M5 fixed λ=45,45,1,8350.0,5403.0,3394.0,8.528,398.0,0.1173,20.12,3.608,389.6,3.41
HGS-M5 fixed λ=45,45,2,8333.0,5410.0,3373.0,8.411,401.0,0.1189,20.11,3.634,395.1,3.61
HGS-M5 fixed λ=45,45,3,8332.0,5381.0,3427.0,8.298,413.0,0.1205,20.12,3.596,377.5,3.62
HGS-M5 fixed λ=45,45,4,8350.0,5453.0,3427.0,8.441,406.0,0.1185,20.39,3.661,398.2,3.43
HGS-M5 fixed λ=45,45,5,8307.0,5474.0,3459.0,8.197,422.0,0.1220,20.41,3.663,377.2,3.93
HGS-M5 fixed λ=45,45,6,8361.0,5413.0,3393.0,8.337,407.0,0.1200,20.32,3.672,386.2,3.28
HGS-M5 fixed λ=45,45,7,8353.0,5409.0,3336.0,8.403,397.0,0.1190,20.16,3.702,414.8,3.39
HGS-M5 fixed λ=45,45,8,8327.0,5376.0,3378.0,8.259,409.0,0.1211,20.71,3.709,389.3,3.68
HGS-M5 fixed λ=45,45,9,8349.0,5346.0,3397.0,8.166,416.0,0.1225,20.95,3.764,376.3,3.44
