time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
199.63,Bot1,13500429,Pod340,OutputStation1,63.33,52.75,50,52.75,-70.59,0,199.63,QueueBudgetEtaImprovement,60,0,immediate_release,1,2.75,50,63.33,52.75,,,,0,0,239.05,199.63,250.03,50.4,-12.93,0,10.97
213.71,Bot5,63073541,Pod720,OutputStation4,40,13.18,40,40,-60,0,213.71,QueueBudgetEtaImprovement,60,0,immediate_release,1,3.18,10,40,13.18,,,,0,0,239.34,213.71,274.83,61.12,21.12,0,35.49
237.41,Bot11,48667275,Pod54,OutputStation0,33.33,7.4,70,70,-23.33,0,237.41,QueueBudgetEtaImprovement,60,0,immediate_release,0,7.4,0,33.33,7.4,,,,0,0,260.51,237.41,303.63,66.23,32.9,0,43.12
267.09,Bot16,16046545,Pod476,OutputStation5,39.71,0.16,0,0.16,-99.54,0,267.09,QueueBudgetEtaImprovement,60,1,immediate_release,0,0.16,0,39.71,0.16,,,,0,0,301.88,267.09,308.94,41.85,2.14,1,7.05
292.76,Bot13,47170552,Pod72,OutputStation6,77.13,0,20,20,-117.13,0,292.76,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,77.13,0,,,,0,0,366.96,292.76,372.59,79.83,2.7,1,5.63
293.91,Bot8,42523874,Pod220,OutputStation2,93.33,15.62,80,80,-73.33,0,293.91,QueueBudgetEtaImprovement,60,0,immediate_release,1,5.62,10,93.33,15.62,,,,0,0,338.47,293.91,388.59,94.68,1.34,0,50.12
294.82,Bot19,44628050,Pod53,OutputStation1,70,8.24,70,70,-60,0,294.82,QueueBudgetEtaImprovement,60,0,immediate_release,0,8.24,0,70,8.24,,,,0,0,328.72,294.82,362.04,67.22,-2.78,0,33.33
339.56,Bot7,66072087,Pod1104,OutputStation1,50,93.68,100,100,-10,0,339.56,QueueBudgetEtaImprovement,60,0,immediate_release,1,3.68,90,50,93.68,,,,0,0,373.96,339.56,502.13,162.57,112.57,0,128.17
340.09,Bot17,17886517,Pod102,OutputStation6,38.29,0,80,80,-18.29,0,340.09,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,38.29,0,,,,0,0,376.85,340.09,491.72,151.63,113.33,0,114.87
386.16,Bot1,18013478,Pod537,OutputStation0,18.33,9.85,40,40,-38.33,0,386.16,QueueBudgetEtaImprovement,60,0,immediate_release,0,9.85,0,18.33,9.85,,,,0,0,412,386.16,425.05,38.89,20.56,0,13.05
411.87,Bot9,26935019,Pod181,OutputStation0,35,14.25,80,80,-15,0,411.87,QueueBudgetEtaImprovement,60,0,immediate_release,1,4.25,10,35,14.25,,,,0,0,441.88,411.87,528.05,116.18,81.18,1,86.17
435.44,Bot5,66903647,Pod905,OutputStation1,45,48.39,110,110,5,5,440.44,QueueBudgetEtaImprovement,60,0,hard_deadline,0,8.39,40,,104.78,,,,0,0,474.93,440.66,582,141.34,96.56,0,107.07
453.22,Bot11,23612164,Pod224,OutputStation3,31.79,0,0,0,-91.79,0,453.22,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,31.79,0,,,,0,0,478.89,453.22,487.27,34.05,2.26,1,8.38
477.84,Bot16,4781499,Pod924,OutputStation2,63.33,13.59,30,30,-93.33,0,477.84,QueueBudgetEtaImprovement,60,0,immediate_release,1,3.59,10,63.33,13.59,,,,0,0,520.38,477.84,526.18,48.34,-14.99,1,5.8
524.27,Bot19,50313692,Pod895,OutputStation3,16.67,13.73,30,30,-46.67,0,524.27,QueueBudgetEtaImprovement,60,0,immediate_release,1,3.73,10,16.67,13.73,,,,0,0,535.26,524.27,576.82,52.54,35.88,0,41.56
534.96,Bot8,40912396,Pod828,OutputStation5,27.67,0,0,0,-87.67,0,534.96,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,27.67,0,,,,0,0,557.63,534.96,563.36,28.4,0.73,1,5.72
541.91,Bot4,38446647,Pod497,OutputStation4,36.96,0,90,90,-6.96,0,541.91,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,36.96,0,,,,0,0,575.5,541.91,582.45,40.54,3.59,1,6.96
567.75,Bot1,7833234,Pod176,OutputStation0,25,10.77,20,20,-65,0,567.75,QueueBudgetEtaImprovement,60,0,immediate_release,1,0.77,10,25,10.77,,,,0,0,594.94,567.75,,,,,
571.32,Bot13,46453253,Pod784,OutputStation4,40.33,0,20,20,-80.33,0,571.32,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,40.33,0,,,,0,0,,571.32,,,,,
595.69,Bot11,937615,Pod1070,OutputStation0,23.75,0,60,60,-23.75,0,595.69,QueueBudgetEtaImprovement,60,1,immediate_release,0,0,0,23.75,0,,,,0,0,,595.69,,,,,
