#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
1019.96;14;20;2;2;0/960,1/770.98;0/46.22,1/122.58;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/3,1/11;0/11,1/9;0/6,1/25;0/98,1/90
1079.96;14;22;2;2;0/1020,1/830.98;0/46.36,1/122.67;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/0;0/1,1/1;0/6,1/9;0/3,1/2;0/5,1/5;0/3,1/11;0/12,1/10;0/6,1/25;0/104,1/96
1139.96;17;24;2;2;0/1070.04,1/871.07;0/46.49,1/122.8;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/1;0/0,1/0;0/0,1/1;0/6,1/8;0/3,1/2;0/5,1/5;0/4,1/13;0/13,1/11;0/7,1/27;0/110,1/102
1199.96;18;26;2;2;0/1121.56,1/931.07;0/46.71,1/122.89;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/0,1/0;0/0,1/0;0/0,1/2;0/11,1/11;0/3,1/2;0/5,1/5;0/5,1/13;0/14,1/12;0/8,1/27;0/116,1/108
1259.96;20;27;2;2;0/1180.09,1/971.16;0/46.84,1/123.02;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/5,1/15;0/14,1/13;0/8,1/29;0/122,1/114
1319.96;20;27;2;2;0/1240.09,1/1031.16;0/46.93,1/123.11;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/1,1/1;0/0,1/0;0/1,1/3;0/13,1/10;0/3,1/2;0/5,1/5;0/5,1/15;0/14,1/13;0/8,1/29;0/128,1/120
1379.96;22;29;2;2;0/1290.13,1/1071.24;0/47.07,1/123.24;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/0,1/1;0/0,1/0;0/0,1/4;0/14,1/8;0/3,1/2;0/5,1/5;0/6,1/16;0/15,1/14;0/9,1/31;0/134,1/126
1439.96;24;31;2;2;0/1350.13,1/1101.38;0/47.11,1/123.42;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/1;0/0,1/0;0/1,1/2;0/11,1/13;0/3,1/2;0/5,1/5;0/6,1/18;0/16,1/15;0/9,1/34;0/140,1/132
1499.96;27;32;2;2;0/1400.18,1/1141.47;0/47.24,1/123.51;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/1;0/0,1/0;0/0,1/2;0/9,1/15;0/3,1/2;0/5,1/5;0/7,1/20;0/16,1/16;0/10,1/36;0/146,1/138
1559.96;29;32;2;2;0/1460.18,1/1186.8;0/47.38,1/123.64;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/2;0/0,1/0;0/0,1/2;0/10,1/14;0/3,1/2;0/5,1/5;0/7,1/22;0/16,1/16;0/10,1/38;0/152,1/144
1619.96;32;33;2;2;0/1510.22,1/1227.96;0/47.47,1/123.69;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/1;0/0,1/0;0/3,1/1;0/14,1/11;0/3,1/2;0/5,1/5;0/8,1/24;0/17,1/16;0/11,1/40;0/158,1/150
1679.96;33;36;2;2;0/1540.36,1/1281.64;0/47.56,1/123.78;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/0,1/0;0/1,1/1;0/11,1/13;0/3,1/2;0/5,1/5;0/9,1/24;0/19,1/17;0/14,1/40;0/164,1/156
1739.96;35;38;2;2;0/1590.4,1/1331.69;0/47.69,1/123.87;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/0,1/0;0/0,1/1;0/14,1/11;0/3,1/2;0/5,1/5;0/10,1/25;0/20,1/18;0/15,1/41;0/170,1/162
1799.96;36;38;2;2;0/1650.4,1/1381.73;0/47.73,1/124;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/10;0/3,1/2;0/5,1/5;0/10,1/26;0/20,1/18;0/15,1/42;0/176,1/168
1859.96;37;40;2;2;0/1710.4,1/1441.47;0/47.87,1/124.09;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/10;0/3,1/2;0/5,1/5;0/10,1/27;0/21,1/19;0/15,1/43;0/182,1/174
1919.96;38;43;2;2;0/1770.4,1/1481.24;0/48,1/124.27;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/1;0/1,1/0;0/1,1/2;0/12,1/12;0/3,1/2;0/5,1/5;0/10,1/28;0/22,1/21;0/15,1/45;0/188,1/180
1979.96;40;43;2;2;0/1820.44,1/1521.91;0/48.13,1/124.36;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/1;0/0,1/0;0/0,1/2;0/13,1/8;0/3,1/2;0/5,1/5;0/11,1/29;0/22,1/21;0/16,1/46;0/194,1/186
2039.96;41;45;2;2;0/1880.44,1/1571.96;0/48.22,1/124.49;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/2,1/1;0/11,1/7;0/3,1/2;0/5,1/5;0/11,1/30;0/23,1/22;0/16,1/47;0/200,1/192
2099.96;43;48;2;2;0/1920.44,1/1621.96;0/48.53,1/124.93;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/1,1/1;0/8,1/13;0/3,1/2;0/5,1/5;0/12,1/31;0/24,1/24;0/18,1/48;0/206,1/198
2159.96;45;49;2;2;0/1970.44,1/1671.96;0/48.98,1/125.29;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/1,1/2;0/0,1/0;0/2,1/2;0/12,1/13;0/3,1/2;0/5,1/5;0/13,1/32;0/25,1/24;0/19,1/49;0/212,1/204
2219.96;47;51;2;2;0/2020.44,1/1730.13;0/49.33,1/125.69;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/1,1/0;0/0,1/0;0/3,1/1;0/11,1/15;0/3,1/2;0/5,1/5;0/14,1/33;0/26,1/25;0/20,1/50;0/218,1/210
2279.96;49;52;2;2;0/2050.44,1/1771.96;0/49.73,1/126.04;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/1,1/0;0/1,1/0;0/1,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/16,1/33;0/26,1/26;0/23,1/51;0/224,1/216
2340;49;54;2;2;0/2110.49,1/1832;0/50.04,1/126.36;0/2340,1/2340;0/2340,1/2340;0/0,1/1;0/0,1/0;0/1,1/3;0/8,1/7;0/3,1/2;0/5,1/5;0/16,1/33;0/27,1/27;0/23,1/51;0/229,1/222
2400;52;55;2;2;0/2160.49,1/1872;0/50.49,1/126.84;0/2400,1/2400;0/2400,1/2400;0/0,1/1;0/0,1/2;0/0,1/2;0/12,1/10;0/3,1/2;0/5,1/5;0/17,1/35;0/28,1/27;0/24,1/53;0/235,1/228
2460;54;56;2;2;0/2220.49,1/1912;0/50.8,1/127.24;0/2460,1/2460;0/2460,1/2460;0/1,1/1;0/0,1/0;0/1,1/3;0/11,1/8;0/3,1/2;0/5,1/5;0/17,1/37;0/28,1/28;0/24,1/55;0/241,1/234
2520;57;58;2;2;0/2270.49,1/1945.2;0/51.16,1/127.64;0/2520,1/2520;0/2520,1/2520;0/0,1/1;0/0,1/2;0/1,1/2;0/7,1/7;0/3,1/2;0/5,1/5;0/18,1/39;0/29,1/29;0/25,1/58;0/247,1/240
2580;59;61;2;2;0/2320.49,1/1992;0/51.6,1/128.09;0/2580,1/2580;0/2580,1/2580;0/0,1/1;0/0,1/0;0/0,1/2;0/10,1/9;0/3,1/2;0/5,1/5;0/19,1/40;0/30,1/31;0/26,1/59;0/253,1/246
2640;61;62;2;2;0/2380.49,1/2032;0/51.96,1/128.44;0/2640,1/2640;0/2640,1/2640;0/0,1/0;0/0,1/0;0/1,1/1;0/8,1/10;0/3,1/2;0/5,1/5;0/19,1/42;0/31,1/31;0/26,1/61;0/259,1/252
2700;63;64;2;2;0/2430.49,1/2082;0/52.4,1/128.89;0/2700,1/2700;0/2700,1/2700;0/0,1/0;0/0,1/0;0/2,1/0;0/10,1/12;0/3,1/2;0/5,1/5;0/20,1/43;0/32,1/32;0/27,1/62;0/265,1/258
2760;65;66;2;2;0/2460.49,1/2142;0/52.76,1/129.24;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/3;0/1,1/0;0/8,1/12;0/3,1/2;0/5,1/5;0/22,1/43;0/33,1/33;0/30,1/62;0/271,1/264
2820;66;68;2;2;0/2510.49,1/2202;0/53.11,1/129.6;0/2820,1/2820;0/2820,1/2820;0/0,1/1;0/0,1/0;0/0,1/1;0/12,1/11;0/3,1/2;0/5,1/5;0/23,1/43;0/34,1/34;0/31,1/62;0/277,1/270
2880;67;70;2;2;0/2570.49,1/2252;0/53.51,1/129.91;0/2880,1/2880;0/2880,1/2880;0/0,1/1;0/0,1/0;0/1,1/2;0/14,1/7;0/3,1/2;0/5,1/5;0/23,1/44;0/35,1/35;0/31,1/63;0/283,1/276
2940;70;72;2;2;0/2620.49,1/2292;0/53.82,1/130.27;0/2940,1/2940;0/2940,1/2940;0/1,1/0;0/0,1/0;0/3,1/2;0/12,1/7;0/3,1/2;0/5,1/5;0/24,1/46;0/35,1/37;0/32,1/65;0/289,1/281
3000;73;75;2;2;0/2650.49,1/2332;0/54.18,1/130.71;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/0;0/1,1/2;0/10,1/8;0/3,1/2;0/5,1/5;0/26,1/47;0/37,1/38;0/35,1/67;0/295,1/287
3060;76;76;2;2;0/2700.49,1/2372;0/54.53,1/131.16;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/2,1/1;0/6,1/12;0/3,1/2;0/5,1/5;0/27,1/49;0/38,1/38;0/36,1/69;0/301,1/293
3120;79;78;2;2;0/2740.49,1/2422;0/54.93,1/131.51;0/3120,1/3120;0/3120,1/3120;0/0,1/1;0/0,1/0;0/1,1/4;0/10,1/11;0/3,1/2;0/5,1/5;0/29,1/50;0/39,1/39;0/38,1/70;0/307,1/299
3180;82;80;2;2;0/2790.49,1/2442;0/55.38,1/131.87;0/3180,1/3180;0/3180,1/3180;0/0,1/1;0/0,1/0;0/1,1/1;0/12,1/9;0/3,1/2;0/5,1/5;0/30,1/52;0/40,1/40;0/39,1/74;0/313,1/305
3240;83;81;2;2;0/2840.49,1/2502;0/55.73,1/132.27;0/3240,1/3240;0/3240,1/3240;0/1,1/1;0/0,1/0;0/1,1/1;0/9,1/8;0/3,1/2;0/5,1/5;0/31,1/52;0/40,1/41;0/40,1/74;0/319,1/311
3300;85;82;2;2;0/2890.49,1/2552;0/56.13,1/132.71;0/3300,1/3300;0/3300,1/3300;0/1,1/1;0/0,1/0;0/1,1/1;0/9,1/16;0/3,1/2;0/5,1/5;0/32,1/53;0/41,1/41;0/41,1/75;0/325,1/317
3360;87;84;2;2;0/2940.49,1/2609.2;0/56.53,1/133.07;0/3360,1/3360;0/3360,1/3360;0/0,1/1;0/1,1/0;0/0,1/2;0/9,1/13;0/3,1/2;0/5,1/5;0/33,1/54;0/42,1/42;0/42,1/76;0/331,1/323
3420;90;86;2;2;0/2990.49,1/2644.53;0/56.93,1/133.38;0/3420,1/3420;0/3420,1/3420;0/0,1/1;0/0,1/0;0/0,1/1;0/9,1/9;0/3,1/2;0/5,1/5;0/34,1/56;0/43,1/43;0/43,1/78;0/337,1/329
3480;91;86;2;2;0/3050.49,1/2692;0/57.29,1/133.78;0/3480,1/3480;0/3480,1/3480;0/1,1/1;0/0,1/0;0/1,1/1;0/9,1/12;0/3,1/2;0/5,1/5;0/34,1/57;0/43,1/43;0/43,1/79;0/343,1/335
3540;94;88;2;2;0/3102.67,1/2739.69;0/57.69,1/134.18;0/3540,1/3540;0/3540,1/3540;0/0,1/1;0/0,1/0;0/0,1/3;0/13,1/9;0/3,1/2;0/5,1/5;0/35,1/59;0/44,1/44;0/44,1/81;0/349,1/341
3600;95;90;2;2;0/3160.49,1/2762;0/58,1/134.53;0/3600,1/3600;0/3600,1/3600;0/0,1/0;0/0,1/0;0/0,1/1;0/8,1/8;0/3,1/2;0/5,1/5;0/35,1/60;0/45,1/45;0/44,1/84;0/355,1/347
3660;96;93;2;2;0/3220.49,1/2812;0/58.44,1/134.98;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/0,1/0;0/14,1/8;0/3,1/2;0/5,1/5;0/35,1/61;0/46,1/47;0/44,1/85;0/361,1/353
3720;96;95;2;2;0/3280.49,1/2872;0/58.76,1/135.38;0/3720,1/3720;0/3720,1/3720;0/1,1/0;0/0,1/0;0/1,1/0;0/11,1/6;0/3,1/2;0/5,1/5;0/35,1/61;0/47,1/48;0/44,1/85;0/367,1/359
3780;97;96;2;2;0/3330.49,1/2932;0/59.07,1/135.78;0/3780,1/3780;0/3780,1/3780;0/1,1/2;0/0,1/0;0/1,1/2;0/8,1/14;0/3,1/2;0/5,1/5;0/36,1/61;0/48,1/48;0/45,1/85;0/373,1/365
3840;99;98;2;2;0/3380.49,1/2990.76;0/59.47,1/136.18;0/3840,1/3840;0/3840,1/3840;0/1,1/2;0/0,1/0;0/1,1/4;0/7,1/16;0/3,1/2;0/5,1/5;0/37,1/62;0/49,1/49;0/46,1/86;0/379,1/371
3900;100;101;2;2;0/3440.49,1/3022;0/59.87,1/136.53;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/1,1/3;0/9,1/14;0/3,1/2;0/5,1/5;0/37,1/63;0/50,1/51;0/46,1/88;0/385,1/377
3960;103;103;2;2;0/3490.49,1/3052;0/60.22,1/136.8;0/3960,1/3960;0/3960,1/3960;0/0,1/2;0/1,1/0;0/1,1/2;0/11,1/8;0/3,1/2;0/5,1/5;0/38,1/65;0/51,1/52;0/47,1/91;0/390,1/383
4020;105;104;2;2;0/3540.49,1/3102;0/60.62,1/137.16;0/4020,1/4020;0/4020,1/4020;0/0,1/2;0/0,1/0;0/1,1/3;0/10,1/8;0/3,1/2;0/5,1/5;0/39,1/66;0/52,1/52;0/48,1/92;0/396,1/389
4080;108;107;2;2;0/3590.49,1/3142;0/60.98,1/137.56;0/4080,1/4080;0/4080,1/4080;0/0,1/3;0/0,1/0;0/2,1/4;0/6,1/9;0/3,1/2;0/5,1/5;0/40,1/68;0/53,1/54;0/49,1/94;0/402,1/395
4140;110;109;2;2;0/3630.58,1/3192.04;0/61.2,1/137.82;0/4140,1/4140;0/4140,1/4140;0/0,1/1;0/0,1/0;0/1,1/4;0/9,1/8;0/3,1/2;0/5,1/5;0/41,1/69;0/54,1/55;0/51,1/95;0/408,1/401
4200;113;112;2;2;0/3680.62,1/3222.18;0/61.33,1/137.96;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/1;0/8,1/10;0/3,1/2;0/5,1/5;0/42,1/71;0/56,1/56;0/52,1/98;0/414,1/407
4260;114;113;2;2;0/3740.62,1/3272.22;0/61.51,1/138.09;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/2,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/42,1/72;0/57,1/56;0/52,1/99;0/420,1/413
4320;115;114;2;2;0/3780.71,1/3332.22;0/61.6,1/138.22;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/43,1/72;0/57,1/57;0/54,1/99;0/426,1/419
4380;115;116;2;2;0/3840.71,1/3392.22;0/61.73,1/138.27;0/4380,1/4380;0/4380,1/4380;0/2,1/0;0/0,1/0;0/4,1/1;0/8,1/7;0/3,1/2;0/5,1/5;0/43,1/72;0/58,1/58;0/54,1/99;0/432,1/425
4440;118;118;2;2;0/3865.73,1/3442.27;0/61.87,1/138.44;0/4440,1/4440;0/4440,1/4440;0/1,1/0;0/0,1/0;0/1,1/0;0/9,1/14;0/3,1/2;0/5,1/5;0/45,1/73;0/58,1/60;0/58,1/100;0/438,1/431
4500;118;121;2;2;0/3920.89,1/3502.27;0/62,1/138.53;0/4500,1/4500;0/4500,1/4500;0/0,1/1;0/0,1/0;0/1,1/2;0/10,1/11;0/3,1/2;0/5,1/5;0/45,1/73;0/60,1/61;0/58,1/100;0/444,1/437
4560;121;123;2;2;0/3970.93,1/3551.6;0/62.13,1/138.62;0/4560,1/4560;0/4560,1/4560;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/12;0/3,1/2;0/5,1/5;0/46,1/75;0/61,1/62;0/59,1/102;0/450,1/443
4620;121;124;2;2;0/4030.93,1/3602.36;0/62.27,1/138.71;0/4620,1/4620;0/4620,1/4620;0/1,1/1;0/0,1/0;0/2,1/1;0/8,1/13;0/3,1/2;0/5,1/5;0/46,1/75;0/62,1/62;0/59,1/102;0/456,1/449
4680;122;126;2;2;0/4080.98,1/3662.36;0/62.44,1/138.84;0/4680,1/4680;0/4680,1/4680;0/0,1/0;0/0,1/0;0/1,1/5;0/13,1/15;0/3,1/2;0/5,1/5;0/47,1/75;0/63,1/63;0/60,1/102;0/462,1/455
4740;124;128;2;2;0/4131.02,1/3683.69;0/62.58,1/138.93;0/4740,1/4740;0/4740,1/4740;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/12;0/3,1/2;0/5,1/5;0/48,1/76;0/64,1/64;0/61,1/106;0/468,1/461
4800;125;130;2;2;0/4191.02,1/3732.58;0/62.67,1/139.02;0/4800,1/4800;0/4800,1/4800;0/0,1/0;0/0,1/0;0/2,1/1;0/15,1/13;0/3,1/2;0/5,1/5;0/48,1/77;0/65,1/65;0/61,1/107;0/474,1/467
4860;127;132;2;2;0/4231.11,1/3782.62;0/62.76,1/139.11;0/4860,1/4860;0/4860,1/4860;0/1,1/0;0/0,1/0;0/1,1/1;0/14,1/10;0/3,1/2;0/5,1/5;0/49,1/78;0/66,1/66;0/63,1/108;0/480,1/473
4920;129;133;2;2;0/4281.16,1/3832.67;0/62.89,1/139.24;0/4920,1/4920;0/4920,1/4920;0/1,1/0;0/0,1/1;0/1,1/1;0/16,1/11;0/3,1/2;0/5,1/5;0/50,1/79;0/66,1/67;0/64,1/109;0/486,1/479
4980;132;135;2;2;0/4331.2,1/3872.76;0/62.89,1/139.33;0/4980,1/4980;0/4980,1/4980;0/0,1/2;0/0,1/0;0/0,1/2;0/10,1/12;0/3,1/2;0/5,1/5;0/51,1/81;0/67,1/68;0/65,1/111;0/492,1/485
5040;134;136;2;2;0/4391.2,1/3922.53;0/62.98,1/139.47;0/5040,1/5040;0/5040,1/5040;0/1,1/0;0/0,1/0;0/1,1/1;0/10,1/12;0/3,1/2;0/5,1/5;0/51,1/83;0/67,1/69;0/65,1/113;0/498,1/491
5100;134;138;2;2;0/4451.2,1/3962.89;0/63.16,1/139.51;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/2,1/1;0/11,1/8;0/3,1/2;0/5,1/5;0/51,1/83;0/68,1/70;0/65,1/114;0/504,1/497
5160;137;141;2;2;0/4491.29,1/4012.93;0/63.24,1/139.69;0/5160,1/5160;0/5160,1/5160;0/0,1/1;0/1,1/3;0/0,1/2;0/7,1/13;0/3,1/2;0/5,1/5;0/53,1/84;0/69,1/72;0/67,1/115;0/510,1/503
5220;138;143;2;2;0/4551.29,1/4062.98;0/63.38,1/139.78;0/5220,1/5220;0/5220,1/5220;0/1,1/0;0/0,1/0;0/2,1/1;0/11,1/14;0/3,1/2;0/5,1/5;0/53,1/85;0/70,1/73;0/67,1/116;0/516,1/509
5280;141;145;2;2;0/4591.38,1/4113.02;0/63.51,1/139.87;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/2,1/0;0/12,1/12;0/3,1/2;0/5,1/5;0/55,1/86;0/71,1/74;0/69,1/117;0/522,1/515
5340;143;146;2;2;0/4631.47,1/4173.02;0/63.6,1/140;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/24;0/3,1/2;0/5,1/5;0/57,1/86;0/71,1/75;0/71,1/117;0/528,1/521
5400;144;147;2;2;0/4682.58,1/4233.02;0/63.73,1/140.04;0/5400,1/5400;0/5400,1/5400;0/0,1/1;0/0,1/0;0/0,1/1;0/17,1/23;0/3,1/2;0/5,1/5;0/58,1/86;0/72,1/75;0/72,1/117;0/534,1/526
5459.96;144;148;2;2;0/4741.47,1/4292.98;0/63.82,1/140.13;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/2;0/0,1/0;0/0,1/2;0/15,1/23;0/3,1/2;0/5,1/5;0/58,1/86;0/73,1/75;0/72,1/117;0/540,1/532
5519.96;145;150;2;2;0/4801.47,1/4340;0/63.91,1/140.18;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/1;0/0,1/0;0/1,1/1;0/12,1/18;0/3,1/2;0/5,1/5;0/58,1/87;0/74,1/76;0/72,1/119;0/546,1/538
5579.96;146;152;2;2;0/4851.51,1/4393.07;0/64,1/140.22;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/0;0/0,1/0;0/0,1/2;0/11,1/14;0/3,1/2;0/5,1/5;0/59,1/87;0/75,1/77;0/73,1/119;0/552,1/544
5639.96;148;153;2;2;0/4911.51,1/4433.16;0/64.09,1/140.31;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/1,1/1;0/0,1/0;0/2,1/2;0/10,1/17;0/3,1/2;0/5,1/5;0/59,1/89;0/76,1/77;0/73,1/121;0/558,1/550
5699.96;151;155;2;2;0/4961.56,1/4478.53;0/64.27,1/140.4;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/2,1/0;0/1,1/0;0/10,1/18;0/3,1/2;0/5,1/5;0/60,1/91;0/77,1/78;0/74,1/123;0/564,1/556
5759.96;152;157;2;2;0/5011.6,1/4533.24;0/64.36,1/140.44;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/0,1/2;0/0,1/0;0/0,1/3;0/8,1/13;0/3,1/2;0/5,1/5;0/61,1/91;0/78,1/79;0/75,1/123;0/570,1/562
5819.96;154;160;2;2;0/5071.6,1/4563.38;0/64.49,1/140.58;0/5819.96,1/5819.96;0/5819.96,1/5819.96;0/0,1/1;0/0,1/0;0/1,1/1;0/7,1/15;0/3,1/2;0/5,1/5;0/61,1/93;0/80,1/80;0/75,1/126;0/576,1/568
