decision,time,solved,pendingOrders,stationsWithCap,podsInModel,xps,children,fastPath,units,sumUs,objective,solveSec,partialOrders,partialOnlyNewTrips,odCount,odFired,sunkOrdersStar,sunkItemsStar,sunkUnitsFinal,newTripsFinal,solve1Sec,solve2Sec,icWhole,icPackOcc,icPackBudget,icProcUnits,icEpSum,icShortfall,icSgOpen,icGateForegone
1068,8025.2888889044,1,100,1,86,2,0,1,3,0,-77.4231321839081,0.0705459,0,0,0,0,0,0,2,1,0,0.0705459,0,36,-1,2,0,0,1,0
1069,8042.0888889045,1,100,1,86,2,1,0,1,0,-29.0083333333333,0.0020294,1,0,0,0,0,0,1,0,0,0.0020294,0,35,-1,0,0,0,0,0
1070,8045.33333334896,1,100,1,85,2,1,0,1,0,-67.3478260869565,0.0029999,0,0,0,0,0,0,1,0,0,0.0029999,0,35,-1,0,0,0,1,0
1071,8055.37777779346,1,100,1,86,2,1,0,1,0,-67.3409090909091,0.002003,0,0,0,0,0,0,1,0,0,0.002003,0,35,-1,0,0,0,1,0
1072,8062.13333334906,1,100,1,89,2,1,0,2,0,-30.0152671755725,0.0020014,1,0,0,0,0,0,2,0,0,0.0020014,0,35,-1,2,0,0,0,0
1073,8065.42222223797,1,100,1,86,2,0,1,2,0,-68.6666666666667,0.0040126,0,0,0,0,0,0,2,0,0,0.0040126,0,36,-1,0,0,0,0,0
1074,8072.17777779356,1,100,1,86,2,1,0,2,0,-28.0285714285714,0.0019695,1,0,0,0,0,0,2,0,0,0.0019695,0,36,-1,0,0,0,0,0
1075,8075.46666668247,1,100,1,83,2,0,1,2,0,-68.6315789473684,0.0039694,0,0,0,0,0,0,2,0,0,0.0039694,0,37,-1,0,0,0,0,0
1076,8085.51111112698,1,100,1,83,2,1,0,2,0,-30.24,0.0040023,1,0,0,0,0,0,2,0,0,0.0040023,0,37,-1,2,0,0,0,0
1077,8092.22222223813,1,100,1,82,2,0,1,1,0,-55.0909090909091,0.1022844,0,0,0,0,0,0,0,1,0,0.1022844,0,37,-1,0,0,0,1,0
1078,8125.55555557166,1,100,1,81,2,0,1,1,0,-57.3,0.1205226,0,0,0,0,0,0,0,1,0,0.1205226,0,37,-1,0,0,0,1,0
1079,8132.26666668281,1,100,1,82,2,1,0,2,0,-68.0476190476191,0.0040007,0,0,0,0,0,0,2,0,0,0.0040007,0,37,-1,0,0,0,0,0
1080,8135.60000001616,1,100,1,82,2,0,1,1,0,-67.2857142857143,0.0020001,0,0,0,0,0,0,1,0,0,0.0020001,0,37,-1,0,0,0,1,0
1081,8145.64444446066,1,100,1,82,2,1,0,1,0,-30.2941176470588,0.0009971,1,0,0,0,0,0,1,0,0,0.0009971,0,36,-1,1,0,0,1,0
1082,8152.31111112737,1,100,1,82,2,1,0,1,0,-29.0869565217391,0.0020287,1,0,0,0,0,0,1,0,0,0.0020287,0,36,-1,0,0,0,0,0
1083,8155.68888890517,1,100,1,82,2,0,0,0,1,0,0.0020031,0,0,0,0,0,0,0,0,0,0.0020031,0,36,-1,0,0,0,0,0
1084,8162.35555557187,1,100,2,84,4,1,0,1,1,-29.05,0.0029991,1,0,0,0,0,0,1,0,0,0.0029991,0,36,-1,0,0,0,0,0
1085,8172.40000001638,1,100,2,84,4,1,0,1,1,-29.0277777777778,0.0030003,1,0,0,0,0,0,1,0,0,0.0030003,0,37,-1,0,0,0,0,0
1086,8175.73333334973,1,100,1,82,2,0,0,0,2,0,0.0019998,0,0,0,0,0,0,0,0,0,0.0019998,0,38,-1,0,0,0,0,0
1087,8182.44444446088,1,100,1,82,2,0,0,0,2,0,0.0019996,0,0,0,0,0,0,0,0,0,0.0019996,0,38,-1,0,0,0,0,0
1088,8192.44444446093,1,100,2,83,4,0,1,4,2,-79.5170454545455,0.0715842,0,0,0,0,0,0,3,1,0,0.0715842,0,38,-1,3,0,0,1,0
1089,8192.48888890538,1,97,1,85,2,0,1,1,1,-69.0038759689922,0.0020003,0,0,0,0,0,0,1,0,0,0.0020003,0,38,-1,0,0,0,0,0
1090,8192.53333334982,1,97,1,81,2,0,0,0,1,0,0.0010275,0,0,0,0,0,0,0,0,0,0.0010275,0,38,-1,0,0,0,0,0
1091,8195.82222223866,1,97,1,81,2,0,0,0,2,0,0.0019998,0,0,0,0,0,0,0,0,0,0.0019998,0,38,-1,0,0,0,0,0
1092,8195.8666666831,1,97,1,81,2,0,0,0,2,0,0.0010033,0,0,0,0,0,0,0,0,0,0.0010033,0,38,-1,0,0,0,0,0
1093,8202.53333334967,1,100,2,82,3,0,1,1,2,-67.2857142857143,0.0020001,0,0,0,0,0,0,1,0,0,0.0020001,0,38,-1,0,0,0,1,0
1094,8202.57777779412,1,98,1,80,1,0,0,0,2,0,0.0009977,0,0,0,0,0,0,0,0,0,0.0009977,0,38,-1,0,0,0,0,0
1095,8205.9111111274,1,98,1,80,2,3,0,3,0,-198.333333333333,0.174074,0,0,0,0,0,0,0,1,0,0.174074,0,38,-1,0,0,0,1,0
1096,8216.00000001615,1,98,1,85,2,1,0,3,0,-21.1875,0.0020023,1,0,0,0,0,0,3,0,0,0.0020023,0,38,-1,0,0,0,1,0
1097,8222.66666668272,1,100,1,83,2,0,1,1,0,-67.25,0.0020336,0,0,0,0,0,0,1,0,0,0.0020336,0,38,-1,0,0,0,1,0
1098,8226.08888890489,1,99,1,83,2,0,0,0,1,0,0.0020006,0,0,0,0,0,0,0,0,0,0.0020006,0,38,-1,0,0,0,1,0
1099,8226.13333334933,1,99,1,83,2,0,0,0,1,0,0.0010297,0,0,0,0,0,0,0,0,0,0.0010297,0,38,-1,0,0,0,1,0
1100,8232.75555557146,1,100,2,84,3,0,1,2,1,-68.4,0.0039726,0,0,0,0,0,0,2,0,0,0.0039726,0,38,-1,0,0,0,0,0
1101,8232.8000000159,1,100,1,82,1,0,0,0,1,0,0.0010013,0,0,0,0,0,0,0,0,0,0.0010013,0,38,-1,0,0,0,0,0
1102,8236.17777779363,1,100,1,82,1,0,0,0,2,0,0.0019979,0,0,0,0,0,0,0,0,0,0.0019979,0,38,-1,0,0,0,0,0
1103,8242.8444444602,1,100,2,84,3,1,0,2,2,-30.05,0.0030012,1,0,0,0,0,0,2,0,0,0.0030012,0,38,-1,2,0,0,0,0
1104,8252.93333334894,1,100,2,83,4,2,1,4,0,-155.526315789474,0.2577469,1,0,0,0,0,0,1,1,0,0.2577469,0,39,-1,1,0,0,1,0
1105,8258.48888890442,1,100,1,85,2,1,0,1,0,-27.1296296296296,0.0040021,1,0,0,0,0,0,1,0,0,0.0040021,0,39,-1,0,0,0,1,0
1106,8268.57777779316,1,100,1,85,2,1,0,2,0,-24.2307692307692,0.0040301,1,0,0,0,0,0,2,0,0,0.0040301,0,39,-1,0,0,0,1,0
1107,8278.6666666819,1,100,1,85,2,1,0,2,0,-24.1666666666667,0.0040003,1,0,0,0,0,0,2,0,0,0.0040003,0,39,-1,0,0,0,1,0
1108,8303.20000001488,1,100,1,85,2,0,0,0,1,0,0.0020005,0,0,0,0,0,0,0,0,0,0.0020005,0,39,-1,0,0,0,0,0
1109,8303.24444445932,1,100,1,85,2,0,0,0,1,0,0.0009987,0,0,0,0,0,0,0,0,0,0.0009987,0,39,-1,0,0,0,0,0
1110,8308.84444445924,1,100,2,85,3,0,1,6,1,-96.2518518518519,0.0766111,0,0,0,0,0,0,2,1,0,0.0766111,0,39,-1,2,0,0,1,0
1111,8308.88888890368,1,100,1,82,1,0,0,0,1,0,0.0019679,0,0,0,0,0,0,0,0,0,0.0019679,0,39,-1,0,0,0,0,0
1112,8313.28888890362,1,100,1,82,2,1,1,5,0,-121.21186440678,0.2436267,0,0,0,0,0,0,0,1,0,0.2436267,0,39,-1,0,0,0,1,0
1113,8318.93333334798,1,100,1,83,2,0,1,1,0,-67.3846153846154,0.002,0,0,0,0,0,0,1,0,0,0.002,0,39,-1,0,0,0,1,0
1114,8323.37777779236,1,100,1,83,2,1,0,1,0,-67.0221238938053,0.0020299,0,0,0,0,0,0,1,0,0,0.0020299,0,39,-1,0,0,0,1,0
1115,8329.02222223672,1,100,1,83,2,1,0,2,0,-30.0909090909091,0.0019991,1,0,0,0,0,0,2,0,0,0.0019991,0,38,-1,2,0,0,1,0
1116,8333.4666666811,1,100,1,82,2,1,0,1,0,-27.0178571428571,0.001996,1,0,0,0,0,0,1,0,0,0.001996,0,38,-1,0,0,0,1,0
1117,8343.55555556984,1,100,1,82,2,1,0,1,0,-29.0135135135135,0.003029,1,0,0,0,0,0,1,0,0,0.003029,0,39,-1,0,0,0,0,0
1118,8349.15555556976,1,100,1,82,2,1,0,1,0,-29.375,0.0020003,1,0,0,0,0,0,1,0,0,0.0020003,0,40,-1,0,0,0,0,0
1119,8363.68888890289,1,100,1,81,2,0,1,4,0,-81.1335664335664,0.0535444,0,0,0,0,0,0,2,1,0,0.0535444,0,41,-1,2,0,0,1,0
1120,8369.2888889028,1,100,1,75,2,1,0,1,0,-29.1428571428571,0.0020038,1,0,0,0,0,0,1,0,0,0.0020038,0,41,-1,0,0,0,0,0
1121,8389.42222223584,1,100,1,75,2,1,0,1,0,-29.0833333333333,0.0010328,1,0,0,0,0,0,1,0,0,0.0010328,0,42,-1,0,0,0,0,0
1122,8393.86666668022,1,100,1,73,2,1,0,1,0,-67.0208333333333,0.0030007,0,0,0,0,0,0,1,0,0,0.0030007,0,42,-1,0,0,0,1,0
1123,8414.00000001326,1,100,1,79,2,0,1,2,0,-70.0185185185185,0.0020015,0,0,0,0,0,0,2,0,0,0.0020015,0,42,-1,2,0,0,0,0
1124,8424.08888890201,1,100,1,74,2,0,1,2,0,-68.08,0.0020015,0,0,0,0,0,0,2,0,0,0.0020015,0,41,-1,0,0,0,0,0
1125,8429.64444445748,1,100,1,75,2,0,1,2,0,-77.5147058823529,0.0635254,0,0,0,0,0,0,0,1,0,0.0635254,0,41,-1,0,0,0,1,0
1126,8434.17777779075,1,100,1,75,2,0,0,0,1,0,0.0020008,0,0,0,0,0,0,0,0,0,0.0020008,0,41,-1,0,0,0,0,0
1127,8434.75555556852,1,100,1,75,2,0,0,0,1,0,0.0019662,0,0,0,0,0,0,0,0,0,0.0019662,0,41,-1,0,0,0,0,0
1128,8435.86666667961,1,100,1,75,2,0,0,0,1,0,0.001002,0,0,0,0,0,0,0,0,0,0.001002,0,41,-1,0,0,0,0,0
1129,8444.26666667949,1,100,1,75,2,0,0,0,2,0,0.0020005,0,0,0,0,0,0,0,0,0,0.0020005,0,41,-1,0,0,0,0,0
1130,8444.80000001282,1,100,1,75,2,0,0,0,2,0,0.001002,0,0,0,0,0,0,0,0,0,0.001002,0,41,-1,0,0,0,0,0
1131,8445.91111112391,1,100,1,75,2,0,0,0,2,0,0.0010366,0,0,0,0,0,0,0,0,0,0.0010366,0,41,-1,0,0,0,0,0
1132,8459.06666667927,1,100,1,75,2,0,0,0,2,0,0.0010036,0,0,0,0,0,0,0,0,0,0.0010036,0,41,-1,0,0,0,0,0
1133,8460.17777779037,1,100,1,75,2,0,0,0,2,0,0.0020003,0,0,0,0,0,0,0,0,0,0.0020003,0,41,-1,0,0,0,0,0
1134,8469.11111112357,1,100,1,76,2,0,0,0,2,0,0.0009997,0,0,0,0,0,0,0,0,0,0.0009997,0,41,-1,0,0,0,0,0
1135,8469.86666667912,1,100,2,78,4,0,1,1,2,-69.0454545454545,0.0030005,0,0,0,0,0,0,1,0,0,0.0030005,0,41,-1,0,0,0,0,0
1136,8469.91111112356,1,100,1,75,2,0,0,0,2,0,0.0019709,0,0,0,0,0,0,0,0,0,0.0019709,0,41,-1,0,0,0,0,0
1137,8470.22222223467,1,100,1,75,2,0,0,0,2,0,0.0020006,0,0,0,0,0,0,0,0,0,0.0020006,0,41,-1,0,0,0,0,0
1138,8474.44444445683,1,100,1,75,2,0,0,0,2,0,0.002001,0,0,0,0,0,0,0,0,0,0.002001,0,41,-1,0,0,0,0,0
1139,8479.95555556786,1,100,2,76,3,1,0,1,2,-29.0074626865672,0.0019992,1,0,0,0,0,0,1,0,0,0.0019992,0,41,-1,0,0,0,0,0
1140,8483.37777779003,1,100,1,73,2,0,2,5,0,-133.239182692308,0.0755452,0,0,0,0,0,0,0,1,0,0.0755452,0,42,-1,0,0,0,1,0
1141,8484.48888890113,1,100,1,74,2,0,1,2,0,-70.0869565217391,0.0020048,0,0,0,0,0,0,2,0,0,0.0020048,0,42,-1,2,0,0,1,0
1142,8490.0444444566,1,100,1,74,2,1,0,3,0,-30.25,0.0019979,1,0,0,0,0,0,3,0,0,0.0019979,0,42,-1,3,0,0,0,0
1143,8500.13333334534,1,100,1,74,2,0,0,0,1,0,0.0015226,0,0,0,0,0,0,0,0,0,0.0015226,0,43,-1,0,0,0,0,0
1144,8504.62222223417,1,100,2,76,4,0,1,1,1,-67.008,0.0019994,0,0,0,0,0,0,1,0,0,0.0019994,0,43,-1,0,0,0,1,0
1145,8504.66666667861,1,100,1,74,2,0,0,0,1,0,0.0020013,0,0,0,0,0,0,0,0,0,0.0020013,0,43,-1,0,0,0,0,0
1146,8507.46666667857,1,100,1,74,2,0,0,0,1,0,0.0010022,0,0,0,0,0,0,0,0,0,0.0010022,0,43,-1,0,0,0,0,0
1147,8510.22222223409,1,100,1,74,2,0,0,0,2,0,0.0009981,0,0,0,0,0,0,0,0,0,0.0009981,0,43,-1,0,0,0,0,0
1148,8513.77777778959,1,100,1,74,2,0,0,0,2,0,0.0009998,0,0,0,0,0,0,0,0,0,0.0009998,0,43,-1,0,0,0,0,0
1149,8514.71111112291,1,100,2,76,4,1,0,1,2,-27.0625,0.0020295,1,0,0,0,0,0,1,0,0,0.0020295,0,42,-1,0,0,0,1,0
1150,8517.51111112287,1,100,1,75,2,0,0,0,2,0,0.0019692,0,0,0,0,0,0,0,0,0,0.0019692,0,43,-1,0,0,0,0,0
1151,8523.82222223389,1,100,1,75,2,0,0,0,2,0,0.0010035,0,0,0,0,0,0,0,0,0,0.0010035,0,43,-1,0,0,0,0,0
1152,8530.35555556713,1,100,1,75,2,0,0,0,2,0,0.001998,0,0,0,0,0,0,0,0,0,0.001998,0,43,-1,0,0,0,0,0
1153,8533.3777777893,1,100,1,75,2,0,0,0,2,0,0.0020001,0,0,0,0,0,0,0,0,0,0.0020001,0,43,-1,0,0,0,0,0
1154,8534.84444445595,1,100,2,76,3,1,0,1,2,-29.0434782608696,0.0020003,1,0,0,0,0,0,1,0,0,0.0020003,0,43,-1,0,0,0,0,0
1155,8538.62222223367,1,100,1,74,2,0,2,5,0,-125.052631578947,0.2050491,0,0,0,0,0,0,0,1,0,0.2050491,0,44,-1,0,0,0,1,0
1156,8540.40000001142,1,100,1,74,2,1,0,1,0,-67.1071428571429,0.002,0,0,0,0,0,0,1,0,0,0.002,0,44,-1,0,0,0,1,0
1157,8554.97777778899,1,100,1,73,2,0,1,2,0,-66.0852272727273,0.0695535,0,0,0,0,0,0,1,1,0,0.0695535,0,44,-1,1,0,0,1,0
1158,8560.53333334447,1,100,1,72,2,0,1,1,0,-67.0131578947368,0.0020037,0,0,0,0,0,0,1,0,0,0.0020037,0,44,-1,0,0,0,1,0
1159,8570.62222223321,1,99,1,69,2,1,0,2,0,-28.1538461538462,0.0020027,1,0,0,0,0,0,2,0,0,0.0020027,0,44,-1,0,0,0,0,0
1160,8580.71111112195,1,99,1,67,2,0,1,3,0,-55.84,0.0685477,0,0,0,0,0,0,0,1,0,0.0685477,0,45,-1,0,0,0,1,0
1161,8595.20000001063,1,99,1,67,2,1,0,1,0,-30.0038759689922,0.0020309,1,0,0,0,0,0,1,0,0,0.0020309,0,45,-1,1,0,0,0,0
1162,8605.28888889937,1,99,1,63,2,0,0,0,1,0,0.0020056,0,0,0,0,0,0,0,0,0,0.0020056,0,46,-1,0,0,0,0,0
1163,8610.88888889929,1,99,2,65,4,0,1,2,1,-68.5,0.0040026,0,0,0,0,0,0,2,0,0,0.0040026,0,46,-1,0,0,0,0,0
1164,8610.93333334373,1,99,1,63,2,0,0,0,1,0,0.0010006,0,0,0,0,0,0,0,0,0,0.0010006,0,46,-1,0,0,0,0,0
1165,8615.37777778811,1,99,1,63,2,0,0,0,2,0,0.0009996,0,0,0,0,0,0,0,0,0,0.0009996,0,46,-1,0,0,0,0,0
1166,8617.68888889919,1,99,1,63,2,0,0,0,2,0,0.0009996,0,0,0,0,0,0,0,0,0,0.0009996,0,46,-1,0,0,0,0,0
1167,8622.977777788,1,99,1,63,2,0,0,0,2,0,0.000999,0,0,0,0,0,0,0,0,0,0.000999,0,46,-1,0,0,0,0,0
1168,8625.46666667685,1,99,1,63,2,0,0,0,3,0,0.0010293,0,0,0,0,0,0,0,0,0,0.0010293,0,46,-1,0,0,0,0,0
1169,8631.02222223233,1,99,2,66,4,0,0,0,4,0,0.0020075,0,0,0,0,0,0,0,0,0,0.0020075,0,46,-1,0,0,0,0,0
1170,8633.0222222323,1,99,2,66,4,0,0,0,4,0,0.003002,0,0,0,0,0,0,0,0,0,0.003002,0,46,-1,0,0,0,0,0
1171,8635.5555555656,1,99,2,66,4,0,0,0,5,0,0.0030002,0,0,0,0,0,0,0,0,0,0.0030002,0,46,-1,0,0,0,0,0
1172,8641.11111112107,1,99,2,66,4,0,0,0,6,0,0.0030004,0,0,0,0,0,0,0,0,0,0.0030004,0,46,-1,0,0,0,0,0
1173,8645.28888889879,1,99,2,66,4,0,0,0,6,0,0.0029698,0,0,0,0,0,0,0,0,0,0.0029698,0,46,-1,0,0,0,0,0
1174,8645.64444445434,1,99,2,66,4,0,0,0,6,0,0.0019996,0,0,0,0,0,0,0,0,0,0.0019996,0,46,-1,0,0,0,0,0
1175,8651.20000000981,1,99,2,65,3,0,0,0,7,0,0.0020297,0,0,0,0,0,0,0,0,0,0.0020297,0,46,-1,0,0,0,0,0
1176,8653.60000000978,1,99,2,65,4,3,1,4,3,-263.428571428571,0.1245012,0,0,0,0,0,0,0,1,0,0.1245012,0,46,-1,0,0,0,1,0
1177,8653.64444445422,1,99,1,67,2,0,0,0,3,0,0.0010011,0,0,0,0,0,0,0,0,0,0.0010011,0,46,-1,0,0,0,0,0
1178,8655.68888889864,1,99,2,69,4,1,0,1,3,-67.0625,0.0019702,0,0,0,0,0,0,1,0,0,0.0019702,0,46,-1,0,0,0,1,0
1179,8655.73333334308,1,99,1,67,2,0,0,0,3,0,0.0019702,0,0,0,0,0,0,0,0,0,0.0019702,0,46,-1,0,0,0,0,0
1180,8661.28888889855,1,99,1,67,2,0,0,0,3,0,0.0010002,0,0,0,0,0,0,0,0,0,0.0010002,0,46,-1,0,0,0,0,0
1181,8663.64444445408,1,100,1,68,2,0,0,0,3,0,0.0010033,0,0,0,0,0,0,0,0,0,0.0010033,0,46,-1,0,0,0,0,0
1182,8665.77777778738,1,100,2,68,2,0,1,1,3,-67.0416666666667,0.0020005,0,0,0,0,0,0,1,0,0,0.0020005,0,46,-1,0,0,0,0,0
1183,8665.82222223182,1,100,1,71,1,1,0,2,2,-28.0196078431373,0.0019996,1,0,0,0,0,0,2,0,0,0.0019996,0,46,-1,0,0,0,0,0
1184,8671.33333334285,1,100,1,69,2,1,2,7,0,-197.733333333333,0.0865447,0,0,0,0,0,0,0,1,0,0.0865447,0,47,-1,0,0,0,1,0
1185,8694.66666667585,1,100,1,75,2,1,0,2,0,-83.0980861244019,0.0665379,0,0,0,0,0,0,0,1,0,0.0665379,0,46,-1,0,0,0,1,0
1186,8701.51111112019,1,100,1,75,2,1,0,1,0,-67.1296296296296,0.0029982,0,0,0,0,0,0,1,0,0,0.0029982,0,46,-1,0,0,0,1,0
1187,8704.75555556459,1,100,1,75,2,0,1,2,0,-70.1,0.0010052,0,0,0,0,0,0,2,0,0,0.0010052,0,46,-1,2,0,0,1,0
1188,8714.84444445333,1,100,1,75,2,0,1,1,0,-67.0384615384615,0.0019999,0,0,0,0,0,0,1,0,0,0.0019999,0,45,-1,0,0,0,1,0
1189,8721.64444445323,1,100,1,77,2,0,1,1,0,-69.1153846153846,0.0029653,0,0,0,0,0,0,1,0,0,0.0029653,0,45,-1,0,0,0,0,0
1190,8724.93333334207,1,100,1,77,2,1,0,1,0,-30.0333333333333,0.0020353,1,0,0,0,0,0,1,0,0,0.0020353,0,44,-1,1,0,0,0,0
1191,8735.02222223081,1,100,1,78,2,1,0,1,0,-30.0178571428571,0.0020028,1,0,0,0,0,0,1,0,0,0.0020028,0,43,-1,1,0,0,0,0
1192,8741.77777778627,1,100,1,78,2,1,0,5,0,-77.7308419890586,0.0635797,0,0,0,0,0,0,2,1,0,0.0635797,0,44,-1,2,0,0,1,0
1193,8745.11111111956,1,100,1,77,2,1,0,1,0,-29.0277777777778,0.000997,1,0,0,0,0,0,1,0,0,0.000997,0,44,-1,0,0,0,0,0
1194,8761.91111111931,1,100,1,78,2,0,1,2,0,-97.2188405797101,0.0019999,0,0,0,0,0,0,2,0,0,0.0019999,0,44,-1,1,0,0,1,0
1195,8765.2444444526,1,100,1,77,2,0,0,0,1,0,0.0010011,0,0,0,0,0,0,0,0,0,0.0010011,0,44,-1,0,0,0,0,0
1196,8769.24444445254,1,100,1,77,2,0,0,0,1,0,0.0019985,0,0,0,0,0,0,0,0,0,0.0019985,0,44,-1,0,0,0,0,0
1197,8772.00000000805,1,100,2,79,4,0,1,2,1,-70.1136363636364,0.0030265,0,0,0,0,0,0,2,0,0,0.0030265,0,44,-1,2,0,0,1,0
1198,8772.0444444525,1,100,1,77,2,0,0,0,1,0,0.0019994,0,0,0,0,0,0,0,0,0,0.0019994,0,44,-1,0,0,0,0,0
1199,8775.33333334134,1,100,1,77,2,0,0,0,2,0,0.0009996,0,0,0,0,0,0,0,0,0,0.0009996,0,44,-1,0,0,0,0,0
1200,8775.37777778578,1,100,1,77,2,0,0,0,2,0,0.0010006,0,0,0,0,0,0,0,0,0,0.0010006,0,44,-1,0,0,0,0,0
1201,8785.42222223008,1,100,1,76,2,1,2,9,0,-197.727272727273,0.1084883,0,0,0,0,0,0,0,1,0,0.1084883,0,44,-1,0,0,0,1,0
1202,8805.55555556312,1,100,1,83,2,0,1,1,0,-67.1463414634146,0.0029998,0,0,0,0,0,0,1,0,0,0.0029998,0,43,-1,0,0,0,1,0
1203,8812.22222222969,1,100,1,83,2,0,1,1,0,-70.0048076923077,0.0020004,0,0,0,0,0,0,1,0,0,0.0020004,0,43,-1,1,0,0,0,0
1204,8815.64444445186,1,100,1,79,2,0,1,1,0,-69.1375,0.002002,0,0,0,0,0,0,1,0,0,0.002002,0,43,-1,0,0,0,0,0
1205,8822.31111111843,1,100,1,80,2,1,0,1,0,-69.1363636363636,0.0020002,0,0,0,0,0,0,1,0,0,0.0020002,0,42,-1,0,0,0,0,0
1206,8825.73333334061,1,100,1,83,2,0,1,2,0,-79.1520146520147,0.030605,0,0,0,0,0,0,1,1,0,0.030605,0,42,-1,1,0,0,1,0
1207,8832.40000000718,1,100,1,82,2,1,0,1,0,-69.1190476190476,0.0020243,0,0,0,0,0,0,1,0,0,0.0020243,0,42,-1,0,0,0,0,0
1208,8855.91111111794,1,100,1,82,2,1,0,1,0,-70.1111111111111,0.0019973,0,0,0,0,0,0,1,0,0,0.0019973,0,42,-1,1,0,0,0,0
1209,8882.66666667311,1,100,1,82,2,1,0,1,0,-69.1,0.00298,0,0,0,0,0,0,1,0,0,0.00298,0,42,-1,0,0,0,0,0
1210,8886.08888889528,1,100,1,83,2,0,1,1,0,-70.0882352941177,0.0020001,0,0,0,0,0,0,1,0,0,0.0020001,0,42,-1,1,0,0,0,0
1211,8892.75555556185,1,100,1,83,2,0,1,2,0,-79.4007352941177,0.0690358,0,0,0,0,0,0,0,1,0,0.0690358,0,42,-1,0,0,0,1,0
1212,8916.26666667262,1,100,1,84,2,0,0,0,1,0,0.0019976,0,0,0,0,0,0,0,0,0,0.0019976,0,41,-1,0,0,0,0,0
1213,8922.93333333919,1,100,2,85,4,0,1,2,1,-70.1578947368421,0.0059997,0,0,0,0,0,0,2,0,0,0.0059997,0,40,-1,2,0,0,1,0
1214,8922.97777778364,1,100,1,84,2,0,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0,40,-1,0,0,0,0,0
1215,8925.42222222804,1,100,1,84,2,0,0,0,1,0,0.002,0,0,0,0,0,0,0,0,0,0.002,0,40,-1,0,0,0,0,0
1216,8926.35555556136,1,100,1,84,2,0,0,0,2,0,0.0010177,0,0,0,0,0,0,0,0,0,0.0010177,0,40,-1,0,0,0,0,0
1217,8933.02222222793,1,100,2,86,4,1,0,1,2,-69.5,0.0040004,0,0,0,0,0,0,1,0,0,0.0040004,0,40,-1,0,0,0,0,0
1218,8933.06666667238,1,100,1,84,2,0,0,0,2,0,0.001971,0,0,0,0,0,0,0,0,0,0.001971,0,40,-1,0,0,0,0,0
1219,8936.44444445011,1,100,1,84,2,0,0,0,3,0,0.0020023,0,0,0,0,0,0,0,0,0,0.0020023,0,40,-1,0,0,0,0,0
1220,8943.11111111668,1,100,2,86,4,1,0,1,3,-69.2857142857143,0.0039996,0,0,0,0,0,0,1,0,0,0.0039996,0,39,-1,0,0,0,0,0
1221,8943.15555556112,1,100,1,84,2,0,0,0,3,0,0.0020017,0,0,0,0,0,0,0,0,0,0.0020017,0,39,-1,0,0,0,0,0
1222,8953.20000000542,1,100,2,86,4,1,0,1,3,-69.25,0.0040006,0,0,0,0,0,0,1,0,0,0.0040006,0,38,-1,0,0,0,0,0
1223,8953.24444444986,1,100,1,86,2,0,0,0,3,0,0.0020005,0,0,0,0,0,0,0,0,0,0.0020005,0,38,-1,0,0,0,0,0
1224,8956.57777778315,1,99,1,86,2,0,0,0,4,0,0.0019687,0,0,0,0,0,0,0,0,0,0.0019687,0,37,-1,0,0,0,0,0
1225,8956.62222222759,1,99,1,86,2,0,0,0,4,0,0.0020298,0,0,0,0,0,0,0,0,0,0.0020298,0,37,-1,0,0,0,0,0
1226,8959.86666667199,1,99,1,85,1,0,0,0,4,0,0.002,0,0,0,0,0,0,0,0,0,0.002,0,37,-1,0,0,0,0,0
1227,8963.28888889416,1,99,2,87,3,1,0,1,4,-69.18,0.004,0,0,0,0,0,0,1,0,0,0.004,0,36,-1,0,0,0,0,0
1228,8963.3333333386,1,99,1,85,1,0,0,0,4,0,0.0019967,0,0,0,0,0,0,0,0,0,0.0019967,0,36,-1,0,0,0,0,0
1229,8966.66666667189,1,99,1,85,2,3,2,7,0,-331.85593220339,0.1865838,0,0,0,0,0,0,0,1,0,0.1865838,0,36,-1,0,0,0,1,0
1230,8976.75555556063,1,99,1,84,1,1,0,1,0,-27.5,0.0010003,1,0,0,0,0,0,1,0,0,0.0010003,0,36,-1,0,0,0,0,0
1231,8983.4222222272,1,99,1,84,2,0,1,4,0,-88.9333333333333,0.065544,0,0,0,0,0,0,3,1,0,0.065544,0,36,-1,3,0,0,1,0
1232,9003.55555556024,1,99,1,85,2,1,0,3,0,-71.5,0.0029682,0,0,0,0,0,0,3,0,0,0.0029682,0,36,-1,3,0,0,0,0
1233,9007.86666667129,1,99,1,84,2,1,0,2,0,-82.3094339622642,0.0555795,0,0,0,0,0,0,1,1,0,0.0555795,0,35,-1,1,0,0,1,0
1234,9013.64444444898,1,99,1,80,2,0,1,1,0,-70.0625,0.0030007,0,0,0,0,0,0,1,0,0,0.0030007,0,34,-1,1,0,0,0,0
1235,9017.95555556003,1,100,1,81,2,0,1,1,0,-67.2916666666667,0.0030003,0,0,0,0,0,0,1,0,0,0.0030003,0,33,-1,0,0,0,1,0
1236,9023.73333333772,1,100,1,80,2,1,0,2,0,-30.2727272727273,0.0030006,1,0,0,0,0,0,2,0,0,0.0030006,0,32,-1,2,0,0,0,0
1237,9033.82222222647,1,100,1,80,2,1,0,1,0,-30.0333333333333,0.0010005,1,0,0,0,0,0,1,0,0,0.0010005,0,32,-1,1,0,0,0,0
