decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
313,3835.46666666007,1,115,1,88,5,1,26.3471404778582,43.3796353322312,0.763218390804598,0.0263471404778582,49,1,40,1,1,2,-2313.21061707238,0.1205165
314,3845.55555554892,1,115,1,89,4,2,26.3888091773743,43.3909949560852,0.76551724137931,0.0263888091773743,51,2,43,1,2,2,-2440.17002266028,0.1645151
315,3852.22222221556,1,115,1,88,3,1,26.3669863887005,43.3864792750524,0.76551724137931,0.0263669863887005,36,1,29,1,1,1,-1691.19996856024,0.1435175
316,3872.3555555488,1,116,1,89,3,2,26.4356763125106,43.4426280735591,0.767816091954023,0.0264356763125106,46,2,39,1,2,2,-2206.99336836906,0.1035213
317,3872.53333332658,1,115,1,88,5,1,26.330690165544,43.3013011028049,0.767123287671233,0.026330690165544,50,1,44,1,1,2,-2468.77981524878,0.1015151
318,3902.53333332645,1,116,1,91,3,3,26.5344228519511,43.5797143528733,0.769406392694064,0.0265344228519511,54,2,45,1,3,3,-2561.68987675454,0.1515178
319,3902.71111110423,1,115,1,90,3,2,26.4292422235234,43.4381604861869,0.766968325791855,0.0264292422235234,44,1,37,1,2,1,-2072.8856293857,0.2175339
320,3912.79999999307,1,115,1,91,2,3,26.4526276086121,43.5638982729288,0.769230769230769,0.0264526276086121,46,3,38,1,3,5,-2154.92113905887,0.3065605
321,3922.6666666597,1,110,1,89,4,1,26.3935572403764,43.5840978114111,0.768018018018018,0.0263935572403764,41,1,37,1,1,1,-2069.87455647303,0.1255108
322,3924.13333332636,1,114,1,89,4,1,26.3594073138327,43.4714159962552,0.768539325842697,0.0263594073138327,44,1,38,1,1,2,-2155.13914206592,0.0985096
323,3942.79999999294,1,110,1,91,3,2,26.49103767851,43.63229735284,0.766816143497758,0.02649103767851,41,1,37,1,2,1,-2037.18623963446,0.2330363
324,3944.2666666596,1,114,1,90,4,1,26.4464710304361,43.6453198378113,0.769058295964126,0.0264464710304361,39,1,32,1,1,1,-1866.53525358625,0.1370802
325,3972.97777777059,1,110,1,89,4,2,26.6403435853093,43.9088399158518,0.767857142857143,0.0266403435853093,48,2,42,1,2,3,-2352.5888121063,0.2405806
326,3974.44444443725,1,115,1,88,4,1,26.5458420138887,43.7834017631671,0.76837416481069,0.0265458420138887,37,1,31,1,1,1,-1796.91384320766,0.1810266
327,3983.06666665944,1,109,1,87,5,0,26.5488048461032,43.7324973031279,0.770601336302895,0.0265488048461032,38,1,34,1,0,1,-1939.38458557975,0.0140003
328,4003.19999999268,1,110,1,88,4,1,26.6434667529045,43.8328001418752,0.7728285077951,0.0266434667529045,43,2,37,1,1,2,-2115.90562830029,0.1800421
329,4004.6222222149,1,114,1,87,4,0,26.5566032859927,43.720195763435,0.775555555555556,0.0265566032859927,32,1,27,1,0,1,-1590.37657189397,0.010999
330,4013.28888888153,1,110,1,87,5,1,26.6104248038646,43.8943663163425,0.776053215077605,0.0266104248038646,50,1,42,1,1,2,-2458.10112067445,0.1776523
331,4014.71111110374,1,113,1,87,4,1,26.571349513018,43.7745950310616,0.770925110132159,0.026571349513018,40,2,34,1,1,3,-1958.0576273389,0.1280439
332,4024.79999999259,1,113,1,87,4,0,26.5505905780002,43.770302678109,0.775330396475771,0.0265505905780002,33,1,28,1,0,1,-1645.36684676154,0.0109994
333,4043.46666665917,1,108,1,89,4,2,26.6782953873843,43.9257283926041,0.777533039647577,0.0266782953873843,48,1,41,1,2,1,-2373.71194365173,0.1750297
334,4053.55555554802,1,108,1,88,5,1,26.6893025838337,43.889075360082,0.779735682819383,0.0266893025838337,48,2,41,1,1,2,-2402.48385731333,0.1095015
335,4054.97777777024,1,112,1,88,3,1,26.5969252210943,43.7670921359779,0.779735682819383,0.0265969252210943,35,1,26,1,1,1,-1585.67113711158,0.3275487
336,4073.68888888127,1,109,1,90,5,2,26.6995752244151,43.8816362521144,0.781938325991189,0.0266995752244151,53,1,45,1,2,2,-2614.02077120127,0.2440756
337,4075.11111110348,1,112,1,90,3,2,26.6576936920554,43.7588556831853,0.782417582417582,0.0266576936920554,43,1,31,1,2,1,-1903.58697581626,0.3400788
338,4085.19999999233,1,112,1,89,3,2,26.6612460682079,43.71107114004,0.781181619256017,0.0266612460682079,41,3,31,1,2,4,-1881.62647855462,0.3423721
339,4093.82222221451,1,108,1,87,3,1,26.6144035831217,43.7474258897563,0.779956427015251,0.0266144035831217,30,1,27,1,1,1,-1542.52085821594,0.1065166
340,4105.28888888122,1,112,1,90,3,3,26.68615201696,43.8118445885917,0.782135076252723,0.02668615201696,50,2,37,1,3,3,-2260.73272781759,0.2650314
341,4123.86666665911,1,112,1,91,3,3,26.7600415558122,43.96292541312,0.779220779220779,0.0267600415558122,45,1,40,1,3,1,-2259.25304095912,0.2465996
342,4125.33333332579,1,112,1,90,4,2,26.7159792176217,43.8373652796888,0.781385281385281,0.0267159792176217,48,1,37,1,2,2,-2235.89339671597,0.1480003
343,4135.37777777029,1,111,1,91,4,2,26.7605448533515,43.9933415391011,0.779697624190065,0.0267605448533515,47,1,36,1,2,1,-2182.12941190771,0.125518
344,4143.91111110367,1,111,1,92,3,3,26.7705533437181,43.956587589068,0.781857451403888,0.0267705533437181,47,1,42,1,3,1,-2380.64792288255,0.2210063
345,4145.42222221479,1,110,1,91,4,2,26.7287569849791,43.8351614553657,0.782327586206897,0.0267287569849791,46,1,35,1,2,1,-2128.54713002439,0.1274867
346,4153.95555554818,1,110,1,91,4,2,26.7185744093032,43.7660083882451,0.78448275862069,0.0267185744093032,45,1,40,1,2,1,-2286.77626434378,0.1990205
347,4155.4666666593,1,109,1,90,3,1,26.674471414561,43.64171928682,0.786637931034483,0.026674471414561,30,1,24,1,1,1,-1444.44957494862,0.1225134
348,4173.99999999274,1,110,1,91,5,2,26.7415559931822,43.6996158912977,0.788793103448276,0.0267415559931822,53,2,43,1,2,5,-2569.82587455799,0.1475161
349,4175.51111110386,1,109,1,90,3,1,26.6477772137687,43.5760004285944,0.788793103448276,0.0266477772137687,29,1,23,1,1,1,-1390.99261580265,0.1225197
350,4184.04444443725,1,109,1,90,5,1,26.6554899333471,43.537300224467,0.790948275862069,0.0266554899333471,46,1,37,1,1,2,-2232.6733141008,0.2545565
351,4185.55555554837,1,108,1,89,2,0,26.6173400705876,43.5556473882343,0.793103448275862,0.0266173400705876,9,1,7,1,0,1,-446.346843163184,0.0090013
352,4194.08888888175,1,108,1,90,5,1,26.6237572525159,43.5149627601543,0.795258620689655,0.0266237572525159,48,1,35,1,1,1,-2198.87772484596,0.1445184
353,4204.13333332625,1,107,1,91,5,2,26.6596110954015,43.5226181135772,0.797413793103448,0.0266596110954015,53,1,39,1,2,1,-2453.47382018305,0.2160228
354,4214.17777777076,1,107,1,92,5,3,26.7004298819999,43.5385388165944,0.796137339055794,0.0267004298819999,59,3,43,1,3,3,-2695.95521530718,0.174029
355,4215.59999999299,1,106,1,91,2,1,26.5645156928135,43.425825054719,0.800429184549356,0.0265645156928135,21,1,17,1,1,1,-1033.42594173308,0.1355462
356,4235.64444443755,1,107,1,90,2,1,26.5995303718938,43.4326660102265,0.802575107296137,0.0265995303718938,21,1,16,1,1,1,-1002.8908635072,0.1175209
357,4245.68888888205,1,107,1,89,2,0,26.6154565352685,43.4085422063308,0.802997858672377,0.0266154565352685,17,1,12,1,0,1,-795.431718722172,0.0085058
358,4254.22222221544,1,107,1,89,7,0,26.6357541630125,43.3917775533942,0.803418803418803,0.0266357541630125,51,1,34,1,0,2,-2290.50250012035,0.0160013
359,4265.73333332662,1,107,1,89,2,0,26.6661666890642,43.3916913579448,0.798301486199575,0.0266661666890642,16,1,11,1,0,1,-735.795648698188,0.0090036
360,4275.5555555489,1,107,1,91,5,2,26.6715614147118,43.351121945446,0.800424628450106,0.0266715614147118,55,3,36,1,2,3,-2364.04740058544,0.1750773
361,4285.77777777118,1,103,1,90,2,2,26.5991680664193,43.3409973788127,0.79957805907173,0.0265991680664193,34,1,25,1,2,1,-1543.52268690103,0.1910228
362,4295.82222221568,1,102,2,90,7,2,26.6078462003671,43.3060253407734,0.8,0.0266078462003671,65,2,44,2,2,3,-2877.02546656937,0.3590631
363,4305.86666666019,1,101,1,91,2,2,26.5951738950949,43.1880812232299,0.797494780793319,0.0265951738950949,32,1,23,1,2,1,-1429.0346600328,0.2475506
364,4315.86666666025,1,101,1,92,4,3,26.6318938407121,43.1994091951085,0.799582463465553,0.0266318938407121,52,2,36,1,3,3,-2287.21500761039,0.7126273
365,4315.91111110469,1,100,1,91,1,2,26.5371262745261,43.0747556919844,0.801670146137787,0.0265371262745261,29,1,22,1,2,1,-1339.47769175222,0.1820339
366,4325.91111110475,1,100,1,91,5,2,26.5515310581304,43.0503148081247,0.802083333333333,0.0265515310581304,49,1,34,1,2,2,-2174.37691474394,0.2220913
367,4325.9555555492,1,99,1,90,2,1,26.5046878981592,42.9269008609956,0.8004158004158,0.0265046878981592,28,1,21,1,1,1,-1297.44430411448,0.1340736
368,4335.9999999937,1,103,1,90,3,1,26.5374434179067,42.9327030008088,0.802494802494803,0.0265374434179067,37,3,25,1,1,4,-1651.59914148163,0.1875082
369,4346.0444444382,1,103,1,89,4,0,26.4907424379991,42.9620636673567,0.804979253112033,0.0264907424379991,34,1,24,1,0,1,-1568.60984112919,0.0100055
370,4356.08888888271,1,103,1,89,4,1,26.5470531427593,43.0062260912701,0.807053941908714,0.0265470531427593,41,1,29,1,1,1,-1856.40962190428,0.1835294
371,4365.95555554943,1,102,1,89,4,2,26.5828601479636,43.0172779602373,0.809128630705394,0.0265828601479636,43,1,28,1,2,1,-1859.77855944333,0.165511
372,4366.13333332721,1,102,1,89,4,2,26.5379068622666,42.8979233086072,0.80952380952381,0.0265379068622666,49,1,34,1,2,1,-2173.63698597003,0.1345325
373,4385.99999999399,1,102,1,89,4,1,26.6321757634828,43.0037965585983,0.809917355371901,0.0266321757634828,32,1,21,1,1,1,-1412.91873031862,0.1980598
374,4396.17777777183,1,102,1,90,4,2,26.63945023486,42.9692827234606,0.810309278350515,0.02663945023486,49,1,34,1,2,1,-2210.78014946208,0.1710521
375,4406.04444443856,1,102,1,90,3,2,26.6815174271308,42.9910646994897,0.810699588477366,0.0266815174271308,35,1,23,1,2,1,-1517.90534650211,0.205055
376,4416.08888888306,1,102,1,91,3,4,26.6809729561222,42.9443750108371,0.811088295687885,0.0266809729561222,50,1,33,1,4,1,-2147.6564061529,0.3115756
377,4416.2222222164,1,101,1,91,3,4,26.6350395279498,42.8249655155272,0.811475409836066,0.0266350395279498,57,2,39,1,4,3,-2492.48077345312,0.269553
378,4426.2666666609,1,101,1,90,3,3,26.614402314279,42.8209378017451,0.815573770491803,0.026614402314279,51,2,34,1,3,2,-2230.17729709802,0.1425398
379,4436.13333332762,1,102,1,90,2,3,26.6130627776712,42.8477723829916,0.810590631364562,0.0266130627776713,37,1,24,1,3,1,-1566.92629114071,0.2365595
380,4436.3111111054,1,101,1,90,4,3,26.5692996385853,42.7322902520581,0.812627291242363,0.0265692996385853,55,2,38,1,3,3,-2471.11104640635,0.1845164
381,4446.35555554991,1,100,1,90,5,2,26.5698965132236,42.7620772138032,0.814663951120163,0.0265698965132236,53,1,37,1,2,1,-2407.04848120769,0.1630556
382,4456.17777777219,1,99,1,89,2,2,26.6149282619536,42.9082776965567,0.816700610997963,0.0266149282619536,28,1,17,1,2,1,-1164.12484734966,0.2665467
383,4466.22222221669,1,99,1,89,3,2,26.6833994954789,42.9735411764205,0.818737270875764,0.0266833994954789,35,1,22,1,2,1,-1495.33604548799,0.2089752
384,4466.39999999447,1,99,1,88,5,1,26.6390551605044,42.8573229028501,0.820773930753564,0.0266390551605044,44,1,31,1,1,1,-2044.9878252078,0.1102633
385,4476.26666666119,1,98,1,89,4,1,26.6828600163556,42.8831678834287,0.822810590631365,0.0266828600163556,35,1,23,1,1,1,-1556.32460756749,0.1145098
386,4476.44444443897,1,98,1,89,5,1,26.639149746661,42.7686075384749,0.821501014198783,0.026639149746661,44,1,30,1,1,1,-2009.3493830018,0.1206321
387,4486.3111111057,1,97,1,89,3,1,26.6911507692389,42.8079385288067,0.823529411764706,0.0266911507692389,31,1,21,1,1,1,-1398.026139928,0.1115792
388,4506.35555555026,1,97,1,90,3,3,26.8009076199925,42.9398737889798,0.825557809330629,0.0268009076199925,47,2,32,1,3,4,-2104.23512117003,0.1154852
389,4516.39999999477,1,102,1,89,4,2,26.7893897716573,42.9503803404288,0.821285140562249,0.0267893897716573,47,2,32,1,2,3,-2119.19706034954,0.1065117
390,4516.48888888365,1,101,1,89,3,2,26.6996128876273,42.8351512993912,0.821285140562249,0.0266996128876273,34,1,26,1,2,2,-1617.70884048223,0.1610312
391,4526.44444443927,1,100,1,90,3,3,26.7285346077178,42.8378946550721,0.821285140562249,0.0267285346077178,46,1,37,1,3,2,-2232.00510793106,0.1325158
392,4526.53333332816,1,95,1,89,3,2,26.6842366631856,42.7235487275801,0.814741035856574,0.0266842366631856,33,1,25,1,2,1,-1547.54531376627,0.1410387
393,4536.48888888377,1,99,1,90,4,3,26.708539102327,42.7193031340983,0.816733067729084,0.026708539102327,53,1,40,1,3,2,-2476.5165397446,0.1711452
394,4546.53333332828,1,99,1,90,4,3,26.7367029489293,42.7213805832757,0.817097415506958,0.0267367029489293,52,1,39,1,3,2,-2429.1687188906,0.1900309
395,4546.57777777272,1,96,1,90,2,3,26.6922021953907,42.6076061782039,0.819085487077535,0.0266922021953907,38,1,26,1,3,1,-1671.74652821403,0.1480585
396,4556.62222221723,1,96,1,91,2,4,26.7208124367751,42.6107888991774,0.821073558648111,0.0267208124367751,44,1,29,1,4,1,-1887.39226030898,0.3626865
397,4566.66666666173,1,96,1,92,2,4,26.7382840378846,42.5963620709916,0.821428571428571,0.0267382840378846,42,1,30,1,4,1,-1864.57478971708,0.3204731
398,4576.5777777729,1,94,1,92,3,4,26.7489138310186,42.5712156461834,0.823412698412698,0.0267489138310186,49,1,39,1,4,2,-2339.63242542828,0.2884079
399,4576.71111110623,1,95,1,91,3,3,26.7052550725643,42.4599425889184,0.813725490196078,0.0267052550725643,42,1,30,1,3,1,-1854.12391098972,0.2250526
400,4586.75555555074,1,95,1,91,2,3,26.7166928204853,42.4365411027234,0.815686274509804,0.0267166928204853,39,1,29,1,3,1,-1766.50997193123,0.2037503
401,4607.42222221753,1,95,1,92,2,4,26.8212341072416,42.5610635964912,0.817647058823529,0.0268212341072416,46,1,33,1,4,1,-2042.87047829088,0.5315797
402,4616.62222221758,1,93,1,93,3,5,26.8071812913908,42.4974737532809,0.818003913894325,0.0268071812913908,58,2,43,1,5,3,-2663.23168817637,0.5636173
403,4617.46666666203,1,94,1,92,2,4,26.7204823613149,42.3890374632377,0.8203125,0.0267204823613148,45,1,32,1,4,1,-1990.51862665155,0.3242464
404,4626.66666666208,1,93,1,92,4,4,26.7061078505401,42.3253458623442,0.822265625,0.0267061078505401,56,2,43,1,4,3,-2640.34389358258,0.4545783
405,4627.51111110653,1,93,1,91,2,3,26.6219196555273,42.2207007036878,0.824561403508772,0.0266219196555273,37,1,28,1,3,2,-1705.11265806049,0.2885383
406,4637.55555555104,1,92,1,90,2,2,26.64383287796,42.2149040404042,0.826510721247563,0.02664383287796,34,1,26,1,2,1,-1606.86879684618,0.2730098
407,4647.59999999554,1,92,1,90,2,2,26.6708587798793,42.2173438199643,0.828460038986355,0.0266708587798793,33,1,25,1,2,1,-1554.38775137284,0.1970311
408,4657.64444444004,1,94,1,92,2,4,26.6924276872529,42.2112809937953,0.830409356725146,0.0266924276872529,46,3,35,1,4,6,-2134.36116362992,0.2685415
409,4666.71111110677,1,93,1,90,4,2,26.6320291014254,42.2131389107645,0.827184466019418,0.0266320291014254,43,3,29,1,2,4,-1919.10526271181,0.3880676
410,4667.68888888455,1,93,1,89,4,1,26.5111017657019,42.1178943218606,0.827852998065764,0.0265111017657019,37,3,28,1,1,7,-1784.46528734664,0.1315171
411,4677.73333332905,1,92,1,89,4,1,26.4654134547524,42.1410814241058,0.829787234042553,0.0264654134547524,34,1,27,1,1,2,-1677.53269549959,0.1920116
412,4686.75555555133,1,90,1,89,5,1,26.4725829165179,42.1123953301129,0.831721470019342,0.0264725829165179,40,1,28,1,1,1,-1846.00240884234,0.2080315
413,4706.79999999589,1,89,1,90,4,1,26.5690863603037,42.2258693940541,0.832046332046332,0.0265690863603037,34,1,23,1,1,2,-1544.31490646959,0.2265575
414,4726.84444444045,1,96,1,93,3,3,26.6317289453249,42.2854932872334,0.830769230769231,0.0266317289453249,46,2,31,1,3,3,-2034.00557097103,0.2220288
415,4727.77777777379,1,95,1,91,3,1,26.5507805166055,42.1847426482108,0.829174664107486,0.0265507805166055,30,1,22,1,1,1,-1414.75279105973,0.1530412
416,4737.8222222183,1,95,1,92,3,2,26.529300959153,42.111067598453,0.826335877862595,0.026529300959153,38,1,27,1,2,2,-1713.55665175871,0.3105479
417,4747.8666666628,1,95,1,91,4,1,26.5166516043545,42.0516596149865,0.826666666666667,0.0265166516043545,37,1,26,1,1,1,-1691.79801165959,0.2344258
418,4756.88888888508,1,94,1,91,4,1,26.5234327526056,42.0232725475791,0.826996197718631,0.0265234327526056,37,1,23,1,1,1,-1591.79314353548,0.131527
419,4766.93333332958,1,94,1,91,4,2,26.5459606649053,42.0199879871616,0.827324478178368,0.0265459606649053,46,4,28,1,2,8,-1949.4578117678,0.1285217
420,4767.91111110736,1,93,1,90,3,1,26.3820569113409,41.9203611072434,0.826415094339623,0.0263820569113409,29,1,20,1,1,1,-1302.02840591543,0.2325438
421,4776.97777777408,1,93,1,91,5,2,26.3950903992904,41.9022060088736,0.828301886792453,0.0263950903992904,49,2,31,1,2,2,-2117.54131537585,0.1345336
422,4807.95555555204,1,95,1,90,2,2,26.4447829936819,42.008296176996,0.828947368421053,0.0264447829936819,32,2,23,1,2,4,-1454.74230391969,0.3213394
423,4837.99999999667,1,93,1,91,3,3,26.5236572443925,42.1607387541462,0.829588014981273,0.0265236572443925,43,1,33,1,3,2,-2016.12658051891,0.3395479
424,4847.02222221894,1,89,1,90,4,2,26.5437196711186,42.1537979888732,0.82803738317757,0.0265437196711186,43,1,28,1,2,2,-1880.30953210073,0.3176045
425,4858.04444444123,1,93,1,90,4,2,26.5434584212073,42.1147446732522,0.828358208955224,0.0265434584212073,42,2,32,1,2,3,-2004.24988749408,0.305569
426,4867.06666666351,1,88,1,89,4,1,26.4955322154062,42.0657462086573,0.828358208955224,0.0264955322154062,34,1,23,1,1,2,-1533.49252879129,0.1165135
427,4888.08888888585,1,93,1,89,4,1,26.5550385862379,42.1217853436878,0.830223880597015,0.026555038586238,36,1,26,1,1,2,-1682.62468760632,0.2483586
428,4908.13333333041,1,97,1,91,4,3,26.5949659716241,42.1468133948343,0.830540037243948,0.0265949659716241,52,3,33,1,3,3,-2236.48022454086,0.4067321
429,4917.11111110825,1,92,1,89,2,1,26.511757785339,42.1069094237736,0.825046040515654,0.026511757785339,22,1,14,1,1,2,-959.635332950331,0.2240311
430,4918.17777777492,1,91,1,88,6,0,26.4750918930481,42.0105981383575,0.825046040515654,0.0264750918930481,41,3,26,1,0,3,-1818.07269050544,0.0150029
431,4937.15555555281,1,92,1,88,3,1,26.4722469325154,42.0973292682927,0.830570902394107,0.0264722469325154,32,3,20,1,1,4,-1405.5767401408,0.1370418
432,4947.19999999731,1,92,1,88,3,0,26.434250094242,42.1275761842544,0.831192660550459,0.026434250094242,23,1,15,1,0,2,-1042.2235472553,0.0099998
433,4987.24444444199,1,92,1,90,3,1,26.4939983721018,42.1846187672301,0.83302752293578,0.0264939983721018,32,3,20,1,1,3,-1404.46078221483,0.2395459
434,4988.22222221978,1,89,1,89,5,0,26.3764142734034,42.0873050996921,0.830909090909091,0.0263764142734034,32,3,22,1,0,3,-1491.2565597212,0.0140005
435,4997.2888888865,1,91,1,89,4,1,26.2845998319254,42.0299639824508,0.836363636363636,0.0262845998319254,36,2,25,1,1,4,-1646.79874520485,0.1615597
436,4998.26666666428,1,87,1,89,5,1,26.2106733415143,41.9370773464228,0.84,0.0262106733415143,36,2,27,1,1,3,-1745.919655929,0.2150393
437,5017.33333333106,1,91,1,89,4,1,26.2060185185187,41.9548277243593,0.843636363636364,0.0262060185185187,34,2,25,1,1,3,-1620.38352736501,0.1222142
438,5045.73333333123,1,89,1,89,4,1,26.2669454551546,42.0775049497441,0.843636363636364,0.0262669454551546,31,1,24,1,1,2,-1529.6460998584,0.2935442
439,5065.77777777579,1,92,1,92,2,3,26.3189088191332,42.1228468899525,0.843920145190563,0.0263189088191332,36,2,26,1,3,3,-1682.72354779949,0.3799454
440,5067.3777777758,1,98,1,90,4,1,26.2509824968724,42.0391629007193,0.836330935251799,0.0262509824968724,37,2,27,1,1,6,-1752.23140286552,0.3740821
441,5097.42222222042,1,96,1,91,5,1,26.3028694990187,42.1472170781896,0.833333333333333,0.0263028694990187,42,2,33,1,1,2,-2069.4936672009,0.2975548
442,5105.82222222047,1,93,1,92,3,2,26.2543464163237,42.0942608812792,0.835420393559928,0.0262543464163237,36,1,26,1,2,1,-1675.20453599777,0.1770288
443,5115.86666666498,1,93,1,92,3,2,26.2344885948573,42.1247370311722,0.832740213523132,0.0262344885948573,36,1,25,1,2,1,-1634.90853754859,0.178037
444,5127.46666666504,1,96,1,92,4,3,26.2112314735033,42.1496525120231,0.83303730017762,0.0262112314735033,53,3,39,1,3,3,-2462.87349949539,0.502244
445,5135.91111110954,1,92,1,90,3,1,26.1354649714053,42.1140193852029,0.832155477031802,0.0261354649714053,27,1,19,1,1,1,-1244.56106220246,0.1085193
446,5147.51111110961,1,95,1,91,5,2,26.1511609198528,42.1015143886992,0.833922261484099,0.0261511609198528,50,2,39,1,2,3,-2437.42486211725,0.3708537
447,5155.9555555541,1,95,1,91,3,2,26.1109004957252,42.0607194306139,0.834215167548501,0.0261109004957252,36,2,25,1,2,2,-1634.03101867558,0.1295318
448,5175.99999999866,1,96,1,89,4,0,26.1115278059386,42.0856389342774,0.834215167548501,0.0261115278059386,33,1,24,1,0,1,-1572.76252136624,0.011997
449,5187.55555555429,1,96,1,89,5,0,26.1203477733687,42.062344066974,0.835978835978836,0.0261203477733687,34,2,28,1,0,2,-1742.516328626,0.0170006
450,5206.04444444329,1,96,1,90,3,1,26.1186150252118,42.083389080435,0.836555360281195,0.0261186150252118,35,3,24,1,1,3,-1593.42389530278,0.2435612
451,5216.08888888779,1,96,1,90,4,1,26.0430655998196,42.0461643212041,0.837127845884413,0.0260430655998196,40,2,28,1,1,2,-1836.98305115219,0.35256
452,5226.13333333229,1,96,1,90,4,1,25.9922692032762,41.9875117899078,0.838879159369527,0.0259922692032762,38,1,27,1,1,2,-1758.57722774031,0.3330765
453,5227.59999999897,1,94,1,89,4,0,25.9571868273473,41.8936922283233,0.840630472854641,0.0259571868273473,27,1,23,1,0,1,-1409.98380916087,0.0115111
454,5236.1777777768,1,95,1,89,5,1,25.9568291977531,41.8561398896483,0.842381786339755,0.0259568291977531,44,1,31,1,1,1,-2046.82350893718,0.2400255
455,5237.64444444347,1,93,1,89,4,1,25.9296218636922,41.775501891504,0.841186736474695,0.0259296218636922,33,1,27,1,1,1,-1646.36993178878,0.1770347
456,5256.22222222136,1,95,1,90,4,1,26.0030724212679,41.8571396711865,0.842931937172775,0.0260030724212679,36,1,27,1,1,1,-1734.39563797865,0.1830404
457,5257.68888888804,1,94,1,90,3,1,25.9777316528267,41.7798541328872,0.843205574912892,0.0259777316528267,27,1,20,1,1,1,-1274.65344805605,0.1710354
458,5276.26666666592,1,95,1,91,3,3,26.0360970754078,41.8373146108277,0.844947735191638,0.0260360970754078,46,3,33,1,3,4,-2099.22383954186,0.1325239
459,5286.31111111043,1,94,1,92,4,3,25.9575360961627,41.7940145401519,0.847222222222222,0.0259575360961627,50,2,36,1,3,4,-2318.72801038782,0.33856
460,5297.73333333272,1,91,1,91,3,2,25.9289772727273,41.7711670480549,0.849220103986135,0.0259289772727273,30,1,25,1,2,1,-1504.63888357636,0.2230287
461,5316.35555555505,1,95,1,90,4,1,25.9793022119343,41.8160001356477,0.850953206239168,0.0259793022119343,36,1,27,1,1,3,-1733.79415228848,0.182031
462,5326.39999999955,1,95,1,91,5,1,26.0129600448539,41.8340541951408,0.845094664371773,0.0260129600448539,45,1,31,1,1,3,-2077.80733729129,0.174036
463,5327.77777777734,1,91,1,91,3,1,25.9925367958426,41.765280715138,0.846815834767642,0.0259925367958426,29,2,20,1,1,3,-1340.10492902751,0.2180223
464,5336.44444444406,1,94,1,90,5,1,25.9762458916665,41.7622638031554,0.85025817555938,0.0259762458916665,41,2,32,1,1,4,-2020.96265580305,0.1093554
465,5347.8222222219,1,91,1,90,3,1,25.9812148165514,41.7933116166698,0.85025817555938,0.0259812148165514,28,1,20,1,1,1,-1314.41748881366,0.3280548
466,5357.86666666641,1,90,1,91,3,2,25.9961725685776,41.7816588461112,0.85197934595525,0.0259961725685776,33,1,24,1,2,1,-1537.279833524,0.3075853
467,5366.48888888868,1,92,1,91,4,2,26.003977618046,41.8529030285932,0.852233676975945,0.026003977618046,40,1,30,1,2,1,-1892.56518738502,0.2440317
468,5377.91111111097,1,89,1,90,4,2,25.999718874068,41.8103587299202,0.853951890034364,0.025999718874068,38,1,27,1,2,1,-1772.63381939033,0.4625839
469,5387.95555555547,1,90,1,90,4,2,25.9906056882934,41.7601866677073,0.855670103092783,0.0259906056882934,38,1,26,1,2,1,-1738.95758094356,0.2862909
470,5408.00000000004,1,91,1,91,4,3,26.0779280514428,41.8650145399845,0.855917667238422,0.0260779280514428,49,2,32,1,3,4,-2159.01464463554,0.2845611
471,5416.53333333342,1,94,1,89,3,2,26.0565512536971,41.853699776632,0.847715736040609,0.0260565512536971,38,2,24,1,2,2,-1642.24769611295,0.2085602
472,5418.04444444454,1,87,1,88,4,1,25.9912644997429,41.7716750888725,0.846543001686341,0.0259912644997429,37,1,24,1,1,3,-1652.25388575222,0.18852
473,5438.0888888891,1,90,1,90,3,3,26.1091272463232,41.9257923042294,0.84822934232715,0.0261091272463232,42,1,29,1,3,1,-1886.82391234338,0.4100778
474,5446.57777777804,1,92,1,92,3,4,26.1459286885284,41.94969002915,0.848484848484849,0.0261459286885284,49,2,31,1,4,3,-2107.7982209071,0.6157051
475,5448.13333333361,1,88,1,91,3,3,26.0858727235525,41.8762125318227,0.850420168067227,0.0260858727235525,41,1,27,1,3,1,-1784.26802994047,1.3722235
476,5458.17777777811,1,88,1,90,2,3,26.1381104193278,41.9250664911784,0.850671140939597,0.0261381104193278,37,1,24,1,3,1,-1594.8292340263,0.9516339
477,5468.22222222261,1,84,1,89,3,3,26.161023561584,41.9269384232009,0.850921273031826,0.026161023561584,42,3,26,1,3,4,-1803.60563607783,0.8486931
478,5476.62222222266,1,87,1,89,4,2,26.102172819396,41.9129603201315,0.845771144278607,0.026102172819396,39,1,25,1,2,2,-1697.74352912414,0.2791326
479,5478.26666666712,1,83,1,88,4,1,26.0791605308222,41.8412905219784,0.844370860927152,0.0260791605308222,33,1,21,1,1,1,-1446.19332356962,0.1790485
480,5488.31111111162,1,83,1,88,4,1,26.1179158538955,41.9608714048299,0.846026490066225,0.0261179158538955,32,1,20,1,1,1,-1394.594980524,0.2000369
481,5516.66666666735,1,87,1,91,4,3,26.305574002395,42.2273687933183,0.847682119205298,0.026305574002395,51,3,32,1,3,5,-2214.27327458179,0.2915494
482,5538.35555555636,1,84,1,88,3,1,26.3045347274715,42.3059803603754,0.842622950819672,0.0263045347274715,27,3,17,1,1,5,-1197.6742594817,0.1975359
