decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
813,9208.35555555726,1,89,1,92,5,3,27.5036030680579,42.4635732123116,0.909871244635193,0.0275036030680579,44,2,26,1,3,3,-2045.50187274664,0.2760453
814,9217.7333333349,1,88,1,92,2,2,27.4727948214159,42.4321747112707,0.909871244635193,0.0274727948214159,22,1,14,1,2,1,-1050.76487172324,0.5023661
815,9227.82222222364,1,88,1,92,2,3,27.469898161674,42.4084252547493,0.909967845659164,0.027469898161674,27,2,17,1,3,3,-1262.79370072217,0.9266888
816,9228.4888888903,1,87,1,90,5,1,27.4250343685702,42.3552654340852,0.911039657020364,0.0274250343685702,35,1,20,1,1,1,-1611.46692099153,0.1960236
817,9237.91111111239,1,83,1,89,3,1,27.4415417996577,42.361557456798,0.911134903640257,0.0274415417996577,23,1,15,1,1,1,-1146.25467475273,0.1375178
818,9258.04444444543,1,84,1,90,4,2,27.4998303720907,42.4323441684891,0.91220556745182,0.0274998303720907,35,1,20,1,2,1,-1611.30001015064,0.2695177
819,9258.66666666764,1,81,1,90,4,2,27.4782080293095,42.379851614435,0.912299465240642,0.0274782080293095,36,1,20,1,2,1,-1628.87714836534,0.1365202
820,9278.80000000068,1,82,1,90,3,2,27.493775381573,42.3847702425273,0.913368983957219,0.027493775381573,33,2,19,1,2,3,-1503.75843614989,0.185654
821,9288.22222222276,1,78,1,89,4,1,27.4700042770971,42.364226544986,0.912486659551761,0.0274700042770971,27,1,16,1,1,1,-1284.42989775199,0.2975473
822,9298.31111111151,1,78,1,88,4,1,27.4878761206492,42.3727541221247,0.913553895410886,0.0274878761206492,26,1,15,1,1,1,-1221.61665000943,0.2705628
823,9298.93333333372,1,81,1,87,5,0,27.4664460694139,42.3207485355256,0.914621131270011,0.0274664460694139,33,2,18,1,0,2,-1534.09839015154,0.0120002
824,9308.40000000025,1,83,1,88,4,0,27.4666682385724,42.3371574123218,0.914802981895634,0.0274666682385724,21,1,12,1,0,1,-998.394828770359,0.0130026
825,9309.02222222246,1,86,1,88,4,0,27.4475529546543,42.288787058634,0.915867944621938,0.0274475529546543,24,1,14,1,0,2,-1151.47519332856,0.0090074
826,9319.1111111112,1,85,1,89,4,2,27.4766490477172,42.3147377964845,0.916932907348243,0.0274766490477172,33,3,19,1,2,5,-1522.10533897556,0.1950061
827,9328.53333333329,1,80,1,87,3,0,27.4490921988519,42.3231561187882,0.917021276595745,0.0274490921988519,14,1,9,1,0,1,-707.517795043347,0.0090054
828,9348.66666666633,1,82,1,90,3,2,27.5030652101355,42.3874870665713,0.918085106382979,0.0275030652101355,29,1,17,1,2,1,-1333.56751188759,0.1095198
829,9349.28888888854,1,87,1,90,5,2,27.4825759780426,42.3370822345289,0.915254237288136,0.0274825759780426,37,2,19,1,2,4,-1635.27169890915,0.1666183
830,9358.75555555507,1,81,1,90,2,2,27.4750513221727,42.3414507733609,0.915433403805497,0.0274750513221727,22,1,13,1,2,2,-997.183967823757,0.1090932
831,9359.37777777728,1,86,1,89,4,1,27.4549237534154,42.2916754787459,0.916490486257928,0.0274549237534154,25,1,17,1,1,2,-1266.85243476913,0.2310847
832,9368.84444444381,1,82,1,92,3,3,27.4586882368481,42.2787620897749,0.915611814345992,0.0274586882368481,35,2,20,1,3,2,-1561.4282819324,0.2282616
833,9378.93333333256,1,82,1,91,4,2,27.4455471486581,42.2744384922026,0.913684210526316,0.0274455471486581,33,1,19,1,2,1,-1506.45621498096,0.1555766
834,9389.0222222213,1,82,1,90,4,2,27.4657941069303,42.2869584740662,0.914736842105263,0.0274657941069303,33,1,19,1,2,2,-1509.04074414485,0.1184614
835,9399.11111111004,1,81,1,89,3,2,27.4731557193248,42.2796680353931,0.914736842105263,0.0274731557193248,32,1,18,1,2,1,-1444.30332618386,0.1190627
836,9399.59999999892,1,86,1,89,4,2,27.4526076093087,42.2294817177069,0.91578947368421,0.0274526076093087,32,1,18,1,2,1,-1460.52097543772,0.1950358
837,9409.19999999878,1,80,1,89,3,2,27.4658963666022,42.2313970448883,0.916842105263158,0.0274658963666022,31,1,17,1,2,1,-1382.69383433615,0.1740357
838,9429.33333333182,1,81,1,91,2,3,27.5188100224446,42.2942411859349,0.916929547844374,0.0275188100224446,33,1,17,1,3,1,-1438.7839221661,0.2355409
839,9429.77777777626,1,86,1,90,4,3,27.4972172780492,42.2426000434031,0.916054564533054,0.0274972172780492,36,2,24,1,3,4,-1740.79148256468,0.1390255
840,9439.866666665,1,86,1,87,6,2,27.4804384107572,42.2327336874433,0.917190775681342,0.0274804384107572,40,1,26,1,2,2,-1938.14235748227,0.1305515
841,9449.46666666486,1,80,1,86,2,1,27.4903689110852,42.2295941377268,0.915271966527197,0.0274903689110852,19,1,9,1,1,1,-816.860915042911,0.1365129
842,9469.5999999979,1,89,1,88,2,2,27.5611966791576,42.3199944027414,0.916317991631799,0.0275611966791576,27,1,11,1,2,1,-1080.31980513685,0.2455689
843,9479.68888888665,1,88,1,87,3,1,27.5781094450715,42.3275958398237,0.91544885177453,0.0275781094450715,26,1,10,1,1,1,-1030.8307401239,0.2160279
844,9489.77777777539,1,88,1,86,2,1,27.5956562952964,42.336193198374,0.916492693110647,0.0275956562952964,20,1,11,1,1,1,-905.500692122677,0.2200629
845,9499.86666666413,1,88,1,87,3,1,27.6269547524028,42.3659008361909,0.916579770594369,0.0276269547524028,29,1,13,1,1,1,-1229.02583435386,0.1085281
846,9500.17777777524,1,86,1,87,5,1,27.606592853016,42.3164254760605,0.916666666666667,0.027606592853016,29,1,18,1,1,1,-1411.95080515128,0.1315275
847,9509.95555555287,1,81,1,87,3,1,27.6229572070892,42.3232933445253,0.917708333333333,0.0276229572070892,27,1,11,1,1,1,-1101.47353199929,0.1136107
848,9510.26666666398,1,85,1,87,6,1,27.6019028001972,42.2728770944924,0.91875,0.0276019028001972,33,1,20,1,1,1,-1577.32423490402,0.186041
849,9520.04444444161,1,80,1,87,2,1,27.6241887040771,42.2888814729082,0.919791666666667,0.0276241887040771,22,1,7,1,1,1,-817.900928931491,0.1505208
850,9530.13333333036,1,80,1,88,3,1,27.6437309679072,42.300702997747,0.919875130072841,0.0276437309679072,27,1,11,1,1,1,-1073.23402053373,0.1355505
851,9530.39999999702,1,84,1,88,5,1,27.6231900024353,42.2512339692422,0.91804979253112,0.0276231900024353,32,1,16,1,1,1,-1414.87647523067,0.1840081
852,9540.2222222191,1,79,1,89,3,2,27.6338364501705,42.2495187054882,0.919087136929461,0.0276338364501705,30,1,14,1,2,1,-1231.25305351544,0.1193362
853,9540.48888888576,1,83,1,89,4,2,27.6125685295593,42.1990605046336,0.920124481327801,0.0276125685295593,34,3,16,1,2,4,-1437.19005544569,0.1930336
854,9550.31111110784,1,78,1,89,3,2,27.5750490529123,42.1915167717566,0.920289855072464,0.0275750490529123,29,1,13,1,2,1,-1164.29230023831,0.1364925
855,9560.39999999658,1,76,1,89,2,2,27.5989694684336,42.2101885987807,0.921325051759834,0.0275989694684336,23,2,11,1,2,5,-966.419225793106,0.1495176
856,9570.48888888532,1,77,1,91,3,3,27.5866752109542,42.2072754145567,0.922360248447205,0.0275866752109542,32,2,16,1,3,4,-1352.7912461443,0.1054961
857,9580.57777777407,1,77,1,90,3,2,27.5818959572092,42.2158114161686,0.920536635706914,0.0275818959572092,26,1,12,1,2,2,-1100.07972509843,0.2720357
858,9580.7111111074,1,82,1,89,4,1,27.5603565024189,42.164989862675,0.920618556701031,0.0275603565024189,26,2,14,1,1,4,-1173.97009674263,0.2605633
859,9590.66666666281,1,69,1,88,4,1,27.5482543591068,42.1622673422915,0.920618556701031,0.0275482543591068,25,1,12,1,1,4,-1086.4641575309,0.1650431
860,9590.79999999614,1,81,1,87,5,0,27.5267981528171,42.1629981462663,0.921649484536082,0.0275267981528171,24,2,13,1,0,3,-1121.75454616878,0.0109989
861,9600.75555555155,1,68,1,85,5,0,27.5158874683507,42.1619810416384,0.923711340206186,0.0275158874683507,23,1,11,1,0,1,-1018.32860492242,0.010005
862,9610.84444444029,1,68,1,86,5,0,27.549273401264,42.1952983116684,0.924742268041237,0.027549273401264,22,1,10,1,0,1,-955.945632666446,0.0110042
863,9641.06666666207,1,82,1,87,4,1,27.6372328746571,42.3121669769964,0.925773195876289,0.0276372328746571,26,1,13,1,1,2,-1160.70754996706,0.2361145
864,9651.15555555082,1,82,1,88,3,1,27.636112484825,42.2926430137916,0.921971252566735,0.027636112484825,21,2,12,1,1,2,-987.653075430503,0.2568691
865,9661.24444443956,1,84,1,88,4,1,27.6239107076242,42.2896960287629,0.922051282051282,0.0276239107076242,25,1,14,1,1,2,-1157.17723908688,0.1310913
866,9681.19999999482,1,73,1,90,4,2,27.6661389932754,42.3365613650123,0.921187308085977,0.0276661389932754,28,3,16,1,2,6,-1296.64192274928,0.1935336
867,9691.28888888357,1,79,1,90,4,2,27.6417552124441,42.3483722541315,0.920408163265306,0.0276417552124441,26,2,16,1,2,3,-1253.98235226852,0.1905195
868,9711.42222221661,1,80,1,90,5,2,27.6382923847641,42.3586872418668,0.920489296636086,0.0276382923847641,30,2,19,1,2,3,-1468.89217984031,0.0985145
869,9711.77777777216,1,84,1,89,3,1,27.5955123365444,42.3086805545814,0.919633774160732,0.0275955123365444,21,1,11,1,1,2,-944.599602896612,0.1367042
870,9721.51111110535,1,78,1,90,5,1,27.5989765558275,42.2962628662802,0.919715447154472,0.0275989765558275,25,1,15,1,1,4,-1195.80992527584,0.161066
871,9731.9111111052,1,83,1,92,3,2,27.6040836769958,42.2864001453859,0.920731707317073,0.0276040836769958,26,1,14,1,2,2,-1156.49215153883,0.133516
872,9752.04444443824,1,84,1,91,3,1,27.6224686300804,42.2969050898107,0.921747967479675,0.0276224686300804,24,1,13,1,1,1,-1098.39398103568,0.1205163
873,9761.73333332699,1,77,1,91,4,2,27.6221703038007,42.2788320976542,0.921827411167513,0.0276221703038007,26,3,15,1,2,6,-1194.59018085317,0.1830497
874,9772.17777777128,1,86,1,91,3,2,27.5781403988922,42.2600280932665,0.920121334681496,0.0275781403988922,29,2,16,1,2,2,-1309.86812146494,0.11651
875,9781.86666666003,1,79,1,90,5,1,27.5487830584492,42.2304698381018,0.920282542885974,0.0275487830584492,26,2,13,1,1,2,-1144.2146425943,0.1630274
876,9792.31111110432,1,78,1,90,3,1,27.5360143776123,42.226280421171,0.920443101711984,0.0275360143776123,23,1,12,1,1,2,-1032.95049921372,0.1150465
877,9802.39999999306,1,84,1,91,3,2,27.5288255216604,42.2481855792947,0.921450151057402,0.0275288255216604,27,1,14,1,2,1,-1187.41675203726,0.1120277
878,9822.5333333261,1,78,1,91,2,2,27.5449861573834,42.2553909511115,0.92245720040282,0.0275449861573834,22,2,12,1,2,3,-992.376100567416,0.1330383
879,9842.66666665914,1,79,1,91,3,2,27.541514358692,42.3158751078589,0.922613065326633,0.027541514358692,27,1,14,1,2,3,-1186.13952983922,0.1505153
880,9852.75555554788,1,79,1,90,4,1,27.5368758513437,42.2911207884002,0.921686746987952,0.0275368758513437,26,1,13,1,1,3,-1150.16993195942,0.1165107
881,9872.88888888092,1,80,1,88,4,1,27.5639410151608,42.3150846573624,0.922690763052209,0.0275639410151608,26,1,15,1,1,1,-1235.34376232935,0.1595211
882,9882.97777776967,1,87,1,90,4,2,27.5705869465277,42.3077221119931,0.922768304914744,0.0275705869465277,31,1,17,1,2,2,-1414.81496398638,0.1670587
883,9892.39999999175,1,80,1,89,4,1,27.5781750855347,42.3018381216881,0.922768304914744,0.0275781750855347,24,1,12,1,1,2,-1056.62803475438,0.196091
884,9903.11111110271,1,87,1,89,5,1,27.5744441276743,42.2786310793676,0.922845691382766,0.0275744441276743,29,1,15,1,1,1,-1308.62857981332,0.1405209
885,9913.19999999145,1,87,1,89,4,1,27.565851635062,42.2480193505339,0.923847695390782,0.027565851635062,25,1,13,1,1,3,-1119.46495639116,0.1940394
886,9932.62222221339,1,74,1,89,4,1,27.6049325634727,42.2904950291117,0.923847695390782,0.0276049325634727,24,2,11,1,1,3,-1019.34351191356,0.1525223
887,9943.37777776879,1,88,1,88,5,0,27.5948919972386,42.2903966111526,0.923923923923924,0.0275948919972386,24,1,12,1,0,1,-1086.11544506436,0.0090035
888,9952.75555554643,1,73,1,89,4,1,27.6071676115255,42.2918312346773,0.924,0.0276071676115255,23,2,10,1,1,2,-961.949729674568,0.1045237
889,9953.46666665753,1,85,1,88,4,0,27.5678882040747,42.2468936114391,0.925,0.0275678882040747,19,1,10,1,0,1,-880.553077616793,0.0099992
890,9983.64444443487,1,86,1,90,3,2,27.6322320885486,42.328147975265,0.926,0.0276322320885486,27,3,14,1,2,3,-1204.95271219932,0.1245298
891,10003.0222222124,1,75,1,91,4,2,27.6206779481849,42.3582128251316,0.927145708582834,0.0276206779481849,28,2,15,1,2,4,-1270.33956357313,0.1145126
892,10013.8222222122,1,87,1,90,4,1,27.605988198705,42.350833660131,0.924378109452736,0.027605988198705,25,1,13,1,1,2,-1124.23114480187,0.1315257
893,10023.1555555454,1,75,1,89,4,0,27.6002533258836,42.3247127970365,0.924453280318091,0.0276002533258836,19,1,10,1,0,2,-881.397747928266,0.0090016
894,10023.9111111009,1,86,1,89,5,0,27.5812639196115,42.2783223932073,0.924453280318091,0.0275812639196115,24,1,12,1,0,1,-1086.25940746044,0.0100002
895,10033.9999999897,1,80,1,90,4,1,27.5842229194416,42.2656264428021,0.92544731610338,0.0275842229194416,24,1,12,1,1,2,-1048.30387046687,0.1225509
896,10043.2888888784,1,78,1,90,4,1,27.5828674001635,42.2463589688687,0.92544731610338,0.0275828674001635,25,1,13,1,1,2,-1126.68152092039,0.1165151
897,10053.3777777672,1,78,1,89,5,0,27.5903445224894,42.2406561168873,0.922695738354807,0.0275903445224894,24,1,12,1,0,1,-1084.10894435665,0.011004
898,10054.1333333227,1,80,1,89,5,0,27.569800964212,42.1921019428945,0.922772277227723,0.027569800964212,23,1,11,1,0,1,-1018.8207490229,0.0090005
899,10094.3555555444,1,89,1,91,4,2,27.6567876514962,42.3081080643074,0.923762376237624,0.0276567876514962,35,2,18,1,2,3,-1546.203403245,0.1525159
900,10103.6444444331,1,86,1,90,4,1,27.6274946404899,42.2784387680225,0.921104536489152,0.0276274946404899,27,1,16,1,1,2,-1281.74719134617,0.128518
901,10114.4888888774,1,88,1,91,3,2,27.6278346674936,42.2619030885757,0.921182266009852,0.0276278346674936,25,1,15,1,2,1,-1171.75669698779,0.1005123
902,10123.7777777662,1,87,1,91,3,2,27.6437520801062,42.2692255643484,0.922167487684729,0.0276437520801062,27,2,17,1,2,3,-1295.61278484894,0.122526
903,10133.8666666549,1,87,1,91,4,2,27.6297664767244,42.2629529034216,0.922244094488189,0.0276297664767244,31,2,18,1,2,3,-1450.17055357228,0.1410234
904,10134.6222222104,1,87,1,89,4,0,27.5892866632271,42.2160894533603,0.924212598425197,0.0275892866632271,21,1,11,1,0,1,-969.966709008033,0.0080074
905,10144.7111110992,1,87,1,89,4,0,27.5982379787459,42.2128321343506,0.924287118977384,0.0275982379787459,20,1,10,1,0,1,-905.654882861406,0.0089995
906,10153.9999999879,1,84,1,89,5,0,27.6090974383416,42.2125205046867,0.925270403146509,0.0276090974383416,23,2,11,1,0,2,-1024.52938729126,0.0090012
907,10154.7999999879,1,86,1,89,3,0,27.5713398047833,42.1698064297437,0.926326129666012,0.0275713398047833,14,1,8,1,0,1,-675.230355010064,0.0075093
908,10174.933333321,1,89,1,91,3,2,27.6076087706539,42.2083995523623,0.927308447937132,0.0276076087706539,23,1,15,1,2,1,-1140.0234071233,0.1604883
909,10174.9777777654,1,77,1,90,5,1,27.5869189378058,42.1599395531634,0.927379784102061,0.0275869189378058,24,2,13,1,1,3,-1110.43396630125,0.136509
910,10185.0222222097,1,86,1,89,4,0,27.5656085648732,42.1423531861599,0.928361138370952,0.0275656085648732,17,1,10,1,0,1,-831.298870112185,0.0090023
911,10195.1111110985,1,85,1,90,4,1,27.5686499208642,42.1302268065681,0.929342492639843,0.0275686499208642,22,1,11,1,1,1,-967.295619895927,0.1740315
912,10205.1555555428,1,76,1,89,5,0,27.5765121366666,42.1254995742873,0.928501469147894,0.0275765121366666,18,1,11,1,0,2,-896.175191727159,0.0069886
913,10205.1999999872,1,84,1,89,4,0,27.5558662860858,42.0772699890863,0.928571428571429,0.0275558662860858,20,1,9,1,0,1,-868.398910107756,0.0083775
914,10215.2444444315,1,75,1,89,5,1,27.5650258205296,42.074597898079,0.929549902152642,0.0275650258205296,23,1,10,1,1,1,-955.368609172653,0.2080251
915,10235.3777777645,1,89,1,90,4,2,27.6134096538671,42.131800296622,0.929618768328446,0.0276134096538671,29,2,14,1,2,6,-1236.77744448993,0.1675309
916,10245.4222222088,1,76,1,89,3,1,27.5876790771283,42.1075101703538,0.926070038910506,0.0275876790771283,19,1,8,1,1,1,-767.55051665507,0.1240257
917,10245.4666666533,1,89,1,89,5,1,27.5671369584318,42.0595746737217,0.926141885325559,0.0275671369584318,28,2,14,1,1,4,-1242.50294142293,0.1920247
918,10255.555555542,1,86,1,88,5,1,27.5522449577321,42.0517711284108,0.927184466019418,0.0275522449577321,32,2,15,1,1,5,-1389.53091355592,0.216033
919,10265.6444444308,1,86,1,89,6,2,27.5521272161633,42.0664747348263,0.926427879961278,0.0275521272161633,39,3,19,1,2,4,-1705.22317199129,0.0935307
920,10275.5999999862,1,70,1,90,2,1,27.5265782569547,42.0736537822701,0.926640926640927,0.0275265782569547,12,1,5,1,1,1,-472.156230545434,0.1430265
921,10285.6888888749,1,70,1,90,2,1,27.5363241527861,42.0719946953262,0.927606177606178,0.0275363241527861,11,1,4,1,1,1,-408.143225649968,0.1410418
922,10305.8666666524,1,86,1,89,6,1,27.5673673000259,42.1028882400396,0.928571428571429,0.0275673673000259,32,2,15,1,1,3,-1389.60596113466,0.1335842
923,10315.8666666523,1,80,1,90,3,1,27.5658393267433,42.1153458953422,0.929604628736741,0.0275658393267433,18,1,6,1,1,1,-681.092494650823,0.149031
924,10325.955555541,1,88,1,90,3,1,27.5855715461659,42.1289851164235,0.927884615384615,0.0275855715461659,22,2,8,1,1,4,-863.970879439597,0.1715173
925,10325.9999999854,1,88,1,89,5,0,27.5447624183211,42.0814094023954,0.928914505283381,0.0275447624183211,21,2,9,1,0,3,-896.121679043818,0.0090003
926,10346.088888874,1,88,1,88,4,1,27.5449171138664,42.0963608832959,0.930835734870317,0.0275449171138664,26,3,10,1,1,5,-1043.24725273742,0.1275114
927,10356.1777777628,1,87,1,88,5,0,27.5058978170536,42.0824696545656,0.930968360498562,0.0275058978170536,23,1,9,1,0,2,-946.419614592818,0.0079711
928,10366.2666666515,1,87,1,88,4,0,27.5111524560387,42.074053699698,0.931927133269415,0.0275111524560387,21,1,7,1,0,2,-817.667730782826,0.0089991
929,10376.3555555403,1,87,1,87,4,1,27.522325632079,42.0747165243508,0.931992337164751,0.027522325632079,25,2,9,1,1,4,-976.899685774794,0.1810391
930,10406.3999999843,1,88,1,88,4,1,27.5805477485957,42.1783601831002,0.931166347992352,0.0275805477485957,21,2,10,1,1,2,-914.829723850902,0.2495752
931,10416.488888873,1,88,1,87,5,1,27.5682728247551,42.1741856486692,0.931232091690544,0.0275682728247551,26,1,14,1,1,3,-1194.19808898463,0.1395255
932,10416.5777777619,1,88,1,87,4,1,27.5483293364086,42.1272766593844,0.930409914204004,0.0275483293364086,23,1,8,1,1,2,-899.987405846343,0.1450976
933,10436.6222222061,1,88,1,89,4,2,27.5987632113269,42.1880084105806,0.931363203050524,0.0275987632113269,27,1,15,1,2,2,-1243.25127528184,0.1135164
934,10476.8888888721,1,85,1,91,3,3,27.6921101583519,42.3142894011588,0.930542340627973,0.0276921101583519,33,3,14,1,3,4,-1359.43991114499,0.1205184
935,10486.888888872,1,90,1,91,4,2,27.6569088579796,42.3060890257561,0.928030303030303,0.0276569088579796,33,3,14,1,2,3,-1360.75059561863,0.1536277
936,10507.0666666495,1,86,1,88,4,0,27.6282564349262,42.307699171604,0.927289896128423,0.0276282564349262,19,1,9,1,0,2,-844.992482597092,0.0110018
937,10527.1111110936,1,92,1,89,5,1,27.6507129404346,42.3256723222294,0.926415094339623,0.0276507129404346,34,2,16,1,1,2,-1477.56273618243,0.1345138
938,10527.1999999825,1,86,1,88,4,0,27.6106604336512,42.2788237890284,0.927426955702168,0.0276106604336512,18,1,8,1,0,1,-779.707543509828,0.0100011
939,10547.2444444267,1,92,1,88,5,0,27.6358019296307,42.3009543471382,0.928369462770971,0.0276358019296307,29,1,15,1,0,2,-1338.15939608633,0.0100015
940,10547.3333333156,1,86,1,88,3,0,27.615896274732,42.2541664604474,0.928369462770971,0.027615896274732,13,1,5,1,0,1,-534.460647360478,0.0060032
941,10557.3333333154,1,91,1,89,5,2,27.618410636925,42.2417292833948,0.929311969839774,0.027618410636925,35,1,17,1,2,2,-1520.65535729495,0.1385153
942,10557.4222222043,1,85,1,89,3,2,27.5985438620399,42.1951070601855,0.929378531073446,0.0275985438620399,25,1,11,1,2,1,-1035.56137534936,0.1810544
943,10577.5555555373,1,86,1,89,3,2,27.6134622367467,42.2017064372922,0.929444967074318,0.0276134622367467,25,2,11,1,2,3,-1041.05255828553,0.1165418
944,10587.5111110927,1,91,1,88,5,0,27.5859674689347,42.1741121282272,0.928638497652582,0.0275859674689347,25,2,13,1,0,4,-1156.63044234786,0.0120069
945,10587.6444444261,1,85,1,88,4,0,27.5460894352146,42.127518837244,0.928638497652582,0.0275460894352146,20,1,10,1,0,2,-907.846645754076,0.0120012
946,10607.7777777591,1,85,1,89,4,1,27.5845883805901,42.1702446260791,0.928705440900563,0.0275845883805901,25,2,13,1,1,2,-1117.57243632749,0.144075
947,10617.6888888701,1,84,1,89,3,1,27.5667450170957,42.1573205565309,0.928772258669166,0.0275667450170957,19,1,10,1,1,1,-853.000685419536,0.1630441
948,10627.9111110922,1,90,1,88,5,1,27.5645758122746,42.1379001103757,0.927970065481759,0.0275645758122746,28,1,15,1,1,2,-1293.83127700024,0.1305741
