time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
2943.78,Bot1,8898313,Pod301,OutputStation2,52.29,0,0,0,-52.29,0,2943.78,StationSlack,0,1,immediate_release,0,0,0,52.29,0,,,,0,0,2993.76,2943.78,2999.25,55.46,3.17,1,5.49
2958.16,Bot16,55511,Pod278,OutputStation9,31,0,0,0,-31,0,2958.16,StationSlack,0,1,immediate_release,0,0,0,31,0,,,,0,0,2988.99,2958.16,2995.97,37.82,6.82,1,6.99
2958.75,Bot13,40263598,Pod119,OutputStation8,27.04,0,0,0,-27.04,0,2958.75,StationSlack,0,1,immediate_release,0,0,0,27.04,0,,,,0,0,2981.64,2958.75,2987.04,28.29,1.26,1,5.41
2968.01,Bot17,4496426,Pod349,OutputStation10,38.38,0,0,0,-38.38,0,2968.01,StationSlack,0,1,immediate_release,0,0,0,38.38,0,,,,0,0,3000.96,2968.01,3008.08,40.08,1.7,1,7.12
2968.55,Bot19,499602,Pod46,OutputStation5,43.79,0,0,0,-43.79,0,2968.55,StationSlack,0,1,immediate_release,0,0,0,43.79,0,,,,0,0,3010.17,2968.55,3015.55,46.99,3.21,1,5.38
2975.06,Bot14,61086455,Pod496,OutputStation3,73.16,0,0,0,-73.16,0,2975.06,StationSlack,0,1,immediate_release,0,0,0,73.16,0,,,,0,0,3045.31,2975.06,3052.23,77.17,4.01,1,6.92
3004.58,Bot7,59497477,Pod25,OutputStation4,44.37,0,0,0,-44.37,0,3004.58,StationSlack,0,1,immediate_release,0,0,0,44.37,0,,,,0,0,3054.83,3004.58,3061.82,57.24,12.87,1,6.99
3007.71,Bot12,26828065,Pod476,OutputStation11,143.33,7.43,0,7.43,-135.9,0,3007.71,StationSlack,0,0,immediate_release,0,7.43,0,143.33,7.43,,,,0,0,3075.54,3007.71,3113.11,105.4,-37.93,0,37.58
3022.8,Bot5,57800044,Pod218,OutputStation6,49.21,0,0,0,-49.21,0,3022.8,StationSlack,0,1,immediate_release,0,0,0,49.21,0,,,,0,0,3062.32,3022.8,3069.52,46.72,-2.49,1,7.2
3033.95,Bot13,10198465,Pod965,OutputStation8,32.37,0,0,0,-32.37,0,3033.95,StationSlack,0,1,immediate_release,0,0,0,32.37,0,,,,0,0,3060.95,3033.95,3066.37,32.43,0.05,1,5.42
3044.13,Bot1,24677321,Pod58,OutputStation2,38.33,0,0,0,-38.33,0,3044.13,StationSlack,0,1,immediate_release,0,0,0,38.33,0,,,,0,0,3080.4,3044.13,3085.81,41.68,3.35,1,5.42
3045.27,Bot3,50438350,Pod272,OutputStation7,60.96,0,0,0,-60.96,0,3045.27,StationSlack,0,1,immediate_release,0,0,0,60.96,0,,,,0,0,3102.87,3045.27,3108.34,63.07,2.11,1,5.47
3073.76,Bot8,49174790,Pod471,OutputStation0,46.96,0,0,0,-46.96,0,3073.76,StationSlack,0,1,immediate_release,0,0,0,46.96,0,,,,0,0,3117.74,3073.76,3123.54,49.78,2.82,1,5.8
3080.4,Bot17,21799703,Pod361,OutputStation10,35.75,0,0,0,-35.75,0,3080.4,StationSlack,0,1,immediate_release,0,0,0,35.75,0,,,,0,0,3109.58,3080.4,3118.29,37.9,2.15,1,8.72
3087.48,Bot11,54292279,Pod702,OutputStation1,38.92,0,0,0,-38.92,0,3087.48,StationSlack,0,1,immediate_release,0,0,0,38.92,0,,,,0,0,3121.96,3087.48,3128.89,41.41,2.49,1,6.93
3092.04,Bot16,25022112,Pod345,OutputStation9,66.46,0,0,0,-66.46,0,3092.04,StationSlack,0,1,immediate_release,0,0,0,66.46,0,,,,0,0,3155.5,3092.04,3162.75,70.71,4.25,1,7.25
3096.2,Bot19,55888792,Pod8,OutputStation5,62.96,0,0,0,-62.96,0,3096.2,StationSlack,0,1,immediate_release,0,0,0,62.96,0,,,,0,0,3155.5,3096.2,3162.65,66.45,3.49,1,7.15
3159.97,Bot7,43095310,Pod154,OutputStation4,67.58,0,0,0,-67.58,0,3159.97,StationSlack,0,1,immediate_release,0,0,0,67.58,0,,,,0,0,3223.76,3159.97,3229.21,69.23,1.65,1,5.45
3165.13,Bot1,5603813,Pod237,OutputStation2,35.67,0,0,0,-35.67,0,3165.13,StationSlack,0,1,immediate_release,0,0,0,35.67,0,,,,0,0,3196.83,3165.13,3202.33,37.2,1.54,1,5.5
3167.85,Bot12,6010880,Pod27,OutputStation11,29.12,0,0,0,-29.12,0,3167.85,StationSlack,0,1,immediate_release,0,0,0,29.12,0,,,,0,0,3190.29,3167.85,3197.42,29.57,0.45,1,7.13
3185.37,Bot5,50434318,Pod45,OutputStation6,47.62,0,0,0,-47.62,0,3185.37,StationSlack,0,1,immediate_release,0,0,0,47.62,0,,,,0,0,3230.55,3185.37,3235.95,50.58,2.95,1,5.4
3185.87,Bot9,33978581,Pod1,OutputStation11,90.11,0,0,0,-90.11,0,3185.87,StationSlack,0,1,immediate_release,0,0,0,90.11,0,,,,0,0,3262.81,3185.87,3268.2,82.34,-7.77,1,5.39
3193.38,Bot17,54912313,Pod68,OutputStation10,36.96,0,0,0,-36.96,0,3193.38,StationSlack,0,1,immediate_release,0,0,0,36.96,0,,,,0,0,3225.43,3193.38,3231.83,38.45,1.49,1,6.4
3206.88,Bot3,64348450,Pod361,OutputStation7,37.87,0,0,0,-37.87,0,3206.88,StationSlack,0,1,immediate_release,0,0,0,37.87,0,,,,0,0,3240.43,3206.88,3245.88,39.01,1.14,1,5.45
3229.66,Bot19,597274,Pod156,OutputStation5,69.2,0,0,0,-69.2,0,3229.66,StationSlack,0,1,immediate_release,0,0,0,69.2,0,,,,0,0,3304.89,3229.66,3310.6,80.94,11.73,1,5.71
3233.94,Bot14,42265138,Pod11,OutputStation3,55.62,0,0,0,-55.62,0,3233.94,StationSlack,0,1,immediate_release,0,0,0,55.62,0,,,,0,0,3286.97,3233.94,3292.45,58.51,2.88,1,5.48
3236.18,Bot13,16211647,Pod144,OutputStation8,45.75,0,0,0,-45.75,0,3236.18,StationSlack,0,1,immediate_release,0,0,0,45.75,0,,,,0,0,3279.13,3236.18,3284.84,48.66,2.91,1,5.71
3255.93,Bot8,12238885,Pod871,OutputStation0,28.92,0,0,0,-28.92,0,3255.93,StationSlack,0,1,immediate_release,0,0,0,28.92,0,,,,0,0,3279.55,3255.93,3284.93,29,0.09,1,5.38
3257.76,Bot11,6779396,Pod425,OutputStation1,59.29,0,0,0,-59.29,0,3257.76,StationSlack,0,1,immediate_release,0,0,0,59.29,0,,,,0,0,3305.61,3257.76,3312.83,55.06,-4.23,1,7.21
3278.53,Bot12,37127664,Pod496,OutputStation11,118.33,9.96,0,9.96,-108.38,0,3278.53,StationSlack,0,0,immediate_release,0,9.96,0,118.33,9.96,,,,0,0,3341.05,3278.53,3346.63,68.1,-50.23,1,5.59
3283.22,Bot17,17419343,Pod644,OutputStation10,43.67,0,0,0,-43.67,0,3283.22,StationSlack,0,1,immediate_release,0,0,0,43.67,0,,,,0,0,3328.18,3283.22,3333.64,50.43,6.76,1,5.46
3291.13,Bot16,21218401,Pod200,OutputStation9,49.67,0,0,0,-49.67,0,3291.13,StationSlack,0,1,immediate_release,0,0,0,49.67,0,,,,0,0,3338.59,3291.13,3345.5,54.37,4.7,1,6.9
3307.86,Bot7,16283894,Pod733,OutputStation4,76.46,0,0,0,-76.46,0,3307.86,StationSlack,0,1,immediate_release,0,0,0,76.46,0,,,,0,0,3383.07,3307.86,3388.51,80.65,4.2,1,5.45
3311.61,Bot3,7284856,Pod433,OutputStation7,35.62,0,0,0,-35.62,0,3311.61,StationSlack,0,1,immediate_release,0,0,0,35.62,0,,,,0,0,3342.71,3311.61,3348.95,37.34,1.71,1,6.24
3338.75,Bot8,61794345,Pod8,OutputStation0,48.41,0,0,0,-48.41,0,3338.75,StationSlack,0,1,immediate_release,0,0,0,48.41,0,,,,0,0,3383.19,3338.75,3390.38,51.63,3.22,1,7.19
3357.67,Bot1,36699979,Pod19,OutputStation2,75.2,0,0,0,-75.2,0,3357.67,StationSlack,0,1,immediate_release,0,0,0,75.2,0,,,,0,0,3428.39,3357.67,3435.27,77.6,2.4,1,6.88
3363,Bot9,12994797,Pod124,OutputStation11,81.67,13.67,0,13.67,-67.99,0,3363,StationSlack,0,0,immediate_release,1,3.67,10,81.67,13.67,,,,0,0,3400.71,3363,3407.64,44.64,-37.02,1,6.94
3370.8,Bot19,16356947,Pod111,OutputStation5,44.29,0,0,0,-44.29,0,3370.8,StationSlack,0,1,immediate_release,0,0,0,44.29,0,,,,0,0,3412.42,3370.8,3417.94,47.14,2.85,1,5.53
3371.27,Bot5,18219363,Pod34,OutputStation6,59.79,0,0,0,-59.79,0,3371.27,StationSlack,0,1,immediate_release,0,0,0,59.79,0,,,,0,0,3442.22,3371.27,3450.58,79.31,19.52,1,8.36
3386.44,Bot14,49844313,Pod343,OutputStation3,61.63,0,0,0,-61.63,0,3386.44,StationSlack,0,1,immediate_release,0,0,0,61.63,0,,,,0,0,3442.53,3386.44,3451.1,64.66,3.04,1,8.57
3428.39,Bot12,6858263,Pod84,OutputStation11,58.33,9.55,0,9.55,-48.78,0,3428.39,StationSlack,0,0,immediate_release,0,9.55,0,58.33,9.55,,,,0,0,3458.06,3428.39,3465.23,36.84,-21.5,1,7.16
3440.94,Bot8,61724373,Pod185,OutputStation0,31.67,0,0,0,-31.67,0,3440.94,StationSlack,0,1,immediate_release,0,0,0,31.67,0,,,,0,0,3467.4,3440.94,3473.03,32.09,0.42,1,5.63
3444.74,Bot17,54885328,Pod546,OutputStation10,60.92,0,0,0,-60.92,0,3444.74,StationSlack,0,1,immediate_release,0,0,0,60.92,0,,,,0,0,3502.08,3444.74,3507.66,62.92,2,1,5.58
3464.16,Bot11,18648453,Pod42,OutputStation1,60.29,0,0,0,-60.29,0,3464.16,StationSlack,0,1,immediate_release,0,0,0,60.29,0,,,,0,0,3521.76,3464.16,3527.24,63.09,2.79,1,5.49
3472.49,Bot3,54296197,Pod605,OutputStation7,24.92,0,0,0,-24.92,0,3472.49,StationSlack,0,1,immediate_release,0,0,0,24.92,0,,,,0,0,3492.39,3472.49,3497.99,25.5,0.58,1,5.6
3473.36,Bot19,19911166,Pod230,OutputStation5,30,0,0,0,-30,0,3473.36,StationSlack,0,0,immediate_release,0,0,0,30,0,,,,1,0,3495.68,3473.36,3501.25,27.89,-2.11,1,5.57
3478.69,Bot16,23501288,Pod83,OutputStation9,38.33,0,0,0,-38.33,0,3478.69,StationSlack,0,1,immediate_release,0,0,0,38.33,0,,,,0,0,3512.54,3478.69,3519.43,40.73,2.4,1,6.88
3490.61,Bot7,20335970,Pod118,OutputStation4,24.45,0,0,0,-24.45,0,3490.61,StationSlack,0,1,immediate_release,0,0,0,24.45,0,,,,0,0,3509.6,3490.61,3515.13,24.51,0.06,1,5.53
3495.15,Bot9,42891613,Pod286,OutputStation11,98.33,10.17,0,10.17,-88.17,0,3495.15,StationSlack,0,0,immediate_release,1,0.17,10,98.33,10.17,,,,0,0,3551.84,3495.15,3559,63.85,-34.48,1,7.16
3497.35,Bot13,50480197,Pod349,OutputStation8,52.54,0,0,0,-52.54,0,3497.35,StationSlack,0,1,immediate_release,0,0,0,52.54,0,,,,0,0,3546.7,3497.35,3552.27,54.92,2.38,1,5.57
3513.84,Bot14,23963654,Pod345,OutputStation3,40.21,0,0,0,-40.21,0,3513.84,StationSlack,0,1,immediate_release,0,0,0,40.21,0,,,,0,0,3548.71,3513.84,3555.68,41.84,1.63,1,6.97
3518.75,Bot1,2662628,Pod107,OutputStation2,27.67,0,0,0,-27.67,0,3518.75,StationSlack,0,1,immediate_release,0,0,0,27.67,0,,,,0,0,3541.23,3518.75,3546.7,27.95,0.28,1,5.47
3544.01,Bot8,28880587,Pod725,OutputStation0,38.83,0,0,0,-38.83,0,3544.01,StationSlack,0,1,immediate_release,0,0,0,38.83,0,,,,0,0,3577.54,3544.01,3584.43,40.42,1.59,1,6.89
3549.77,Bot12,61177702,Pod278,OutputStation11,90,0,0,0,-90,0,3549.77,StationSlack,0,1,immediate_release,0,0,0,90,0,,,,0,0,3576.34,3549.77,3617.33,67.56,-22.44,0,41
3555.98,Bot19,58598692,Pod337,OutputStation5,36.96,0,0,0,-36.96,0,3555.98,StationSlack,0,1,immediate_release,0,0,0,36.96,0,,,,0,0,3589.21,3555.98,3594.77,38.79,1.83,1,5.56
3566.37,Bot17,7974729,Pod104,OutputStation10,54.29,0,0,0,-54.29,0,3566.37,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,3617.58,3566.37,3623.08,56.71,2.42,1,5.5
3574.53,Bot7,20443239,Pod67,OutputStation4,36.96,0,0,0,-36.96,0,3574.53,StationSlack,0,1,immediate_release,0,0,0,36.96,0,,,,0,0,3607.45,3574.53,3613.91,39.38,2.43,1,6.46
3608.13,Bot5,53102250,Pod182,OutputStation6,40.29,0,0,0,-40.29,0,3608.13,StationSlack,0,1,immediate_release,0,0,0,40.29,0,,,,0,0,3644.55,3608.13,3650.06,41.93,1.64,1,5.51
3619.95,Bot1,24519875,Pod254,OutputStation2,62.46,0,0,0,-62.46,0,3619.95,StationSlack,0,1,immediate_release,0,0,0,62.46,0,,,,1,0,3677.09,3619.95,3685.39,65.44,2.98,1,8.3
3634.37,Bot16,19429767,Pod307,OutputStation9,35,0,0,0,-35,0,3634.37,StationSlack,0,1,immediate_release,0,0,0,35,0,,,,0,0,3662.64,3634.37,3670.99,36.62,1.62,1,8.35
3641.48,Bot3,30221038,Pod1029,OutputStation7,30.25,0,0,0,-30.25,0,3641.48,StationSlack,0,1,immediate_release,0,0,0,30.25,0,,,,0,0,3666.85,3641.48,3672.22,30.75,0.5,1,5.38
3652,Bot8,45330870,Pod542,OutputStation0,53.21,0,0,0,-53.21,0,3652,StationSlack,0,1,immediate_release,0,0,0,53.21,0,,,,0,0,3701.68,3652,3707.13,55.13,1.92,1,5.45
3652.96,Bot11,57102025,Pod299,OutputStation1,60.42,0,0,0,-60.42,0,3652.96,StationSlack,0,1,immediate_release,0,0,0,60.42,0,,,,0,0,3712.55,3652.96,3720.84,67.89,7.47,1,8.29
3655.96,Bot14,5324652,Pod546,OutputStation3,50.96,0,0,0,-50.96,0,3655.96,StationSlack,0,1,immediate_release,0,0,0,50.96,0,,,,0,0,3700.72,3655.96,3707.84,51.87,0.92,1,7.12
3664.68,Bot19,33871262,Pod1054,OutputStation5,47.79,0,0,0,-47.79,0,3664.68,StationSlack,0,1,immediate_release,0,0,0,47.79,0,,,,0,0,3712.01,3664.68,3717.44,52.77,4.98,1,5.43
3680.46,Bot9,31903341,Pod53,OutputStation11,53.75,0,0,0,-53.75,0,3680.46,StationSlack,0,1,immediate_release,0,0,0,53.75,0,,,,0,0,3731.08,3680.46,3736.84,56.38,2.63,1,5.76
3698.68,Bot13,47576576,Pod109,OutputStation8,29.63,0,0,0,-29.63,0,3698.68,StationSlack,0,1,immediate_release,0,0,0,29.63,0,,,,0,0,3720,3698.68,3726.95,28.27,-1.36,1,6.95
3699.88,Bot17,42725634,Pod659,OutputStation10,34.38,0,0,0,-34.38,0,3699.88,StationSlack,0,1,immediate_release,0,0,0,34.38,0,,,,0,0,3727.49,3699.88,3734.5,34.62,0.25,1,7.01
3715.38,Bot16,37980797,Pod314,OutputStation9,25.71,0,0,0,-25.71,0,3715.38,StationSlack,0,1,immediate_release,0,0,0,25.71,0,,,,0,0,3750.56,3715.38,3757.49,42.1,16.4,1,6.93
3723.66,Bot3,26589709,Pod60,OutputStation7,30.29,0,0,0,-30.29,0,3723.66,StationSlack,0,1,immediate_release,0,0,0,30.29,0,,,,0,0,3749.01,3723.66,3754.55,30.89,0.6,1,5.54
3726.13,Bot7,25536001,Pod510,OutputStation4,55,0,0,0,-55,0,3726.13,StationSlack,0,1,immediate_release,0,0,0,55,0,,,,0,0,3777.59,3726.13,3782.98,56.85,1.85,1,5.39
3731.78,Bot1,18777919,Pod480,OutputStation2,41,0,0,0,-41,0,3731.78,StationSlack,0,1,immediate_release,0,0,0,41,0,,,,0,0,3770.25,3731.78,3775.78,44,3,1,5.54
3743.87,Bot12,35112448,Pod821,OutputStation11,133.33,12.97,0,12.97,-120.36,0,3743.87,StationSlack,0,0,immediate_release,1,2.97,10,133.33,12.97,,,,0,0,3810.58,3743.87,3825.45,81.58,-51.75,0,14.88
3764.87,Bot14,44704979,Pod6,OutputStation3,63.79,0,0,0,-63.79,0,3764.87,StationSlack,0,1,immediate_release,0,0,0,63.79,0,,,,0,0,3824.37,3764.87,3832.7,67.82,4.03,1,8.32
3794.12,Bot5,23274277,Pod1052,OutputStation6,36.92,0,0,0,-36.92,0,3794.12,StationSlack,0,1,immediate_release,0,0,0,36.92,0,,,,1,0,3828,3794.12,3833.59,39.47,2.55,1,5.59
3802.44,Bot19,39868733,Pod368,OutputStation5,44.29,0,0,0,-44.29,0,3802.44,StationSlack,0,1,immediate_release,0,0,0,44.29,0,,,,0,0,3843.26,3802.44,3848.8,46.35,2.06,1,5.54
3810.15,Bot16,59203379,Pod533,OutputStation9,54.5,0,0,0,-54.5,0,3810.15,StationSlack,0,1,immediate_release,0,0,0,54.5,0,,,,0,0,3860.26,3810.15,3867.23,57.08,2.58,1,6.97
3819.32,Bot1,32212263,Pod384,OutputStation2,35.16,0,0,0,-35.16,0,3819.32,StationSlack,0,1,immediate_release,0,0,0,35.16,0,,,,0,0,3849.89,3819.32,3856.24,36.91,1.75,1,6.35
3826.62,Bot8,59056539,Pod977,OutputStation0,57.2,0,0,0,-57.2,0,3826.62,StationSlack,0,1,immediate_release,0,0,0,57.2,0,,,,0,0,3887.84,3826.62,3893.39,66.77,9.57,1,5.55
3827.91,Bot17,33405302,Pod423,OutputStation10,35.75,0,0,0,-35.75,0,3827.91,StationSlack,0,1,immediate_release,0,0,0,35.75,0,,,,0,0,3857.28,3827.91,3865.71,37.8,2.05,1,8.43
3837.85,Bot13,21474918,Pod99,OutputStation8,31.71,0,0,0,-31.71,0,3837.85,StationSlack,0,1,immediate_release,0,0,0,31.71,0,,,,0,0,3864.43,3837.85,3871.6,33.75,2.04,1,7.17
3861.1,Bot3,61746807,Pod156,OutputStation7,76.29,0,0,0,-76.29,0,3861.1,StationSlack,0,1,immediate_release,0,0,0,76.29,0,,,,0,0,3935.45,3861.1,3940.97,79.86,3.57,1,5.52
3865.95,Bot11,55615708,Pod711,OutputStation1,50.33,0,0,0,-50.33,0,3865.95,StationSlack,0,1,immediate_release,0,0,0,50.33,0,,,,0,0,3912.86,3865.95,3918.29,52.34,2.01,1,5.43
3882.29,Bot7,9705366,Pod1117,OutputStation4,33.13,0,0,0,-33.13,0,3882.29,StationSlack,0,1,immediate_release,0,0,0,33.13,0,,,,0,0,3908.93,3882.29,3917.22,34.93,1.8,1,8.29
3883.18,Bot9,51057307,Pod178,OutputStation11,118.33,14.96,0,14.96,-103.38,0,3883.18,StationSlack,0,0,immediate_release,1,4.96,10,118.33,14.96,,,,0,0,3947.09,3883.18,3961.33,78.16,-40.18,1,14.24
3903.5,Bot1,16220155,Pod254,OutputStation2,36.42,0,0,0,-36.42,0,3903.5,StationSlack,0,1,immediate_release,0,0,0,36.42,0,,,,0,0,3940.09,3903.5,3947.04,43.55,7.13,1,6.96
3905.12,Bot16,11763672,Pod182,OutputStation9,25.71,0,0,0,-25.71,0,3905.12,StationSlack,0,1,immediate_release,0,0,0,25.71,0,,,,1,0,3924.12,3905.12,3931.02,25.91,0.2,1,6.9
3938.76,Bot19,65239739,Pod127,OutputStation5,62.38,0,0,0,-62.38,0,3938.76,StationSlack,0,1,immediate_release,0,0,0,62.38,0,,,,0,0,3996.49,3938.76,4005.05,66.3,3.92,1,8.57
3942.33,Bot17,53872548,Pod126,OutputStation10,62.38,0,0,0,-62.38,0,3942.33,StationSlack,0,1,immediate_release,0,0,0,62.38,0,,,,0,0,3999.85,3942.33,4008.14,65.81,3.43,1,8.3
3979.43,Bot16,41971905,Pod322,OutputStation9,22.17,0,0,0,-22.17,0,3979.43,StationSlack,0,1,immediate_release,0,0,0,22.17,0,,,,0,0,3996.49,3979.43,4002.01,22.58,0.41,1,5.52
3984.29,Bot7,51501283,Pod980,OutputStation4,42.29,0,0,0,-42.29,0,3984.29,StationSlack,0,1,immediate_release,0,0,0,42.29,0,,,,0,0,4021.99,3984.29,4028.94,44.65,2.36,1,6.95
3986.26,Bot14,42202829,Pod241,OutputStation3,44.33,0,0,0,-44.33,0,3986.26,StationSlack,0,1,immediate_release,0,0,0,44.33,0,,,,0,0,4028.94,3986.26,4036.15,49.89,5.56,1,7.21
3993.7,Bot13,44281146,Pod13,OutputStation8,24.33,0,0,0,-24.33,0,3993.7,StationSlack,0,1,immediate_release,0,0,0,24.33,0,,,,0,0,4012.96,3993.7,4018.42,24.72,0.39,1,5.45
3994.26,Bot1,62986002,Pod299,OutputStation2,32.29,0,0,0,-32.29,0,3994.26,StationSlack,0,1,immediate_release,0,0,0,32.29,0,,,,0,0,4021.74,3994.26,4027.31,33.06,0.77,1,5.57
3997.35,Bot12,61885537,Pod83,OutputStation11,48.33,14.4,0,14.4,-33.93,0,3997.35,StationSlack,0,0,immediate_release,1,4.4,10,48.33,14.4,,,,0,0,4023.41,3997.35,4030.49,33.13,-15.2,1,7.08
3999.12,Bot3,20098922,Pod84,OutputStation7,34.54,0,0,0,-34.54,0,3999.12,StationSlack,0,1,immediate_release,0,0,0,34.54,0,,,,0,0,4028.49,3999.12,4035.41,36.29,1.76,1,6.92
4001.21,Bot5,6791328,Pod244,OutputStation6,58.46,0,0,0,-58.46,0,4001.21,StationSlack,0,1,immediate_release,0,0,0,58.46,0,,,,0,0,4056.86,4001.21,4062.31,61.1,2.64,1,5.45
4015.19,Bot8,46672571,Pod235,OutputStation0,41.75,0,0,0,-41.75,0,4015.19,StationSlack,0,1,immediate_release,0,0,0,41.75,0,,,,0,0,4051.59,4015.19,4058.52,43.33,1.58,1,6.93
4025.03,Bot11,17399957,Pod538,OutputStation1,31.62,0,0,0,-31.62,0,4025.03,StationSlack,0,1,immediate_release,0,0,0,31.62,0,,,,1,0,4051.32,4025.03,4056.74,31.71,0.09,1,5.43
4082.49,Bot13,43976340,Pod588,OutputStation8,50.42,0,0,0,-50.42,0,4082.49,StationSlack,0,1,immediate_release,0,0,0,50.42,0,,,,0,0,4135.15,4082.49,4142.04,59.55,9.13,1,6.88
4086.95,Bot9,22912539,Pod216,OutputStation11,133.33,14.04,0,14.04,-119.29,0,4086.95,StationSlack,0,0,immediate_release,1,4.04,10,133.33,14.04,,,,1,0,4155.98,4086.95,4197.65,110.7,-22.64,0,41.67
4098.2,Bot1,35326120,Pod224,OutputStation2,56.96,0,0,0,-56.96,0,4098.2,StationSlack,0,1,immediate_release,0,0,0,56.96,0,,,,0,0,4151.11,4098.2,4156.87,58.67,1.71,1,5.75
4110.5,Bot17,64345901,Pod223,OutputStation10,51,0,0,0,-51,0,4110.5,StationSlack,0,1,immediate_release,0,0,0,51,0,,,,0,0,4156.63,4110.5,4163.75,53.25,2.25,1,7.12
4125.38,Bot16,12669132,Pod118,OutputStation9,66.46,0,0,0,-66.46,0,4125.38,StationSlack,0,1,immediate_release,0,0,0,66.46,0,,,,0,0,4188.83,4125.38,4196.14,70.76,4.3,1,7.3
4134.49,Bot3,37027399,Pod221,OutputStation7,55.79,0,0,0,-55.79,0,4134.49,StationSlack,0,1,immediate_release,0,0,0,55.79,0,,,,0,0,4184.86,4134.49,4191.97,57.47,1.69,1,7.11
4136.98,Bot14,43889252,Pod962,OutputStation3,38.42,0,0,0,-38.42,0,4136.98,StationSlack,0,1,immediate_release,0,0,0,38.42,0,,,,0,0,4172.05,4136.98,4177.8,40.81,2.39,1,5.75
4137.21,Bot12,59458954,Pod252,OutputStation11,18.38,0,0,0,-18.38,0,4137.21,StationSlack,0,1,immediate_release,0,0,0,18.38,0,,,,0,0,4154.29,4137.21,4159.86,22.65,4.28,1,5.57
4143.75,Bot8,15211057,Pod423,OutputStation0,73.62,0,0,0,-73.62,0,4143.75,StationSlack,0,1,immediate_release,0,0,0,73.62,0,,,,0,0,4217.9,4143.75,4223.48,79.73,6.11,1,5.58
4147.39,Bot7,37087950,Pod71,OutputStation4,49,0,0,0,-49,0,4147.39,StationSlack,0,1,immediate_release,0,0,0,49,0,,,,0,0,4191.5,4147.39,4197.27,49.88,0.88,1,5.77
4155.5,Bot19,65368539,Pod249,OutputStation5,28.33,0,0,0,-28.33,0,4155.5,StationSlack,0,1,immediate_release,0,0,0,28.33,0,,,,0,0,4178.41,4155.5,4184.01,28.5,0.17,1,5.59
4165,Bot11,51445946,Pod337,OutputStation1,40.5,0,0,0,-40.5,0,4165,StationSlack,0,1,immediate_release,0,0,0,40.5,0,,,,0,0,4201.88,4165,4208.84,43.84,3.34,1,6.96
4199.81,Bot17,29947515,Pod126,OutputStation10,31.79,0,0,0,-31.79,0,4199.81,StationSlack,0,1,immediate_release,0,0,0,31.79,0,,,,0,0,4226.18,4199.81,4231.73,31.92,0.14,1,5.55
4220.96,Bot19,4291916,Pod50,OutputStation5,29.58,0,0,0,-29.58,0,4220.96,StationSlack,0,1,immediate_release,0,0,0,29.58,0,,,,0,0,4245.58,4220.96,4251.08,30.12,0.53,1,5.5
4236.32,Bot1,52302308,Pod84,OutputStation2,69.13,0,0,0,-69.13,0,4236.32,StationSlack,0,1,immediate_release,0,0,0,69.13,0,,,,0,0,4307.14,4236.32,4314.02,77.7,8.58,1,6.88
4259.22,Bot12,6403130,Pod279,OutputStation11,126.67,10.85,0,10.85,-115.82,0,4259.22,StationSlack,0,0,immediate_release,1,0.85,10,126.67,10.85,,,,0,0,4323.13,4259.22,4358.91,99.69,-26.97,0,35.79
4260.57,Bot14,30282212,Pod72,OutputStation3,26.33,0,0,0,-26.33,0,4260.57,StationSlack,0,1,immediate_release,0,0,0,26.33,0,,,,0,0,4282.57,4260.57,4289.75,29.19,2.85,1,7.18
4267.12,Bot16,4516376,Pod435,OutputStation9,35.58,0,0,0,-35.58,0,4267.12,StationSlack,0,1,immediate_release,0,0,0,35.58,0,,,,0,0,4299.69,4267.12,4305.14,38.02,2.44,1,5.45
4268.5,Bot3,61365090,Pod1193,OutputStation7,46.54,0,0,0,-46.54,0,4268.5,StationSlack,0,1,immediate_release,0,0,0,46.54,0,,,,0,0,4311.53,4268.5,4317.25,48.75,2.21,1,5.72
4271.3,Bot5,4485854,Pod372,OutputStation6,67.79,0,0,0,-67.79,0,4271.3,StationSlack,0,1,immediate_release,0,0,0,67.79,0,,,,0,0,4334.28,4271.3,4341.29,69.99,2.2,1,7.01
4279.59,Bot13,64025225,Pod471,OutputStation8,55.2,0,0,0,-55.2,0,4279.59,StationSlack,0,1,immediate_release,0,0,0,55.2,0,,,,0,0,4329.43,4279.59,4336.6,57,1.8,1,7.16
4297.2,Bot11,18660759,Pod990,OutputStation1,35,0,0,0,-35,0,4297.2,StationSlack,0,1,immediate_release,0,0,0,35,0,,,,0,0,4327.48,4297.2,4333.75,36.55,1.55,1,6.27
4303.15,Bot17,40647392,Pod82,OutputStation10,60.96,0,0,0,-60.96,0,4303.15,StationSlack,0,1,immediate_release,0,0,0,60.96,0,,,,0,0,4361.16,4303.15,4366.64,63.49,2.53,1,5.47
