time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
55.87,Bot3,48825474,Pod38,OutputStation7,72,0,0,0,-72,0,55.87,StationSlack,0,1,immediate_release,0,0,0,72,0,,,,0,0,116.77,55.87,123.11,67.24,-4.76,1,6.34
103.78,Bot9,56418724,Pod21,OutputStation11,18.33,15.84,0,15.84,-2.49,0,103.78,StationSlack,0,0,immediate_release,1,5.84,10,18.33,15.84,,,,0,0,117.41,103.78,138.12,34.34,16.01,0,20.71
174.19,Bot12,52578346,Pod1158,OutputStation11,68.33,15.88,0,15.88,-52.45,0,174.19,StationSlack,0,0,immediate_release,1,5.88,10,68.33,15.88,,,,1,0,210.63,174.19,228.27,54.07,-14.26,0,17.63
180.37,Bot17,16376444,Pod17,OutputStation10,61.63,0,0,0,-61.63,0,180.37,StationSlack,0,1,immediate_release,0,0,0,61.63,0,,,,0,0,239.25,180.37,244.81,64.44,2.82,1,5.56
188.07,Bot11,56436324,Pod94,OutputStation1,35.54,0,0,0,-35.54,0,188.07,StationSlack,0,1,immediate_release,0,0,0,35.54,0,,,,0,0,217.1,188.07,225.54,37.47,1.93,1,8.44
203.89,Bot16,11865643,Pod199,OutputStation9,35,0,0,0,-35,0,203.89,StationSlack,0,1,immediate_release,0,0,0,35,0,,,,0,0,233.97,203.89,240.45,36.56,1.56,1,6.48
222.02,Bot5,43918894,Pod59,OutputStation6,54.29,0,0,0,-54.29,0,222.02,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,271.79,222.02,277.46,55.44,1.15,1,5.67
223.34,Bot7,8683219,Pod477,OutputStation4,48.46,0,0,0,-48.46,0,223.34,StationSlack,0,1,immediate_release,0,0,0,48.46,0,,,,0,0,268.9,223.34,274.37,51.03,2.57,1,5.47
236.21,Bot13,20529271,Pod24,OutputStation8,28.96,0,0,0,-28.96,0,236.21,StationSlack,0,1,immediate_release,0,0,0,28.96,0,,,,0,0,271.39,236.21,276.81,40.6,11.64,1,5.42
238.93,Bot1,39681923,Pod212,OutputStation2,65.04,0,0,0,-65.04,0,238.93,StationSlack,0,1,immediate_release,0,0,0,65.04,0,,,,0,0,311.38,238.93,318.29,79.36,14.32,1,6.91
257.22,Bot14,45522188,Pod5,OutputStation3,51.21,0,0,0,-51.21,0,257.22,StationSlack,0,1,immediate_release,0,0,0,51.21,0,,,,0,0,305.04,257.22,310.42,53.2,1.99,1,5.38
272.76,Bot9,10201181,Pod43,OutputStation11,56.67,7.76,0,7.76,-48.91,0,272.76,StationSlack,0,0,immediate_release,0,7.76,0,56.67,7.76,,,,0,0,299.1,272.76,348.66,75.9,19.23,0,49.56
278.54,Bot19,40977664,Pod100,OutputStation5,22.17,0,0,0,-22.17,0,278.54,StationSlack,0,1,immediate_release,0,0,0,22.17,0,,,,0,0,295.6,278.54,301.1,22.56,0.4,1,5.51
279.45,Bot8,23688035,Pod20,OutputStation0,75.13,0,0,0,-75.13,0,279.45,StationSlack,0,1,immediate_release,0,0,0,75.13,0,,,,0,0,352,279.45,359.01,79.56,4.44,1,7.01
288.42,Bot3,7046514,Pod23,OutputStation7,58.96,0,0,0,-58.96,0,288.42,StationSlack,0,1,immediate_release,0,0,0,58.96,0,,,,0,0,342.7,288.42,349.61,61.19,2.23,1,6.92
329.05,Bot17,41084259,Pod99,OutputStation10,63.63,0,0,0,-63.63,0,329.05,StationSlack,0,1,immediate_release,0,0,0,63.63,0,,,,0,0,387.73,329.05,396.13,67.08,3.46,1,8.39
348.42,Bot11,57641498,Pod7,OutputStation1,43.63,0,0,0,-43.63,0,348.42,StationSlack,0,1,immediate_release,0,0,0,43.63,0,,,,0,0,387.17,348.42,394.13,45.71,2.09,1,6.96
361.06,Bot16,49011434,Pod74,OutputStation9,62.38,0,0,0,-62.38,0,361.06,StationSlack,0,1,immediate_release,0,0,0,62.38,0,,,,0,0,418.19,361.06,426.58,65.51,3.14,1,8.39
362.42,Bot13,62022620,Pod3,OutputStation8,40.29,0,0,0,-40.29,0,362.42,StationSlack,0,1,immediate_release,0,0,0,40.29,0,,,,0,0,399.35,362.42,404.81,42.39,2.09,1,5.46
375.59,Bot14,41672798,Pod6,OutputStation3,44.96,0,0,0,-44.96,0,375.59,StationSlack,0,1,immediate_release,0,0,0,44.96,0,,,,0,0,417.4,375.59,422.85,47.26,2.3,1,5.45
376.1,Bot5,66543725,Pod111,OutputStation6,45.54,0,0,0,-45.54,0,376.1,StationSlack,0,1,immediate_release,0,0,0,45.54,0,,,,0,0,417.53,376.1,424.6,48.5,2.96,1,7.08
398.05,Bot12,57777877,Pod121,OutputStation11,81.67,12.85,0,12.85,-68.81,0,398.05,StationSlack,0,0,immediate_release,1,2.85,10,81.67,12.85,,,,0,0,441.4,398.05,488.73,90.68,9.01,0,47.34
407.62,Bot7,3301218,Pod19,OutputStation4,64.96,0,0,0,-64.96,0,407.62,StationSlack,0,1,immediate_release,0,0,0,64.96,0,,,,0,0,471.44,407.62,477.2,69.58,4.62,1,5.76
413.74,Bot3,10483979,Pod26,OutputStation7,49.08,0,0,0,-49.08,0,413.74,StationSlack,0,1,immediate_release,0,0,0,49.08,0,,,,0,0,459.44,413.74,464.89,51.15,2.08,1,5.46
418.14,Bot8,59567086,Pod784,OutputStation0,25.63,0,0,0,-25.63,0,418.14,StationSlack,0,1,immediate_release,0,0,0,25.63,0,,,,0,0,438.97,418.14,444.5,26.35,0.73,1,5.53
431.67,Bot19,6021920,Pod995,OutputStation5,54.29,0,0,0,-54.29,0,431.67,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,482.87,431.67,488.56,56.89,2.6,1,5.69
444.68,Bot1,49942111,Pod30,OutputStation2,35.63,0,0,0,-35.63,0,444.68,StationSlack,0,1,immediate_release,0,0,0,35.63,0,,,,0,0,473.86,444.68,480.75,36.07,0.45,1,6.89
464.94,Bot17,26935019,Pod890,OutputStation10,59.04,0,0,0,-59.04,0,464.94,StationSlack,0,1,immediate_release,0,0,0,59.04,0,,,,0,0,519.22,464.94,526.1,61.16,2.12,1,6.88
476.09,Bot16,28609704,Pod120,OutputStation9,39.12,0,0,0,-39.12,0,476.09,StationSlack,0,1,immediate_release,0,0,0,39.12,0,,,,0,0,512.19,476.09,517.6,41.51,2.39,1,5.41
498.33,Bot14,45490280,Pod372,OutputStation3,66.29,0,0,0,-66.29,0,498.33,StationSlack,0,1,immediate_release,0,0,0,66.29,0,,,,0,0,562.09,498.33,569,70.68,4.39,1,6.91
514.39,Bot8,15229100,Pod224,OutputStation0,30.92,0,0,0,-30.92,0,514.39,StationSlack,0,1,immediate_release,0,0,0,30.92,0,,,,0,0,540.68,514.39,546.42,32.03,1.11,1,5.74
514.44,Bot3,33398680,Pod550,OutputStation7,36.33,0,0,0,-36.33,0,514.44,StationSlack,0,1,immediate_release,0,0,0,36.33,0,,,,0,0,546.89,514.44,553.26,38.83,2.49,1,6.38
521.04,Bot5,18304888,Pod96,OutputStation6,44.33,0,0,0,-44.33,0,521.04,StationSlack,0,1,immediate_release,0,0,0,44.33,0,,,,0,0,562.32,521.04,567.87,46.83,2.49,1,5.54
537.59,Bot7,27312452,Pod69,OutputStation4,56.5,0,0,0,-56.5,0,537.59,StationSlack,0,1,immediate_release,0,0,0,56.5,0,,,,0,0,591.75,537.59,597.13,59.54,3.05,1,5.38
541.82,Bot11,32152672,Pod244,OutputStation1,71.79,0,0,0,-71.79,0,541.82,StationSlack,0,1,immediate_release,0,0,0,71.79,0,,,,0,0,609.91,541.82,616.94,75.12,3.33,1,7.03
547.68,Bot13,39276901,Pod54,OutputStation8,59.71,0,0,0,-59.71,0,547.68,StationSlack,0,1,immediate_release,0,0,0,59.71,0,,,,0,0,602.35,547.68,610.63,62.95,3.25,1,8.28
553.17,Bot19,30377077,Pod163,OutputStation5,34.17,0,0,0,-34.17,0,553.17,StationSlack,0,1,immediate_release,0,0,0,34.17,0,,,,0,0,582.05,553.17,589.47,36.31,2.14,1,7.43
558.92,Bot9,17947797,Pod665,OutputStation11,67,0,0,0,-67,0,558.92,StationSlack,0,1,immediate_release,0,0,0,67,0,,,,0,0,622.22,558.92,629.19,70.27,3.27,1,6.97
568.71,Bot1,4958241,Pod95,OutputStation2,59.71,0,0,0,-59.71,0,568.71,StationSlack,0,1,immediate_release,0,0,0,59.71,0,,,,0,0,625.3,568.71,630.71,62,2.3,1,5.42
575.33,Bot12,50313692,Pod39,OutputStation11,59.12,0,0,0,-59.12,0,575.33,StationSlack,0,1,immediate_release,0,0,0,59.12,0,,,,0,0,631.07,575.33,657.81,82.48,23.36,0,26.74
615.46,Bot16,64592796,Pod15,OutputStation9,60.29,0,0,0,-60.29,0,615.46,StationSlack,0,1,immediate_release,0,0,0,60.29,0,,,,0,0,671.65,615.46,680.19,64.73,4.44,1,8.55
620.52,Bot17,26915443,Pod1052,OutputStation10,35,0,0,0,-35,0,620.52,StationSlack,0,1,immediate_release,0,0,0,35,0,,,,0,0,649.65,620.52,657.98,37.46,2.46,1,8.32
640.33,Bot7,53709539,Pod220,OutputStation4,22.17,0,0,0,-22.17,0,640.33,StationSlack,0,1,immediate_release,0,0,0,22.17,0,,,,0,0,656.96,640.33,662.73,22.4,0.24,1,5.77
647.42,Bot14,25360226,Pod1016,OutputStation3,62.29,0,0,0,-62.29,0,647.42,StationSlack,0,1,immediate_release,0,0,0,62.29,0,,,,0,0,706.74,647.42,713.57,66.15,3.85,1,6.82
650.38,Bot5,28801274,Pod253,OutputStation6,44.21,0,0,0,-44.21,0,650.38,StationSlack,0,1,immediate_release,0,0,0,44.21,0,,,,0,0,692.83,650.38,699.82,49.44,5.23,1,6.99
673.44,Bot3,7927572,Pod359,OutputStation7,51,0,0,0,-51,0,673.44,StationSlack,0,1,immediate_release,0,0,0,51,0,,,,0,0,720.24,673.44,727.21,53.76,2.76,1,6.97
701.61,Bot9,7025535,Pod14,OutputStation11,76.67,8.21,0,8.21,-68.46,0,701.61,StationSlack,0,0,immediate_release,0,8.21,0,76.67,8.21,,,,0,0,740,701.61,745.47,43.86,-32.81,1,5.47
726.9,Bot7,57063414,Pod586,OutputStation4,57,0,0,0,-57,0,726.9,StationSlack,0,1,immediate_release,0,0,0,57,0,,,,0,0,780.44,726.9,786.01,59.11,2.11,1,5.57
735.7,Bot8,63945617,Pod10,OutputStation0,40.96,0,0,0,-40.96,0,735.7,StationSlack,0,1,immediate_release,0,0,0,40.96,0,,,,0,0,773.23,735.7,778.68,42.99,2.03,1,5.45
760.71,Bot11,25715531,Pod584,OutputStation1,49.08,0,0,0,-49.08,0,760.71,StationSlack,0,1,immediate_release,0,0,0,49.08,0,,,,0,0,805.45,760.71,810.85,50.14,1.05,1,5.39
760.71,Bot16,35001948,Pod370,OutputStation9,42.21,0,0,0,-42.21,0,760.71,StationSlack,0,1,immediate_release,0,0,0,42.21,0,,,,0,0,798.68,760.71,805.65,44.93,2.73,1,6.96
763.78,Bot19,49182451,Pod294,OutputStation5,64.96,0,0,0,-64.96,0,763.78,StationSlack,0,1,immediate_release,0,0,0,64.96,0,,,,0,0,831.61,763.78,837.23,73.45,8.5,1,5.63
773.23,Bot17,2583257,Pod287,OutputStation10,50.46,0,0,0,-50.46,0,773.23,StationSlack,0,1,immediate_release,0,0,0,50.46,0,,,,0,0,833.73,773.23,840.73,67.5,17.04,1,7
774.76,Bot1,18802186,Pod971,OutputStation2,72.25,0,0,0,-72.25,0,774.76,StationSlack,0,1,immediate_release,0,0,0,72.25,0,,,,0,0,882.21,774.76,887.67,112.91,40.66,1,5.46
775.94,Bot13,326206,Pod66,OutputStation8,42.5,0,0,0,-42.5,0,775.94,StationSlack,0,1,immediate_release,0,0,0,42.5,0,,,,1,0,813.48,775.94,820.39,44.45,1.95,1,6.91
786.67,Bot14,1900699,Pod22,OutputStation3,35.67,0,0,0,-35.67,0,786.67,StationSlack,0,1,immediate_release,0,0,0,35.67,0,,,,0,0,816.52,786.67,825.06,38.39,2.72,1,8.55
798.5,Bot5,54298028,Pod111,OutputStation6,28.96,0,0,0,-28.96,0,798.5,StationSlack,0,1,immediate_release,0,0,0,28.96,0,,,,0,0,820.65,798.5,827.6,29.1,0.14,1,6.96
812.97,Bot12,30113190,Pod36,OutputStation11,153.33,12.63,0,12.63,-140.7,0,812.97,StationSlack,0,0,immediate_release,1,2.63,10,153.33,12.63,,,,0,0,888.54,812.97,893.96,80.99,-72.34,1,5.42
835.51,Bot8,47974306,Pod49,OutputStation0,39.79,0,0,0,-39.79,0,835.51,StationSlack,0,1,immediate_release,0,0,0,39.79,0,,,,0,0,868.84,835.51,875.79,40.27,0.48,1,6.95
848.65,Bot3,51215155,Pod830,OutputStation7,75.87,0,0,0,-75.87,0,848.65,StationSlack,0,1,immediate_release,0,0,0,75.87,0,,,,0,0,922.94,848.65,929.99,81.34,5.46,1,7.04
872.79,Bot9,46303369,Pod78,OutputStation11,48.41,0,0,0,-48.41,0,872.79,StationSlack,0,1,immediate_release,0,0,0,48.41,0,,,,0,0,922.63,872.79,971.9,99.11,50.7,0,49.27
889.82,Bot19,32190482,Pod32,OutputStation5,46.25,0,0,0,-46.25,0,889.82,StationSlack,0,1,immediate_release,0,0,0,46.25,0,,,,0,0,933.2,889.82,938.61,48.79,2.54,1,5.41
903.54,Bot13,40859422,Pod144,OutputStation8,59.12,0,0,0,-59.12,0,903.54,StationSlack,0,1,immediate_release,0,0,0,59.12,0,,,,0,0,959.02,903.54,966.25,62.7,3.58,1,7.23
905.1,Bot7,7263122,Pod132,OutputStation4,42.96,0,0,0,-42.96,0,905.1,StationSlack,0,1,immediate_release,0,0,0,42.96,0,,,,0,0,945.61,905.1,951.28,46.18,3.22,1,5.67
919.76,Bot14,18606658,Pod21,OutputStation3,64.96,0,0,0,-64.96,0,919.76,StationSlack,0,1,immediate_release,0,0,0,64.96,0,,,,0,0,983.27,919.76,988.68,68.92,3.96,1,5.41
925.91,Bot16,65368105,Pod1029,OutputStation9,40.96,0,0,0,-40.96,0,925.91,StationSlack,0,1,immediate_release,0,0,0,40.96,0,,,,0,0,962.35,925.91,969.29,43.38,2.42,1,6.94
932.97,Bot5,52495003,Pod12,OutputStation6,50.5,0,0,0,-50.5,0,932.97,StationSlack,0,1,immediate_release,0,0,0,50.5,0,,,,0,0,981.07,932.97,986.49,53.52,3.02,1,5.42
934.48,Bot1,14984742,Pod732,OutputStation2,37.08,0,0,0,-37.08,0,934.48,StationSlack,0,1,immediate_release,0,0,0,37.08,0,,,,0,0,966.95,934.48,973.25,38.77,1.69,1,6.3
942.31,Bot11,644958,Pod671,OutputStation1,41.67,0,0,0,-41.67,0,942.31,StationSlack,0,1,immediate_release,0,0,0,41.67,0,,,,0,0,980,942.31,986.9,44.59,2.92,1,6.9
967.92,Bot8,5804628,Pod88,OutputStation0,56.92,0,0,0,-56.92,0,967.92,StationSlack,0,1,immediate_release,0,0,0,56.92,0,,,,0,0,1024.85,967.92,1030.25,62.33,5.41,1,5.4
980.14,Bot17,32547344,Pod0,OutputStation10,52.21,0,0,0,-52.21,0,980.14,StationSlack,0,1,immediate_release,0,0,0,52.21,0,,,,0,0,1027.94,980.14,1034.94,54.8,2.59,1,7.01
1002.73,Bot19,3291805,Pod538,OutputStation5,58.38,0,0,0,-58.38,0,1002.73,StationSlack,0,1,immediate_release,0,0,0,58.38,0,,,,0,0,1056.11,1002.73,1063.03,60.3,1.93,1,6.92
1010.9,Bot16,56120774,Pod1158,OutputStation9,29.67,0,0,0,-29.67,0,1010.9,StationSlack,0,1,immediate_release,0,0,0,29.67,0,,,,0,0,1035.27,1010.9,1041.07,30.18,0.51,1,5.81
1022.65,Bot12,64481562,Pod34,OutputStation11,101.67,12.2,0,12.2,-89.47,0,1022.65,StationSlack,0,0,immediate_release,1,2.2,10,101.67,12.2,,,,0,0,1074.53,1022.65,1081.46,58.82,-42.85,1,6.93
1027.94,Bot7,12776873,Pod266,OutputStation4,33.75,0,0,0,-33.75,0,1027.94,StationSlack,0,1,immediate_release,0,0,0,33.75,0,,,,0,0,1056.24,1027.94,1063.24,35.31,1.56,1,7
1030.91,Bot1,46158895,Pod61,OutputStation2,46.46,0,0,0,-46.46,0,1030.91,StationSlack,0,1,immediate_release,0,0,0,46.46,0,,,,0,0,1073.04,1030.91,1079.94,49.03,2.58,1,6.9
1057.91,Bot3,63767898,Pod253,OutputStation7,27.04,0,0,0,-27.04,0,1057.91,StationSlack,0,1,immediate_release,0,0,0,27.04,0,,,,0,0,1078.1,1057.91,1085.04,27.13,0.09,1,6.94
1059.2,Bot13,53925362,Pod220,OutputStation8,64.29,0,0,0,-64.29,0,1059.2,StationSlack,0,1,immediate_release,0,0,0,64.29,0,,,,0,0,1128.32,1059.2,1134.03,74.83,10.54,1,5.71
1070.76,Bot14,63404971,Pod1166,OutputStation3,45.67,0,0,0,-45.67,0,1070.76,StationSlack,0,1,immediate_release,0,0,0,45.67,0,,,,0,0,1113.08,1070.76,1119.99,49.23,3.56,1,6.9
1079.98,Bot16,45405709,Pod282,OutputStation9,40.42,0,0,0,-40.42,0,1079.98,StationSlack,0,1,immediate_release,0,0,0,40.42,0,,,,0,0,1120.36,1079.98,1127.32,47.33,6.92,1,6.95
1094.81,Bot11,53983779,Pod5,OutputStation1,26.96,0,0,0,-26.96,0,1094.81,StationSlack,0,1,immediate_release,0,0,0,26.96,0,,,,0,0,1116.81,1094.81,1122.19,27.37,0.42,1,5.38
1096.89,Bot9,5998197,Pod546,OutputStation11,48.33,14.67,0,14.67,-33.67,0,1096.89,StationSlack,0,0,immediate_release,1,4.67,10,48.33,14.67,,,,0,0,1142.81,1096.89,1201.3,104.41,56.08,0,58.49
1099.13,Bot8,37040172,Pod44,OutputStation0,59.62,0,0,0,-59.62,0,1099.13,StationSlack,0,1,immediate_release,0,0,0,59.62,0,,,,0,0,1155.12,1099.13,1160.62,61.49,1.86,1,5.5
1105.32,Bot5,11656483,Pod259,OutputStation6,45.58,0,0,0,-45.58,0,1105.32,StationSlack,0,1,immediate_release,0,0,0,45.58,0,,,,0,0,1147.16,1105.32,1152.58,47.26,1.68,1,5.42
1132.02,Bot17,34871240,Pod772,OutputStation10,70.38,0,0,0,-70.38,0,1132.02,StationSlack,0,1,immediate_release,0,0,0,70.38,0,,,,0,0,1210.97,1132.02,1217.88,85.86,15.49,1,6.91
1180.03,Bot7,33647725,Pod106,OutputStation4,55.95,0,0,0,-55.95,0,1180.03,StationSlack,0,1,immediate_release,0,0,0,55.95,0,,,,0,0,1243.43,1180.03,1248.97,68.94,12.99,1,5.55
1192.46,Bot1,64060950,Pod35,OutputStation2,34.29,0,0,0,-34.29,0,1192.46,StationSlack,0,1,immediate_release,0,0,0,34.29,0,,,,0,0,1219.82,1192.46,1226.88,34.41,0.12,1,7.06
1212.91,Bot13,22030964,Pod225,OutputStation8,59.54,0,0,0,-59.54,0,1212.91,StationSlack,0,1,immediate_release,0,0,0,59.54,0,,,,0,0,1270.75,1212.91,1276.15,63.24,3.69,1,5.39
1226.99,Bot11,39677642,Pod144,OutputStation1,69.13,0,0,0,-69.13,0,1226.99,StationSlack,0,1,immediate_release,0,0,0,69.13,0,,,,0,0,1296.43,1226.99,1303.43,76.44,7.31,1,7
1231.01,Bot16,3974551,Pod22,OutputStation9,49.54,0,0,0,-49.54,0,1231.01,StationSlack,0,1,immediate_release,0,0,0,49.54,0,,,,0,0,1275.46,1231.01,1282.54,51.53,1.99,1,7.08
1231.85,Bot3,50083945,Pod19,OutputStation7,64.96,0,0,0,-64.96,0,1231.85,StationSlack,0,1,immediate_release,0,0,0,64.96,0,,,,0,0,1299.21,1231.85,1304.6,72.75,7.79,1,5.39
1237.37,Bot5,42652061,Pod29,OutputStation6,18.88,0,0,0,-18.88,0,1237.37,StationSlack,0,1,immediate_release,0,0,0,18.88,0,,,,0,0,1249.81,1237.37,1256.71,19.34,0.46,1,6.89
1253.12,Bot14,53503181,Pod694,OutputStation3,67.37,0,0,0,-67.37,0,1253.12,StationSlack,0,1,immediate_release,0,0,0,67.37,0,,,,0,0,1319.59,1253.12,1325.08,71.96,4.59,1,5.49
1259.33,Bot8,35770959,Pod93,OutputStation0,76.5,0,0,0,-76.5,0,1259.33,StationSlack,0,1,immediate_release,0,0,0,76.5,0,,,,0,0,1333.85,1259.33,1340.83,81.49,5,1,6.97
1277.25,Bot12,57264849,Pod154,OutputStation11,62.96,0,0,0,-62.96,0,1277.25,StationSlack,0,1,immediate_release,0,0,0,62.96,0,,,,1,0,1339,1277.25,1344.72,67.47,4.51,1,5.72
1286.73,Bot9,48371859,Pod53,OutputStation11,59.12,0,0,0,-59.12,0,1286.73,StationSlack,0,1,immediate_release,0,0,0,59.12,0,,,,0,0,1355.11,1286.73,1413.82,127.1,67.98,0,58.71
1316.37,Bot5,6007011,Pod881,OutputStation6,42.29,0,0,0,-42.29,0,1316.37,StationSlack,0,1,immediate_release,0,0,0,42.29,0,,,,0,0,1354.57,1316.37,1360.08,43.71,1.42,1,5.51
1317.47,Bot17,54063099,Pod1061,OutputStation10,50.42,0,0,0,-50.42,0,1317.47,StationSlack,0,1,immediate_release,0,0,0,50.42,0,,,,0,0,1374.88,1317.47,1381.87,64.4,13.98,1,6.98
1324.88,Bot1,16342320,Pod34,OutputStation2,70.45,0,0,0,-70.45,0,1324.88,StationSlack,0,1,immediate_release,0,0,0,70.45,0,,,,0,0,1393.08,1324.88,1400.04,75.16,4.71,1,6.97
1358.61,Bot7,60090566,Pod286,OutputStation4,59.79,0,0,0,-59.79,0,1358.61,StationSlack,0,1,immediate_release,0,0,0,59.79,0,,,,0,0,1413.64,1358.61,1421.91,63.3,3.51,1,8.27
1359.58,Bot19,16805850,Pod277,OutputStation5,80.37,0,0,0,-80.37,0,1359.58,StationSlack,0,1,immediate_release,0,0,0,80.37,0,,,,0,0,1439.43,1359.58,1444.96,85.38,5.01,1,5.53
1370.11,Bot13,51043549,Pod254,OutputStation8,61.95,0,0,0,-61.95,0,1370.11,StationSlack,0,1,immediate_release,0,0,0,61.95,0,,,,0,0,1427.79,1370.11,1436.59,66.48,4.52,1,8.79
1375.03,Bot3,32436862,Pod971,OutputStation7,64.46,0,0,0,-64.46,0,1375.03,StationSlack,0,1,immediate_release,0,0,0,64.46,0,,,,0,0,1436.59,1375.03,1442.99,67.96,3.5,1,6.4
1394.34,Bot8,5232572,Pod137,OutputStation0,44.29,0,0,0,-44.29,0,1394.34,StationSlack,0,1,immediate_release,0,0,0,44.29,0,,,,0,0,1435.51,1394.34,1441.01,46.68,2.39,1,5.51
1403.71,Bot16,8945359,Pod66,OutputStation9,35.79,0,0,0,-35.79,0,1403.71,StationSlack,0,1,immediate_release,0,0,0,35.79,0,,,,0,0,1438.43,1403.71,1445.54,41.83,6.05,1,7.11
1436.54,Bot11,5111875,Pod1001,OutputStation1,44.33,0,0,0,-44.33,0,1436.54,StationSlack,0,1,immediate_release,0,0,0,44.33,0,,,,0,0,1477.09,1436.54,1484.05,47.51,3.18,1,6.96
1448.97,Bot14,46006880,Pod91,OutputStation3,49.63,0,0,0,-49.63,0,1448.97,StationSlack,0,1,immediate_release,0,0,0,49.63,0,,,,0,0,1494.89,1448.97,1500.35,51.38,1.76,1,5.46
1450.3,Bot17,15481067,Pod8,OutputStation10,55.83,0,0,0,-55.83,0,1450.3,StationSlack,0,1,immediate_release,0,0,0,55.83,0,,,,0,0,1508.34,1450.3,1513.87,63.57,7.74,1,5.53
1467.58,Bot12,53218337,Pod253,OutputStation11,85,8.07,0,8.07,-76.93,0,1467.58,StationSlack,0,0,immediate_release,0,8.07,0,85,8.07,,,,0,0,1517.11,1467.58,1524.1,56.52,-28.48,1,6.98
1468.89,Bot1,11408737,Pod28,OutputStation2,69.87,0,0,0,-69.87,0,1468.89,StationSlack,0,1,immediate_release,0,0,0,69.87,0,,,,0,0,1538.11,1468.89,1545.07,76.18,6.31,1,6.96
1482.95,Bot13,35585464,Pod147,OutputStation8,38.45,0,0,0,-38.45,0,1482.95,StationSlack,0,1,immediate_release,0,0,0,38.45,0,,,,0,0,1517.78,1482.95,1523.23,40.27,1.82,1,5.45
1500.97,Bot5,56349232,Pod232,OutputStation6,59.17,0,0,0,-59.17,0,1500.97,StationSlack,0,1,immediate_release,0,0,0,59.17,0,,,,0,0,1553.98,1500.97,1559.49,58.52,-0.64,1,5.51
