#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;3;6;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/36,1/34,2/36,3/36,4/31,5/37;0/0,1/0,2/0;0/36,1/34,2/36,3/36,4/31,5/37;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0
899.81;61;29;3;6;0/592.49,1/602.97,2/611.81;0/42.22,1/60.04,2/37.77,3/42.15,4/60.29,5/46.88;0/899.81,1/899.81,2/899.81;0/899.81,1/899.81,2/899.81,3/899.81,4/899.81,5/899.81;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/29,1/28,2/29,3/27,4/25,5/37;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/22,1/17,2/22;0/5,1/4,2/5,3/4,4/6,5/5;0/31,1/30,2/29;0/87,1/85,2/87,3/87,4/85,5/86
959.88;61;30;3;6;0/652.56,1/663.04,2/671.88;0/42.57,1/60.86,2/39.61,3/43.2,4/60.75,5/47.61;0/959.88,1/959.88,2/959.88;0/959.88,1/959.88,2/959.88,3/959.88,4/959.88,5/959.88;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/28,1/27,2/28,3/27,4/31,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/22,1/17,2/22;0/5,1/4,2/5,3/5,4/6,5/5;0/31,1/30,2/29;0/93,1/91,2/93,3/93,4/91,5/92
1019.97;61;32;3;6;0/712.65,1/723.13,2/731.97;0/42.84,1/61.51,2/40.95,3/44.31,4/61.6,5/48.4;0/1019.97,1/1019.97,2/1019.97;0/1019.97,1/1019.97,2/1019.97,3/1019.97,4/1019.97,5/1019.97;0/0,1/0,2/0;0/0,1/3,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/22,1/24,2/36,3/30,4/32,5/25;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/22,1/17,2/22;0/5,1/5,2/5,3/5,4/6,5/6;0/31,1/30,2/29;0/99,1/97,2/99,3/99,4/97,5/98
1079.96;61;36;3;6;0/772.63,1/783.12,2/791.95;0/43.89,1/62.4,2/41.62,3/45.23,4/63.02,5/49.15;0/1079.96,1/1079.96,2/1079.96;0/1079.96,1/1079.96,2/1079.96,3/1079.96,4/1079.96,5/1079.96;0/0,1/0,2/0;0/4,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/20,1/30,2/30,3/27,4/34,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/22,1/17,2/22;0/6,1/5,2/6,3/6,4/7,5/6;0/31,1/30,2/29;0/105,1/103,2/105,3/105,4/103,5/104
1139.99;61;37;3;6;0/832.67,1/843.15,2/851.99;0/44.81,1/62.99,2/42.5,3/46.23,4/64.34,5/49.7;0/1139.99,1/1139.99,2/1139.99;0/1139.99,1/1139.99,2/1139.99,3/1139.99,4/1139.99,5/1139.99;0/0,1/0,2/0;0/0,1/0,2/0,3/4,4/0,5/0;0/0,1/0,2/0;0/26,1/34,2/31,3/28,4/35,5/27;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/22,1/17,2/22;0/6,1/5,2/6,3/6,4/7,5/7;0/31,1/30,2/29;0/111,1/109,2/111,3/111,4/109,5/110
1199.89;61;40;3;6;0/892.57,1/903.05,2/911.89;0/45.51,1/63.68,2/44.22,3/46.95,4/65.96,5/50.82;0/1199.89,1/1199.89,2/1199.89;0/1199.89,1/1199.89,2/1199.89,3/1199.89,4/1199.89,5/1199.89;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/24,1/31,2/31,3/30,4/31,5/26;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/22,1/17,2/22;0/7,1/6,2/6,3/6,4/8,5/7;0/31,1/30,2/29;0/117,1/115,2/117,3/117,4/115,5/116
1259.84;66;41;3;6;0/939.22,1/946.27,2/960.33;0/46.39,1/64.1,2/44.59,3/47.21,4/66.71,5/51.59;0/1259.84,1/1259.84,2/1259.84;0/1259.84,1/1259.84,2/1259.84,3/1259.84,4/1259.84,5/1259.84;0/8,1/6,2/8;0/0,1/0,2/0,3/0,4/0,5/0;0/11,1/10,2/12;0/34,1/37,2/27,3/24,4/33,5/28;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/23,1/19,2/24;0/7,1/6,2/7,3/6,4/8,5/7;0/33,1/32,2/31;0/123,1/121,2/123,3/123,4/121,5/122
1319.92;74;42;3;6;0/962.99,1/964.03,2/975.47;0/46.7,1/64.9,2/45.21,3/48.02,4/67.87,5/51.92;0/1319.92,1/1319.92,2/1319.92;0/1319.92,1/1319.92,2/1319.92,3/1319.92,4/1319.92,5/1319.92;0/6,1/3,2/4;0/0,1/0,2/0,3/0,4/0,5/0;0/8,1/6,2/8;0/31,1/34,2/29,3/22,4/32,5/25;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/25,1/22,2/27;0/7,1/6,2/7,3/6,4/8,5/8;0/36,1/36,2/35;0/129,1/127,2/129,3/129,4/127,5/128
1379.97;84;46;3;6;0/997.16,1/984.65,2/1002.57;0/47.23,1/65.52,2/46.37,3/48.83,4/68.77,5/52.72;0/1379.97,1/1379.97,2/1379.97;0/1379.97,1/1379.97,2/1379.97,3/1379.97,4/1379.97,5/1379.97;0/4,1/0,2/1;0/0,1/0,2/0,3/0,4/0,5/0;0/5,1/2,2/5;0/27,1/30,2/39,3/25,4/26,5/33;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/28,1/26,2/30;0/8,1/7,2/7,3/7,4/9,5/8;0/39,1/40,2/38;0/135,1/133,2/135,3/135,4/133,5/134
1439.94;91;47;3;6;0/1034.35,1/1024.88,2/1032.89;0/48.21,1/66.45,2/46.81,3/50.05,4/69.86,5/53.64;0/1439.94,1/1439.94,2/1439.94;0/1439.94,1/1439.94,2/1439.94,3/1439.94,4/1439.94,5/1439.94;0/1,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/3,1/0,2/2;0/29,1/30,2/37,3/31,4/33,5/29;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/30,1/28,2/33;0/8,1/7,2/8,3/7,4/9,5/8;0/41,1/42,2/41;0/141,1/139,2/141,3/141,4/139,5/140
1500;95;50;3;6;0/1078.48,1/1084.93,2/1073.27;0/49.37,1/66.91,2/48.05,3/51.07,4/70.61,5/54.09;0/1500,1/1500,2/1500;0/1500,1/1500,2/1500,3/1500,4/1500,5/1500;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/4;0/1,1/0,2/0;0/36,1/24,2/39,3/31,4/40,5/30;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/32,1/28,2/35;0/8,1/8,2/8,3/8,4/9,5/9;0/43,1/42,2/43;0/147,1/145,2/147,3/147,4/145,5/146
1559.89;96;52;3;6;0/1123.46,1/1144.83,2/1133.17;0/49.78,1/67.43,2/49.27,3/51.62,4/71.88,5/55.44;0/1559.89,1/1559.89,2/1559.89;0/1559.89,1/1559.89,2/1559.89,3/1559.89,4/1559.89,5/1559.89;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/3,5/0;0/0,1/0,2/0;0/30,1/26,2/36,3/33,4/40,5/32;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/8,1/8,2/9,3/8,4/10,5/9;0/44,1/42,2/43;0/153,1/151,2/153,3/153,4/151,5/152
1619.95;96;55;3;6;0/1183.52,1/1204.88,2/1193.23;0/50.55,1/68.59,2/50.08,3/52.35,4/73.05,5/55.88;0/1619.95,1/1619.95,2/1619.95;0/1619.95,1/1619.95,2/1619.95,3/1619.95,4/1619.95,5/1619.95;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/30,1/24,2/36,3/33,4/38,5/26;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/9,1/9,2/9,3/9,4/10,5/9;0/44,1/42,2/43;0/159,1/157,2/159,3/159,4/157,5/158
1679.97;96;58;3;6;0/1243.54,1/1264.91,2/1253.25;0/50.95,1/69.75,2/50.34,3/52.95,4/73.77,5/57.3;0/1679.97,1/1679.97,2/1679.97;0/1679.97,1/1679.97,2/1679.97,3/1679.97,4/1679.97,5/1679.97;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/24,1/29,2/30,3/35,4/32,5/27;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/10,1/9,2/9,3/9,4/11,5/10;0/44,1/42,2/43;0/165,1/163,2/165,3/165,4/163,5/164
1739.9;96;59;3;6;0/1303.46,1/1324.83,2/1313.17;0/51.47,1/70.65,2/51.04,3/53.62,4/74.55,5/58.03;0/1739.9,1/1739.9,2/1739.9;0/1739.9,1/1739.9,2/1739.9,3/1739.9,4/1739.9,5/1739.9;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/27,1/27,2/24,3/29,4/35,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/10,1/9,2/10,3/9,4/11,5/10;0/44,1/42,2/43;0/171,1/169,2/171,3/171,4/169,5/170
1799.79;96;62;3;6;0/1363.35,1/1384.72,2/1373.06;0/52.26,1/71.27,2/51.89,3/54.54,4/74.98,5/58.65;0/1799.79,1/1799.79,2/1799.79;0/1799.79,1/1799.79,2/1799.79,3/1799.79,4/1799.79,5/1799.79;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/32,1/21,2/30,3/29,4/35,5/27;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/10,1/10,2/10,3/10,4/11,5/11;0/44,1/42,2/43;0/177,1/175,2/177,3/177,4/175,5/176
1859.99;96;65;3;6;0/1423.56,1/1444.92,2/1433.27;0/53.39,1/72.36,2/52.89,3/55.88,4/75.29,5/59.26;0/1859.99,1/1859.99,2/1859.99;0/1859.99,1/1859.99,2/1859.99,3/1859.99,4/1859.99,5/1859.99;0/0,1/0,2/0;0/2,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/29,1/22,2/36,3/29,4/34,5/27;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/11,1/10,2/10,3/11,4/12,5/11;0/44,1/42,2/43;0/183,1/181,2/183,3/183,4/181,5/182
1919.96;96;67;3;6;0/1483.53,1/1504.89,2/1493.24;0/53.99,1/73.21,2/53.77,3/56.98,4/76.01,5/60.12;0/1919.96,1/1919.96,2/1919.96;0/1919.96,1/1919.96,2/1919.96,3/1919.96,4/1919.96,5/1919.96;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/32,1/32,2/38,3/31,4/34,5/25;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/11,1/10,2/11,3/11,4/12,5/12;0/44,1/42,2/43;0/189,1/187,2/189,3/189,4/187,5/188
1979.61;96;70;3;6;0/1543.18,1/1564.54,2/1552.89;0/54.62,1/74.32,2/54.9,3/57.75,4/76.59,5/61.4;0/1979.61,1/1979.61,2/1979.61;0/1979.61,1/1979.61,2/1979.61,3/1979.61,4/1979.61,5/1979.61;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/35,1/32,2/39,3/28,4/31,5/30;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/12,1/11,2/11,3/12,4/12,5/12;0/44,1/42,2/43;0/195,1/193,2/195,3/195,4/193,5/194
2039.98;96;73;3;6;0/1603.54,1/1624.91,2/1613.25;0/55.77,1/76.64,2/56.69,3/59.58,4/78.41,5/63.82;0/2039.98,1/2039.98,2/2039.98;0/2039.98,1/2039.98,2/2039.98,3/2039.98,4/2039.98,5/2039.98;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/2;0/0,1/0,2/0;0/34,1/41,2/38,3/31,4/29,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/13,1/11,2/12,3/12,4/13,5/12;0/44,1/42,2/43;0/201,1/199,2/201,3/201,4/199,5/200
2099.64;96;75;3;6;0/1663.2,1/1684.57,2/1672.91;0/56.36,1/77.02,2/58.14,3/61.34,4/81.15,5/65.62;0/2099.64,1/2099.64,2/2099.64;0/2099.64,1/2099.64,2/2099.64,3/2099.64,4/2099.64,5/2099.64;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/39,1/35,2/35,3/28,4/33,5/36;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/13,1/11,2/12,3/12,4/14,5/13;0/44,1/42,2/43;0/206,1/205,2/207,3/207,4/205,5/206
2159.95;96;77;3;6;0/1723.51,1/1744.88,2/1733.22;0/57.3,1/77.95,2/60.07,3/62.93,4/82.9,5/67.38;0/2159.95,1/2159.95,2/2159.95;0/2159.95,1/2159.95,2/2159.95,3/2159.95,4/2159.95,5/2159.95;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/40,1/32,2/34,3/30,4/36,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/13,1/12,2/12,3/13,4/14,5/13;0/44,1/42,2/43;0/212,1/211,2/213,3/213,4/211,5/212
2219.85;96;82;3;6;0/1783.42,1/1804.79,2/1793.13;0/58.43,1/78.97,2/61.77,3/63.42,4/84.81,5/67.99;0/2219.85,1/2219.85,2/2219.85;0/2219.85,1/2219.85,2/2219.85,3/2219.85,4/2219.85,5/2219.85;0/0,1/0,2/0;0/0,1/4,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/36,1/30,2/38,3/30,4/34,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/13,1/13,2/14,3/14,4/14,5/14;0/44,1/42,2/43;0/218,1/217,2/219,3/219,4/217,5/218
2279.99;96;87;3;6;0/1843.55,1/1864.92,2/1853.26;0/58.84,1/80.17,2/62.79,3/63.98,4/85.74,5/68.93;0/2279.99,1/2279.99,2/2279.99;0/2279.99,1/2279.99,2/2279.99,3/2279.99,4/2279.99,5/2279.99;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/30,1/29,2/34,3/24,4/28,5/27;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/14,1/14,2/15,3/14,4/15,5/15;0/44,1/42,2/43;0/224,1/223,2/225,3/225,4/223,5/224
2339.72;96;91;3;6;0/1903.29,1/1924.66,2/1913;0/59.8,1/81.12,2/63.71,3/64.59,4/86.93,5/69.81;0/2339.72,1/2339.72,2/2339.72;0/2339.72,1/2339.72,2/2339.72,3/2339.72,4/2339.72,5/2339.72;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/28,1/26,2/32,3/24,4/34,5/28;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/15,1/15,2/15,3/15,4/15,5/16;0/44,1/42,2/43;0/230,1/229,2/231,3/231,4/229,5/230
2399.99;96;96;3;6;0/1963.56,1/1984.92,2/1973.27;0/60.19,1/82.07,2/65.1,3/65.84,4/88.42,5/71.17;0/2399.99,1/2399.99,2/2399.99;0/2399.99,1/2399.99,2/2399.99,3/2399.99,4/2399.99,5/2399.99;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/28,1/24,2/28,3/30,4/28,5/33;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/16,1/16,2/16,3/16,4/16,5/16;0/44,1/42,2/43;0/236,1/235,2/237,3/237,4/235,5/236
2459.75;96;101;3;6;0/2023.32,1/2044.68,2/2033.03;0/60.5,1/83,2/66.04,3/66.32,4/89.41,5/72.38;0/2459.75,1/2459.75,2/2459.75;0/2459.75,1/2459.75,2/2459.75,3/2459.75,4/2459.75,5/2459.75;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/25,1/27,2/30,3/26,4/30,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/33,1/28,2/35;0/16,1/17,2/17,3/17,4/17,5/17;0/44,1/42,2/43;0/242,1/241,2/243,3/243,4/241,5/242
2519.94;96;104;3;6;0/2083.5,1/2104.87,2/2093.21;0/62.16,1/83.38,2/67.19,3/66.7,4/89.82,5/73.43;0/2519.94,1/2519.94,2/2519.94;0/2519.94,1/2519.94,2/2519.94,3/2519.94,4/2519.94,5/2519.94;0/27,1/16,2/13;0/0,1/0,2/0,3/0,4/0,5/2;0/31,1/31,2/26;0/23,1/24,2/29,3/23,4/31,5/31;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/33,1/28,2/35;0/16,1/18,2/18,3/17,4/17,5/18;0/44,1/42,2/43;0/248,1/247,2/249,3/249,4/247,5/248
